milliseconds,y,x
0,0.1,600.0
100,0.09187779158347233,601.9658713003784
200,0.08510001460056002,604.293488508216
300,0.07941336024675619,606.8993843819567
400,0.07461635066899927,609.7162291292614
500,0.0705475651398358,612.6895008407417
600,0.06707639719659125,615.7747746392222
700,0.06409680151347187,618.9358247932804
800,0.06152252811695998,622.143129660611
900,0.059283482665862204,625.3727055390553
1000,0.05732230963331099,628.6049874104621
1100,0.05559197382653949,631.8240230492503
1200,0.05405416302602075,635.0169301034003
1300,0.0526776762007257,638.1733473758293
1400,0.05143701388713506,641.2849551158655
1500,0.050311316149614094,644.3451132790324
1600,0.04928356161463941,647.3485857549158
1700,0.04833984775480309,650.2912918512509
1800,0.04746878779480835,653.170098813851
1900,0.04666103201249149,655.9826573560043
2000,0.045908889191324596,658.7272699713524
2100,0.0452060059539777,661.402778241956
2200,0.04454710550373163,664.0084703727505
2300,0.043927778494674635,666.5440063130266
2400,0.04334431966424472,669.0093576432781
2500,0.0427935868468509,671.4047546552515
2600,0.04227288298897387,673.7306409656734
2700,0.04177988237499559,675.98764266322
2800,0.04131256399366585,678.176540088845
2900,0.04086915415761055,680.2982425165789
3000,0.04044808066949641,682.3537667562994
3100,0.040047935937548254,684.3442188376298
3200,0.03966744719148793,686.2707781951294
3300,0.039305458745730444,688.1346861229592
3400,0.03896091505680081,689.9372347205175
3500,0.038632846358175585,691.6797569742996
3600,0.038320358473952536,693.3636187448943
3700,0.03802261786773501,694.9902084456064
3800,0.03773885229902567,696.560934202764
3900,0.03746833198047455,698.077211948753
4000,0.03721037930397945,699.5404671052833
4100,0.03696435556327186,700.9521249535449
4200,0.03672966478615604,702.3136095683586
4300,0.03650574363942412,703.6263393757438
4400,0.036292061114264064,704.8917217526798
4500,0.03608811743132316,706.1111530788884
4600,0.03589343917791669,707.286013327077
4700,0.035707580506543005,708.4176674639583
4800,0.03553011394952947,709.5074546761729
4900,0.035360639531845636,710.5566984262248
5000,0.03519877797324306,711.5666987664981
