milliseconds,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s21,s19,s23,s25,s26,s27,s29,s31,s33,s35,s36,s37,s38
0,1.0,13.902133105879207,104.60340734129798,107.52023301198497,1.7992996897247495,25.306519819388875,68.93397282314727,1.000765904611408,17.735836115260586,0.12179957216941077,1.0,0.7586266534922352,-0.080006299684691,0.04813307718808711,-0.3534691052555572,-0.004487389094362118,0.0004464249339069046,0.062360833897681295,-0.03183841879250553,38.61682492975662,4.010322742888502,850.8448621295702,7.821616646364763,-0.007285885773866872,0.003797362453198311,0.001001920799068777,0.04338498980053711,-2.244914001722278,-0.000454616252811715,0.053401320836772646
100,1.0,14.355929978420553,104.52272456123336,108.62584820784855,1.7948766461355574,25.047883032562638,68.65366916445653,1.0053512234889657,17.795814824879695,0.02711440021760935,1.0,0.7595983338905639,-0.03769592587256043,0.14494896878620428,0.08829266925262225,0.008604730097313424,-0.002767074128879756,0.025674466540645813,-0.07750843085608117,19.329364482519566,23.78487436350918,815.5725709710883,34.20010133498886,0.0512806265709633,0.0047437438329558275,0.0009273097134970163,0.04334437222791337,2.712056195562297,0.0015426342306362956,-0.13194206596691366
200,1.0,14.350328250626873,105.55898823221787,109.34697189945227,1.7821142083753272,25.052011135974812,68.62484232452766,1.002824124221023,17.800838289966446,0.08655512405449947,1.0,0.7588580807649736,0.1486447684771787,0.10299118984101566,-0.703186395181125,0.0031127043004559266,-0.003615817343681069,-0.12710267338371614,-0.09744291932437785,11.132414382195785,29.325331260858597,801.0103367750311,55.64926034803947,0.11840552422882024,0.004556104795134832,0.0009495678558330261,0.043336029425374976,-0.7453214601243098,0.001944720427361984,0.0988236563062624
300,1.0,14.626343861652476,105.776516793379,110.8442017920504,1.7854186706482096,24.77378879988497,68.42953993914755,1.0123447263177208,17.896927539760636,0.14049317577701884,1.0,0.7589173149411996,0.406785387701163,0.24636709322465858,-2.7474551661154503,0.00673960102862507,-0.007102278731454272,-0.30220007725238107,-0.12220551634639136,10.067199218415322,33.36890408620201,767.9145513506063,80.01386039095408,0.16028814323749102,0.003768903617114815,0.001017540910213584,0.04329909578191705,2.473660591400577,0.0021750566519287604,0.1359704106679725
400,1.0,14.743578666663423,105.90503238171516,110.89666086266686,1.7765417094623301,24.51914708065645,68.09404317857314,1.0114903983631005,17.910463138544998,0.29781404817656004,1.0,0.7589186593722165,0.5189914987149362,0.5133765714498283,-2.299905243143443,0.017515591253112063,-0.013613188244595599,-0.4382407227795685,-0.17883022820997338,9.003047805632761,33.29081519748813,759.5805620962531,102.72046324249767,0.1702207592582116,0.005710782944021174,0.001020645468448551,0.04329813667063097,1.7969342900310354,0.0026084140433793777,0.15834315539324945
500,1.0,14.611142162417233,106.65653150876537,112.04674392334485,1.772091378462679,24.604430505735504,67.98801796669275,1.0165821219309694,17.884097920951884,0.5173564418929912,1.0,0.7591392759249999,0.882990950144695,0.8194272534854903,-3.297204930329268,0.018388644524001935,-0.011260059826319696,-0.5243976214791181,-0.22228756477123449,9.53827316203544,47.39967611502663,722.5226985570339,116.16863117635671,0.18774328939537127,0.005962390603003408,0.0010376298007161115,0.04337603247069505,3.13145179230289,0.004579867305569682,0.030507048724718003
600,1.0,14.976679494205849,107.87812263027318,112.2439321438973,1.7738885630004735,24.47231803776087,68.11048785558994,1.0186640031662189,17.97033149758563,0.4753585448048525,1.0,0.7595764291373164,0.7401071534490248,0.8753517753459623,-5.579483730526309,0.018413202360831393,-0.016726528155806313,-0.8801143839213322,-0.22796480219605397,7.932536642969242,40.73849816272489,700.7902390784802,132.42070958112492,0.21955688406184992,0.006551004138374323,0.00097138201517814,0.043407138348788434,5.625290007916512,0.005376748994523272,0.27393097800295946
700,1.0,14.870509661072484,108.48358031254875,113.53271259897501,1.7729746645086135,24.083634744490258,67.91413558196054,1.023841301401105,17.968162241696465,0.6214668702889568,1.0,0.7584637242459649,1.243230238483827,0.8038923034932515,-4.272772850862874,0.021668502558119418,-0.016441643177373403,-0.9727882891357195,-0.2660844984623035,10.433570759996657,44.440825656298834,688.5266278406272,150.49535429718415,0.19892599120415289,0.005466941833418298,0.0010459205199231053,0.04338016287408957,7.0399755768274845,0.005461431528900135,0.2703844043275736
800,1.0,15.128969129474969,108.18660768487831,114.87940172897783,1.7671826237979873,24.235365790288757,67.63020094324469,1.0202127856562122,18.00278864849912,0.6857562697934119,1.0,0.7599016573518451,1.1655662465639387,1.2263298113154972,-4.985436714305675,0.0353425736260932,-0.024953541575785037,-0.9145027105299571,-0.3307963418550757,10.759381074425505,56.060964937221755,662.1119275180206,165.14217033486395,0.2329256338600033,0.00908277447558872,0.001044816837003391,0.04331424639959925,7.097374606064123,0.005524262766303662,0.35735207271635383
900,1.0,15.242628096509588,109.91619502074735,115.85064567691545,1.765523276317809,23.811833310044957,67.63199106129433,1.0300709250485924,18.101603790920826,0.8718156807036233,1.0,0.7585410624403283,1.5513856565871014,1.4073765366958653,-6.526141116527742,0.034758488570554184,-0.030329050766761085,-1.2584958261463843,-0.30764906253493485,11.360519885432053,53.481206390697935,652.0662693233044,170.75434132719704,0.27423049140056655,0.009916131221535465,0.0009600674500731507,0.043354575159652076,7.386352381296948,0.006615294338047473,0.31558712663741667
