milliseconds,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts
0,1.582050312887073e-14,5.929876029130235e-15,-4.4813277549818994e-18,1.2736471371745014e-13,-8.923164493915484e-16
100,-1.4364083644741185e-14,7.621646568280883e-15,4.805114274192901e-17,8.314576721785497e-14,3.2143010694670262e-15
200,-3.0128221824651775e-14,7.288849474190846e-15,1.0159998277002258e-16,4.8596855752996355e-14,4.9997851177311035e-15
300,-5.754924918924747e-14,9.429217179228602e-15,1.707299150183236e-16,4.701936040906655e-15,5.98564822070643e-15
400,-7.479749554234909e-14,1.1885556292996145e-14,1.5563735428928623e-16,-1.4320291481690176e-14,5.188603964840418e-15
500,-8.534947742741151e-14,1.2485161396755272e-14,1.4538528440808171e-16,-2.225283352220439e-14,5.749428297152493e-15
600,-1.0052783266674201e-13,1.2861955304400496e-14,1.2822544536367096e-16,-3.863408173014728e-14,6.23168360515702e-15
700,-1.172974719366856e-13,1.506874214524109e-14,1.1830566443541007e-16,-4.862910094781445e-14,5.888623993832471e-15
800,-1.3635525515360852e-13,1.6284343790972694e-14,1.1195603975648063e-16,-7.24213869780505e-14,4.8521955336428716e-15
900,-1.5383520998099016e-13,1.8691012030671563e-14,9.776661341663634e-17,-8.55223123681572e-14,7.069970872106932e-15
1000,-1.6779234929004475e-13,1.8731637565252553e-14,6.94176847871407e-17,-8.9709622046906e-14,8.909117245785064e-15
1100,-1.8129139267302286e-13,2.0670599734421246e-14,5.558676845412467e-17,-1.0685575534678622e-13,6.277164883914671e-15
1200,-1.996762491022684e-13,2.2013503150748005e-14,4.2954942488960136e-17,-1.2390186224465186e-13,9.65913626770296e-15
1300,-2.0909266643896866e-13,2.221271433964489e-14,2.4427845402717895e-17,-1.3400891562269206e-13,7.112179117919504e-15
1400,-2.173982011962487e-13,2.5101325696988132e-14,3.431572702981931e-17,-1.4389876277613995e-13,7.725389351939414e-15
1500,-2.1970703040210027e-13,2.6283634386428445e-14,5.558392566789825e-17,-1.4762566969447617e-13,1.400113849633801e-14
1600,-2.2069181311879636e-13,2.567351378286484e-14,6.431465791753989e-17,-1.4710229429873653e-13,1.768241796314462e-14
1700,-2.1632023557154194e-13,2.8252280257189894e-14,7.961080211174202e-17,-1.4038143830244022e-13,1.834343875899071e-14
1800,-2.1849891296822586e-13,2.8494358482640846e-14,9.802167827567672e-17,-1.4286205233584807e-13,2.366162916284599e-14
1900,-2.1982992465818722e-13,2.880448209165318e-14,1.2069618887519377e-16,-1.370719231882293e-13,2.7951271878829117e-14
2000,-2.1733710742583806e-13,3.017673890575987e-14,1.3856732068687767e-16,-1.4161438874064548e-13,2.9629997372384595e-14
2100,-2.2370838559734357e-13,3.1470341798013344e-14,1.559571794461933e-16,-1.439041935208605e-13,3.396950498435478e-14
2200,-2.1942600352227653e-13,3.246613541868615e-14,1.8277214950229944e-16,-1.4662570610817144e-13,3.679568911832431e-14
2300,-2.22269559049166e-13,3.470104789651027e-14,1.8627000561648966e-16,-1.4329500308642685e-13,4.4005352162500226e-14
2400,-2.2527879657751865e-13,3.573679017070265e-14,2.065915783742473e-16,-1.4645353342099935e-13,4.693845412598142e-14
2500,-2.2667978210383333e-13,3.6727609676786067e-14,2.3093935093977604e-16,-1.4109554188115191e-13,4.85482334868554e-14
2600,-2.2695161423149595e-13,3.715032260944073e-14,2.503933978968329e-16,-1.510532935460228e-13,5.023643411077621e-14
2700,-2.2594171897886178e-13,3.925980416167431e-14,2.6520580225889683e-16,-1.403536621182237e-13,5.706257750600608e-14
2800,-2.304302961496666e-13,4.028144549746253e-14,2.7870024225942334e-16,-1.5015540577765257e-13,5.83394203952835e-14
2900,-2.2021647648145708e-13,3.9863858345146506e-14,3.0127688542383697e-16,-1.45652459539105e-13,6.4673819005557e-14
3000,-2.2938487177759086e-13,4.175828406783535e-14,3.190494747046973e-16,-1.509251170691296e-13,6.403684166616573e-14
3100,-2.1888996211433443e-13,4.2010893463322666e-14,3.0518788059435036e-16,-1.467950616663683e-13,6.43739090220078e-14
3200,-2.2530842891167436e-13,4.034257963848043e-14,2.867574432797958e-16,-1.385118894131776e-13,6.510290145206507e-14
3300,-2.1790192147876583e-13,3.9689429082518285e-14,2.6735329991404886e-16,-1.4299164256312403e-13,6.357696477520222e-14
3400,-2.1761318617132414e-13,4.0073244200739714e-14,2.605466107508425e-16,-1.3600486925697004e-13,6.674624372192894e-14
3500,-2.2172995660570607e-13,3.850347289897643e-14,2.4737674941550617e-16,-1.374470592233518e-13,6.162305634468213e-14
3600,-2.1287233140842575e-13,3.824509100238442e-14,2.2441131576008996e-16,-1.3810125885915349e-13,6.116354550793779e-14
3700,-2.1943941835460978e-13,3.7540598886249195e-14,2.2008652745485154e-16,-1.367900798085891e-13,6.133335376014054e-14
3800,-2.1649860307551455e-13,3.6104086028295944e-14,2.0752230737054814e-16,-1.3479034400066033e-13,6.344449804631355e-14
3900,-2.0716366221271422e-13,3.609867290880906e-14,1.9278965358893226e-16,-1.320120965512261e-13,6.078596815489759e-14
4000,-2.0993385175968642e-13,3.6416083145030225e-14,1.805277081074454e-16,-1.3371176831824737e-13,6.313473285640247e-14
4100,-2.0764832818097474e-13,3.545936361794621e-14,1.6749817728793338e-16,-1.313524421692535e-13,6.311993838853544e-14
4200,-2.0794150155930965e-13,3.3383012710211927e-14,1.5168700976125135e-16,-1.2925158203287453e-13,6.078795488746507e-14
4300,-1.9990895214824568e-13,3.4437794616460917e-14,1.3640071083225509e-16,-1.327338110623241e-13,5.922509886796618e-14
4400,-2.0384284216722074e-13,3.2560598069553306e-14,1.1963606878454572e-16,-1.2860238784549085e-13,6.146060855645987e-14
4500,-1.9557767600595594e-13,3.296356534215712e-14,1.111563276870341e-16,-1.311736323933702e-13,6.05693233020282e-14
4600,-1.9853322118755263e-13,3.120185892558779e-14,9.619355010515365e-17,-1.317349793236195e-13,6.151022287416385e-14
4700,-2.022551862048079e-13,3.109495123908849e-14,6.856623622263187e-17,-1.3062036791886346e-13,6.033053298043675e-14
4800,-1.9856924451267814e-13,2.9678993572896813e-14,5.681960737256798e-17,-1.2524054240548223e-13,6.031830063881987e-14
4900,-1.9880716985561155e-13,2.908910495163167e-14,4.980399735625403e-17,-1.1815927827096366e-13,5.892448142956904e-14
5000,-1.8983604946476534e-13,2.869146111102611e-14,3.0467799391766204e-17,-1.27323958049643e-13,5.785456831728442e-14
