miliseconds,species_1,species_2,species_3
0,0.008956485407086271,0.0047321294381107775,100.0
100,0.08500086439485059,0.10065929870910947,100.0
200,0.18941737184086013,0.1871836880623258,100.0
300,0.267873836667684,0.2693323387465675,100.0
400,0.33955368190274576,0.3329343662753361,100.0
500,0.4018174104069113,0.38781368793827875,100.0
600,0.44986758293060836,0.4595866558284806,100.0
700,0.5158474952029756,0.5155551649604758,100.0
800,0.5577112911935679,0.5567816397020406,100.0
900,0.6010723175290199,0.5996120888325933,100.0
1000,0.6304486390089952,0.6368545530318656,100.0
1100,0.6571144933538529,0.6580035862214328,100.0
1200,0.6969103152360416,0.6938356683126465,100.0
1300,0.7308980511190353,0.726305713397956,100.0
1400,0.7526483590281868,0.7603476158372705,100.0
1500,0.7845538552259345,0.7655016152798284,100.0
1600,0.7968808427985141,0.8002444143886204,100.0
1700,0.8299752239817915,0.814495144605141,100.0
1800,0.8374878565778053,0.832254212686406,100.0
1900,0.8471923602243344,0.8381816039026281,100.0
2000,0.8775854125548642,0.8620147512048505,100.0
2100,0.8657267488136279,0.8813956308898844,100.0
2200,0.8914327072235079,0.900730649811918,100.0
2300,0.9091739551325185,0.8926219011069495,100.0
2400,0.9099204254084033,0.9161698233418706,100.0
2500,0.9262293472146881,0.9148193805766165,100.0
2600,0.9322912786543245,0.9165282243581798,100.0
2700,0.9306585263838181,0.9324711542706511,100.0
2800,0.933036570605604,0.9461262232487664,100.0
2900,0.947635847624507,0.9552488513059917,100.0
3000,0.9541802388444727,0.9464867218260115,100.0
3100,0.9443532371890208,0.9655758021508761,100.0
3200,0.9464327940535859,0.9721907869324522,100.0
3300,0.9636800452939033,0.9548192729390615,100.0
3400,0.9612557725841931,0.9731666999018268,100.0
3500,0.9640877897692068,0.9761671638469498,100.0
3600,0.9817266941189735,0.9701151154159277,100.0
3700,0.9726721924492273,0.9649195569862744,100.0
3800,0.966458860169216,0.9885805766492901,100.0
3900,0.9720855338577312,0.9703223137386626,100.0
4000,0.9857152612427984,0.9885237317479942,100.0
4100,0.9748764246456701,0.9761852749915068,100.0
4200,0.9837022174322221,0.9757930961151744,100.0
4300,0.9820165245213861,0.9923178989723315,100.0
4400,0.9758738328582577,0.9999193103824934,100.0
4500,0.9875865401389535,0.9788304471726529,100.0
4600,0.9832576785946903,0.9825046443145229,100.0
4700,0.9952748605236155,0.999072600908347,100.0
4800,0.9866323807017398,0.9988673499523469,100.0
4900,0.9923386087876934,0.9831925849356218,100.0
5000,1.0059943652795658,0.9974012575481092,100.0
