miliseconds,species_1,species_2,species_3
0,0.00048247895586127636,0.002027087650031604,100.0
100,0.10702463837119158,0.08983188972045485,100.0
200,0.178694133545195,0.16849244604938907,100.0
300,0.24629014349670936,0.26695349235017996,100.0
400,0.3359273938895648,0.33051697327986385,100.0
500,0.4017555648346254,0.39572146549671944,100.0
600,0.44670212822429123,0.4638775585648975,100.0
700,0.5016007732700043,0.5093484008329411,100.0
800,0.5556387733672772,0.5580520769430009,100.0
900,0.5892146547579439,0.5904091532169321,100.0
1000,0.629789499582149,0.625214125624485,100.0
1100,0.6758287024087859,0.6710312372569557,100.0
1200,0.6972132721694141,0.68853222204096,100.0
1300,0.7170899606963205,0.7205249184003173,100.0
1400,0.7525369747329063,0.7517012318207887,100.0
1500,0.7852112444906376,0.7741352890171779,100.0
1600,0.7996168504578335,0.8027818989480392,100.0
1700,0.8068874993279314,0.8236485096952103,100.0
1800,0.8242134877833187,0.8350934732589858,100.0
1900,0.8479099344150682,0.8579004631498041,100.0
2000,0.8586760846990046,0.8716598702142816,100.0
2100,0.8848920908046581,0.8664803403086017,100.0
2200,0.8864165804840798,0.8918957143024507,100.0
2300,0.9016893782035335,0.9012600576872911,100.0
2400,0.9105781808985712,0.9175554224442382,100.0
2500,0.9173326174335652,0.9304316923586804,100.0
2600,0.9223272122512248,0.9242870280019841,100.0
2700,0.9362121657413036,0.9260303702882593,100.0
2800,0.9485335768377626,0.9465505437036311,100.0
2900,0.9364864467691463,0.9539283938606669,100.0
3000,0.943530827984944,0.9386595156587658,100.0
3100,0.9552850723265685,0.9432905630254933,100.0
3200,0.9535728610936131,0.9510293327770094,100.0
3300,0.9611094223843086,0.9588419412280165,100.0
3400,0.9744913684676517,0.9700289208137285,100.0
3500,0.9721750474018296,0.9724961959933777,100.0
3600,0.9710483306026851,0.9802982997601176,100.0
3700,0.9693637347129643,0.9714804290637555,100.0
3800,0.9905823850327683,0.9820946151205937,100.0
3900,0.9697582771349015,0.9840301393105122,100.0
4000,0.9847636512186426,0.9890311493776842,100.0
4100,0.9730955707670089,0.9849776368184917,100.0
4200,0.9887309987976707,0.9742778179431569,100.0
4300,0.9935322017525259,0.9957677230911981,100.0
4400,0.9789041373014977,0.9836156302902881,100.0
4500,0.9995364779698381,0.9804281046304604,100.0
4600,0.9961222856997953,0.9947421209177565,100.0
4700,0.9833252334209017,0.9812051084985217,100.0
4800,1.0000990489152024,0.9987960032504062,100.0
4900,0.9870562206168985,0.9856843728246639,100.0
5000,0.9992959578469317,0.9848413403383348,100.0
