milliseconds,T,N,L,R,C,I,S
0,4638111688.695033,250001800.67730707,525176.2178494373,351985996.1141579,2140000000.0,1167.0612560512104,0.0
100,4647529092.225695,249998182.36343434,560903.5265851214,351999680.8636354,2140000000.0,879.8221645580758,0.0
200,4588840563.976658,249998220.2885528,592286.9382644254,351983449.04582757,2140000000.0,763.2867895939465,0.0
300,4512365667.15121,249995921.24902707,610159.266168164,351996647.0122662,2140000000.0,711.3029439346358,0.0
400,4405975417.8962755,249988620.96417356,618592.5733863303,351979630.01791245,2140000000.0,688.5291524464367,0.0
500,4431336093.765107,249987721.58236954,621569.0176681282,351960954.4689419,2140000000.0,660.630044317561,0.0
600,4369143750.695391,249982503.5945095,623469.2803555871,351953953.2819444,2140000000.0,653.904234974687,0.0
700,4281107763.0905523,249981962.5127356,622349.903802903,351954901.4834108,2140000000.0,661.295228359212,0.0
800,4282721669.049998,249976603.72409552,621872.801697898,351955609.52411413,2140000000.0,640.5576296448555,0.0
900,4237075280.7319493,249974819.12822753,619899.5659668974,351936686.53915066,2140000000.0,642.3688441409461,0.0
1000,4174201465.2963085,249971754.54627526,618897.6164449754,351918373.4160663,2140000000.0,641.174290710237,0.0
1100,4116102127.304889,249968602.0533334,618053.4371486447,351892168.83057314,2140000000.0,637.0150845195833,0.0
1200,4097332436.6590014,249967991.19906974,616116.5908427584,351911316.21872944,2140000000.0,636.4657278051568,0.0
1300,4016032375.881695,249962756.2819445,616244.6940955438,351903067.1629871,2140000000.0,629.7307311820747,0.0
1400,3989719878.7771444,249961216.14178646,613453.8688779452,351879351.9472089,2140000000.0,626.1805041470342,0.0
1500,4010083604.2752776,249957245.32286277,612281.3366387773,351852071.7038386,2140000000.0,625.3031840280038,0.0
1600,3945123159.4120317,249955330.04004854,611469.8073884455,351846250.1876799,2140000000.0,604.1250313449206,0.0
1700,3893261480.6211624,249956335.93258923,610171.4959936838,351840011.75080353,2140000000.0,599.1477156657619,0.0
1800,3856849474.869127,249951401.43316823,609573.1745903592,351848619.41139257,2140000000.0,600.0493778919773,0.0
1900,3803220733.0459146,249949411.95223856,607118.4904403416,351832052.06005317,2140000000.0,599.1066373476526,0.0
2000,3822890374.7047825,249949700.8791648,607452.0995387279,351800224.08061266,2140000000.0,597.3428864220222,0.0
2100,3738605012.431206,249945430.3612659,604489.1244841138,351794378.4594564,2140000000.0,595.1034472213782,0.0
2200,3735595121.827747,249945372.01906765,603384.826966017,351784731.89389384,2140000000.0,581.175754437247,0.0
2300,3704243594.6489534,249939070.40557516,604299.5543633823,351793451.8251225,2140000000.0,582.3669920109556,0.0
2400,3713491786.1076107,249939845.81805134,602122.1672589766,351776080.3250382,2140000000.0,584.7470300686008,0.0
2500,3660549446.212372,249940043.8918813,602331.6410054693,351766589.3862312,2140000000.0,584.0072435726291,0.0
2600,3605129918.1151323,249934906.17191523,599829.7479333,351735854.57876444,2140000000.0,580.9688386386705,0.0
2700,3577466410.8437095,249931400.48560604,599284.5938594394,351744317.0372386,2140000000.0,585.1442155340872,0.0
2800,3568250929.6693506,249928077.08061075,598583.8699172818,351723377.7561404,2140000000.0,563.5310932236881,0.0
2900,3515344814.76715,249928041.9516224,598548.8738335549,351700198.4143946,2140000000.0,568.6577042765131,0.0
3000,3492712425.9418406,249925556.0085966,598234.4257236946,351708295.8688789,2140000000.0,561.5911780728597,0.0
3100,3507921882.727425,249924157.3682913,597816.1362853213,351690031.4418604,2140000000.0,553.8509015068312,0.0
3200,3437228491.9199204,249919563.57139283,594734.9851432561,351677548.2753099,2140000000.0,570.5558588786146,0.0
3300,3436862362.814994,249919944.29175335,595293.029399148,351636400.1144254,2140000000.0,559.5254619529532,0.0
3400,3405429517.1045756,249918091.73472267,593628.0690980955,351642848.63846105,2140000000.0,560.49356884757,0.0
3500,3421606409.7702365,249919297.2865,593041.6780949219,351610926.5540814,2140000000.0,543.7142704813974,0.0
3600,3378727577.9456673,249912354.58997878,593351.3100932357,351626721.5054205,2140000000.0,554.6155217016469,0.0
3700,3315274980.2365317,249910215.65019715,592980.669436834,351591020.30742043,2140000000.0,557.773485625506,0.0
3800,3322656228.590258,249911089.11146832,591465.2807009354,351585994.4458692,2140000000.0,544.0061549489042,0.0
3900,3340665614.7043605,249907658.6090027,590664.1783551009,351567574.7884164,2140000000.0,543.319412957657,0.0
4000,3300947461.973413,249910125.51280385,587772.6280064099,351565995.613499,2140000000.0,542.0589791041821,0.0
4100,3231050705.1325164,249904859.1046452,588305.3503787775,351561829.8520978,2140000000.0,541.5411825041032,0.0
4200,3256977154.2572503,249904992.49182606,586333.680579354,351538495.33185256,2140000000.0,535.5651328154206,0.0
4300,3254653066.370468,249902835.78644305,585504.0448692157,351505288.90651894,2140000000.0,525.3635870536522,0.0
4400,3153758188.85578,249897200.9900076,586178.1683431413,351490675.57756186,2140000000.0,525.7603481799936,0.0
4500,3216099556.7114973,249901010.83237955,585560.4801505285,351492929.0984992,2140000000.0,536.8981915631625,0.0
4600,3175911123.4270816,249897739.6524846,585008.7212708198,351487824.8031238,2140000000.0,523.362698971485,0.0
4700,3100583272.8091607,249894501.67030385,584453.5620996612,351448073.330999,2140000000.0,534.7653881511584,0.0
4800,3114651906.8156834,249890407.32595527,582313.0680816002,351463980.0701894,2140000000.0,533.5272467155959,0.0
4900,3143230244.3997297,249890264.7518446,582396.0211125081,351430538.8451988,2140000000.0,512.9362770602647,0.0
5000,3099313113.729098,249891045.60297972,583283.6261394188,351432581.857834,2140000000.0,529.6135174482274,0.0
