milliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,CD274mRNA
0,1.8006549722848668,118.59800979695082,-0.00027605753384406364,-0.00034974292746385447,-0.00038794774258515193,24.006751774596694,-0.0027709269139212546,9.4,208.98836964301856,-0.013986135622981581,-0.00025401901698628854
100,1.7986895106627947,118.59792833889252,0.0013505556559782368,0.0004090158987803988,-0.00030462861181372906,24.000529413405292,-0.00557140755486182,9.4,208.99954705373972,0.007348947468554238,-0.00024289623998060628
200,1.7965868064942656,118.59772610120281,0.0027466066026239095,0.0005237995433388771,-0.00031738710134311904,23.99285982648424,0.0038503997404908787,9.4,209.00510098535636,-0.0059036705889119745,0.00024140004216391137
300,1.7966574140806526,118.598040336869,0.0038453215764204258,-0.0006630179056819975,0.00027020541386222474,23.993386679102425,0.007866833802416102,9.4,209.00240430892327,-0.008102750286815286,-0.00014556868640762228
400,1.7940916329089514,118.59839748633804,0.004512578508366639,-0.0005402782079766391,-0.0003432406474063445,23.995153700656026,0.009264755673659263,9.4,208.99470112173154,0.005430650589319526,0.00010052860337473162
500,1.7942718348568647,118.5980605530768,0.0061644895439230745,0.0004557298190608205,-0.0001462749066503791,23.995696820871714,0.0029694809031476314,9.4,208.99783117721014,0.005484948470896891,-5.372960158464924e-05
600,1.7929997271372187,118.5990914092841,0.007325604549570615,0.0006732593604258669,0.0003914180598001483,23.984783298634387,0.01834495470923257,9.4,209.00273398797748,-0.003153554404089116,0.00011252555853073982
700,1.792108269139813,118.59798224644429,0.008386985048926538,0.0001331783016762401,-0.00032610247587810454,23.98262669409191,0.020409211195667788,9.4,208.99431049356122,-0.0025814009714131255,-0.00010613628164060976
800,1.7903772680206693,118.5984698664523,0.009220129621047391,7.741846685427556e-05,-6.279097650573073e-05,23.9829799467728,0.028479352235775666,9.4,208.98073909344745,0.009860342057709519,-0.0002228573271260528
900,1.7897365337524025,118.5987308210841,0.010248646986517715,0.0006770285250561524,-0.00035020924893896616,23.97022546897345,0.02792667675363839,9.4,209.00450933891244,-0.005387225299018358,0.0002234796303629497
1000,1.7883740691518437,118.59815354565598,0.01129208029684408,-7.405198861460088e-05,0.00031487677805495733,23.96353390988288,0.02989413877300191,9.4,208.98683581353495,0.009368411178654371,0.0001806074435178575
1100,1.7862695372042445,118.5977129122105,0.012076975384629119,0.00011202788642047023,-8.48242133884818e-05,23.963537815226864,0.029062321253837228,9.4,208.9904934958751,0.014387011011192044,0.00023891811731551103
1200,1.7851771904921654,118.59823196724079,0.012480866950110858,0.0015031981095969757,0.0004351332813539166,23.9516228145601,0.051371377217324474,9.4,208.97773335200648,0.030465882449806348,-3.3632168949112715e-05
