milliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,CD274mRNA
0,1.8004762393396863,118.59844118088905,0.00038049949362526877,-0.0005421467437896089,0.00021037245717812062,24.000635967170766,0.002071621920442523,9.4,209.00987687197377,0.006925173645643167,-0.00016601056922952256
100,1.799530220397334,118.5980669309643,0.001288545423015647,0.000994325604416368,0.0003431552530031982,24.00457343372459,0.00488063933350295,9.4,209.00680073695403,0.0036394107303603374,-0.000186509633315841
200,1.7962417982334782,118.59775159047403,0.002238881428929455,-0.001093626598814727,0.00011174881291433962,23.992727909267256,0.0020656112252367565,9.4,209.0020708169503,0.014278745450182205,-2.5455080860439705e-05
300,1.7959401373343093,118.59781752106558,0.0037143522345065385,0.0003885376074921443,0.00021094228751606593,24.003726433856215,0.008943108252463541,9.4,208.98982573755492,-0.0032562976090886064,0.00011154239340169567
400,1.794399606399981,118.5985808009246,0.00440024316706039,-0.0008862839087912809,-2.2030574672372268e-05,23.99731462292065,0.00941103610114368,9.4,209.01043801654296,-0.003085937882489107,0.00011352463201945834
500,1.794591557318717,118.59858816639617,0.005811961705341142,0.00046043599437529454,0.000141084999494556,23.993664851075593,0.00451181059733932,9.4,209.00404389849479,-0.0028353759912538904,0.0002479207146414183
600,1.79130040629878,118.59835396389356,0.006816601402467844,0.001255933126697658,0.00010803711056792173,23.97938116831127,0.017041601330745546,9.4,208.988066095129,0.00831008122955499,4.235195728595671e-06
700,1.7910426896243006,118.59917154038564,0.008247927281704266,0.001258838709364588,-0.00028516377777111553,23.981789795284342,0.012617976278030546,9.4,208.98894490325628,0.014279418644137957,-5.5257114482994824e-05
800,1.7898135135126572,118.59796900649594,0.008723515176751486,0.001026118087713577,-0.00042567708075867775,23.985575123451227,0.023764029839241294,9.4,209.00055349524825,0.001058500494286782,0.00010937599271473338
900,1.789516494889826,118.59816070338198,0.01030818812414396,0.0011266552979844143,0.00023402845060171377,23.968779777663517,0.03475338892452705,9.4,208.9980780867651,0.007313606774300976,0.00019543633288738576
1000,1.786846193057127,118.5985556001017,0.0105563247443198,0.0009705812255654623,0.00027570530843644886,23.970391887150974,0.03971354965542023,9.4,209.00145699800163,0.0019769820411010743,-0.00016165503616385083
1100,1.787911813418533,118.59811626501863,0.011672010697038448,0.0020413419849161325,0.00043461616864147554,23.954194691809086,0.03150748509201489,9.4,208.9765796263949,0.004315242506479246,0.0001391655885977905
1200,1.7848700249320573,118.59798814046466,0.012484853317538545,0.0009002885045421939,-0.000250557453628157,23.96468632941771,0.046786173562289604,9.4,208.96915191721612,0.011439334393054636,-0.00010106222641335339
1300,1.7852420880739364,118.5974803381612,0.013407461889189948,0.00158439500728371,-0.00019625702699080215,23.95623016463423,0.051439450381178,9.4,208.98174300710568,0.03278447728533879,-0.00013226955171558892
1400,1.7848840504308583,118.59764215790946,0.013390675113212335,0.002262760621064272,2.477424624086906e-05,23.944290795575476,0.05235060490919757,9.4,208.98418066998954,0.031450175432394,-0.00012757477370976602
1500,1.782476992941149,118.59722620950596,0.014226920129805712,0.002495577015167359,0.0006861925665211324,23.93492560438299,0.07022269604686182,9.4,208.98105515507655,0.030078646122515706,0.00028771587381860923
1600,1.781349122919249,118.59699259558673,0.014025949188235977,0.0028790910087306697,0.0006855530776467443,23.922838391037754,0.07474596455413988,9.4,208.96215483563165,0.039394782483696225,9.464500722164352e-05
1700,1.780122984551656,118.59665557271597,0.014373334943366817,0.005757778828764388,0.0005878043512289327,23.916439221707456,0.07095086365734249,9.4,208.9593868352073,0.04061471388934771,0.000299312547159605
1800,1.7794342970620969,118.59652667781513,0.01491766165443415,0.005234765796004659,0.0008783814917286566,23.908605258889164,0.07506776405388449,9.4,208.94935089511304,0.045309647068177084,0.00047644767388540013
1900,1.7800313483255006,118.59576072844571,0.014510475871208055,0.00623497221925255,0.0005702424361944997,23.908196105283977,0.08823018630660706,9.4,208.95478216510716,0.04450086323467251,8.420423804116766e-05
2000,1.7789666486191802,118.59535399615069,0.0142661128823652,0.006633867569030161,0.0011390258767450625,23.905868504942458,0.09142527014560853,9.4,208.94007186081723,0.04953166286997309,0.0006648654046719621
2100,1.7778093732143827,118.59526431965642,0.014531100624306882,0.008435566366285523,0.0008853537429175198,23.891758434232525,0.10373400978861264,9.4,208.91741883466025,0.0610459856051926,0.00021639534891173374
2200,1.7775929740583212,118.59471250294628,0.0138810485502018,0.010695648710333319,0.0018299812132491068,23.88946315072842,0.11672637761525217,9.4,208.92943535616016,0.09419537134955851,0.0006197888394980592
2300,1.7753196722613052,118.59426995060642,0.01395611958731985,0.010871776220361689,0.0014350637868242554,23.882903754470107,0.12282514518823132,9.4,208.92541116544717,0.08336928216518703,0.0004333425302347275
2400,1.7752523043888684,118.5949694378095,0.013445627391395442,0.012080397461122864,0.0023726247748667565,23.872189660239876,0.131203712081111,9.4,208.89808659221805,0.1058166569129431,0.0006263668624963604
2500,1.7738045519404877,118.59341708744795,0.013250991803232647,0.014298628708938697,0.0027695200868866755,23.861664594373117,0.13632854794181562,9.4,208.8882650972477,0.11368368498074725,0.0007543828661835647
2600,1.7747033409678756,118.59326319846596,0.01280565546961489,0.014497702198561162,0.003021586450879854,23.865284987497926,0.14138372498166232,9.4,208.8676893638897,0.11678349305704568,0.0008286308240755167
2700,1.7740658678247596,118.59361912902597,0.012571916870913174,0.015410398589456314,0.003164681803590123,23.849120444766523,0.14305852372107783,9.4,208.86139367834664,0.12977113657424014,0.0013727721728361883
2800,1.771698228909552,118.5918960153861,0.01207514075342279,0.017138157965093534,0.0032692153595274957,23.85576649927032,0.1458199437147191,9.4,208.86498193345972,0.1342899358185404,0.0012059387631951086
2900,1.771827333622211,118.59143705876654,0.011619848603527449,0.018273928939947434,0.004182546617485828,23.83991389151305,0.16082751275700935,9.4,208.85827613069165,0.15978414151768014,0.0017545414619207153
3000,1.7724786670709622,118.59123119728238,0.010847838443803359,0.01946959693018604,0.004668113426178362,23.832463947506913,0.16782750555886872,9.4,208.8255824014779,0.1741670509517157,0.0015840850496157469
3100,1.7712653845614366,118.59101724057541,0.010800835078208292,0.018786560004806226,0.005078675377620011,23.825380443488775,0.16526453710914005,9.4,208.82801854842512,0.17681167745418339,0.0020534864836252386
3200,1.769985742914914,118.5899189124993,0.00975352346297596,0.02015625684219857,0.005264810060304283,23.832078952054015,0.1828740449729302,9.4,208.8021008397689,0.19778572663046146,0.0022314874266523873
3300,1.769307437074279,118.58937167916186,0.009881195665433894,0.022038171602762877,0.005494433187269731,23.825928713359737,0.1758761376415321,9.4,208.80222919783657,0.1931127656030034,0.0023841693479621433
3400,1.7690536838817679,118.58968183902114,0.008900936000581299,0.02255441339784707,0.006283257887969348,23.81165157376232,0.18749294873828815,9.4,208.78903491833853,0.21092860488849774,0.0023508371520004705
3500,1.7686635927793515,118.58808447317068,0.00854556547382609,0.023703816825954568,0.006771727349944751,23.80882819021774,0.19557622662906032,9.4,208.75788357207574,0.22781339701089204,0.0029473072635349653
3600,1.7678003587581497,118.58771509568082,0.008386370591557939,0.023903479922723705,0.007002545875838818,23.803542848308386,0.19872410804932408,9.4,208.74625680817337,0.2588571113827111,0.003080138461061758
3700,1.767042450125633,118.58773444220117,0.00784772810514464,0.02419433860696811,0.007137344648484289,23.802644594119016,0.20141879927208403,9.4,208.7404994527959,0.2764949140384041,0.003697285039487126
3800,1.7679641014432674,118.58694019125151,0.007481364826110834,0.025138563544165337,0.008321461412183945,23.800752746244676,0.1988341641093062,9.4,208.7219489864043,0.2939891877466043,0.0036464127335482537
3900,1.7657379756670453,118.58640471810605,0.0072815113067439315,0.025333156699606486,0.008427006817508704,23.789791063886025,0.21566819504204576,9.4,208.7173526114661,0.2950056977564883,0.004036962556416086
4000,1.765625733556038,118.58473105669808,0.007369934037592499,0.02580970712593114,0.009357777605570392,23.777602415608342,0.21131680393019053,9.4,208.67752786741474,0.31952400750789806,0.004644261911454084
4100,1.7659894851757345,118.58407694201469,0.0071860144396720445,0.026661331540783175,0.009689440999099344,23.77334240052942,0.22740756802766202,9.4,208.68386903846715,0.32638382447649134,0.005031382687203713
4200,1.764656203873443,118.58375743579099,0.006780595654099139,0.02719223559986702,0.009967788146179308,23.783975980723305,0.22036361093688767,9.4,208.64633623214863,0.3517727264155173,0.005223973029100465
4300,1.7638499985732836,118.58294790964601,0.006522562177127317,0.029112759845452064,0.01062841333712212,23.773437574620996,0.21963305221476873,9.4,208.64454430484147,0.37417084934414363,0.005483513217051225
4400,1.7643136120148182,118.58277444663729,0.006529300582640429,0.028293036742814623,0.011206217679292725,23.76772176761609,0.23053577949277598,9.4,208.63026656944015,0.3862701079105433,0.006302333140350873
4500,1.763817442520867,118.58209345700581,0.006200349090838462,0.02835363947984848,0.011279468531695888,23.758393013375038,0.2350196087810135,9.4,208.60248470534341,0.40056921907454934,0.006749396502129037
4600,1.763910815852781,118.58087053145407,0.0060367548661244405,0.028351963818950447,0.011963473789872062,23.75883050807475,0.24186041696080954,9.4,208.6003291005375,0.3992058725177303,0.0071740558414914255
4700,1.7634838736502056,118.57986664522822,0.005755052337929339,0.029434040916367324,0.012415329500778192,23.763072138724297,0.2463583123787511,9.4,208.58428138177052,0.43646016646549096,0.0074719073502731975
4800,1.763395691153211,118.57897386118523,0.005514752412167574,0.03054197635850224,0.0128733563595988,23.756400761265613,0.2500209370987902,9.4,208.56196395492043,0.44602630498917306,0.007937746078463554
4900,1.762809987307732,118.57921963488432,0.0053029686926719865,0.02962136309909202,0.012829813403487196,23.746136961017005,0.2470203197683743,9.4,208.5394942277844,0.46047907925288967,0.008266831735937905
5000,1.7623782280728761,118.57858290210753,0.0053702752211365525,0.030487910520432718,0.013997178622666365,23.742610421020448,0.24770042744106108,9.4,208.53156816735182,0.491413367755208,0.009046157567348617
