miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
1000,0.0,0.0,9.987627694039046e-09,0.0,1.1147539839843365e-10,8.734932424233025e-11,9.757236311177485e-10,0.0,1.599998251959988e-07,0.0,9e-08,0.0,2.0962291433307434e-10,1.399883290990528e-06,6.865076546222056e-10,1.3148643969860085e-11,5.5234428400079185e-15,1.1431796211499888e-14,5.490161003183512e-14,4.8257664616338886e-14,1.963079533514305e-08,3.6404724482598837e-10,4.482604446624676e-12,3.0420208517189965e-12,9.368278352928091e-11,2.4997965497062253e-09,1.9692277695683046e-13,0.0,3.3999738873299823e-06,4.846727286121299e-13,2.4760125022269628e-12,3.479790892435626e-13,2.433706689421764e-11,0.0
1100,0.0,0.0,9.98654084425242e-09,0.0,1.1355716660988926e-10,8.591369317186166e-11,9.748259202781739e-10,0.0,1.5999970672622527e-07,0.0,9e-08,0.0,2.0962532000317158e-10,1.3998297269633877e-06,6.848069815348054e-10,1.49603217519807e-11,6.571317375531811e-15,9.482859239616395e-15,4.5125480317328916e-14,6.606371632863632e-14,1.96002128822751e-08,4.1593501413612885e-10,4.3249800143039796e-12,3.741254183298918e-12,1.383319077490809e-10,2.499777835869505e-09,2.3161473784136065e-13,0.0,3.399973895859777e-06,5.053156495874967e-13,-1.4914556621228892e-12,3.953857969126827e-13,2.5228777359418295e-11,0.0
1200,0.0,0.0,9.985844987752557e-09,0.0,1.1427298884655446e-10,8.296639845010607e-11,9.721472359577651e-10,0.0,1.5999973614904286e-07,0.0,9e-08,0.0,2.095298775116005e-10,1.3998482923210007e-06,6.830591642455087e-10,1.6823869483780947e-11,9.797559769127946e-15,1.2316328652641597e-14,6.442873333527385e-14,7.601078535515943e-14,1.9551177989136834e-08,4.850669571746818e-10,4.839985527585799e-12,4.3153630865564665e-12,1.3876275564702263e-10,2.4997538884567593e-09,2.4528370242071004e-13,0.0,3.3999676926377486e-06,5.597391004745738e-13,-2.8308698268332107e-13,4.379634587107914e-13,2.9068282225006058e-11,0.0
1300,0.0,0.0,9.98432988195578e-09,0.0,1.1534842305738235e-10,8.297692333828771e-11,9.719303684985638e-10,0.0,1.59999659004682e-07,0.0,9e-08,0.0,2.0952959052384555e-10,1.399819236888861e-06,6.820570677881415e-10,1.6832318219460958e-11,1.062086031375532e-14,1.8555625192661275e-14,5.913119922492448e-14,8.052816143125735e-14,1.9474376514215524e-08,5.141958336639357e-10,6.4480074571096184e-12,5.504406748250116e-12,1.4962976646675916e-10,2.4997288474419374e-09,2.608680275314235e-13,0.0,3.3999694863871763e-06,6.000545345133778e-13,-5.694793974734949e-13,4.468875390162741e-13,3.1835093546265444e-11,0.0
1400,0.0,0.0,9.984041049383928e-09,0.0,1.1659194126915065e-10,7.944766835676833e-11,9.695127011818872e-10,0.0,1.5999966959708588e-07,0.0,9e-08,0.0,2.0948391842653368e-10,1.3997797248088697e-06,6.806968091911765e-10,1.9779265332519847e-11,1.1072134391773116e-14,1.803869101478668e-14,7.680679729794419e-14,7.797077804852203e-14,1.9458630826055095e-08,5.058329272427864e-10,7.303468363818242e-12,5.794753649135226e-12,2.491414609462383e-10,2.4997182183823317e-09,2.773211440215235e-13,0.0,3.3999647662103394e-06,6.174816628629739e-13,1.1252521667387682e-13,5.115801645671652e-13,3.169746823692876e-11,0.0
1500,0.0,0.0,9.982642662903657e-09,0.0,1.177250792600005e-10,7.927841373491658e-11,9.643966260991426e-10,0.0,1.5999964437100833e-07,0.0,9e-08,0.0,2.0941822393894292e-10,1.3997663206854916e-06,6.806028477189134e-10,1.9406923843287165e-11,1.3456274596462177e-14,1.9131704695995406e-14,9.963487631824076e-14,1.0185782980970967e-13,1.941151073524835e-08,5.973902521789251e-10,7.696595825165976e-12,6.33149958954567e-12,1.6801797914867262e-10,2.499710253882681e-09,2.911700656959963e-13,0.0,3.399960271187715e-06,6.91009210003705e-13,1.597416828394759e-12,5.456776544787678e-13,3.656704089871353e-11,0.0
1600,0.0,0.0,9.982032023282014e-09,0.0,1.1870800891319425e-10,7.643674320161024e-11,9.631553964697881e-10,0.0,1.599995550771139e-07,0.0,9e-08,0.0,2.0942798799470066e-10,1.3996363516741014e-06,6.783117185425359e-10,2.2101507432025132e-11,1.2165682616513034e-14,2.4012543172004415e-14,1.0262096168986813e-13,1.1387676855396147e-13,1.9390737763412125e-08,6.283884657281294e-10,8.887746207383958e-12,7.19935225369121e-12,2.2373553955919047e-10,2.49968146444282e-09,3.1620703160499213e-13,0.0,3.399959030679584e-06,7.109175196511556e-13,1.4002668702038572e-12,5.644654633080519e-13,3.662251575284248e-11,0.0
1700,0.0,0.0,9.980732512373574e-09,0.0,1.1920762402915384e-10,7.488719041593087e-11,9.617863590815038e-10,0.0,1.599995018695144e-07,0.0,9e-08,0.0,2.0937304983838673e-10,1.399707012492038e-06,6.765173728175194e-10,2.2793644560898578e-11,1.559079946692375e-14,2.658951673879698e-14,1.2830409459740775e-13,1.0688003731973024e-13,1.9341451314684803e-08,6.245744676768166e-10,9.698737710208308e-12,8.164486047601214e-12,3.8903291741993953e-10,2.4996640688328645e-09,3.293025597562342e-13,0.0,3.399955666007113e-06,7.633695059474428e-13,2.8706392699847873e-12,6.08321077101856e-13,4.162445738014678e-11,0.0
1800,0.0,0.0,9.979438871711211e-09,0.0,1.199594879754093e-10,7.344978851308343e-11,9.585397259392617e-10,0.0,1.599995275180704e-07,0.0,9e-08,0.0,2.093223634860374e-10,1.3996632152749367e-06,6.762112539148448e-10,2.3234479403118705e-11,1.615357837437059e-14,3.072725203482437e-14,1.3242930134299452e-13,1.4620570004769234e-13,1.9304000761719486e-08,6.843816504196921e-10,1.0099933050839444e-11,9.43383479205485e-12,3.905170188390494e-10,2.499653510586022e-09,3.453144757107133e-13,0.0,3.399948496238615e-06,8.07427131983561e-13,6.329516134492146e-12,6.157871913625471e-13,4.3524673888498934e-11,0.0
1900,0.0,0.0,9.978634119741046e-09,0.0,1.2142739206842602e-10,7.116729586977232e-11,9.57164937590506e-10,0.0,1.5999943107787444e-07,0.0,9e-08,0.0,2.092742238477511e-10,1.399511851884246e-06,6.739464867065137e-10,2.4657354768434668e-11,1.787116539848921e-14,3.0114404289990166e-14,1.442097598213309e-13,1.4070475227763845e-13,1.926628386141259e-08,7.276145327729076e-10,1.107450464405857e-11,1.0065842622463202e-11,4.816567653928644e-10,2.4996300316209062e-09,3.663130331459262e-13,0.0,3.3999517465326526e-06,8.246192952715249e-13,6.55939190845528e-12,6.638669800258604e-13,4.573260632809898e-11,0.0
2000,0.0,0.0,9.976950998877005e-09,0.0,1.2261709157701973e-10,6.952809208133688e-11,9.532400242243514e-10,0.0,1.5999933430616368e-07,0.0,9e-08,0.0,2.092244616457447e-10,1.399420381893049e-06,6.728141655153171e-10,2.602316863444613e-11,2.2718990318824227e-14,3.5178948067061345e-14,1.6721808463731097e-13,1.622032217677295e-13,1.921880246112907e-08,7.664045918710026e-10,1.2438911460032796e-11,1.051478379215029e-11,5.126674818745007e-10,2.499617603147127e-09,3.855780920986532e-13,0.0,3.3999406031519364e-06,8.834218615017965e-13,4.525750978515579e-12,6.899907880202626e-13,4.756829583322669e-11,0.0
2100,0.0,0.0,9.976703427462471e-09,0.0,1.2376716483602244e-10,6.811763280405547e-11,9.509584046790786e-10,0.0,1.5999927860702913e-07,0.0,9e-08,0.0,2.0920138093837887e-10,1.3993844866987314e-06,6.727121460854343e-10,2.8543245692912308e-11,2.2567360368511075e-14,4.121805398384305e-14,1.83977470437922e-13,1.7435072515940516e-13,1.9181814768313913e-08,8.056643410298699e-10,1.4294271257695707e-11,1.1443252949978424e-11,5.4797045571059e-10,2.4996017988817077e-09,3.9800325523119377e-13,0.0,3.3999439277886864e-06,8.771844744840987e-13,6.5026104330629064e-12,7.258740659678124e-13,4.869867759408454e-11,0.0
2200,0.0,0.0,9.97580304915296e-09,0.0,1.2459322064797943e-10,6.670157446548979e-11,9.48852511958869e-10,0.0,1.5999921839785503e-07,0.0,9e-08,0.0,2.0918662944697846e-10,1.3993957540389e-06,6.702536100712737e-10,2.8250609461969162e-11,2.5513674171408277e-14,4.359730245559206e-14,1.8540880280170433e-13,1.843809845796692e-13,1.9153817086337362e-08,8.474459904200317e-10,1.421290592556516e-11,1.2106716852193787e-11,6.957992756858491e-10,2.4995963584533384e-09,4.1702683373356e-13,0.0,3.3999375944364804e-06,9.523662693615205e-13,9.834443331786994e-12,7.605226048781627e-13,5.175417128117073e-11,0.0
2300,0.0,0.0,9.974347276224416e-09,0.0,1.2532560726254847e-10,6.422595935143745e-11,9.4720091150368e-10,0.0,1.599992545049767e-07,0.0,9e-08,0.0,2.0913024697384036e-10,1.3992894457834657e-06,6.69897185236359e-10,2.993587524852492e-11,2.559856798024694e-14,4.48241427818613e-14,2.0576225598395492e-13,2.0632486381267164e-13,1.9128555910430173e-08,8.525603971729143e-10,1.6280032922630977e-11,1.3312708996164456e-11,6.811115856767563e-10,2.4995757024439536e-09,4.277130661480969e-13,0.0,3.3999295586021563e-06,9.651335559863804e-13,1.1702288330213992e-11,7.815646982991089e-13,5.2944108194808505e-11,0.0
2400,0.0,0.0,9.973892485475977e-09,0.0,1.255376077761638e-10,6.32502948283655e-11,9.472300024086158e-10,0.0,1.5999913680977858e-07,0.0,9e-08,0.0,2.091056961067413e-10,1.3992306968788757e-06,6.679967553695247e-10,3.24342154396379e-11,2.7850260594879674e-14,5.1034214009235305e-14,2.367438377926697e-13,2.420820128525523e-13,1.908278141338101e-08,8.882470637751961e-10,1.6271210956682322e-11,1.3732680128818029e-11,7.480540266020726e-10,2.4995689280391285e-09,4.477961469874765e-13,0.0,3.399928162114937e-06,9.973253413276558e-13,1.1549999051531292e-11,8.27457635724707e-13,5.551979831253905e-11,0.0
2500,0.0,0.0,9.97368386933796e-09,0.0,1.2697351363309972e-10,6.129322507079206e-11,9.424195033540052e-10,0.0,1.5999903521359354e-07,0.0,9e-08,0.0,2.0906030777435792e-10,1.3990956756614497e-06,6.67507662474456e-10,3.293579388166546e-11,3.3615696948531254e-14,5.946504424732584e-14,2.5743657067537526e-13,2.4139538756377856e-13,1.9010222331855466e-08,9.722055613669298e-10,1.7414410655944274e-11,1.5500708464349682e-11,9.250218469348504e-10,2.4995370360324963e-09,4.580469688598858e-13,0.0,3.3999242823082777e-06,1.0364579542021462e-12,1.6727214197836523e-11,8.865823785329496e-13,5.8159113092032937e-11,0.0
2600,0.0,0.0,9.971966056298385e-09,0.0,1.2701605965138767e-10,5.943752431485364e-11,9.407357300889759e-10,0.0,1.59998970201328e-07,0.0,9e-08,0.0,2.0897771204795456e-10,1.3989221955170747e-06,6.659053778288172e-10,3.424591402810166e-11,3.3495917902862425e-14,6.337798715195634e-14,2.6360545282191684e-13,2.782267515047469e-13,1.8969333730074886e-08,9.886787631683207e-10,1.9450646018654367e-11,1.5723223511568045e-11,1.0474981703434471e-09,2.4995375674850466e-09,4.615686749659329e-13,0.0,3.3999189099395774e-06,1.0803697250463266e-12,1.526191432752856e-11,9.308186488133382e-13,6.032140229970604e-11,0.0
2700,0.0,0.0,9.971433040167887e-09,0.0,1.2894994192685147e-10,5.766730982434326e-11,9.389096426306542e-10,0.0,1.599989053322679e-07,0.0,9e-08,0.0,2.0896232774488017e-10,1.3988020633733645e-06,6.634737135383217e-10,3.5656951457319714e-11,3.7236017239505433e-14,6.726326577232141e-14,3.061398124858217e-13,3.0362941130579344e-13,1.8951392599598604e-08,1.0601478748347713e-09,1.9868102515440798e-11,1.6401347346352218e-11,1.0938895108646502e-09,2.4995216173945997e-09,4.73253696298505e-13,0.0,3.3999159657219546e-06,1.0884574786466941e-12,2.0565740155890778e-11,9.315567235178297e-13,6.264296976544686e-11,0.0
2800,0.0,0.0,9.970490732064479e-09,0.0,1.2955748511798745e-10,5.543108863269125e-11,9.35886593257291e-10,0.0,1.5999880974156567e-07,0.0,9e-08,0.0,2.0889121612896926e-10,1.3987567443249602e-06,6.632892055341277e-10,3.704282864694374e-11,3.772047562197244e-14,7.167691441462764e-14,3.243738623361031e-13,3.060978932341659e-13,1.8866130105186805e-08,1.0427542721190092e-09,2.055450755527015e-11,1.738523785885104e-11,1.180910847446712e-09,2.499506526455717e-09,5.035471369299681e-13,0.0,3.3999131512037667e-06,1.103451052473018e-12,2.2493094144778315e-11,9.556209799014616e-13,6.548647439462752e-11,0.0
2900,0.0,0.0,9.970048100434112e-09,0.0,1.3030073193395952e-10,5.3699114810027974e-11,9.356368037826528e-10,0.0,1.5999872992408107e-07,0.0,9e-08,0.0,2.088670124308245e-10,1.3986976836684765e-06,6.624972182854491e-10,3.707862105213981e-11,4.037076938997275e-14,7.85747234680818e-14,3.4370312761395816e-13,3.350218753237862e-13,1.883963517450743e-08,1.1234158681162612e-09,2.2442247884666935e-11,1.8144988207090278e-11,1.3370907882878598e-09,2.4994913823999735e-09,4.963980475633339e-13,0.0,3.3999069068694676e-06,1.1688577924211847e-12,2.6487202056333094e-11,1.004852634492258e-12,6.906437166028258e-11,0.0
3000,0.0,0.0,9.96911574130667e-09,0.0,1.307243308921911e-10,4.9946753712259776e-11,9.336777418169217e-10,0.0,1.5999868412131631e-07,0.0,9e-08,0.0,2.08825942045098e-10,1.3984797056766053e-06,6.611891840618123e-10,3.96606194324235e-11,4.318860742102849e-14,8.359094189047654e-14,3.634190691153378e-13,3.490459546714585e-13,1.8817032188011982e-08,1.1523302118365202e-09,2.3551687329421125e-11,1.919346258096913e-11,1.4050826782308778e-09,2.4994879024349494e-09,5.232957390874119e-13,0.0,3.3999021398944842e-06,1.1787857037127525e-12,2.92951925935068e-11,1.0684412339423678e-12,7.105784758734814e-11,0.0
3100,0.0,0.0,9.969193937661165e-09,0.0,1.3141775854101475e-10,4.953645070206273e-11,9.307918715792676e-10,0.0,1.599985169893338e-07,0.0,9e-08,0.0,2.0880601206634766e-10,1.3983655423080517e-06,6.590265576327337e-10,4.0199622836210286e-11,4.9392121864987593e-14,8.501640516866868e-14,3.717490814282331e-13,3.801412764628811e-13,1.87856041736173e-08,1.2007141245009249e-09,2.398642979036415e-11,2.0006368699059552e-11,1.4842547720181744e-09,2.4994779643762343e-09,5.189358902170396e-13,0.0,3.3998901648219266e-06,1.1831640189088145e-12,3.042478004716228e-11,1.058886496665545e-12,7.318497895165053e-11,0.0
3200,0.0,0.0,9.9681477120534e-09,0.0,1.3139728268947073e-10,4.6520275290351266e-11,9.281900950836793e-10,0.0,1.599985306761623e-07,0.0,9e-08,0.0,2.0874540328400452e-10,1.3981948735260974e-06,6.573573668859554e-10,4.168010133843518e-11,5.0675320828118974e-14,9.128772533616741e-14,3.9695083106320896e-13,4.130231887900306e-13,1.870403164387924e-08,1.23371133106002e-09,2.481108271344739e-11,2.0654185545872238e-11,1.6936835849187872e-09,2.4994539968033826e-09,5.369308200554877e-13,0.0,3.3998825397830054e-06,1.215272684107996e-12,3.653958112719403e-11,1.113436686714594e-12,7.579451043311125e-11,0.0
3300,0.0,0.0,9.967045098971697e-09,0.0,1.3304181661555442e-10,4.679361658832239e-11,9.252707019999492e-10,0.0,1.5999832639006952e-07,0.0,9e-08,0.0,2.0869412438594007e-10,1.3980727605175427e-06,6.563937176813466e-10,4.1818093391510195e-11,5.2453593460232405e-14,9.99134888553141e-14,4.3277518313796356e-13,4.3909544245318786e-13,1.8704523131315976e-08,1.3023473596056584e-09,2.663409763692046e-11,2.1839457051940024e-11,1.7997881148889318e-09,2.4994403179377407e-09,5.557384133043114e-13,0.0,3.3998819072303023e-06,1.2312766513850655e-12,3.977244253316764e-11,1.1530879906327746e-12,7.722066136377707e-11,0.0
3400,0.0,0.0,9.967111329155635e-09,0.0,1.336749318000803e-10,4.2878210324461646e-11,9.233328110924759e-10,0.0,1.599982492614549e-07,0.0,9e-08,0.0,2.0863872261485314e-10,1.3979424357335537e-06,6.561071490140076e-10,4.279673758083846e-11,5.834320839057557e-14,1.0610505121428956e-13,4.554837708753374e-13,4.752494309693705e-13,1.8652704261849138e-08,1.3480472064445437e-09,2.6721663083385544e-11,2.2940384142523364e-11,2.0015983734183046e-09,2.4994425031612764e-09,5.566812361058808e-13,0.0,3.399869592399918e-06,1.2578257606214923e-12,4.5088259890381553e-11,1.2104438861347853e-12,7.745808073671653e-11,0.0
3500,0.0,0.0,9.966161611165855e-09,0.0,1.3344014294984987e-10,4.283064078847783e-11,9.217885340088707e-10,0.0,1.599981806456112e-07,0.0,9e-08,0.0,2.0862151985479364e-10,1.397841688737742e-06,6.553606525745429e-10,4.478610752005072e-11,6.151510110943975e-14,1.1185098880246783e-13,5.008185710002482e-13,4.93326881579434e-13,1.8582658409601326e-08,1.3944767054380521e-09,2.8270978012706743e-11,2.3715732054713395e-11,2.0597262978427183e-09,2.499439164958931e-09,5.687716398408097e-13,0.0,3.3998684403863873e-06,1.3061311962344676e-12,4.888284214401493e-11,1.243660760407883e-12,8.010140599631705e-11,0.0
3600,0.0,0.0,9.966225333167018e-09,0.0,1.3387185397810646e-10,3.984815102638705e-11,9.207096276507765e-10,0.0,1.5999805812707543e-07,0.0,9e-08,0.0,2.085404841898064e-10,1.397639773044918e-06,6.541466709972151e-10,4.62682627328153e-11,6.259906936180743e-14,1.1445384587991107e-13,5.004313379880402e-13,5.270879857822634e-13,1.8559108105465378e-08,1.387291541474458e-09,2.917750658684027e-11,2.4353521588257993e-11,2.256825530451645e-09,2.4994247155600853e-09,5.887830963863204e-13,0.0,3.399858563940328e-06,1.3114913012003698e-12,5.3635567197282474e-11,1.2303888112147803e-12,8.451309504694852e-11,0.0
3700,0.0,0.0,9.965128571694864e-09,0.0,1.3419219117967294e-10,3.8436792650693585e-11,9.186598668846027e-10,0.0,1.5999786026836386e-07,0.0,9e-08,0.0,2.0849975852168788e-10,1.3975344546065194e-06,6.523545565598679e-10,4.802619976436096e-11,6.79453262358077e-14,1.2214526942544205e-13,5.481564799743966e-13,5.382491350419898e-13,1.8520535332242607e-08,1.4484744621062674e-09,3.0544083923642115e-11,2.5692495837475182e-11,2.3676317753535434e-09,2.499413021754918e-09,5.902216627238953e-13,0.0,3.399854413437031e-06,1.3143320224596377e-12,6.255275024244158e-11,1.2817366209142836e-12,8.423634290076504e-11,0.0
3800,0.0,0.0,9.964673040862163e-09,0.0,1.3572903481692963e-10,3.811668090131094e-11,9.152793858295304e-10,0.0,1.5999779827241518e-07,0.0,9e-08,0.0,2.0850114493411453e-10,1.3973422835547807e-06,6.508463051451382e-10,4.8108368746014475e-11,7.112795798545766e-14,1.272526717593848e-13,5.78870137014773e-13,5.811314665178941e-13,1.841876012207003e-08,1.48683592198937e-09,3.041347924757072e-11,2.641880331019056e-11,2.530334832140115e-09,2.499411809151276e-09,5.865424480618355e-13,0.0,3.399843339115297e-06,1.332819587081382e-12,6.868366052633679e-11,1.3469136645295543e-12,8.917412051613584e-11,0.0
3900,0.0,0.0,9.964737511018781e-09,0.0,1.3529268312314743e-10,3.5618741932821554e-11,9.14538051570402e-10,0.0,1.5999770013861337e-07,0.0,9e-08,0.0,2.0845641827108033e-10,1.3971441051326383e-06,6.498831769058138e-10,4.9094774742499424e-11,7.381097397510083e-14,1.340275973316043e-13,6.038556428011372e-13,5.875093172903212e-13,1.837203123108068e-08,1.542070479556687e-09,3.214158951527315e-11,2.699554844202359e-11,2.7296965861975443e-09,2.499402668678961e-09,6.113668509275982e-13,0.0,3.3998332536352115e-06,1.3618797816107337e-12,7.347675350179406e-11,1.3711187372300134e-12,9.059728509130394e-11,0.0
4000,0.0,0.0,9.96325178180393e-09,0.0,1.3656223145507237e-10,3.4577799794001365e-11,9.127612282317476e-10,0.0,1.599975005136405e-07,0.0,9e-08,0.0,2.0839824544954163e-10,1.397003836235332e-06,6.485131601517779e-10,4.995957372664071e-11,7.542425706286574e-14,1.4123514210338396e-13,6.34588027738165e-13,6.402292680589902e-13,1.8344544954331723e-08,1.5774765651587729e-09,3.3250706536627304e-11,2.6904302673159596e-11,2.8850535046181737e-09,2.49938294302694e-09,6.058163795464451e-13,0.0,3.3998281487932075e-06,1.4023620326117336e-12,7.783066213405816e-11,1.3905455025974895e-12,9.348111515011331e-11,0.0
