miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,0.0,0.0,9.99981030903822e-09,0.0,1.0047837421721422e-10,9.396273550378163e-11,1.0005341014293196e-09,0.0,1.6000004133595724e-07,0.0,9e-08,0.0,2.1002203472993337e-10,1.3999759258689334e-06,7.003916009051954e-10,1.996332967523922e-13,-1.5254249315837055e-15,-3.226877840378299e-15,1.951312831984255e-15,-1.3112835775658322e-14,1.997250059024782e-08,2.072714191763006e-11,2.419626214925482e-13,-2.425288235037816e-13,2.6651588728327588e-11,2.4999963922567033e-09,3.3897746781295688e-15,0.0,3.400003612250206e-06,9.347106700506657e-15,-1.3553436861065008e-12,-2.3608927210024763e-14,-8.586218455478904e-13,0.0
100,0.0,0.0,9.999137837062463e-09,0.0,1.017024772097638e-10,9.427193744422019e-11,9.973253921551155e-10,0.0,1.6000002785045392e-07,0.0,9e-08,0.0,2.099798516345917e-10,1.399963509533958e-06,6.981474932803898e-10,1.0649735390934539e-12,1.240670103552989e-15,1.1709308827483436e-15,-7.07111284458912e-15,-8.182925622939131e-15,1.996183381387562e-08,5.8174167685689307e-11,-2.740678104687743e-13,5.51344430601099e-13,3.235256516465515e-11,2.4999764738452447e-09,2.342941983152816e-14,0.0,3.399995422333217e-06,2.722743672360834e-14,-2.151365984863459e-12,6.051810129819308e-14,2.047758930308931e-12,0.0
200,0.0,0.0,9.996953598448616e-09,0.0,1.0266622653723513e-10,9.451465181013456e-11,9.961594656759765e-10,0.0,1.5999990803323743e-07,0.0,9e-08,0.0,2.0995085878929052e-10,1.3999808926568036e-06,6.968159451178069e-10,2.6443781953179783e-12,-7.560445342731764e-16,-1.4365116649121805e-15,1.978460111224319e-15,-5.880587664500126e-15,1.9929107736398388e-08,6.067095819230474e-11,6.741270664506148e-13,5.157539991691254e-13,-5.0676733973117446e-11,2.499961070212129e-09,3.267613559377766e-14,0.0,3.399992485567425e-06,1.0954554867059129e-13,2.3737149233550916e-12,5.738514461273062e-14,4.896397977164437e-12,0.0
300,0.0,0.0,9.996673648539159e-09,0.0,1.0340039793293643e-10,9.321939889275435e-11,9.93605069815284e-10,0.0,1.5999992900627454e-07,0.0,9e-08,0.0,2.0988736295262242e-10,1.4000041007317592e-06,6.953586238294449e-10,3.582758123421322e-12,-4.562723749987019e-16,3.173291898542778e-15,1.5225442972630788e-14,1.4526610856522272e-14,1.9882075558857883e-08,1.4835237297334933e-10,9.828080029371012e-13,2.5396344891665384e-13,1.848154743211919e-11,2.499943293384902e-09,6.074065419081855e-14,0.0,3.3999942170866783e-06,1.4600376004431787e-13,8.127457457227303e-13,8.923471260303948e-14,7.788176818796535e-12,0.0
400,0.0,0.0,9.995085812152227e-09,0.0,1.0546614962511054e-10,9.278566717957428e-11,9.918694678038821e-10,0.0,1.5999996697210915e-07,0.0,9e-08,0.0,2.0986782133157056e-10,1.4000168991872973e-06,6.939348486919284e-10,5.384311943378887e-12,6.276271760214117e-16,2.4447354276154955e-17,9.700632131229954e-15,1.249033335515107e-14,1.9836000421953175e-08,1.8084361832233267e-10,1.1559706331814745e-12,6.815996936038899e-13,-1.9242176625436003e-11,2.499913046471157e-09,8.328489115568152e-14,0.0,3.39998808745657e-06,1.907629944171829e-13,1.972019610575219e-12,1.3191439298998836e-13,1.0464816768397284e-11,0.0
500,0.0,0.0,9.993928380629849e-09,0.0,1.0648467905434764e-10,9.199012173709725e-11,9.881177211017294e-10,0.0,1.5999985648518202e-07,0.0,9e-08,0.0,2.0983906070989555e-10,1.399923728581306e-06,6.923686459765835e-10,7.136791188928217e-12,6.847231725901536e-16,-5.888468206943351e-16,2.302829059594924e-14,1.9057662039132128e-14,1.9771954565203217e-08,2.1493076819260232e-10,1.0116276243374488e-12,6.056535807957217e-13,-3.417470993390695e-11,2.4998870059387784e-09,1.0800522243368237e-13,0.0,3.399983476446547e-06,2.39639156593923e-13,-1.4579237519025658e-13,1.6327069494315557e-13,1.3009773353457312e-11,0.0
600,0.0,0.0,9.992646051466476e-09,0.0,1.0675707329253029e-10,9.143765720578444e-11,9.874652002581755e-10,0.0,1.5999981224146359e-07,0.0,9e-08,0.0,2.0980288502097685e-10,1.4000317327439152e-06,6.92117901368287e-10,9.088010232443605e-12,8.112828353964181e-16,4.0505657616134145e-15,1.0540601389635831e-14,1.5918004564914634e-14,1.9740471530571427e-08,2.1412264798773538e-10,1.0469778658390838e-12,1.8850886925260193e-12,9.896265063247495e-12,2.4998699910493213e-09,1.2595343179797312e-13,0.0,3.39998569953907e-06,2.8231969720919074e-13,-7.204427559136209e-13,2.2315007975304612e-13,1.4768936892192247e-11,0.0
700,0.0,0.0,9.991592261275315e-09,0.0,1.0854769537320493e-10,9.06174697395001e-11,9.82576869574705e-10,0.0,1.599999005984663e-07,0.0,9e-08,0.0,2.097641934627256e-10,1.3999314823339904e-06,6.900495651561197e-10,9.448664305515345e-12,4.583685635079446e-15,6.71162785815602e-15,3.342423942780556e-14,2.981587769628314e-14,1.9714448109690334e-08,2.42411684416745e-10,1.7303434955896952e-12,2.2712911577848346e-12,2.9503582352367943e-11,2.4998488651178948e-09,1.3911214150097988e-13,0.0,3.399979413998135e-06,3.175099300931508e-13,6.094714656337184e-13,2.6328516584444073e-13,1.513999232542667e-11,0.0
800,0.0,0.0,9.990099279839485e-09,0.0,1.0954064471129875e-10,8.826583351869296e-11,9.806097098334957e-10,0.0,1.5999988529853042e-07,0.0,9e-08,0.0,2.0973154896725592e-10,1.399923861247618e-06,6.894621967525502e-10,1.1483327473851853e-11,5.106488060480725e-15,4.334717465773342e-15,2.732952066393983e-14,1.931976411633042e-14,1.9686225723452965e-08,3.1409626623486975e-10,3.1000640569723392e-12,2.4777279898557844e-12,6.684833267982868e-11,2.4998282344982725e-09,1.6947579855056126e-13,0.0,3.3999801977636338e-06,3.8256730003559937e-13,9.906569662278322e-13,2.6153962323249724e-13,1.9988160588449933e-11,0.0
900,0.0,0.0,9.98957296923796e-09,0.0,1.1082553515153722e-10,8.730484571492951e-11,9.801681702060454e-10,0.0,1.5999979208192745e-07,0.0,9e-08,0.0,2.0966867948484442e-10,1.3998770454505694e-06,6.869883643814919e-10,1.1894894184767073e-11,4.392235487689261e-15,8.496203553825498e-15,4.7038083546131717e-14,4.6945708674694993e-14,1.9648304018855287e-08,3.7257015823806913e-10,3.814094780762805e-12,3.1207981769364382e-12,9.244098786325391e-11,2.4998162606812685e-09,1.8521749478626322e-13,0.0,3.399975661706456e-06,4.283500390842759e-13,1.601452941483572e-12,3.294188262463568e-13,2.159980430530969e-11,0.0
