milliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
0,0.0,0.0,9.999647965355648e-09,0.0,9.998087765753658e-11,9.446397963309643e-11,9.994391720220122e-10,0.0,1.5999995917223095e-07,0.0,9e-08,0.0,2.1002650395727762e-10,1.400075123261322e-06,7.008110603893197e-10,6.005828381013279e-13,1.5249629658868673e-15,-2.7349512966649854e-15,-5.60356638472415e-15,1.3566516560204779e-14,2.002663195831071e-08,1.9133196100422863e-11,-2.703884482926336e-13,-5.398187802871261e-13,4.385157710177279e-11,2.499992929742769e-09,-8.879982887572773e-15,0.0,3.4000015365785e-06,-1.5308176475955296e-14,-2.1534221956759808e-12,-1.412034857201513e-14,-1.5063608250151388e-12,0.0
100,0.0,0.0,9.998571482251036e-09,0.0,1.0078141795650001e-10,9.318389441216003e-11,9.96406372012917e-10,0.0,1.6000003868627036e-07,0.0,9e-08,0.0,2.0998745867035687e-10,1.3999467498562794e-06,6.984528467230829e-10,9.077451852914261e-13,1.885052241238017e-15,1.3277641834406767e-16,-6.194650276704794e-15,1.5539753745899632e-15,1.994333293056906e-08,4.068849922315265e-11,2.3702809818785833e-13,5.847048000158488e-15,-2.238073271001023e-11,2.499984043408414e-09,1.1638419377537797e-14,0.0,3.3999979126269743e-06,3.6394505193599624e-14,1.0879449789592337e-12,5.454787017476528e-14,3.081988854638933e-12,0.0
200,0.0,0.0,9.996915103839464e-09,0.0,1.025628768770617e-10,9.402950449221198e-11,9.95971518450667e-10,0.0,1.5999999815754995e-07,0.0,9e-08,0.0,2.0995061081553017e-10,1.4000001710727883e-06,6.975423632360171e-10,3.259564212741112e-12,1.6671161518828053e-15,-8.597673015299978e-16,3.3201473921505277e-15,6.116427867798325e-15,1.9914537008836967e-08,5.0192679766588804e-11,2.3745756533286326e-13,1.0734595028563452e-13,6.264242795367133e-11,2.499959765237992e-09,3.2380673979821583e-14,0.0,3.39999196913456e-06,7.873306171551679e-14,-6.953193070445587e-13,9.430402449434518e-14,3.2157309512756686e-12,0.0
300,0.0,0.0,9.996121671702968e-09,0.0,1.0335244235775657e-10,9.309852162557413e-11,9.932740042920934e-10,0.0,1.5999999835764552e-07,0.0,9e-08,0.0,2.0988780086151112e-10,1.3999316179894579e-06,6.957755089684368e-10,3.933189749397698e-12,-1.2536676244704011e-16,2.8133235452820614e-15,1.2162867609610636e-14,1.5897139377192253e-15,1.9859599164253845e-08,1.2238830931861516e-10,1.87658324478234e-13,6.98617875923915e-13,-4.7153709059396843e-11,2.4999356101638616e-09,6.606292106103828e-14,0.0,3.3999914147992955e-06,1.2444390668940598e-13,2.411405687140447e-13,8.001823006136341e-14,6.192972334763548e-12,0.0
400,0.0,0.0,9.994469271243492e-09,0.0,1.0439452180755734e-10,9.13766399518858e-11,9.911733044789986e-10,0.0,1.599999246776184e-07,0.0,9e-08,0.0,2.098618487274052e-10,1.3999812834880766e-06,6.947840556456685e-10,5.3302332201613285e-12,1.8016304864441787e-16,1.843458128853096e-15,5.452002366835677e-15,1.9832845371278424e-14,1.9840696019678628e-08,1.6795937530810194e-10,9.867008741119064e-13,3.0394775151686087e-13,9.221526171386382e-13,2.499910313639215e-09,7.869579261944953e-14,0.0,3.3999921977203736e-06,1.9708884430960226e-13,1.853007789963729e-12,1.2732528608965991e-13,1.0729719569048646e-11,0.0
500,0.0,0.0,9.993570355961396e-09,0.0,1.0661267254552415e-10,9.13558005128583e-11,9.873538751448343e-10,0.0,1.599999146959773e-07,0.0,9e-08,0.0,2.0984538350995525e-10,1.3999090365395071e-06,6.935473866001932e-10,6.355173300099308e-12,2.9964317123440735e-15,1.323494605037403e-15,9.033188602627136e-15,-5.8986988250870575e-16,1.9775139704237547e-08,1.958056219611485e-10,1.2835360851617193e-12,7.023189182031007e-13,3.5998740728905056e-11,2.499897299238143e-09,1.0747719710214525e-13,0.0,3.399988535936094e-06,2.219516685282409e-13,-9.84329075259685e-13,1.4975980594594216e-13,1.1314854644442154e-11,0.0
600,0.0,0.0,9.992237505544182e-09,0.0,1.0681916777320983e-10,9.122143677995563e-11,9.87071946394516e-10,0.0,1.5999981243193843e-07,0.0,9e-08,0.0,2.097706647326331e-10,1.3999030156755725e-06,6.911369614014859e-10,7.739211638925759e-12,1.8980546451643534e-15,8.040242742991405e-16,3.0606042371667967e-15,2.838762045531745e-14,1.9773509444138647e-08,2.2542361239009814e-10,1.209832533769148e-12,1.3004851685115756e-12,6.025549749222679e-11,2.4998789074691153e-09,1.3389956524086853e-13,0.0,3.3999835803620877e-06,2.9299395632386733e-13,2.410289441137169e-12,1.9068610099610826e-13,1.5249534367531886e-11,0.0
700,0.0,0.0,9.991568944937911e-09,0.0,1.0881561793122627e-10,8.899988215863166e-11,9.846546083683089e-10,0.0,1.599998961450779e-07,0.0,9e-08,0.0,2.0975883233836992e-10,1.4000317672609654e-06,6.904186091112573e-10,1.0299642668452441e-11,4.366284251058992e-15,5.282622690868479e-15,3.506217482070744e-14,2.8824075450201375e-14,1.9710061452192104e-08,2.719062964070957e-10,2.5396985209523073e-12,2.0363232891447103e-12,4.6487766107755425e-11,2.4998450975638934e-09,1.460722108880846e-13,0.0,3.399981246313223e-06,3.1274146489755996e-13,6.031797221328491e-13,2.5343168419547356e-13,1.7020185369961673e-11,0.0
800,0.0,0.0,9.990766601461838e-09,0.0,1.1031105127605595e-10,8.850122958331386e-11,9.82309072778844e-10,0.0,1.599997696948679e-07,0.0,9e-08,0.0,2.097232903977575e-10,1.3999813424407024e-06,6.882163680917713e-10,1.1627476779919441e-11,2.391415742218215e-15,9.241231209081617e-15,2.0514004274772097e-14,4.0475384912389795e-14,1.970285861557117e-08,3.325960929555753e-10,2.7149683744028806e-12,1.939620737045717e-12,1.0064497170987679e-10,2.4998425666370803e-09,1.6255888911431375e-13,0.0,3.399982857382997e-06,3.8041448185314846e-13,1.1947461787064317e-12,2.885731498878584e-13,1.964219243714223e-11,0.0
900,0.0,0.0,9.989462190610277e-09,0.0,1.1116486220997378e-10,8.873125172381254e-11,9.77907474600836e-10,0.0,1.599998451598137e-07,0.0,9e-08,0.0,2.096801833165127e-10,1.3998932962670754e-06,6.884253412178337e-10,1.3020559446419934e-11,3.599493853158596e-15,7.149984946962924e-15,4.606871155338732e-14,5.1219775567509815e-14,1.9639406361250306e-08,3.2700569395415817e-10,3.712551339324795e-12,2.3373389467182498e-12,2.8032986862197705e-11,2.499808641294677e-09,1.803921740337138e-13,0.0,3.39997644082722e-06,4.030970563934606e-13,-1.1727016852802746e-12,3.1179931488414137e-13,2.1096075247891317e-11,0.0
1000,0.0,0.0,9.988347340670758e-09,0.0,1.1245708214957713e-10,8.753310982200891e-11,9.755854959296514e-10,0.0,1.5999978434410162e-07,0.0,9e-08,0.0,2.0960995325306862e-10,1.3999181567253375e-06,6.86215286258349e-10,1.3853453178772797e-11,4.828673991884033e-15,8.891979520570983e-15,4.618685023098193e-14,3.350554684415576e-14,1.9601437234477025e-08,3.7941470488146627e-10,3.3969391655714276e-12,3.563760827426441e-12,1.651668668604208e-11,2.499805762891e-09,2.0352692537534687e-13,0.0,3.3999760411101925e-06,4.4738557006709993e-13,2.2487047922646656e-12,3.7003062912454765e-13,2.4591169230305173e-11,0.0
1100,0.0,0.0,9.987393494094448e-09,0.0,1.1315725289388588e-10,8.544020878355603e-11,9.747768637596141e-10,0.0,1.5999978605520854e-07,0.0,9e-08,0.0,2.095683388725426e-10,1.399849589793015e-06,6.857944284319884e-10,1.4924200690824263e-11,6.634618170436972e-15,8.925415492223512e-15,4.105559499994934e-14,5.5432117971354076e-14,1.9587136272070496e-08,4.025337898325781e-10,4.4822895692784955e-12,4.218625885481126e-12,1.182316842350758e-10,2.499775384827184e-09,2.1803421152464287e-13,0.0,3.399974650878493e-06,5.015164423139694e-13,1.2811993329246088e-12,3.911928186113081e-13,2.4624332612314407e-11,0.0
1200,0.0,0.0,9.985824310646029e-09,0.0,1.1368429381429394e-10,8.384169351540787e-11,9.733615196108533e-10,0.0,1.5999970870157714e-07,0.0,9e-08,0.0,2.0954802997286052e-10,1.3998639550518894e-06,6.845410276835899e-10,1.70489498895538e-11,8.031889555833376e-15,1.6547873451223093e-14,5.505415398229049e-14,7.278898970366623e-14,1.951806470239389e-08,4.4252715264591373e-10,5.443337709267725e-12,4.34927295981656e-12,8.461194921900562e-11,2.4997525870465735e-09,2.3334985750613907e-13,0.0,3.3999674285902673e-06,5.373133970499989e-13,3.130237259292428e-12,4.2223365056443777e-13,2.9341786894230984e-11,0.0
1300,0.0,0.0,9.98473947946882e-09,0.0,1.1495327220404499e-10,8.220789955290517e-11,9.712029355959874e-10,0.0,1.5999971884703892e-07,0.0,9e-08,0.0,2.0954193196032685e-10,1.3997863354881093e-06,6.823258258458633e-10,1.8004134647001124e-11,1.0595194221814092e-14,1.566992270150786e-14,6.434163885964581e-14,7.562944286886816e-14,1.9498467124820708e-08,4.801261610733578e-10,6.031948003638763e-12,5.470744566793122e-12,1.9980337253163904e-10,2.4997388525426547e-09,2.7125998783951704e-13,0.0,3.3999648692589943e-06,6.145658420951004e-13,4.0421533120362417e-14,4.677896885294031e-13,3.144587473763862e-11,0.0
1400,0.0,0.0,9.983872537969652e-09,0.0,1.164997237572593e-10,8.039929525046104e-11,9.674102997019569e-10,0.0,1.5999964444998748e-07,0.0,9e-08,0.0,2.0950396442494795e-10,1.3997601834300117e-06,6.806285872441842e-10,1.858326583765565e-11,1.0624369141209943e-14,1.5609885835335832e-14,8.957774339528513e-14,8.801847141243433e-14,1.9432356336384652e-08,5.645208284791137e-10,6.614508742608989e-12,5.755553596030856e-12,2.6913713636138075e-10,2.499727763112941e-09,2.7303993457093273e-13,0.0,3.3999640636349264e-06,6.451668981406028e-13,1.3723279423083689e-12,4.83908358978524e-13,3.399880738372272e-11,0.0
1500,0.0,0.0,9.982521580993228e-09,0.0,1.1710688001214534e-10,7.953745638334368e-11,9.672992647458979e-10,0.0,1.5999959716641092e-07,0.0,9e-08,0.0,2.094432819469449e-10,1.3997777319339537e-06,6.791347632289872e-10,1.959375477610185e-11,1.3535718108967193e-14,1.92452404148528e-14,9.262533208285564e-14,9.508026755999335e-14,1.939397889091828e-08,5.487301359466241e-10,7.836296780525243e-12,7.1384396944957575e-12,2.4038178832720864e-10,2.4997088690336876e-09,3.039387583773769e-13,0.0,3.3999611020409797e-06,6.81086181864029e-13,2.503786289065694e-12,5.080131250751212e-13,3.47321510408626e-11,0.0
1600,0.0,0.0,9.981711319445559e-09,0.0,1.1842926721793045e-10,7.672408387221287e-11,9.637932109853804e-10,0.0,1.599996184876409e-07,0.0,9e-08,0.0,2.0941004232700516e-10,1.3996706234478597e-06,6.779777825771744e-10,2.0942505678515434e-11,1.469043822718548e-14,2.3966332799109687e-14,1.1229024503938365e-13,1.0608167070898585e-13,1.9373847045607046e-08,5.952873051398463e-10,8.965520559004866e-12,7.365049823932792e-12,3.0400132453521936e-10,2.4996939999876313e-09,3.1786355876565193e-13,0.0,3.399958249299841e-06,7.044189278772908e-13,2.3495604500380473e-12,5.564648141441419e-13,3.659368811660695e-11,0.0
1700,0.0,0.0,9.980967258364256e-09,0.0,1.201659481105798e-10,7.46507334484432e-11,9.618456239331874e-10,0.0,1.5999947210664676e-07,0.0,9e-08,0.0,2.093399548051037e-10,1.3996551383563298e-06,6.779094269645985e-10,2.299299420236352e-11,1.620081825615123e-14,2.8070062736049554e-14,1.165854038841663e-13,1.3021528679593054e-13,1.9351519299090082e-08,6.662097567240222e-10,9.6305499427693e-12,8.469976803270391e-12,3.680639405569507e-10,2.4996685468042843e-09,3.222327378702506e-13,0.0,3.3999581123261286e-06,7.318388570198336e-13,4.486748999811766e-12,5.714284243296627e-13,3.872332452954519e-11,0.0
1800,0.0,0.0,9.979200463356073e-09,0.0,1.2013521580080345e-10,7.351124001921062e-11,9.599774096382672e-10,0.0,1.5999952292682116e-07,0.0,9e-08,0.0,2.0930746948994428e-10,1.3995899184886537e-06,6.753892066558314e-10,2.3673151302719696e-11,1.5718146464287958e-14,2.9861927840786386e-14,1.235698593926689e-13,1.4544337094325873e-13,1.9278775735785094e-08,6.662048796059359e-10,1.0611788179823767e-11,9.365234887774926e-12,4.497892245522881e-10,2.499659751172942e-09,3.4616849552470183e-13,0.0,3.399950639796059e-06,7.757154510192645e-13,5.839752091640932e-12,6.109823339847987e-13,4.416410120107245e-11,0.0
