miliseconds,IR,pIR,IRS,pIRS,iIRS,Akt,pAkt,mTORC1,pmTORC1,mTORC2,pmTORC2,imTORC2,mTORC1_DEPTOR,mTORC2_DEPTOR,DEPTOR,pDEPTOR
0,50.007181004260374,-0.012469600122122951,99.99814004396951,0.0031127785768024128,3.2223081970567123e-06,100.0013326057513,-0.0007886800724290895,249.7048134583322,2.1313329270461175e-05,200.04162874206494,0.0004357273236298545,0.0,0.5469759463182391,-1.6375270551096588,347.7818226791389,3.5503258444706745e-05
100,49.97656173823827,0.040249307941984405,100.00387744604569,-0.001115714902962215,6.884555814662279e-07,99.99790903827584,-0.000986097031410008,241.38042926346378,-1.5973434802983878e-06,157.98799717238907,0.0006520330467082162,0.0,6.64063034207321,39.11253894846458,300.58569636660917,5.4146630890052615e-05
200,49.94649905215892,0.0798379345593461,99.99876811964313,0.003736244324515059,4.0917350921196473e-07,99.99688685887185,0.0029832704853422196,234.8371619489423,-5.81739732339479e-06,129.98101266259604,0.001024918099441611,0.0,14.574276173669016,68.33993681516912,268.6148021023324,8.943733776229432e-05
300,49.905256669136534,0.1210500083224838,99.99968094862447,0.0015654894994835296,-2.275559546681723e-06,99.99830772473324,-0.0017739283970786004,228.3298780480439,-4.585819276708408e-06,109.09241553700004,0.0015096543055373268,0.0,20.86071681253782,91.84444480144386,240.4371104720101,-4.6431876350830557e-05
400,49.84692965813987,0.12654374475257904,99.99854505700945,0.005665452658196957,3.3108208025985863e-06,99.9968620940116,-0.0022570962941389546,223.39340126800053,9.256095708930186e-07,92.56110876376245,0.003460200563737589,0.0,26.18418138365617,104.57273541122811,214.66513802785641,0.00011807997183222955
500,49.84759073846098,0.1538135296141809,100.00033071950241,0.0068765269275509,4.269053302086913e-06,100.00174999039855,-0.0017981868903226548,219.890571278455,4.347190340809711e-05,80.34891711295667,0.004733588435691307,0.0,29.825879767592077,119.94767589857203,198.45067416607583,0.0002038839124728294
600,49.7811187357539,0.21548434774827424,99.99890444012598,0.00803857282858661,-2.732402624627811e-06,99.9974198624709,0.002185319891952214,214.3687849780082,-1.676916834888155e-05,71.47139629168551,0.006076011292238541,0.0,33.77533989469156,128.13861940039877,186.3293686325642,4.9729712015164924e-05
700,49.75201018765909,0.2598277368182294,99.9942620921597,0.008393982749715501,4.253959482528862e-06,99.9968659032184,0.004090380478420289,211.95774363512606,-7.672978060828721e-06,61.97381247541792,0.008530396690267594,0.0,37.32731726619127,135.7244917011291,176.43643244956652,0.0003328710003279235
800,49.71411974650706,0.2791307942257436,99.9922998973751,0.008768793035007202,1.3738915297318138e-06,99.9930211056324,0.005995018782037111,208.91670624761954,4.0456333636991644e-05,54.76787381497378,0.010038854793618683,0.0,42.7287645341786,144.61525366256973,161.2050415665693,0.0003125837380466908
900,49.685691204668046,0.308177296724874,99.99250170762518,0.008502604209987339,2.981501466509625e-06,99.99270624118677,0.0038366781113820503,204.65798793786624,4.60468054209996e-05,50.295625603672825,0.011302150901127565,0.0,45.55735225056758,150.8379627017111,157.24871373745086,0.0004264091505240091
