miliseconds,IR,pIR,IRS,pIRS,iIRS,Akt,pAkt,mTORC1,pmTORC1,mTORC2,pmTORC2,imTORC2,mTORC1_DEPTOR,mTORC2_DEPTOR,DEPTOR,pDEPTOR
0,50.020390860289666,0.0038978517293011905,99.99778258078075,0.003953904682026692,-2.8144939578905483e-06,100.000364140906,4.91345538517758e-05,251.20758379079908,-3.508039217659997e-05,201.35602771999498,0.0004183711759589555,0.0,0.37166598188965433,-1.4734330494533514,351.33478788256105,5.5726103601333467e-05
100,49.96484218727778,0.04323781610542626,100.00196348214362,-8.850658409735178e-05,3.127923659929077e-06,99.99715949258899,-0.0029323999292618485,242.53796458031516,-3.495092368656742e-05,158.87149731249886,0.00014391406942533438,0.0,9.029834934059986,42.220700399676055,298.3331975913066,-2.9508479799863146e-05
200,49.94659832277801,0.07056500910696462,99.99898102215646,0.0001997675400039059,5.91872046169709e-07,99.99682544676074,0.0020994104906992043,234.66953772353105,3.046389492000794e-05,131.99066395712634,0.0010680628477208872,0.0,13.606364707646215,69.84495170606245,269.35360762180886,6.257684128318948e-06
300,49.883866548981956,0.10883696412589268,99.9997271059711,-0.0021251551501061056,-1.5670767586463528e-06,100.00043376316724,0.001795081620486452,229.7818025245476,1.7831478305677643e-06,108.97488846558309,0.0020341264496398143,0.0,21.673244836895222,90.87541334776245,238.56781011228603,8.544386314080632e-05
400,49.84456534597603,0.14624236565827503,99.99729889737146,0.00400855213174927,-4.104785516566148e-07,100.00179418741473,-0.000871913567981178,225.33017841829772,3.8483332064051844e-05,92.20804057857826,0.0029171689072441612,0.0,24.590720008886287,107.42356984068722,215.9148742131482,0.00010088213110166669
500,49.83299893847502,0.1732641235972478,99.99620539333152,0.0007917465750023217,1.4796728343315934e-06,100.00039651933068,-0.0012851926676568956,219.14642335135224,3.2386935765147835e-05,79.92185370214601,0.004637338743799671,0.0,31.530653939149783,120.54897967703432,200.61182305688834,0.0001375789402992542
600,49.81052300817196,0.20592829018160247,99.99502690419408,0.006006547385644221,4.990568244891528e-06,100.00043159470772,0.002254425889872115,215.53373609836012,3.4518381049187345e-05,69.767338845069,0.006929792396909995,0.0,35.07593291145588,127.57216287503945,182.96390170202199,0.00010456878848493818
700,49.74574111935895,0.2256721603347163,99.99732403922316,0.009331327622445674,2.9882210475592906e-06,99.99970421197426,0.004586478566243404,211.58740234772554,7.202305198278533e-05,60.86595178141972,0.007470487269714485,0.0,37.342941197884166,136.06418104507537,170.99171936394902,0.00029945566850732297
800,49.723636992214566,0.29013172998709386,99.99298018332203,0.006291314215619839,3.233143829090733e-06,99.99268619231962,0.005837079299605483,207.7086130201763,4.083522401153709e-05,55.43416820493725,0.009140277331071861,0.0,42.0347542794281,144.86091618200592,164.56188383224773,0.0003998907634360909
900,49.681212643050074,0.2938078936436596,99.98985038600998,0.005461199613177723,3.6526699432802727e-06,99.99122153841658,0.00300076043730061,205.26957861590014,3.525360144497089e-05,47.86426146233193,0.011965849337148194,0.0,44.92148564852782,149.09365124929263,153.75438687244892,0.0005474245984928538
1000,49.6619589820656,0.32884788443625645,99.986594659311,0.009206097756966231,-3.2785798560506556e-06,99.99475568332093,0.008074442113513294,201.9387299266988,9.30656183995598e-05,46.28982102445442,0.013155475933035237,0.0,48.658985453699465,155.29399282753923,149.4158994264322,0.0005716059749825164
