milliseconds,Z,A,Y,GP
0,0.0,0.45,0.36,1.0
100,0.09823168088940788,0.5439426327629542,0.48918125070450647,0.7785801771254943
200,0.1109476776935262,0.63431139649903,0.6712899677548217,0.6054632941235614
300,0.12132339686657324,0.7208108175846452,0.8447890014821944,0.4551248321173684
400,0.13242902446145907,0.8021027462050769,1.006908787712393,0.3267238208538899
500,0.14521457749644012,0.8759325443085652,1.1554828495711942,0.2246319717855317
600,0.16093234992428765,0.9384000351676203,1.2870112566015681,0.15444666348894137
700,0.18212560887259766,0.9818723936410731,1.3949197374650841,0.11731280686983979
800,0.215464264696672,0.9881275558949701,1.4643164938657567,0.10832273170237229
900,0.28365709298058467,0.9000564498954701,1.4514427178656757,0.13437983670345965
1000,0.46527427354851736,0.5830112738122937,1.20994504042992,0.32534917503526767
1100,0.7173417058151531,0.3103041068674777,0.652864679022012,0.9739801875506668
1200,0.6054185500606611,0.23268069731274227,0.37175116390143964,0.9886761001581164
1300,0.36035292694660437,0.23441018994364216,0.4390272838268058,0.9355027933519914
1400,0.20501929382841172,0.2966752134929377,0.6192198243841568,0.7935371874405719
1500,0.13849283848948313,0.3845340236271603,0.8214105408828404,0.6279685650225888
1600,0.13302952873525067,0.4745620723578139,0.9936416393337386,0.4770501419089624
1700,0.1431675304148694,0.560544014359422,1.1459446545997183,0.3469942034031124
1800,0.158131999345058,0.6388317493043099,1.2806819176797697,0.24274676692533925
1900,0.17840827447254187,0.7037701729637615,1.3927120870175347,0.17047220411497513
2000,0.2094252947159773,0.7429191640594787,1.4691052006266798,0.13405375365973027
2100,0.26973916687422517,0.7197267270627983,1.4732396901204887,0.13986162009459158
2200,0.42481595752528184,0.5339422342655399,1.2834571201768685,0.2780541666396688
2300,0.6706423500830763,0.3094575259837372,0.7828463158563365,0.8660474341515568
2400,0.6216330444246296,0.23301808766583212,0.45541907798795206,0.9896030997056617
2500,0.39888947469395325,0.2278051466730409,0.46827515991672886,0.9507221883944795
2600,0.2379336352298256,0.2790286556985124,0.6177529469058624,0.8281021439154836
2700,0.15373137938952267,0.36231413910291665,0.8125815813811652,0.6653838839962095
2800,0.13621505442673656,0.451761263229511,0.9888926695512381,0.5112213925084741
2900,0.14358343263642812,0.5382468640626776,1.142511391344484,0.3764718993018567
3000,0.15787001885965915,0.6175888911682423,1.2779120019476404,0.26617228640634694
3100,0.17780362955016113,0.6841920861904458,1.3907214276705084,0.1866497954630193
3200,0.20831373837175735,0.72613147666299,1.4684464549181968,0.1432252304960208
3300,0.2671670776010408,0.7088228583922227,1.4757363460955357,0.14347253120660128
3400,0.4176010087599623,0.5351034639736747,1.2951530831679194,0.27171955296538425
3500,0.6638926446252,0.3119673987127924,0.8024792195698369,0.8448475700317944
3600,0.6257273338048456,0.23375425454170934,0.4653376437457692,0.9898458122650492
3700,0.4054623507153886,0.22702042808319833,0.469648714951956,0.953077192470519
3800,0.24289489893900848,0.27644990465956765,0.614937946424843,0.8335257283583808
3900,0.15617470521443755,0.35895256273479575,0.8084477450150631,0.6714009230847591
4000,0.1366190040172969,0.44830451366276486,0.9855539040873159,0.5167302064723459
4100,0.14345312911975527,0.5349044815447613,1.1396315559311858,0.38122449175367623
4200,0.15756698297890298,0.6144907485953447,1.2754304177974398,0.2699492091490678
4300,0.1773401545642594,0.6815248143348052,1.388778072436828,0.18922610295246037
4400,0.20752760955559157,0.7243120280769818,1.467426461792299,0.14452293216373885
4500,0.26542191637374235,0.7091511691788539,1.476845932709352,0.1432760185237874
4600,0.4129333411185806,0.5398886766193424,1.302195991017251,0.2660308790148491
4700,0.6604408145506379,0.3146557626823122,0.8133905351082947,0.8303041714986727
4800,0.6294295715990681,0.23445893648714555,0.4686131478891788,0.9900680097544695
4900,0.4096497103033403,0.22657787667090298,0.468053703584822,0.9545454669396982
5000,0.24551129361605462,0.27497499451201535,0.6115354436315699,0.8366905780928007
