milliseconds,A0,B0,C0,x1,x2,x3,x4,x5,x6,x7
0,0.4615385,0.1754386,1.174,0.09727476863429946,0.0765486482924045,0.12339744639999832,0.0002886377670146315,0.24079054090510768,0.0009922566403305349,0.973863914127342
100,0.4615385,0.1754386,1.174,0.09700244244093487,0.0768171804137647,0.12364972899331199,0.00028081819291544155,0.2407709352175798,0.0009856567372329738,0.9737183709335929
200,0.4615385,0.1754386,1.174,0.09699766292771914,0.07700972609051461,0.123636655547206,0.0002775302088160009,0.24062332346398246,0.000990157447294288,0.9734219046353564
300,0.4615385,0.1754386,1.174,0.09681476999642605,0.07717969176039868,0.12404413226659887,0.00027536460608760047,0.24045687778311892,0.0009688213377403316,0.9727056636578288
400,0.4615385,0.1754386,1.174,0.09657308174574525,0.07717539901411127,0.12403125455188971,0.00027194273894725197,0.24040642184291136,0.0009426186828957209,0.9722171615067449
500,0.4615385,0.1754386,1.174,0.09657503015901406,0.07747710199216279,0.12437287349118913,0.0002722039429103307,0.24026157806525458,0.0009546042079255843,0.971903862817946
600,0.4615385,0.1754386,1.174,0.09641007034447945,0.07759287709846718,0.12459559151498643,0.0002675574266229344,0.24012244673992927,0.0009247009987622703,0.9718594772644833
700,0.4615385,0.1754386,1.174,0.09623325776203295,0.07769029810080137,0.1249607422340589,0.00026418401712680127,0.24016944157695685,0.000914257335046091,0.9713328289146046
800,0.4615385,0.1754386,1.174,0.0960392687649756,0.07792310176270224,0.1250741844970879,0.00026130225853018976,0.2400419459129593,0.0008950763826002025,0.9705936375459006
900,0.4615385,0.1754386,1.174,0.09595009583288469,0.0780235884133805,0.12541768736475273,0.0002624595543764036,0.23994235856221144,0.0008959992801374815,0.9702617763671257
1000,0.4615385,0.1754386,1.174,0.09573226956212492,0.07823493125043447,0.12557792170114304,0.0002584999741553169,0.23971943405572496,0.0008832832017697595,0.9698444113581065
1100,0.4615385,0.1754386,1.174,0.09560655299265347,0.07849197353303936,0.12602573802690545,0.0002549296585390868,0.23967509014521066,0.0008843684906688373,0.9696624757676634
1200,0.4615385,0.1754386,1.174,0.0955892351240918,0.07854684582420579,0.126118845326747,0.00025153475848772665,0.23965140775794241,0.000861325049962906,0.9696176046850247
1300,0.4615385,0.1754386,1.174,0.09546455639096091,0.07866415916986565,0.12651384990967082,0.0002483041424089638,0.23950238036675522,0.0008629865435046834,0.9690108418269333
1400,0.4615385,0.1754386,1.174,0.09517173469543172,0.07872173121019879,0.12653615150705635,0.0002479910834771585,0.2394206678996628,0.0008344640672697472,0.9686198715469448
1500,0.4615385,0.1754386,1.174,0.09521171290154709,0.07899642176673395,0.1269253567130228,0.0002471155861688194,0.23935890632243845,0.0008287722305036871,0.9679103655510853
1600,0.4615385,0.1754386,1.174,0.09497793976275722,0.07915427966072124,0.12725157675759055,0.000241281437013994,0.23924008805037603,0.0008110000781283888,0.9676671189116424
1700,0.4615385,0.1754386,1.174,0.09485095639453625,0.07917635233210173,0.12726107652799543,0.00024288263464179426,0.2391725706218409,0.0008075659555928462,0.967439516111375
1800,0.4615385,0.1754386,1.174,0.09480608821119743,0.079372905980584,0.12757854466477722,0.00023609016564628269,0.23894936277436532,0.0008036081081592973,0.9671818513867585
1900,0.4615385,0.1754386,1.174,0.09455363679732239,0.0796545420185235,0.12799575356535103,0.00023584558048333842,0.23885275707895826,0.0008003586309849527,0.966291507411711
2000,0.4615385,0.1754386,1.174,0.09452471768290073,0.07965930146676416,0.12812390133339555,0.00023172407644789626,0.23878514948749022,0.000785975991441986,0.9663505034659942
2100,0.4615385,0.1754386,1.174,0.09419301199916001,0.0798997686075388,0.12818177061134303,0.00023088045368734237,0.23864310120012394,0.0007809281399072944,0.9659870894298479
2200,0.4615385,0.1754386,1.174,0.09426135997337899,0.07999239785337538,0.12854105968210003,0.00022722947660904825,0.2385413051167727,0.0007630158675024158,0.9654399949800907
2300,0.4615385,0.1754386,1.174,0.09410044674146395,0.08008573975829761,0.12868639240386817,0.00022462325331392655,0.2385196800704198,0.0007536711695801885,0.9651981111087498
2400,0.4615385,0.1754386,1.174,0.09384800568741207,0.08025814038761571,0.12908916841335408,0.0002247075044531831,0.23840732781251966,0.0007442655139554071,0.9646688396745243
2500,0.4615385,0.1754386,1.174,0.09376281919096661,0.08041752439149552,0.12932274871899596,0.00022032840250185882,0.23834729116484557,0.0007464686079174741,0.9644586403486457
2600,0.4615385,0.1754386,1.174,0.09372025017924338,0.08068425421766583,0.1296318542007072,0.00022018279484144163,0.23818527085373442,0.0007274142881501788,0.9637878743853058
2700,0.4615385,0.1754386,1.174,0.09350814675409418,0.08081090658672573,0.12982802853167938,0.0002178309193202401,0.23814393012142504,0.0007318232015884216,0.963359132693753
2800,0.4615385,0.1754386,1.174,0.09337368175179883,0.08100215303577231,0.13007664861077356,0.00021356354497468618,0.23799409659699852,0.000713342766225307,0.9630954465369324
2900,0.4615385,0.1754386,1.174,0.09322722008155006,0.08103589078708127,0.13030002064143725,0.0002116650103828906,0.2378740680015202,0.0007145441858382785,0.9629788049472331
3000,0.4615385,0.1754386,1.174,0.09303678292545453,0.08122370880621724,0.13053132785326912,0.00020967212861430467,0.237908908327691,0.0006863119019193359,0.9622655398563326
3100,0.4615385,0.1754386,1.174,0.09290834303021668,0.08129855783688594,0.13051451921246598,0.00020914636259935433,0.23770405253474916,0.0006816358875588047,0.9618843743156513
3200,0.4615385,0.1754386,1.174,0.09279911674561662,0.08160310805363111,0.13069496616646786,0.00020724248811664005,0.23761954919056916,0.0006807507030937253,0.9615132224913777
3300,0.4615385,0.1754386,1.174,0.09268133082590492,0.08170872353931004,0.13106271113793644,0.0002038928792352595,0.237531947660281,0.0006667591426418782,0.9609793392794129
3400,0.4615385,0.1754386,1.174,0.09263449344429468,0.08177886681205394,0.13116788815990912,0.0002042381934686329,0.23741461905134026,0.0006680919088718181,0.9610213094534892
