milliseconds,C,M,X
0,0.0008515450814052794,0.0001159361839050781,-1.5610569606581833e-06
100,0.0038198163465262003,0.00020634946244380004,8.72099215757511e-06
200,0.006547223123044468,0.00017076143132504666,9.894348874972027e-06
300,0.011099944702032285,0.0006665365310740762,1.832960386486148e-06
400,0.017560944478957362,0.0005433990903475911,1.0724259109805991e-05
500,0.026272862133573546,0.0014299022302281259,2.8782696233461173e-05
600,0.02360064305749666,0.0013966633585005492,2.5050500196170506e-05
700,0.029065721395662075,0.001664290875648651,3.6733349246121906e-05
800,0.04354469920456932,0.0017976088404486393,3.688400370407329e-05
900,0.037931438041141144,0.0015824483185015864,4.308065505089825e-05
1000,0.055797583503117865,0.0023171254224567733,4.636471023417301e-05
1100,0.05303011701867848,0.0022983890773177126,5.416227943059673e-05
1200,0.06351792730666564,0.0023760354885530403,4.5630739866145294e-05
1300,0.06982177165678355,0.003105022241015028,6.580980580962674e-05
1400,0.06308163553812113,0.003647574638048918,5.2967657728452855e-05
1500,0.07165456148991425,0.0030844421272736024,5.831694993316525e-05
1600,0.08397065765310874,0.003953275638425618,8.005436261320009e-05
1700,0.08387307461017358,0.0037646587251184867,7.93683869825936e-05
1800,0.08906166086302317,0.004727756370448433,7.492834359811006e-05
1900,0.08809237402948275,0.004474161483819703,8.55925913633699e-05
2000,0.10173241085131413,0.005332432520108284,0.00010348335674561955
2100,0.10190989685882419,0.005639437998593341,0.00010399347950134541
2200,0.10245617968295388,0.005672589692413091,0.00010247061347910767
2300,0.11565153335106708,0.005621401150689559,0.00010730437005907295
2400,0.11656461143971603,0.005938283693096361,0.0001288149525167051
2500,0.12290609885344707,0.0063812166927195765,0.0001256591296223778
2600,0.13165969803764327,0.007144535752886818,0.00013829672430951378
2700,0.13946730996474854,0.007134183525051072,0.00013966747289927627
2800,0.1314108094403663,0.0070976283948137025,0.0001528731013837328
2900,0.13920628204687965,0.007692482867493446,0.00015885708348782512
3000,0.1406467544706799,0.008390138711996217,0.00016148561621552422
3100,0.1462552997957911,0.008758948506718071,0.00018078030930680205
3200,0.16190424011870005,0.0087287217926174,0.00016745066763872719
3300,0.16352923584427356,0.009637416371020401,0.00018395056513616567
3400,0.16264543541199317,0.00963275843265464,0.00018717493776785176
3500,0.1747488595446749,0.010515023419453212,0.00021135479120437643
3600,0.17237299162071038,0.010333818705674408,0.00021150831681390758
3700,0.1781982952438293,0.010844637967713754,0.00022285134235557215
3800,0.1917173805002124,0.01135299192053899,0.0002316627236642029
3900,0.19060392813005086,0.012107071140834253,0.0002432842872001747
4000,0.18920974887872233,0.012040081197746261,0.00025709172318815317
4100,0.20454781615915954,0.01287683690699937,0.0002680224491408813
4200,0.20878439585362094,0.01344768603288557,0.00027177521937865216
4300,0.20695305613439413,0.013588833877669933,0.0002793393272438783
4400,0.21560646675062797,0.014397819724463405,0.0002856485047173586
4500,0.22526310074219624,0.01480344206038052,0.0003003343272306711
4600,0.22029992398343465,0.015281348171973125,0.00032454722087721757
4700,0.22734980955853068,0.016413421917140795,0.0003348124671146044
4800,0.24103144982091373,0.017279273006369847,0.00034641041875166037
4900,0.24475523326928117,0.017394417241566047,0.00035685120648607947
5000,0.24628621453197938,0.01838839990937214,0.00037638102423662823
