milliseconds,PX,PY,PZ,X,Y,Z
0,13.796220421174805,8.268514091432088,-2.359164361964589,0.42797060644242374,20.126054290264946,0.10236385261762287
100,10.481751086038457,31.99368715072186,-2.2559001584796357,2.613416172274502,21.730018395371488,3.0098009761652973
200,7.699656931911507,33.60614028717055,2.656460940559203,5.659354559481,24.451950765377376,5.054106021841973
300,14.706993600509495,33.123502622828234,4.75126002814423,8.72021940214701,26.390888303038807,6.335826694848647
400,25.855690261606444,52.1321658798029,8.401062259150187,10.539657713922878,28.717618520383187,6.988322131654146
500,7.580923675227293,80.76816651100967,19.952346161547894,13.057492871452048,29.635253863235736,7.5411102541579975
600,26.409514298496447,115.65312613786337,19.316822733973563,15.311131578085536,31.090606796290075,7.536882188931181
700,34.15219428669266,144.85157259214648,23.843190164613283,17.138573346661968,31.13500934891404,7.686612290496402
800,43.77173391266138,131.9116756033533,29.00039216522862,18.127369298974674,31.020745397707,7.824686869344184
900,65.2270254343556,185.56563163067057,40.10964025580198,18.747921957289588,30.437008480077402,7.455285832381224
1000,95.46190873937401,190.55183989558148,41.32473765725923,19.518455917753386,30.815291297263407,7.326651838079596
1100,97.09320697113276,208.27851724630668,45.344285631759014,20.217164600118966,29.860035743535164,7.3141197738738315
1200,100.0540018636422,240.2186506782097,49.06861475587387,20.961156546818223,29.23187623798767,7.025242570443779
1300,120.44574046970372,252.74671753221244,56.35100802194437,21.690562806117455,29.116867575865484,6.899693186277696
1400,123.51187073372287,281.14874811764656,63.75149369289687,21.434743904351322,27.8883138251104,6.806800612003918
1500,136.22590570131626,276.25561296145855,66.77837571281663,22.063046505153785,27.982927463260907,6.557993141297287
1600,163.9254945808489,283.4814790327872,66.47687864594646,21.888204143426254,27.10356981899553,6.5985778655617775
1700,166.3358260782244,326.0587512750709,74.14726940710781,22.078692879345986,26.40982891412275,6.219487667955466
1800,198.41174501770544,341.04312305174426,81.58649037577652,21.3050878478489,24.982899564088623,6.26765156449844
1900,196.65227430907538,350.28098987998925,83.54810953218183,21.01161235586884,23.782300199562002,5.912875446124947
2000,226.55423791715384,356.680413921065,83.13098279443652,21.66917704210088,23.995815008566044,5.706685728455958
2100,227.15442511200376,381.55037907958405,86.76202561578673,21.43222646082202,22.858714326398207,5.76369738235659
2200,236.78277730409906,388.9276271225483,87.5324933436579,20.924111661840737,22.161048260305368,5.533200492431389
2300,265.5890515805836,384.21232598367493,92.64602095461474,20.994082138969635,22.146883154878193,5.353410561195499
2400,271.94126923121195,391.83874331219255,95.6133923362407,19.91004733360176,21.15129782426799,5.320750006024976
2500,288.7065883488318,434.68197538367065,96.80714090765981,19.79150691219856,19.902217145741414,5.2446927481019445
2600,299.2389697192562,445.88796373958144,101.18504559939846,20.156454207602774,20.121935159419323,4.934300717288689
2700,311.3063139351575,441.1028007433631,107.22918993400906,19.165587456730144,19.377736280025626,4.917921165718387
2800,324.5679657877478,437.0565641686714,112.0062942327002,19.436617442758212,17.655974656907397,4.631887991641905
2900,333.2079821619707,447.5791210273424,114.40573515940531,19.131146264109507,18.30215947025121,4.557374599054629
3000,330.7860230076755,462.9814508759393,111.02726543228917,18.30875676182203,17.229172734715355,4.344186533413031
3100,354.232288193112,465.63128251310064,115.7594039074231,17.927429531932685,16.634958895794266,4.248852565055076
3200,362.1736192287764,486.6172204848694,119.01574180835954,18.087022176494642,16.671991913991974,4.24311437315752
3300,368.6756358500547,497.3100833380751,121.28722673506171,17.677306276578836,15.574349337008766,4.167897418078202
3400,380.0323567780605,496.2101755331258,120.93422664794821,17.00671412077774,14.852362630690683,3.8317226582844466
3500,381.1404295043226,524.9541648523084,123.98921297852513,17.105187068116145,15.29761100719318,3.8521245933783264
3600,388.08426865109936,501.4517962670456,120.63592155179701,16.631352660038253,14.602500681653089,3.634584790715432
3700,407.3293674721324,530.8449495571084,125.0934636837826,16.738060630547793,14.287883989369542,3.715937575628586
3800,420.6258193803928,510.38818950737914,129.05140026340146,16.154737790244802,12.921266659224178,3.478656147373403
3900,420.28005718436793,532.1701918653744,130.1725774405716,15.468761171453629,12.197042420585822,3.5572930141390318
4000,430.5407200904405,539.1046275959794,135.45267045198844,15.677114025477282,12.076409077221413,3.2739233185112044
4100,442.94983366844855,527.9664986649447,132.7110870099804,15.396550588670323,12.11341327689393,3.049610018196646
4200,452.68463069205063,552.1169658074192,131.0481789849082,15.09928964342699,11.791971390683633,3.2395279373099153
4300,436.0051622882556,538.4119474297947,134.97440224420495,14.41618457315298,12.013387117779887,3.1858265502959227
4400,469.36037281733763,554.8907737950944,138.7888868083775,14.935303856598418,11.39961977897223,3.0924875494483657
4500,469.40194697851956,573.1707833544932,133.62205274093031,14.34691585308338,10.641556929387672,2.858944224872703
4600,456.1315338964629,547.5506385008783,134.63282283165447,14.308646313412948,10.06371805349615,2.664622933676777
4700,482.4115274409715,579.2205510916049,135.86921480100656,13.467929991310916,9.885441897003775,2.8541912071206466
4800,489.02347423143704,560.7698920865715,142.21322749775842,13.88634339793412,10.175040280902843,2.5835766709932617
4900,485.78615099274305,568.3096641320537,138.87870554257285,13.02079390467204,9.401531511703,2.3834407869849237
5000,498.47893141983707,589.3027357873694,140.7624580387813,12.56319278007823,8.666784859710969,2.590554631167611
