milliseconds,c3,c2,c1,o,i,ik
0,0.9999112715504999,-0.0001243378230102253,0.0003174543546480141,0.05930705805291992,0.00036128003972939947,0.10196376982826372
100,1.0000827097971705,0.0004525117435405119,-0.0002135698248252941,0.0566518757969748,0.0030429013334719807,0.09649099823936363
200,0.9997341778997998,0.0005621058985618258,0.00032319896523627905,0.05380636258246901,0.005916515885935492,0.09288284364017536
300,0.9995107959795264,0.0007154068978700736,9.191887793404845e-05,0.05138104754484712,0.009163359254900092,0.0861363090952325
400,0.9985382782255912,0.0009283339390768592,0.0005226453855823871,0.047481910246201166,0.011653913679811098,0.08364657399716911
500,0.998433054844474,0.00116519815791673,0.00048686083007001596,0.04615919467066043,0.014200115820790908,0.07957887628902617
600,0.9980609576723289,0.0010361169992505928,0.0005975709868835484,0.043782323564551896,0.014934501781162431,0.07674228582271839
700,0.997648133495,0.0013650898162769715,0.0008334347218733051,0.042012527188336445,0.01726992645144548,0.07391875929876343
800,0.9976912905269363,0.0014095749939863186,0.0012863937394380221,0.0402167887315843,0.01833247088424771,0.07044686685070752
900,0.997321706173841,0.0015866693392270535,0.00127331922276243,0.03962203456495813,0.021006456704612646,0.06706500648941961
1000,0.9965275754717866,0.0017205483199195471,0.0016068911570411885,0.03857027523627067,0.022213488021500142,0.06519087170452613
1100,0.9967974999565309,0.0016858247342501486,0.002101149975108873,0.03733454153698677,0.023061929976097392,0.06292947016717776
1200,0.9961318867447134,0.0020487883168687033,0.002056781184771189,0.036668541266870885,0.023753613041977498,0.06089573405636695
1300,0.9957913731285057,0.002159779991361189,0.0022199830536499716,0.034330994356160834,0.024109784020901096,0.06152096814003866
1400,0.9959325822729806,0.0023655747787488784,0.0027569222328873884,0.03392307412789095,0.024555020894519667,0.05839744431233493
1500,0.9950018603473003,0.002161521417941461,0.0027962520214010167,0.03396387166614875,0.025718920160439914,0.057149958215474285
1600,0.9946275225969773,0.002393550045463542,0.003153295879376817,0.03221950186892689,0.026337570495980425,0.055527707519699404
1700,0.9951197964948166,0.002535769553491752,0.003377970896640096,0.03296768481732192,0.026527857595060662,0.05513205053715566
1800,0.9944572426329413,0.002786794183454619,0.0033993940493091497,0.03181700016675627,0.027112140536725896,0.055849210248602364
1900,0.9941378380981895,0.0027153762900406415,0.0037723215485281933,0.03191824184231853,0.027785106819887648,0.05324375631863746
2000,0.993844499236023,0.002969026127481983,0.003760429505109379,0.031749033157598555,0.028806622900742155,0.05415178074695287
2100,0.9939316935475749,0.0029588089311600504,0.003954642351425018,0.030764950914439444,0.02847061098901385,0.051292581530786
2200,0.9929905161571465,0.0032673415923703984,0.004521721958581301,0.029472519525816202,0.02897538648429779,0.05146542109850509
2300,0.9932948188853248,0.003295045975624236,0.0044263997486785325,0.03058964060835626,0.028739026206227643,0.05194229858830415
2400,0.9926535709358134,0.0033302285549716595,0.005295384810025337,0.0300113735594941,0.02923721406061721,0.05005224577638226
2500,0.9925965185344308,0.0033559689477043004,0.0049564863050914855,0.02856870313864423,0.029302312820791848,0.051611415559354515
2600,0.9919529292492754,0.0034835407769010325,0.005628522765726284,0.02987873119472141,0.030241375672593034,0.05128540995452404
2700,0.9915378639549315,0.0035602157342414543,0.005826935231834807,0.028600892975124796,0.02943895631292013,0.04968088641131705
2800,0.9918372149273387,0.003968034933514553,0.006071633001800535,0.02817742674902171,0.029641743885552633,0.05020730965892897
2900,0.9911384632685385,0.003862504275468515,0.006141860765114795,0.028879065651314997,0.030102703436627427,0.047682487908974655
3000,0.9909011040870677,0.003996708118049169,0.00634861154576192,0.028274078209772558,0.03048693503033766,0.049307559990074856
3100,0.9900547353000745,0.004100871431063811,0.006844808825662006,0.029117955908408454,0.029827410106186766,0.04926591255100823
3200,0.9899368577781571,0.004399599712124493,0.006575999476367987,0.028800074084864263,0.030973845988071548,0.04901490887296167
3300,0.989780513640422,0.004370460186076752,0.006768516915668168,0.02735793975626951,0.0308007688759388,0.04775037667240815
3400,0.9894628264541558,0.00452539292735612,0.0074105276003510155,0.02740848302213857,0.030284882657685225,0.04698924027754241
3500,0.9890176451312126,0.004652711768396883,0.007195298655464807,0.02801650608927411,0.03043695598966036,0.04797479238709572
3600,0.988792872316779,0.004773536778154315,0.007950637465398548,0.02753076912288705,0.03136083675410877,0.048147530268685006
3700,0.988590955450945,0.004774728270908954,0.008146918147119629,0.02825509220089639,0.030422452851738935,0.047833451396655735
3800,0.9883841571303548,0.0048652252823362125,0.007995401092384802,0.027444152879793623,0.03141586614555177,0.048146340790606756
3900,0.9879465813911961,0.004956036545443455,0.008344806225908942,0.02768679232778726,0.03147114668748447,0.04837281339854035
4000,0.9873992428514754,0.004991316858492323,0.008400713351656352,0.027991610168345293,0.030337376362874067,0.0458679889994564
4100,0.9873950561993512,0.0052640512695153446,0.008565160322443702,0.02795130597512331,0.030700711555714414,0.04706498334068912
4200,0.986957146488923,0.005362096553351731,0.009174923756091132,0.027391318094036353,0.030188114675800397,0.04678977754338562
4300,0.9871384377661884,0.005532207857488333,0.009315668062058574,0.027646129863205315,0.030648136679734744,0.04725391650257447
4400,0.9863390431497228,0.005603901343932246,0.009621875450472888,0.02667765074165035,0.03140364391602085,0.04773324455320462
4500,0.9860502390261285,0.005632349163866517,0.00951039064336284,0.027835176615160023,0.030726565811011956,0.04801367858984463
4600,0.9862582170266986,0.005797222734094448,0.009873872398579052,0.027920721305609072,0.03156988602301949,0.048022033649431355
4700,0.9858243812975355,0.0059910849367181655,0.009909870601901238,0.027813573365637476,0.030276421717373034,0.04810247813565146
4800,0.9856646754272412,0.006041458585263981,0.010371333482239562,0.027197285229675093,0.030634889188323338,0.04629510550102947
4900,0.9850165786113104,0.0061102677166453775,0.010361037993997941,0.026581225509011906,0.03131963449525149,0.04648059048511281
5000,0.9844548600947692,0.006143401889953407,0.011121837432969024,0.026565067585153715,0.031706520264499355,0.046362416402543516
