milliseconds,T,C,F_beta,F_gamma,M1,M2
0,9999657709.027948,-1441021.2498162356,13853402.688117933,-952.6448563556721,-0.1604081461303192,0.008050232157874064
100,10000261095.311512,6729705.007609082,485436352.5974954,242.2146263883613,0.07509467675963331,0.0034151840412677114
200,10000753948.2486,11251699.957615368,733889869.8854556,429.28554693770263,0.5250307329112602,0.008684889803969066
300,10000609987.135904,12720337.35375092,866452725.8940322,310.1050420940896,0.590484922152342,0.021277827109482773
400,10000878063.182674,10865111.926343095,911285754.6465929,954.3866175200742,0.8000931868792186,0.04888254274136328
500,10001318084.026627,14664922.333231172,947686876.0134453,494.522182711183,0.6204442807917266,0.06385646760218176
600,10002078270.939247,20692216.962624256,979147622.1569747,1578.082327276169,1.0255182818487427,0.04845675005973184
700,10001973227.279413,22825078.317544553,979661346.0558478,1849.2141643295663,1.0778245451746638,0.062087299194793284
800,10002438415.944265,22987041.731547635,986912365.712572,153.9369360144542,1.3563705476923242,0.07164670202983492
900,10002862504.30568,32902906.064437795,989731775.7363528,1291.1396594315233,1.4593528636648134,0.07693182992884415
1000,10003338289.14345,35936484.22859331,984750724.5261185,676.4534047091147,1.3294152469344636,0.09436357798108239
1100,10003205327.492771,35312027.56310599,973878704.1524034,1915.0944733740744,1.878521910855752,0.12002948012604382
1200,10003924979.630682,39174197.10312595,975697567.6767547,3356.100943160246,1.6665515312704444,0.12708800084440133
1300,10004329904.945484,41928353.17014859,978891272.7853618,1880.6818475465911,1.984757431565274,0.11707082647522214
1400,10004374141.98129,40765236.164805256,973645944.98774,3459.985951699479,1.9383253847261972,0.1387533806129963
1500,10004676915.48285,49487445.82876317,987899002.0417589,3191.163678726491,2.2893270139081263,0.13789589665617483
1600,10004855001.413498,50257090.51549848,995832826.5018425,4269.337035278874,2.63071235404744,0.17084066144632098
1700,10004848046.348875,56870846.722593606,987234691.6494036,3740.847101641458,2.771442317015588,0.17760151066356536
1800,10005350421.24478,53103150.10384952,973685772.4184123,4467.494623162599,2.916303933137697,0.1911431492628444
1900,10006153616.4822,62210527.634089716,986105013.233866,5407.4710766546505,2.6725227692643827,0.19208442805187856
2000,10006305409.09284,65195152.77688936,987244889.8280624,6800.962443320516,2.8232466456986285,0.1962479745233183
2100,10006667373.988577,60424459.09170789,987964759.2192221,6623.8620641824655,3.100673708380273,0.20478926851938595
2200,10006498552.845581,68175317.50419365,983870798.3572595,6700.706242122006,3.194906801511744,0.23072737643715902
2300,10006849340.355766,73376421.58572547,982304190.9484315,8066.945567396288,3.685881294624824,0.23535247250026511
2400,10007342260.481163,75830219.78806269,998681864.3543936,8674.935438882183,3.472439249068303,0.22217831192061607
2500,10007383630.073553,73163739.30708118,999453682.3527141,9727.933045597805,3.8852839840306257,0.25476429506091924
2600,10008146206.92369,75016104.78609398,988146326.1333482,9905.042656913036,3.9056411983004775,0.24613334763280453
2700,10007801705.270987,84544608.6434678,976490028.2256737,11105.62673826843,4.140651540334151,0.2534853512756531
2800,10008695054.080946,88240226.91241108,981494872.2966514,11523.389249443495,4.2927253490732085,0.27131006045782124
2900,10008788395.815449,87727695.01552798,1002084042.1120524,11451.326976823357,4.5553887409638065,0.29405378663586
3000,10009140308.968288,91349995.58411227,982517929.5182022,12965.978240661107,4.72248387293969,0.2958203390050347
3100,10008694496.680323,94122851.14993908,989480077.785982,13053.809701989285,4.628864818257298,0.28989305851130065
3200,10009196493.646341,100622125.36735392,983792334.6410916,14234.790438952195,4.662068636503848,0.313566742702452
3300,10009410338.958107,96646631.76357321,973496141.6432415,16243.181840548736,4.879572489906183,0.314748624695617
3400,10009520674.41643,100697387.06240612,985870413.4263228,16519.93620175254,4.986361788504568,0.3311399453961393
3500,10009943755.842178,105205552.51878227,985727594.3125534,17355.636886176955,5.373922224169691,0.34489417710508324
3600,10009995475.621393,112509063.2415932,1002143948.5210453,18208.776133512696,5.504538469914195,0.34339708104126304
3700,10010395293.893597,108972141.19682391,994815470.765243,18517.43439667539,5.4276776001139595,0.3609796698308072
3800,10010791432.059423,117700605.30912489,983477617.9052583,19578.748692580462,5.568115641561448,0.37066332676147906
3900,10011092897.130783,117188676.0058827,975508027.6581391,20984.97795080123,5.712244497359672,0.3826541137890166
4000,10011203394.307491,116606628.99046274,988521031.4218746,22222.48828064809,5.994207079172576,0.3844956872528853
4100,10011460774.501108,125763619.28075387,996438185.0728589,22893.873959314704,6.2365473970906855,0.4107266610566197
4200,10011360742.33645,126719876.818059,974587674.5928471,24854.136490135577,6.408229668374891,0.4136152692677159
4300,10012080703.01875,126325211.91523197,992147430.1402857,24706.912418827582,6.329776662657119,0.40768404591983776
4400,10012206943.84026,136069441.4604321,981398715.5337616,26701.85100153252,6.762722682835289,0.42485468694440465
4500,10012298357.307991,132637627.47559528,973637248.545279,27030.070208272133,6.682573004793938,0.4219611459092686
4600,10012091046.924084,136945050.16010833,980601469.812521,28292.05969353982,6.741836960659961,0.45766521962450524
4700,10012653468.066097,144990849.84377939,999104584.8418585,29758.19813016696,6.920514710829108,0.4539122381331462
4800,10012356588.870148,147646606.27120945,981796382.9110203,29702.49349304135,7.00161877464081,0.45575602319237707
4900,10012555240.814056,147946907.26416528,981258879.9239322,31229.711842651304,7.346291521581654,0.485336233921916
5000,10013211482.196962,149281204.5234741,979177079.7706779,32132.56344134451,7.317642433941552,0.4859881541987678
