milliseconds,T,C,F_beta,F_gamma,M1,M2
0,9999968484.663347,6063250.382958498,7302523.382754538,382.32276257078115,-0.08307983296922111,-0.014233485958725077
100,10000635412.96888,3781701.7767075566,501469265.2323584,-945.9703533997732,0.24536428897406892,0.017147595062345727
200,10000237546.43538,4174238.1067604898,730115584.059931,748.2098466045924,0.33264388295880043,0.01766998062579398
300,10001284780.591568,13840033.35453852,863597397.8070496,725.1784634363153,0.6231713895639301,0.03795316247080034
400,10001032014.158884,9633711.048096038,930189522.6694198,598.3873297471494,0.5432296810756567,0.02831009902521991
500,10001289794.599342,19258714.34985116,947910655.8253467,-301.3113934929398,0.8478623423269045,0.04960903014179295
600,10001679058.296003,20440643.761868346,977549255.6605543,-32.85843624240863,1.0969564177138635,0.06852862451726695
700,10002529512.86626,20599005.27828495,976609434.0292277,544.2402566267199,0.9793008351502641,0.07652651458951072
800,10002124492.3175,26303285.749093182,973138788.2602038,292.5668426182675,1.195297968897218,0.08402863957103354
900,10002451617.523037,29662627.511495117,990474267.9213289,2328.271603748666,1.5839641802001245,0.08098527615853034
1000,10002817783.75671,28042912.976468887,970489470.8926684,1218.8205195172543,1.464663526722262,0.09352120318341836
1100,10003737235.109524,39197312.090277724,970678614.4753711,2988.1517839282683,1.758442710110485,0.11797984266715385
1200,10003640270.124445,38867452.87770734,984294438.0225624,3231.727320889753,1.9339425058532143,0.12480584223625416
1300,10003809565.663727,44270647.05432474,989499521.982085,2104.9417061295408,1.8906233300802298,0.119063339874419
1400,10004141140.051588,42100807.75314589,992581458.5048858,2436.936927538847,2.088992133346412,0.1297871933500019
1500,10004707655.453049,50703507.572465256,987199173.5942566,3566.2485664941405,2.0871565377381707,0.15811031643361087
1600,10004656180.825735,48637540.21102533,984718570.8442867,3486.7021339517823,2.5575566815790434,0.1650019036117641
1700,10005375771.513927,50492765.51196821,994981586.5847253,4891.904382720261,2.6948260408041014,0.18055313053834615
1800,10005217695.799192,57700882.01483661,985462427.3630799,5150.101826417532,2.60834863202991,0.16725963536450678
1900,10006178972.280193,61028676.079245605,999307987.6438822,6335.99466817243,2.8425920044424178,0.19220411133141596
2000,10006050883.26889,65652929.81392659,999539945.1421214,7039.188429884386,3.102837137917314,0.19713588767070467
2100,10006610118.464745,62862992.760443576,977871036.8637424,7013.032195849818,3.122383078094393,0.19695293537437103
2200,10006491457.730759,65146736.855036795,986485995.5334626,6900.3443119277035,3.283352361278951,0.21295023507214356
2300,10006731795.133907,68577141.3508136,988137545.1765348,8728.24113729334,3.6331287830790924,0.21304191314970505
2400,10007347334.367357,74460072.91125233,1000689855.473182,7975.1075402824135,3.6580232082757407,0.23725372664399502
2500,10007631037.817587,77300330.75576793,996552708.1168003,9459.52784059655,3.637559301098734,0.2588087311306087
2600,10007756145.571827,77472736.68367451,996939722.7106819,10423.086483675721,3.7404349332918554,0.25173824547073187
2700,10007847561.444534,83117230.10250609,981277346.0830382,10738.898279279392,4.201748386911964,0.25483285135469685
2800,10008379658.472832,86105040.32123083,998132336.7300348,12128.701305384464,4.034268794799439,0.27547478562691313
2900,10008711313.80193,84476070.98135394,998349562.6483978,12804.478396943694,4.21404414618423,0.2770694938324096
3000,10008989710.643406,92808396.16733667,977187761.6823004,13459.714557695786,4.32031856209926,0.2843276914242326
3100,10009233647.103764,89907964.77184284,991301923.276103,13025.708854233586,4.77333171271159,0.3115901546346976
3200,10008945171.133488,93948454.41752951,979509274.6993002,13746.167346880127,4.797072161964088,0.31056526548501734
3300,10009870648.622938,103999744.69062254,973584860.1403068,14782.345388261167,4.960000529716527,0.32986891115572053
3400,10009788547.60014,99661436.03898463,998488745.5148133,16997.81416844932,5.212099203728962,0.3441487157555065
3500,10009866308.893785,103552365.05742154,979185121.0226924,17774.846795602803,5.445747706163507,0.3533213453400062
3600,10010378818.241941,105468178.68230557,972747469.8292717,17531.578625641407,5.523657274457746,0.3595534385230481
3700,10010562218.968729,110674728.72973251,987466898.5808575,19031.0430024426,5.631401159876881,0.34734850628225544
3800,10010807503.440447,113579958.9382968,999232521.0665743,19528.774376839378,5.902332486162514,0.3702287594640414
3900,10010928400.734251,114679456.61595494,991315835.8421537,21694.454033942537,5.752167172200565,0.37916104674505957
4000,10011250540.659943,119344146.33861756,983159286.0856658,22049.451130056346,5.98964654995128,0.3832255062790582
4100,10011526677.343899,120327799.07570703,985138470.320462,23469.8921053397,6.077083425649951,0.3852788116527152
4200,10011372420.84401,125656013.92512545,997002666.1449685,23549.34831116693,6.149634287164817,0.3966554251938288
4300,10011862307.044224,128010153.25765869,1002194149.034571,25502.490718950616,6.53613270369497,0.42597215024699525
4400,10012288218.786009,129467749.93501967,1000909166.6307976,26292.84821161512,6.445502440175152,0.4358277109555238
4500,10012443216.020607,133245400.18637282,982098178.3916545,26592.329436327716,6.687167785500234,0.430792793756574
4600,10012383058.761103,138918232.45819944,997665463.3514519,29085.969546009237,7.05518145058524,0.4331820301201343
4700,10012272032.978188,143064633.76907212,982773354.0887538,29712.52538904129,6.9696203709432005,0.448580107170083
4800,10012613359.958817,144468883.93011332,975262395.4435844,30038.499254317645,7.350436651013832,0.47467485171952006
4900,10012911546.604353,146444317.78364986,998616783.8128542,31332.949926174537,7.294939439182057,0.4854949193999122
5000,10012954935.932978,153611038.94241947,1000450659.1292813,33352.302699015316,7.530383768085353,0.49133083618772866
