miliseconds,ERKc,pERKc,ppERKc,ERK_ppMEKc,pERK_ppMEKc,DUSPc,pERK_DUSPc,ppERK_DUSPc,ERKn,pERKn,ppERKn,pERK_DUSPn,ppERK_DUSPn,STYXn,ERK_STYXn,pERK_STYXn,ppERK_STYXn,duspn,DUSPn,u_ppMEKc_tot,ppMEKc_tot,ERKc_obs,pERKc_obs,ppERKc_obs,ERK_ppMEKc_obs
0,571.0599988078527,-0.7874525870197239,-2.9235259012634818,-0.5120478857586294,0.11536193609795145,99.83088000464294,-0.4949256844876641,-0.1551193637182928,1621.4321690778606,0.7886414935039444,0.22896091822698497,0.010496026629476586,-0.10016675758875039,3021.277930733522,7.245619331136592,8.349837216192105,-16.122166840729097,0.9822380737989935,10.02406047556362,1.0,100.0,568.2203320857765,-0.6933685321010227,1.5668313268918366,-0.40965451382564144
100,442.0698512026809,42.510199550203225,0.9033121141207244,50.94849536099874,4.5591313810181875,78.96312487504902,20.06254939904073,1.4581123911453284,70.4014436996028,-0.41071993818310737,1.4458335112053706,-0.019438363317816062,-0.1085432906815469,1391.9029846079598,1574.4619399721935,-1.0289106103141792,-11.415550587346202,1.0408577464049447,10.129835559322512,1.0,100.0,447.94975050365986,40.44824610766559,2.0003960878928897,51.02459945399211
200,390.5247258000674,81.84619991439548,6.927418390460979,45.050409152803574,8.776955203960883,64.06615213400637,30.769093905988978,4.504726326807083,64.62092853467871,0.7752992843948775,0.33207389123028325,0.011438605019452654,0.03922036179869646,1379.9025810693859,1596.4644691683284,6.34783200312349,-2.3402245958836434,1.051703194248812,10.059207170551915,1.0,100.0,379.9089917777957,79.77486642420385,4.1899458849687266,45.71955671075638
300,338.32872132751794,110.27873482603366,10.83122043119251,40.064561381761756,12.465967318529149,53.247513775905404,36.46378775401416,11.764863688488557,79.2806867788541,0.34921983630233,-1.732607815914535,0.05069098815742204,0.009454557196858565,1350.4700641436907,1614.6324677004432,4.739520199312274,12.884021438975862,1.0715583450494592,10.142539852063862,1.0,100.0,334.9650281425013,113.07429222650218,15.557760435906252,40.292261201811534
400,291.81224831669863,132.91245042928037,26.846792416251926,34.8650513235658,16.049178774289693,45.62630109342866,37.36872405341378,16.340540954993262,79.41059490324008,1.4958893033041403,-0.6996288426270267,0.014664888517271678,0.060924410100714296,1363.9663549101097,1628.8038119199764,25.467691085817503,10.558008366811407,1.1127326097580255,10.196298550437996,1.0,100.0,290.69005671264756,132.3410055809805,21.57431597671358,35.471416454397385
500,248.68646457473258,152.00214763051002,36.68233618329012,31.324697280690753,18.7695980870291,39.52330025160306,36.960071011031566,24.11167446232177,79.31596830986261,0.6851630878253526,3.307026044003641,0.09198623326798236,-0.029329854185420154,1331.879258103447,1632.0153613325351,25.049505870214027,25.72860429406654,1.111704480970998,10.15542085291668,1.0,100.0,251.1045509271097,151.2868434697939,38.77476680776173,31.181346403985444
600,205.8007526622756,161.2778138853726,53.7206073519725,27.78126330139066,20.872160421354486,34.31667449380933,34.703713756589146,30.69136728434906,66.48878202504045,1.6323570836887824,2.6572185488901887,0.07640599888636157,0.12275842266151468,1320.5588075534147,1630.0033456342305,37.099668335945715,24.504422073367113,1.1356101696948404,10.170663535244563,1.0,100.0,214.88224807275475,160.3201166775647,54.7102964306313,27.76755957304895
700,186.27771723344648,163.78296164595676,71.97379968290109,24.653929086478282,22.324960569014937,32.05100820499027,32.04414412829995,35.28157580432196,77.21817331199215,3.0033679621468785,2.760886794447678,0.11918808704203385,0.16564056445305442,1270.2378209859717,1646.2480741983995,51.67999895131961,55.48617407636143,1.178919083851786,10.059744743823215,1.0,100.0,184.92631769336555,166.73674115244324,71.60958675392465,24.547681804432194
800,158.42165366756672,166.40974995935412,87.84179753157039,21.19632695646605,22.8686159501171,28.717023483042315,29.89668425810129,41.8338830125334,84.54043690761685,2.2264108590143983,3.7976161025540907,0.1633004492467152,0.33492615801719,1253.3299620779107,1651.1326978747522,56.58653152133383,74.57705458412107,1.1848958098324083,10.082267745836356,1.0,100.0,149.72213209935725,162.39568334467853,86.96987584429189,21.40586735977034
900,124.82537967907328,160.95753944609163,107.35816483785709,18.658390105572078,23.374885525824972,27.226648766845976,27.49036955069381,45.94068047207488,90.63356260677375,2.6866788264097563,2.7928201956028196,0.1422537427884054,0.34251909412828174,1206.906946879906,1632.9003052295166,63.646504864550394,84.41021264935537,1.2268566832129322,9.887970396287221,1.0,100.0,132.01492406401852,159.86220190558893,108.31126718288786,18.638213248918117
