milliseconds,Ste5,Ste11,Ste5Ste11,Gbg,Ste5Ste11Gbg,Fus3,Ste5Ste11GbgFus3,Ste5Ste11GbgFus3P,Fus3PP,Ste5Ste11GbgP,Ste11Ubi,Kss1,Ste5Ste11GbgKss1,Ste5Ste11GbgKss1P,Kss1PP,Ste11P,Ste12Kss1,Ste12,Ste12P,PREP,Ste12TeSte5Kss1,Ste12TeSte5,Ste12TeSte5P,FREP
0,42.2892462261878,13.313983780909126,5.611076078105725,52.918835912832314,-1.7448957342423268e-05,216.98396979415122,-0.0017921573691062954,0.015019339085489556,-0.07414145332611137,0.00027388943471849827,-0.0015439693042638197,54.58099363692523,-0.000902886725335035,-0.008946196126889563,-0.0795751378335293,0.004626846447700551,35.89799451538152,0.06986078449424894,0.005691444891292841,0.001151697662424783,13.66520508702467,0.2501835709710088,-0.057876721307369185,0.039298430486184484
100,42.288026121063616,13.272675918287254,5.644118252743523,52.91178440578122,0.0004523610457000496,217.1020322058888,0.005319360449297664,0.01758391120112334,0.022244664829378022,-5.338301530717284e-05,0.0032541905501653834,54.50567887370409,0.004554424875013709,-0.005814517330549824,-0.33940348624081457,-0.011259689111962075,35.90640873287075,0.0652124907351325,0.003826494736796375,0.0021419556714429317,13.683128533241318,0.2517920726728424,-0.06600571341045161,0.050705626524004024
200,42.306920258636346,13.215190350246882,5.620171549418201,52.883984250920534,0.0010789946976793752,216.9935883043954,0.011601713739657996,0.03194744431277918,0.024759363218116347,0.00014498288537661834,0.002814245284027248,54.099754191477544,0.004093298961945844,0.004520689914296628,0.3233632183490402,-0.032975941934948995,35.90035279440988,0.06595202598861127,-0.0003636044276857482,-0.0005154173967136204,13.69262415271474,0.25219417648677045,0.0802123876261958,-0.044510781790530904
300,42.25358250895187,13.268173470603035,5.497331248444248,52.95478529625602,0.0015298420877698758,217.08627536960685,0.057072270100432074,0.04987505312936547,-0.006436305384924724,0.00014133520654362566,0.00045439676255801427,54.34667702087895,0.007854683937474637,-0.0032387055299757076,-0.3210334444802517,0.0749436222056423,35.90529413732364,0.0654645589854586,-0.0007442829302941507,-4.7807831699679285e-05,13.697800458329443,0.25187680439278043,0.055386107880019644,-0.04861545346339138
400,42.285657959948225,13.182945298811315,5.5036014993310856,52.80596541939923,0.0019713665011353502,216.82498894134864,0.06135823383240338,0.04003087256495109,-0.01637263238123162,0.0002476977834821284,0.0030602340563476707,54.3245611651118,0.021528354850569503,-0.007265438091746254,-0.06675821783928021,0.12094626026668728,35.90013648468533,0.06666636940915335,0.001425477460365769,0.002397975313261237,13.777507945635438,0.25204690781486566,-0.06529749309358376,0.03143750856595938
500,42.30047886016565,13.160762051648046,5.474880904572594,52.89404654786585,0.0022759855395597483,217.010940254384,0.11772235035999452,0.06376488729800552,-0.028926278909643048,0.00022155331880163097,0.003411664180999657,54.365515907095876,0.029350272688606703,0.011581615470363417,-0.3883870822750264,0.009923067573448976,35.90325954243068,0.0653896355186773,0.0038908075776189766,-0.0012449212280289535,13.706115176485243,0.2519391349503184,-0.06583756407979033,0.04156022360338611
600,42.287562864561345,13.046888862241627,5.443702707633866,52.82866326526259,0.002732802615917654,216.83715923271652,0.1393576538047604,0.032650651016923486,-0.08486705357940547,3.831439327095581e-05,-0.0027729373210275206,54.62556637273045,0.03912693867953329,-1.6729296205719724e-05,0.345228265016061,0.07748025604463904,35.90906544983581,0.06549798768866782,-0.0010701895536875201,0.0029061166680991483,13.63467961855219,0.25179252607449976,-0.0015282358101713208,0.02230644425959016
700,42.231975282246005,13.160689191861264,5.397287793816742,52.71425033592299,0.0029927211048562962,216.82979508998534,0.19001189441049832,0.061068860084064355,-0.07925751447024094,8.822096774733295e-05,0.00155464347187827,54.52870494627587,0.05107233971487033,0.015142127971357982,0.14579416849379,0.20435146552377445,35.90645377938997,0.06586069313554806,0.0032340129139423954,-0.0025953076235832166,13.705119044333221,0.25225183082666147,0.021834807735503295,0.04083310028221744
800,42.25456527126571,12.999613790979234,5.3196861832170885,52.65867320705701,0.0033060247059216474,216.6055611652473,0.24992664767647743,0.018945414629122866,0.1035255922573621,0.0002655747917896724,0.0029666062665008788,54.06136609899666,0.06068639106955876,0.02074371842813912,0.49967794128586984,0.13932658317878693,35.90276788161005,0.0667649254286924,-0.005031236154222971,-0.0015404056620645578,13.611895767495657,0.25220888666523855,0.06506598100622063,0.04097747055569067
900,42.224318791304874,12.838188307705455,5.203556717293777,52.51757464978148,0.003648438380230528,216.57955915101752,0.28494307118788387,0.08835875649285028,0.049312481240603764,0.0006005750046826569,0.0022575742628692616,53.838069079350234,0.0765309540299077,0.028717723689406574,0.44448114529193067,0.2854063772640545,35.90068845723913,0.0670611330704715,-0.0003469540917941594,0.002174058015015584,13.711835388802468,0.25228505719659977,0.025394021066711143,0.03768115601166339
