miliseconds,AcanmRNA,ADAMTS5,AGEprod,Alk1,Alk1_Alk5,Alk5,Alk5_dimer,Bax,Bax_Bcl2,Bax_Bcl2_Beclin,Bax_Bcl2_Beclin_I,Bcl2,Bcl2_Beclin,Bcl2_Beclin_I,Beclin,Beclin_I,Caspase_A,Caspase_I,Col2mRNA,DamP,IkB,IkB_NFkB,IL1,Lys_A,Lys_I,MMP13,MMP2,NFkB,NFkB_P,p38,p38_P,proMMP13,proMMP2,RAGE,ROS,Runx2_A,Runx2_I,Smad1,Smad1_P,Smad1_P_Smad4,Smad2,Smad2_P,Smad2_P_Smad4,Smad4,Smad7,SOD,Sox9,Sox9_A,Sox9mRNA,Tgfb_A,Tgfb_Alk1_Alk5,Tgfb_Alk1_Alk5_Smad7,Tgfb_Alk5_dimer,Tgfb_Alk5_dimer_Smad7,AggFrag,Aggrecan,Aggrecan_Collagen2,ColFrag,Collagen2,Integrin,Tgfb_I,IntegrinCount
0,-9.444326581292766e-24,-3.975859468394937e-16,2.082622930684244e-08,500.1959986123625,-0.6254641342435893,501.4106086958695,1.0101296501134511,1.5050790314999514e-05,89.99707578166665,10.003890088352458,-7.22879685892056e-13,29.99387530260384,24.99818447146609,4.758408428469946e-12,74.993186624127,-2.2470221362035706e-09,1.392496708745836e-07,100.0000000088956,-2.63291707189775e-20,0.00010845111528816948,1.8089790826480163e-12,100.0000026211621,-1.2882166461141318e-11,40.000000197905926,360.0000015836768,-1.8755344528355375e-20,5.899925112310771e-25,-5.8783636940411515e-06,-1.1662210068247875e-09,100.00006810654476,0.0011561703206221985,3.321389934393805e-17,-6.636867639532954e-17,-1.7586681467682675e-11,1.9999862625862654,-7.985544862292195e-17,100.0,600.0,1.2628553771848262e-13,3.663832250686886e-15,600.0000000000005,3.076472021968888e-13,1.46670549962145e-14,600.0,1.6988443493539114e-19,1.9998817023144488,100.00000008338641,-8.693252916538636e-18,9.999997753131876,3.784463144622617e-09,1.4056558631085762e-12,5.682005289045687e-30,-3.981644507725728e-11,6.985472532197298e-33,-1.3870484447830134e-21,-1.4982027939882893e-29,1000.0,-4.570508960289527e-47,5.1623053802609556e-21,-1.2880648030504693e-09,200.0000000003018,2.1812137461867463e-08
100,1.9653148940343724e-23,-3.206071273365238e-15,6.536476271409864e-08,498.7348768966844,0.6088658039097169,493.43111381528473,2.9487672584233398,0.003307172268148415,90.00148138644475,9.991407433364223,7.9683375996304e-12,29.982646154046257,25.027419389118243,1.0098660530729479e-11,74.9927638437601,3.837130058868832e-09,-7.1651392426645264e-09,100.00000023003165,-2.825334357580364e-20,0.0002855801427160415,-2.7720357948057666e-12,99.99998544063216,-1.1814739993353935e-11,39.99999532240096,360.00000459126045,-3.427553196944041e-20,2.770606718969091e-25,3.095542967352925e-05,1.0496781865192058e-09,99.99912664399402,0.0028890652256393654,-1.1791424643389664e-16,6.369674058776284e-17,-1.421638691679452e-10,1.9999023696932994,-2.3041236533877385e-16,100.0,600.0000000000001,1.6191089008869088e-13,2.5223667592598254e-15,600.0,-8.641812411057572e-13,-4.6605136222557214e-14,600.0,-1.0000335165737597e-19,1.9997803023732759,100.00000003471416,1.0252836398396467e-17,9.99983896713258,3.596339578587012e-09,1.0869515571983113e-11,5.312985695988141e-29,-3.1857496405138546e-11,7.003111386753704e-33,-3.1272317325886686e-21,6.636014804053196e-30,1000.0,-1.6632443690782989e-47,-7.642598689123418e-23,1.6475888563693146e-08,200.00000000893922,1.1030853588462625e-08
200,-3.6212126676012526e-23,6.409489949766408e-15,2.7271345589455647e-07,497.23486137600855,2.078804122314915,490.09902043506594,4.590107371249827,0.0033323043497755396,90.00913660798447,9.984119063034088,8.940806181196e-12,29.941805159818138,25.036189094431823,9.9176446950817e-12,74.97556497001297,5.028103366110319e-09,1.5804889619629373e-07,99.99999997993791,9.489072020001397e-21,0.0005200045153968994,-1.2786200763779237e-12,99.99996319155375,1.1801135698021997e-11,39.99998856572969,360.0000113813601,2.5465439364389586e-20,2.1107635627663476e-24,4.51546705528899e-05,-8.936353908856788e-10,99.9967401152308,0.0041085954079961755,-3.350630422688705e-16,5.660583821105787e-17,1.9145708340501315e-10,1.9998994187913943,-1.869733204069504e-16,100.0,600.0,4.3703578459459525e-14,-3.109970708588184e-15,600.0000000000003,-4.962523565396933e-13,3.388797879434529e-14,600.0,-3.0670368689568517e-19,1.999489558225373,99.99999992186432,9.796416350680598e-18,9.999750394927888,1.3199547878263871e-08,4.4441386653296844e-12,-2.2594191286256387e-29,-4.0059919069214693e-11,1.995504870067038e-33,-1.612498164982276e-21,4.366188984999227e-30,1000.0,-4.404922411243849e-47,-2.734423732610021e-21,7.959979540446676e-08,199.9999999868499,7.231822481785391e-08
300,-1.467054414805999e-23,-6.442945161211133e-16,3.213825228129787e-07,496.8115075852116,3.7449586320621138,483.9002066254748,7.368235082872438,0.0033298979756451017,90.01904794699547,9.975063507975339,5.836254305776962e-12,29.9064879689171,25.06104846832748,5.005481427502351e-12,74.96592413871119,1.2241421402610088e-08,3.369302696573008e-07,100.00000006841347,-1.1768024414315804e-20,0.0004605044499755132,2.9596453787286613e-13,99.99994324228031,4.316278637278048e-14,39.999989497655726,360.000010089931,-5.820223815538459e-21,-1.6871099885172356e-24,7.298899692610163e-05,1.9538012274920636e-09,99.99329876893088,0.0055530958707621925,1.830864874135394e-16,3.513977461573614e-17,1.987036046509029e-10,1.999846825607427,2.3998474575037977e-16,100.0,600.0,-2.922947174039685e-14,-3.004410062068992e-15,599.9999999999992,6.472425768811712e-13,5.872137546733775e-15,600.0,1.7178391170697902e-19,1.9994780557957548,100.00000002112736,-1.2653583396512572e-17,9.999733914594055,-5.764263198245433e-09,-2.0297662278516603e-12,2.59185538423895e-29,-1.9687618006662686e-12,-5.699431599345487e-34,1.0246826233545445e-21,-1.1197770382904123e-29,1000.0,4.478204995998649e-47,-5.050274112482861e-21,1.1210894300655939e-07,200.00000000795833,1.0693454088994054e-07
400,2.210444738974994e-23,4.153760653716126e-15,4.235551923194274e-07,494.8073827617034,5.306249669831044,476.8810170421129,10.2373037526767,0.003324403485298087,90.02823205339348,9.96726499237341,-2.546315562883154e-12,29.909079976216912,25.071589659473755,7.969313397963732e-13,74.95662288845605,1.723245050964821e-08,1.9600538749781552e-07,99.99999998621479,2.050004734273708e-20,0.0007015542651381997,-1.2153592657902526e-12,99.99993010370439,-8.015542915605075e-12,39.999981604219826,360.0000187770324,-4.692526767909772e-21,-4.750412061231917e-24,7.354940326064517e-05,-1.9123558620721048e-09,99.99104808972125,0.008330506339014321,4.0829647698224445e-16,2.5039467340511307e-17,2.3923150951700977e-10,1.9997078191512492,-8.826883908630771e-17,100.0,600.0000000000001,-1.6001412747818275e-13,6.690723984813654e-16,599.9999999999992,-7.810566349016439e-13,4.442569056842639e-14,600.0,3.120005914300647e-19,1.9992248128031007,100.00000001843854,-1.62406732439068e-17,9.999595519509697,-2.679869329324285e-09,1.3448797469272113e-11,-7.027531288610514e-29,3.6790205978295045e-11,-4.8722666512611055e-33,3.822535247343592e-21,2.286916077413664e-29,1000.0,1.8280928429595869e-47,-3.43291825511045e-21,1.3252252538120882e-07,199.9999999950875,1.8840817652076224e-07
500,1.528880709794027e-23,6.543204817411465e-15,5.532406007449318e-07,494.25913005416834,6.193560041173325,470.45804597480935,10.933416142776599,0.0033367640177182794,90.03614516690445,9.961223005252874,4.0355203279091614e-12,29.86886491485063,25.084770451975114,5.343516474403753e-12,74.95171996033429,1.627584116933772e-08,3.75101931634212e-07,99.99999973069897,6.382260037033645e-21,0.0010068062693675954,2.5920755397389423e-12,99.99991353410078,-9.094603816214772e-12,39.99998108587422,360.0000211181156,5.981069538264331e-21,-2.6861050431290313e-24,8.812055355710254e-05,-1.4170510988734302e-09,99.99146348885985,0.01037239040133226,-4.1177578692809697e-16,6.011761510779745e-17,-5.063323518256848e-12,1.9996641657701495,2.3820716668599977e-16,100.0,600.0,4.206879479549764e-14,3.97086261017133e-15,599.9999999999994,-9.23534999127377e-13,3.540656699529706e-15,600.0,2.2342376358421744e-19,1.9990882575054156,99.99999999729236,1.3784037864683734e-17,9.999515932651722,2.3263355321227027e-08,1.4265667813760148e-11,5.953410636727403e-29,3.879036801036113e-12,-3.654626001093412e-33,4.908608393336286e-21,-1.9602529351807118e-29,1000.0,-1.8303267351657326e-47,-1.143295502064335e-21,2.1308505755953705e-07,199.9999999876603,1.948254041943122e-07
600,-3.407872722059381e-23,4.841309195662749e-15,5.433108444012966e-07,493.047837381701,6.810434566877884,467.10739827011105,14.984662666348443,0.003338022088835335,90.04237658995959,9.960572869636746,1.8173104515784085e-11,29.824269918305546,25.114169655363312,2.0644169264169705e-11,74.94361483319852,2.3246224593970317e-08,5.365294771677661e-07,99.99999949766402,1.4580530711761717e-20,0.0012450842589585764,-1.428687316348102e-12,99.9998928939052,-1.0672133683931934e-11,39.999973840202955,360.0000273164093,2.7896942826577702e-21,-4.545666271055015e-24,0.00011005823345573973,1.1500724468381458e-10,99.98809654817457,0.012263581550897774,-3.154262466537286e-17,-6.476230265496455e-17,2.781059736515381e-10,1.999614429610917,-9.534827006299391e-17,100.0,600.0000000000001,4.973200986751525e-14,-1.4783082373154804e-15,600.0000000000008,-2.386481301815723e-13,-3.068113194930511e-14,600.0,-1.0886530915938526e-19,1.998915952703602,99.99999990158678,5.934093039718755e-19,9.999454827065358,2.7400306524347083e-08,8.01683990511158e-12,2.958877853872311e-30,-9.980938778226569e-12,-6.400168746112789e-34,-2.194304983328367e-21,1.2701570094127604e-29,1000.0,-7.76965104451061e-49,1.7856575616013242e-22,2.1680098644748754e-07,199.99999999203825,2.3125632146365116e-07
700,-5.124580793385305e-24,-4.0408438132124906e-15,7.702196131660606e-07,491.3209558609774,7.6623577656610316,461.5137864165777,17.058271808735263,0.003368151172112291,90.04785219219475,9.947882553469126,1.1116638494904988e-11,29.806281091798446,25.125273285924372,3.3931546099351875e-11,74.93155442007048,2.5860887516435908e-08,5.866902320882267e-07,99.99999944562178,-3.061395187633827e-20,0.0015086037011038205,2.614345779112817e-13,99.99985225334464,-2.6954184509238123e-12,39.99997181271515,360.00002966098305,1.1362297218696443e-21,-1.4074452675757273e-24,0.00015019223594992784,2.7421497561413475e-09,99.98695352320739,0.013342620419620943,-2.1446885689606554e-16,1.537544716198685e-17,1.1360477874704905e-10,1.9995406017423458,-1.244746038984292e-16,100.0,599.9999999999999,1.5436507214497038e-13,-1.578908168018332e-15,599.9999999999993,6.149229721904439e-13,3.374248911283163e-15,600.0,-1.5183631266474157e-19,1.9986294187154006,99.99999993166249,-4.055639037516394e-18,9.999260903544862,1.359531874786307e-08,-1.1370949702529639e-11,-3.969832316033132e-29,-2.2171735240390767e-11,3.2061651275810364e-33,1.7012958029046716e-22,-2.0220905695993612e-29,1000.0,-4.526223274278851e-47,-5.078958084083627e-21,2.719263209347257e-07,199.99999997707314,2.716644989164571e-07
800,4.438996484333316e-23,-1.0407004096193457e-15,8.265449382567462e-07,490.1593354098792,9.403880627238488,451.98806618225586,17.29434015870559,0.0033653846241732855,90.05311865529383,9.941779408483281,1.3381222052823057e-11,29.79152758679618,25.139445950508527,2.162036077290213e-11,74.91934868604157,3.251872912102057e-08,8.027144927073866e-07,99.99999917006471,-6.4900316530632904e-21,0.001666645154800924,1.4739785022683814e-12,99.99984076541415,9.61504427335288e-12,39.99996587294954,360.00003495054347,-2.654976869584375e-20,-3.930835385183396e-24,0.00014994323957050412,1.872630045905762e-09,99.98432010105459,0.015303789388629833,-2.607444544052128e-18,-2.4136053719620148e-17,2.600599639986771e-10,1.9994730755569134,1.7814698816769423e-16,100.0,600.0000000000001,-1.3478919498808199e-14,-4.008297407469674e-15,600.0000000000007,4.983363840203147e-13,2.1751800647868745e-14,600.0,-3.2956322202513353e-19,1.9984991498897184,99.999999891463,1.2664386905204212e-17,9.999246044037887,1.7667605017182162e-08,-1.457090818470625e-11,-5.791661171476405e-29,-3.1614642804708525e-11,-2.0605345071101214e-33,-4.341679812567499e-21,-1.543947464856864e-29,1000.0,-3.804366188373557e-47,-4.515574033385411e-21,2.9457234020162835e-07,199.99999997948174,3.0230358340855626e-07
900,3.4977659937633605e-23,-4.3801089181225105e-15,8.562506518246573e-07,488.8402396568986,9.997214171302025,447.2279197092176,19.715586270637896,0.0033710573599518203,90.05577655906444,9.940278941298281,1.825381959628233e-11,29.75485525054835,25.14526098501281,1.9501773450468402e-11,74.90536562467545,3.209440552004731e-08,6.274844159605197e-07,99.9999993356578,-1.650659602995457e-20,0.0018827573327117573,-1.2013471959447062e-12,99.99981973843093,-8.339932571260988e-13,39.99996222870981,360.00003943999303,2.323592868099452e-20,3.428884931526377e-24,0.0001710477774093087,-1.1994511378646673e-10,99.98098674857711,0.018121480474864424,2.293859456668898e-16,4.844437790511415e-18,5.712521353767344e-10,1.999387908894066,-1.7523534340307782e-16,100.0,600.0,-1.4006743725164133e-13,-2.4093191875673825e-15,600.0000000000001,-4.249890916064426e-13,-3.8647348132268134e-14,600.0,3.153626581250932e-19,1.998326266680114,99.99999975126379,-1.5066012780657116e-17,9.999069051719559,4.419202612890047e-08,-1.2881071791841724e-11,-6.440628500017856e-29,8.907129617722948e-12,5.678072084504731e-33,-3.865223360739766e-21,-2.548857358416635e-29,1000.0,4.362562711817779e-47,-9.648775071322996e-22,3.885802720122791e-07,199.99999997347476,3.3452493700451317e-07
1000,-3.8009487305864463e-23,1.9122840605772427e-15,1.0520229621062596e-06,488.00493609600215,11.905851091029422,441.47070234840334,21.043794770171125,0.00334819331812681,90.06293760198854,9.933656968113132,2.3814430686966097e-11,29.7128845727635,25.170938815468464,4.5793467970236545e-11,74.9017512306362,3.825631370270028e-08,1.111612210869781e-06,99.99999932765515,1.7482942064376384e-20,0.0020082406122106946,2.2071774777167774e-12,99.99979911830488,1.404271967981772e-11,39.99995393636421,360.00004062612567,-9.915436839504337e-21,1.254242213590005e-26,0.0002096049347900463,1.2721471004476947e-09,99.98089354640872,0.01879341376543204,-4.0885329369182706e-16,-2.1359205371357613e-17,6.573769676454862e-10,1.999291849965622,1.507902249749654e-16,100.0,600.0,-9.110722249074226e-14,-4.1682414475724386e-16,600.0000000000005,8.86314534390727e-13,2.1643771422477177e-14,600.0,1.5870276188704237e-19,1.9980783342607107,99.99999976071393,1.608491633798785e-17,9.999019381766908,3.247129128131218e-08,-1.0798927063597334e-11,-2.1258212541989735e-29,6.482649609018688e-13,2.9674004178774547e-33,-1.7342062347377187e-22,1.8352920952935803e-29,1000.0,-2.064782724363355e-47,-2.5652575642429756e-21,3.9001109317726544e-07,199.9999999509663,3.999308297063626e-07
1100,4.032213583196979e-23,3.900370280668603e-15,1.0560495656305765e-06,486.77175142200406,12.751897752591537,438.86344887690944,23.485744529750725,0.0033854608094593774,90.07199257485671,9.923859188515959,2.7554165394972576e-11,29.69704617972227,25.192945981875997,4.887662661923289e-11,74.8875595111959,4.1912664672950575e-08,1.2479728310069725e-06,99.99999921720989,-1.94625294355827e-21,0.0022863788673649545,2.8063842710462722e-12,99.99977847065358,1.2549224108031792e-11,39.99995285896702,360.00005027451704,6.464619693859732e-21,3.6306902039222655e-24,0.00021665866307423863,2.431825398986757e-09,99.97929453049954,0.022465735595477664,2.591822028765315e-16,2.0033094499739863e-17,5.822458630301827e-10,1.9993154757135405,1.3080607382107624e-16,100.0,600.0,1.3450696717996878e-13,3.53115652696679e-15,599.9999999999992,-6.398155524006547e-13,2.344022347110331e-14,600.0,-2.143782720570063e-19,1.9978972027927522,99.99999974991631,7.650887859443204e-18,9.99886815917179,5.302452558876884e-08,-3.645009452251437e-12,5.921481989034324e-29,1.8915338885589714e-11,3.5008072633420455e-33,4.602531501757598e-21,-2.61300583865222e-29,1000.0,2.855400576819474e-47,1.4675710624378478e-22,4.61328007173725e-07,199.9999999400193,4.1174901284640544e-07
