miliseconds,AcanmRNA,ADAMTS5,AGEprod,Alk1,Alk1_Alk5,Alk5,Alk5_dimer,Bax,Bax_Bcl2,Bax_Bcl2_Beclin,Bax_Bcl2_Beclin_I,Bcl2,Bcl2_Beclin,Bcl2_Beclin_I,Beclin,Beclin_I,Caspase_A,Caspase_I,Col2mRNA,DamP,IkB,IkB_NFkB,IL1,Lys_A,Lys_I,MMP13,MMP2,NFkB,NFkB_P,p38,p38_P,proMMP13,proMMP2,RAGE,ROS,Runx2_A,Runx2_I,Smad1,Smad1_P,Smad1_P_Smad4,Smad2,Smad2_P,Smad2_P_Smad4,Smad4,Smad7,SOD,Sox9,Sox9_A,Sox9mRNA,Tgfb_A,Tgfb_Alk1_Alk5,Tgfb_Alk1_Alk5_Smad7,Tgfb_Alk5_dimer,Tgfb_Alk5_dimer_Smad7,AggFrag,Aggrecan,Aggrecan_Collagen2,ColFrag,Collagen2,Integrin,Tgfb_I,IntegrinCount
0,3.7150956111819134e-23,-3.368749931006531e-15,5.736512265283945e-08,499.8318489374566,0.34840726622556883,499.9315432798626,0.43954727731083826,2.2871104038649466e-05,90.00078200697934,9.998187685004522,-6.8025719867693625e-12,29.989431175151413,24.989299978690738,6.46643252329554e-12,75.00396965313954,-2.3729948638694862e-09,-2.859065318631281e-07,99.99999983331963,1.5968678092576158e-20,0.00012666379276356747,-3.0064095103676095e-13,100.00000982059714,-1.2120253279088805e-11,39.999996881135665,359.9999981742695,1.138143039467844e-21,5.319821072418456e-24,-8.12186843081153e-06,-1.4927892487752192e-09,100.0008684563211,-0.0005670604430626275,-1.9866424667080844e-16,-3.6731484572383974e-17,-7.102627215243321e-11,1.9999610432437247,2.3672600243223274e-16,100.0,600.0000000000001,5.657884017444176e-14,1.7407290012774866e-15,600.0000000000003,8.19079731217721e-13,7.099978258265841e-15,600.0,-1.585245660205292e-19,2.0000226016457203,99.99999999595022,6.565500520255433e-18,10.000000668458267,3.467269933972577e-09,-1.3570031616332924e-11,-6.907423760188974e-29,-4.1352303464626584e-11,6.897184850834643e-33,4.7842598946934596e-21,-1.247570634843504e-29,1000.0,3.1845589096687535e-47,3.740343239512664e-21,-4.251690337479187e-09,199.9999999969438,-2.5351451335448947e-08
100,-3.587526735521644e-23,-4.58162058212902e-15,1.5163848709148844e-07,499.11698328958477,1.3223323559514115,496.31947979960034,1.7536795471877866,0.003296416732874268,90.00035351542812,9.995021883569052,6.595436152633581e-13,29.98572451524206,25.007917240532098,-5.082836463264625e-12,74.98363028970392,6.10304065134094e-09,6.824544615942654e-09,99.99999999819991,-7.475030965675917e-21,6.989514091328649e-05,-1.032083303185061e-12,99.99997659905985,4.423811068024986e-12,39.9999927125058,360.0000029136464,-2.4977347597175423e-20,-8.491252510574252e-25,7.171621833301183e-06,-1.174063195328306e-09,99.99687349011667,0.0017588638302644284,3.531599392532751e-16,-3.4895417948613404e-17,7.593704476626871e-11,1.9999694874512597,-3.1617065991635876e-17,100.0,600.0000000000001,-1.3928507635537324e-13,8.798623187826757e-16,599.9999999999998,4.3170654329913993e-13,4.6558481544390205e-14,600.0,1.6092579651914505e-19,1.9997762515331958,99.99999995739704,-1.0096812679177106e-17,9.99984627860765,6.324006152877079e-09,-4.0048077320484315e-12,-6.609076885039723e-29,6.248237209004583e-12,-1.3756944883976496e-33,-1.6766838666579568e-21,-1.8831171576327502e-29,1000.0,4.187762283239055e-48,2.649190124482677e-21,5.681133268566197e-08,200.00000000561948,6.017431701391494e-08
200,-1.0058274134375119e-23,-4.5674940533785e-15,1.2897184130024065e-07,496.88672816616474,2.288491754103238,486.8035944312393,5.018968816754229,0.003323596576914124,90.01155537736093,9.983817029653903,-7.727927760925724e-12,29.94846451870008,25.044776063014716,-3.2887636792843104e-12,74.974842843582,8.186177825006815e-09,-2.2681978123154288e-07,99.99999994639016,1.572468615776291e-20,0.0004853816553121029,-2.4676711112823053e-12,99.99996790533353,4.7331597513534745e-12,39.999989406394214,360.0000076995635,-3.168602780835954e-20,7.587730496433431e-25,2.6110493064042685e-05,7.102345514917671e-11,99.99559405596344,0.0035279167413712976,3.5847596568046594e-16,5.822641038554278e-17,-1.606715054217983e-11,1.9998863860506142,2.798983431768766e-16,100.0,599.9999999999999,-1.0249844301436248e-13,-1.865301244221678e-15,600.0000000000008,8.003573809032628e-13,-4.661805620411129e-14,600.0,-2.8638164829120353e-19,1.9995061946533503,99.99999997683511,9.318921337701072e-18,9.999774126195726,-1.0321720451244243e-08,5.171254336848429e-12,-2.8708509718763064e-29,-2.0234700758185077e-11,2.5905725208159213e-33,-3.609392531978299e-21,7.103158276929431e-30,1000.0,6.248192707704171e-48,4.426612861769293e-22,8.366773684863535e-08,199.999999986889,9.758038177563343e-08
300,-3.359903310405328e-23,3.3849489930614367e-15,3.1724462715414544e-07,496.4052316207197,4.242771261637966,484.06959070144745,7.872670423792446,0.003326627184022736,90.01458516879639,9.980761060139272,-3.7808975555098694e-12,29.914832474639642,25.064265047684064,1.043962481414479e-11,74.96270194353623,1.0001428274759937e-08,2.741099680918203e-07,99.99999970030746,-1.165098398235672e-20,0.0006635500086598134,1.244717642626406e-12,99.99992588381065,7.47827152708691e-12,39.999985535126676,360.0000139446558,2.808608860899487e-20,4.703995862858858e-24,6.477535755416685e-05,2.367922165920372e-09,99.99259372762387,0.0068057762022980875,-1.0668935341072941e-16,-1.6824217372390165e-17,-4.7943668061495116e-11,1.9997871295458622,2.513626094917936e-18,100.0,600.0,1.488397280125063e-13,-4.421915737355454e-16,599.9999999999994,-5.792751586741244e-14,-3.845164013183333e-14,600.0,-2.831084224305812e-20,1.9994679373226947,100.00000001333274,-1.093620431025919e-17,9.999647856497047,1.640588448640919e-08,-1.565972189861838e-11,6.737264647378756e-29,-2.969656166669755e-11,2.1463539426307343e-33,-5.2148634878974354e-21,-1.63524718250762e-29,1000.0,2.1422191048946879e-47,-5.30871663991604e-21,1.0641891663451862e-07,199.99999999324095,9.364990837994598e-08
400,3.469617698241783e-23,-6.1504413370349215e-15,4.6708628493281605e-07,495.61934103263525,4.476174121379801,478.2806970686666,8.841204135134578,0.003331522062689732,90.02375262781104,9.967416467988011,-1.2525136777144925e-12,29.876475782822652,25.060055170987827,-1.048863814826268e-12,74.95960526610118,1.3941484181236769e-08,2.5042342432856516e-07,100.00000013853102,5.605433086275088e-21,0.0009430522070691851,-2.4224774817709198e-12,99.99993421430288,-1.0255801947335737e-11,39.999980941816226,360.00001971340873,-3.107503147089576e-20,-4.607692613982913e-24,7.068408901762699e-05,1.139941965014025e-09,99.99119442128438,0.009369656496033026,-1.2627120313125262e-16,-6.070763597969017e-17,2.0908603955125404e-10,1.999726293424605,2.5889534702041297e-16,100.0,599.9999999999999,4.286490468130856e-15,-2.9100498371919085e-15,600.0,4.5459257346549954e-13,-2.169409758835462e-14,600.0,2.7602850519426904e-19,1.9993076424029603,99.99999995691829,-1.6271258101486323e-17,9.999534651301078,-7.027407616632071e-09,-2.2647777652388446e-12,4.2125706271282323e-29,2.99494583852162e-11,-4.7254774719986254e-33,3.714436361050073e-21,2.796889126529861e-31,1000.0,4.012715593068462e-48,-3.2756660193190005e-21,1.6570019151060068e-07,199.99999999342282,1.5397798627996668e-07
500,3.1765007349380676e-23,-2.38655559249755e-15,5.567049295249076e-07,494.0318856349727,5.981616687473108,471.99036965582764,12.191057081209916,0.0033580773754229285,90.03420226785428,9.959963181595517,1.2631426238717102e-11,29.869489885161368,25.074086947392015,1.814451353614303e-11,74.94373537755787,2.1359053586342302e-08,-2.482162299504191e-08,99.99999964709323,2.20504385530404e-20,0.0010185925152322649,2.4658180348947653e-12,99.99988660668032,5.465437963705019e-12,39.99997951038402,360.0000213013631,-2.644343373543817e-20,-1.906439549907144e-24,9.489399992955062e-05,2.5390119946925533e-09,99.98878608007067,0.008844812333419595,-1.4577658415690377e-16,-3.7440122766296756e-17,1.7950914761824434e-10,1.9996623235923903,2.6297853316743934e-16,100.0,600.0000000000001,4.84063978642551e-14,-1.7989467870362659e-16,600.0000000000002,7.862048422437416e-13,2.2219733738782932e-14,600.0,3.315196670552281e-19,1.998973376754799,99.99999995970435,4.193120612088099e-18,9.99946608212634,1.1996356638279862e-09,-8.34142123513274e-12,-3.433245484889441e-29,6.437240027975379e-13,-2.277373282567892e-33,4.936746707318054e-21,-2.526636031645277e-30,1000.0,1.5976024229997438e-47,4.717252157300688e-21,1.9875914106966888e-07,199.99999999797714,2.1101335886401012e-07
600,-8.200494506818536e-24,-2.2989487603792873e-15,5.66744862443617e-07,492.640253394394,7.467505764502213,466.349063787462,12.933733738295599,0.00336059845525503,90.04059166235253,9.961693784553878,4.588393931080191e-12,29.82239133086529,25.105272508146,2.651030316209486e-11,74.93185843146894,2.216406568359878e-08,1.0876759180816619e-07,99.99999953680087,-9.57944249892842e-21,0.0010690539726797897,-1.5931349942753836e-12,99.99988942609087,-7.598537129544013e-12,39.99997720583158,360.0000231526411,2.380430818994677e-20,-3.9260924624345284e-24,0.00011941403193076087,1.9308149051035975e-09,99.9866581952116,0.010902495456995695,2.57566934641357e-16,1.6792202889501938e-17,4.7162723207597205e-11,1.9996105431496474,2.0248208512202244e-16,100.0,599.9999999999998,-8.801784593830404e-14,4.5877001001149535e-17,600.0000000000001,-9.961006017094849e-14,2.2493821105903596e-14,600.0,-7.868103862860024e-20,1.998877236421722,99.99999996186769,-3.352813629110168e-18,9.999452254005192,1.6071216199856992e-09,1.4114036372150317e-12,-5.092418274472531e-29,3.7128820554768093e-11,5.374288290558159e-33,-7.536486048517716e-22,-1.8201806782379124e-29,1000.0,1.7393001307423125e-47,3.656652016063086e-21,2.2217065417853117e-07,199.99999999251045,2.544201075420619e-07
700,-2.2959896469484708e-23,-6.388691889191724e-15,7.193112864414845e-07,492.2939886404864,7.843305001535514,461.529880463347,16.030312368821654,0.003332418921222833,90.04412226707692,9.947925179858277,1.43667077873712e-11,29.805991028595134,25.116522783309144,3.23359757330827e-11,74.93231954827493,2.7625314928500866e-08,5.265230736481928e-07,99.9999994811828,5.160716047606673e-21,0.0013357478723961939,1.6389883702470076e-12,99.99986372335991,1.3911110241312818e-11,39.9999689495302,360.0000284705587,5.18694765374738e-21,-2.201872936244504e-24,0.0001541550465422609,-2.569425574333726e-10,99.98694538158611,0.013183005470379351,1.9386822507333333e-16,2.4429408343739575e-17,9.153936491123061e-11,1.9995213624575872,1.756470008633631e-16,100.0,599.9999999999999,8.90775132638502e-14,-3.0032081190741468e-15,600.0,-8.740195269000711e-13,-1.8351541477585018e-14,600.0,1.6242636232845467e-19,1.9986377109097169,99.99999982602998,-1.1641348493276423e-17,9.999288130309694,7.82108887601546e-09,1.3415050499996389e-11,-2.3480012948292466e-29,-2.506264544761345e-11,-6.22114333267059e-33,5.03711323279388e-22,-7.342849055354013e-30,1000.0,9.859653999730559e-48,1.42760414551938e-21,3.082827313348712e-07,199.9999999824603,2.744391478546555e-07
800,2.5363135380596432e-24,-3.578621394457349e-15,8.532331609992842e-07,491.01334977874825,9.451157831726922,451.8411129870065,18.032228075425238,0.0033773293934437404,90.04822775163267,9.947992472662834,2.3745221092811567e-11,29.782026777039974,25.127028009763947,1.426823696460296e-11,74.92483375143968,2.953031905837535e-08,7.74927794512957e-07,99.99999971854596,-1.0802922026785315e-21,0.0017450716457046312,-1.194177099563098e-12,99.9998516745657,-1.9072838872385105e-12,39.9999643922375,360.00003608547115,-1.5367876484749392e-20,-5.76962836805677e-26,0.0001638640459371908,-8.25649177419468e-10,99.98348681360149,0.017178543535397266,2.4322124141273585e-16,5.4669241623380677e-17,2.182595469604419e-10,1.9995151956825017,2.0672248140093535e-16,100.0,600.0,4.9104403435889116e-14,-1.3797243633641321e-15,599.9999999999998,-4.011032448230233e-13,4.678317256200932e-14,600.0,-1.0140744762869484e-19,1.9983803169535483,99.99999975687801,-3.1259589559024336e-18,9.99919907887661,3.875588463039063e-08,-5.1544307663711095e-12,-3.945134975656258e-29,-3.200823742367125e-11,-2.885097105801168e-33,-4.937970215709852e-21,-1.2122665923043138e-29,1000.0,-2.6893415232919016e-47,3.578223919614453e-21,3.0689196142453237e-07,199.99999996577174,3.1648234095192967e-07
900,1.048434679375646e-23,1.0009006189699033e-15,9.543479006534866e-07,489.34271029805734,10.495450408127036,451.6766278095821,20.780764710651145,0.0033749562422330797,90.06002897619898,9.93713673241186,2.3966972700601076e-11,29.77119128067592,25.157025793472236,3.480455515771455e-11,74.90274824284545,3.571676408075658e-08,6.874169625905688e-07,99.99999940505843,-9.315791131486368e-21,0.0016841941512592768,4.15583172249344e-13,99.99982033804433,2.03082407725661e-12,39.99996297966175,360.0000409003319,-2.2885847128626546e-20,1.868213793920828e-24,0.0001803721264479418,-2.451006696778415e-10,99.982061525713,0.017555103135223616,-3.82858253262106e-16,2.377605429130714e-17,2.963311171101893e-10,1.9994421059486345,-9.856858725441762e-17,100.0,599.9999999999999,1.2180225898786274e-15,3.5566604711573296e-15,599.9999999999999,7.085933825027427e-13,8.537957553473917e-15,600.0,-5.8572593879613e-20,1.9981578082794607,99.99999982693241,8.187883572596064e-18,9.999112846273695,2.100111897145202e-08,2.840793792950295e-13,2.7036360633217643e-30,1.748079996803578e-11,3.854397716130625e-33,7.084445867349911e-22,2.2417554319090294e-29,1000.0,-2.362445828323225e-47,-2.1006948179365067e-21,3.7467199427887637e-07,199.99999995706548,3.78889898116615e-07
