milliseconds,Rec,Rec_i,IL13_Rec,p_IL13_Rec,p_IL13_Rec_i,JAK2,pJAK2,SHP1,STAT5,pSTAT5,SOCS3mRNA,DecoyR,IL13_DecoyR,SOCS3,CD274mRNA
0,1.2992061120248088,113.19610750982373,4.1796467968848166e-05,0.0004878528863005148,4.3994424203145015e-05,2.79887250116813,0.00045946977543088416,91.0,164.9876396272817,-0.00174464905902741,-2.1253901577719356e-05,0.34000927885705806,-1.3901885915219957e-05,-7.955843354805378e-05,1.1457916893342224e-06
100,1.3014771948754011,113.19410769421776,0.0010279443553184698,0.0010361667483763514,0.00018987772859104546,2.801006521883142,-0.00027617616386128917,91.0,165.01321585790794,-0.012002143319638036,-4.7441770294456476e-06,0.34000389257110125,1.8187376403394327e-05,-2.3492905095078724e-05,-1.0093146828970163e-06
200,1.3011357224644013,113.19198113932848,0.002089795668907888,-0.00020553316878396257,0.0002781389091305965,2.7990109113352037,0.00045470989214784516,91.0,165.00166682921792,-0.011173083502894143,-7.1742290418372095e-06,0.33996764204113955,3.110342449646963e-05,-1.0478431371156862e-05,2.920341625174786e-07
300,1.3024811799232674,113.18898125129775,0.002969469621538053,-0.001178136479892939,-1.764700729402041e-05,2.80049328441063,-0.00047417201636725545,91.0,164.98733583042068,0.004306916716566709,2.623500221614694e-05,0.3399781867207649,3.1720111766351736e-05,4.524057142216963e-05,5.543985441520697e-07
400,1.3036159276992336,113.18872317740583,0.00388518986202456,0.0007203403346514864,-0.00029644789606576003,2.79859938642709,8.666334136692779e-05,91.0,165.00082107397324,-0.0054186109446494315,-3.3099597614934165e-05,0.33997327506517894,3.161209784495942e-05,7.354029520594975e-05,-1.0314627426881943e-06
500,1.3037414447744509,113.18506775520957,0.004895213134444554,-0.00029475853168612097,0.00031959985055977886,2.8000192519302467,0.0007041183630548508,91.0,164.9993245794208,0.012842887683087808,-2.8655846614223597e-05,0.33996413897679,5.5897859488067886e-05,7.821361423653275e-05,7.907005801613061e-07
600,1.3048308800722328,113.18265656947754,0.005492387665142072,0.0002610221298933012,5.936189645468542e-06,2.800363763404944,0.0012436564848175055,91.0,164.99545538730732,-0.008838960086367458,2.725722733902463e-06,0.3399345896154124,6.970075437374214e-05,9.360946562775862e-05,5.514461166728862e-07
700,1.305947923217692,113.1818354280326,0.005827507602905214,0.0004767544066050464,0.00021150072101087846,2.799288967643933,0.0010405238117801629,91.0,165.00579044073558,-0.011262198682443034,4.2919967067980036e-06,0.33993678918189235,6.089348552882555e-05,2.3584845383255647e-05,-3.959875560818099e-07
800,1.3060444345124873,113.1791176200644,0.0061879507722979185,0.0024794576353146143,-0.00026070615163765353,2.7976850301090703,0.00026409432503072356,91.0,165.00215638066547,-0.007984649017930482,-1.482453925480645e-05,0.33992622497136077,7.554771737852059e-05,-9.059703374822537e-06,7.407460666372128e-07
900,1.3081364386143692,113.17829103349393,0.0061022867524384485,0.002043450179972967,-0.00021877164495787122,2.79950308857664,0.0019665153712684377,91.0,164.9835759193475,-0.002139065325526241,3.105530395039805e-05,0.339917161707275,9.433469951520492e-05,-9.301587698487482e-06,9.372336652635354e-07
1000,1.3095411719350656,113.17333574256452,0.005819592502863419,0.003161700488588528,0.000375074402857984,2.798093126777051,0.0020447507538252927,91.0,165.00036627182604,0.004319858449849717,-3.3739363265706236e-05,0.33989892822699114,8.559823423824711e-05,7.906887165063146e-05,1.0276342105623697e-06
1100,1.3094656808960767,113.17309799261137,0.0056846494354208105,0.0055820541607670094,-9.967210557106177e-05,2.7979657148383668,0.0014575646175062735,91.0,165.00096844649983,0.0040273607221540005,3.3446058414505436e-05,0.3398907032185073,0.00011180949764631259,2.323602064027565e-05,3.4774600370522595e-08
1200,1.3100780085316985,113.17013919732756,0.004976324034044756,0.006373759426743523,0.0005005169164158695,2.7980203360136566,0.0035193553675302953,91.0,164.9933439845551,0.01271235926188495,-2.771554937293536e-05,0.3398750968456429,0.00012908422627544295,-8.544601303912423e-05,1.6654674187336098e-07
1300,1.311464009916495,113.16874821440786,0.004524802839559603,0.007269349646347114,0.0003593434646072735,2.796086879252993,0.004463148134600882,91.0,164.9865344760367,0.014587948902267684,1.405420463119645e-05,0.33986919676818134,0.00011216784853092318,7.762450239155952e-05,4.3550758089721824e-07
