milliseconds,s46,s32,s42,s40,s33,s39,s114,s155,s172,s173,s185,s84,s165,s109,s87,s119,s183,s178,TAT_PROT,Ligand2,PXRprot_Ligand2,CYPgene_PXRprot_Ligand2,DEX,GRprot_DEX,PXRprot_DEX,CYPgene_PXRprot_DEX,PXRgene_GRprot_DEX,GRgene_GRprot_DEX,TATgene_GRprot_DEX,s2,CBG,CBG_CortOUT,Alb,Alb_CortOUT
0,0.780000231844494,0.00700000208065571,99.9000296939294,0.500000148618265,0.000800000237789224,47.2400140414537,1.14000033884965,0.829760246634984,104.000030912599,0.0750000222927398,0.100000029723653,0.330000098088055,0.000240000071336767,0.0500000148618265,32.3600096185741,0.0100000029723653,0.0200000059447306,0.81000024076159,0.46202810387596,100.000029723653,0.00100000029723653,2.40000071336767e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.000163480092,0.0,60000.01783419181,0.0
100,0.730855349750498,0.007001864069778461,98.11061407852743,0.5630928578499702,0.0007999310065742866,79.11391744732144,0.05571072438725264,0.0162848577072281,104.00352116509471,0.07814529085220533,0.09952168586875879,0.2669073888563494,0.009945818928302945,0.09914489695582213,0.4452597141001349,0.0005465991561998039,0.06848894477736468,0.7615113019289554,0.4664599958410833,98.23348561855587,0.9637745353235162,0.8037935700779233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05248005194599453,543.6621593965443,6.3380040835474665,59999.807914675635,0.20991951606501572
200,0.7371352796958919,0.007002760100720242,98.08616310877241,0.5844491340839589,0.0007999066304786082,79.16474792093858,0.053035734497467256,0.014111592245688018,104.00792710335206,0.08190758319387684,0.09898443525069968,0.24555111262236062,0.00904274470878208,0.09286496701042861,0.4198886799815127,0.0005202215193848755,0.06430582291730896,0.7656944237890113,0.47086024609785826,98.23067680893723,0.9635070052610751,0.8068699097589853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052623333870030056,543.6430546098724,6.357108870219439,59999.80734153499,0.2104926566785577
300,0.7371129586281642,0.007003648638435606,98.06382154598029,0.5844988731169073,0.0007998831704709346,79.15821558366244,0.05306866401705161,0.01410880376493664,104.01327136165507,0.08565656024638511,0.098450264644223,0.24550137358941224,0.0082241217515919,0.0928872880781562,0.4200690469994628,0.0005204245662590809,0.06432524562995408,0.7656750010763662,0.4752284443579747,98.23008070388401,0.9632816988763684,0.8076913211969278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052685741245724727,543.6355815999269,6.364581880164888,59999.807091906994,0.21074228468049946
400,0.7370268375082619,0.0070045370427127465,98.04149236904331,0.5843193811406527,0.0007998596911227239,79.1510894539772,0.0531289998454918,0.01411198487057495,104.01955011983826,0.08939056099651019,0.097919523795503,0.24568086556566665,0.007483441395514372,0.09297340919805834,0.42050822800967225,0.0005208963710512875,0.06438723057894828,0.765613016127372,0.4795647971488458,98.2295675738972,0.9630573296127435,0.8084288204473675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05274718606199154,543.6282438001858,6.371919679905912,59999.80684612938,0.21098806229854014
500,0.7369400390907895,0.0070054253891073705,98.01917008470771,0.5841376318651287,0.0007998361825214996,79.14395760736562,0.05318965166168172,0.014115196082869097,104.02675950043937,0.09310964057368709,0.09739219461578391,0.2458626148411908,0.006813293772104637,0.09306020761553079,0.42095035533186886,0.0005213711616591753,0.06444967356754407,0.7655505731387763,0.4838695136507789,98.22912425261181,0.962833714487017,0.8090957568584828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05280851069078883,543.6209208577638,6.379242622327898,59999.8066008325,0.21123335916518382
600,0.7368533152140501,0.00700631367795013,97.99685472511206,0.5839560341714708,0.0007998126446524689,79.13682694739111,0.053250275237581426,0.014118402769066724,104.03489564130966,0.09681385855804715,0.09686825535610197,0.24604421253484873,0.006206966652494571,0.09314693149227032,0.4213921933130767,0.000521845547308637,0.06451206730512869,0.7654881794011917,0.4881428017424429,98.22874405878072,0.9626107878846984,0.8096988772918958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05286973549681497,543.6136100818004,6.386553398291296,59999.80635593492,0.21147825674093382
700,0.7367666523136737,0.007007201908852443,97.97454634574483,0.5837745903053947,0.0007997890775426644,79.1296973916714,0.05331087792640141,0.014121603920067075,104.04395469574973,0.10050327431341952,0.09634768436776021,0.24622565640092484,0.005658386862446255,0.09323359439264672,0.4218338038988959,0.0005223195920716233,0.06457442076679692,0.7654258259395234,0.4923848679680821,98.2284209770238,0.9623884910025517,0.810244255930944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05293087008022873,543.6063103235864,6.393853156505173,59999.806111398226,0.21172279342619352
800,0.7366801126886522,0.007008090081450493,97.95224499108984,0.5835935187273404,0.0007997654812474964,79.12256951349343,0.05337143364575436,0.014124792662523523,104.05393283244315,0.10417794695900477,0.09583046014286892,0.2464067279789791,0.0051620556222713495,0.0933201340176683,0.422274936160561,0.0005227930316131739,0.06463669219787878,0.7653635545084416,0.4965959175465327,98.228149555031,0.9621667704976398,0.8107373984286622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052991924036451456,543.5990204113826,6.401143068708954,59999.80586718405,0.21196700760261566
900,0.7365936369350551,0.007008978195276741,97.92995071491255,0.5834126462302857,0.0007997418558325507,79.11544279976506,0.05343196848650329,0.014127977271828206,104.06482623539662,0.10783793538650084,0.09531656130541794,0.24658760047603398,0.004712996710693975,0.0934066097712654,0.42271583073997643,0.0005232661112926692,0.06469892127362435,0.765301325432696,0.5007761543792667,98.22792487284875,0.9619455783776254,0.8111832727309345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05305290459976465,543.5917394939634,6.4084239861282315,59999.805623263455,0.2122109282070359
1000,0.736507219696465,0.00700986624994009,97.9076635590395,0.5832319568856815,0.000799718201357761,79.1083171981971,0.05349248576675917,0.014131158383058796,104.07663110388803,0.11148329824318037,0.09480596661991289,0.24676828982063795,0.004306714349533268,0.09349302700985537,0.42315651467707543,0.0005237388563608458,0.06476111179956737,0.7652391349067531,0.5049257810575334,98.22774247881486,0.96172487116159,0.8115863739808643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05311381888247045,543.5844667188262,6.415696761265343,59999.80537960797,0.21245458368850434
1100,0.7364208731300295,0.007010754245097966,97.88538355847025,0.5830514809223669,0.0007996945178771031,79.1011928056048,0.053552980625448374,0.014134333865171288,104.08934365240007,0.11511409393762254,0.09429865498880409,0.24694876578395267,0.003939143335403569,0.09357937357629091,0.4235969411631779,0.0005242112205254229,0.06482325600097999,0.7651769907053404,0.5090449988714069,98.22759834494957,0.961504609494866,0.8119507695128813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05317467351709289,543.5772012857162,6.4229621943752875,59999.80513619108,0.2126980005770125
1200,0.7363345998847215,0.007011642180424866,97.86311074656739,0.5828712339864287,0.0007996708054398599,79.09406964246233,0.053613453643174505,0.014137503739879653,104.10296011055212,0.11873038064417347,0.09379460544988269,0.2471290127198909,0.0036066023944300867,0.09366564682159899,0.42403710920800297,0.0005246831951244906,0.0648853525378155,0.765114894168505,0.5131340078190942,98.22748882560872,0.9612847577694562,0.8122801405791463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053235474417347904,543.5699424839354,6.430220996156085,59999.80489298913,0.21294120252730794
1300,0.7362483919254149,0.00701253005560598,97.84084515441558,0.5826911966967723,0.000799647064093472,79.08694764422985,0.05367390835526131,0.014140669196450446,104.11747672303855,0.12233221630365514,0.09329379717515332,0.24730905000954728,0.003305757343164486,0.0937518547809055,0.4244770504573489,0.0005251548136041118,0.06494740673802474,0.7650528399682958,0.5171930066153256,98.22741062000742,0.9610652837760695,0.8125778201738412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05329622682304861,543.5626896864371,6.437473793654368,59999.804649981146,0.2131842104985191
1400,0.7361622430177959,0.007013417870341498,97.81858680974081,0.5825113515798446,0.0007996232938849009,79.0798267544604,0.05373434810147592,0.014143831106016616,104.13288974956964,0.12591965862330357,0.09279620947029373,0.24748889512647496,0.003033589801664262,0.09383800368852452,0.42491679322807385,0.0005256261027975954,0.06500942287481587,0.7649908238315046,0.521222192699403,98.22736073980336,0.9608461583481935,0.8128468258057752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05335693547974507,543.5554423252058,6.444721154885578,59999.80440714818,0.2134270434727334
1500,0.7360761501524709,0.007014305624347391,97.7963357369894,0.5823316909953982,0.0007995994948607628,79.07270694584362,0.05379477465571841,0.014146989841494569,104.14919546481602,0.1294927650777528,0.09230182177392324,0.24766855571092142,0.0027873703297998705,0.09392409655384965,0.42535635190865495,0.0005260970763412463,0.06507140307214798,0.7649288436341726,0.525221762242705,98.22733648230513,0.9606273551100365,0.8130898865421616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05341760471242498,543.5481998817692,6.451963598322308,59999.804164472895,0.21366971874980606
1600,0.7359901126149169,0.0070151933173539524,97.77409195784735,0.582152215043137,0.0007995756670671029,79.0655882118848,0.05385518879298288,0.014150145524142036,104.1663901583461,0.1330515929103792,0.09181061365662675,0.2478480316631825,0.00256462975562606,0.09401013409140349,0.42579573163036116,0.0005265677383047235,0.06513334793119724,0.7648668987751233,0.529191910157146,98.22733540232305,0.9604088502005914,0.813309471433688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05347823845947928,543.5409618834108,6.459201596680569,59999.80392193955,0.21391225208321857
1700,0.7359041284509475,0.007016080949102292,97.75185549194815,0.5819729201773091,0.0007995518105490858,79.0584705353987,0.0539155918234922,0.014153298508737915,104.18447013456576,0.13659619913471757,0.09132256481989522,0.24802732652901052,0.0023631339582772747,0.09409611825537277,0.4262349425261363,0.0005270380976159357,0.06519525885776391,0.7648049878485566,0.5331328301033159,98.22735528767399,0.96019062203689,0.8135078142464408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05353884026857434,543.5337279047184,6.4664355753730565,59999.803679533965,0.21415465766355896
1800,0.7358181950877887,0.0070169685193440376,97.7296263568878,0.5817938000227413,0.0007995279253508844,79.0513538932507,0.053975985241406094,0.014156449174192249,104.20343171265863,0.14012664053533117,0.09083765509526617,0.24820644668357827,0.0021808612750719514,0.0941820516185316,0.42667399682869095,0.0005275081658262041,0.06525713766015498,0.7647431090461656,0.5370447144985083,98.22739413660086,0.9599726510922703,0.8136869362641919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05359941333945108,543.5264975622588,6.473665917832692,59999.80343724335,0.21439694828971873
1900,0.7357323107532664,0.0070178560278418315,97.70740456825602,0.581614850365553,0.000799504011515666,79.04423826937222,0.05403637013669939,0.014159597748537311,104.22327122652688,0.14364297366874362,0.09035586444351883,0.24838539634076656,0.002015982278342107,0.09426793595305383,0.4271129032168914,0.0005279779510383543,0.06531898559733762,0.7646812611089829,0.5409277545246928,98.2274501375742,0.9597549196965577,0.8138486666865766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05365996057444491,543.5192705080648,6.480892972026562,59999.80319505606,0.21463913557097558
2000,0.7356464741076013,0.007018743474367796,97.68519013993311,0.5814360685043287,0.0007994800690858145,79.03712365168522,0.05409674740688436,0.014162744433381632,104.24398502473214,0.14714525486457292,0.08987717295377462,0.24856417820199087,0.0018668415984474409,0.09435377259871905,0.4275516686157551,0.0005284474594750895,0.06538080363714027,0.7646194430691803,0.5447821401364151,98.22752165141351,0.9595374118621973,0.813994660681627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053720484603357446,543.512046426782,6.488117053309301,59999.80295296161,0.2148812300264785
2100,0.735560683774757,0.007019630858702006,97.66298308429282,0.581257451541648,0.0007994560981031137,79.03001002783343,0.05415711793755709,0.014165889449409951,104.26556947043689,0.15063354022657002,0.08940156084260195,0.24874279516467163,0.0017319414287534003,0.09443956293156335,0.4279902999777658,0.0005289166974826037,0.06544259276667232,0.7645576539396483,0.5486080600686509,98.22760719499671,0.9593201131253394,0.8141264158352927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05378098780376367,543.504825033361,6.495338446730328,59999.802710950455,0.21512324116647474
2200,0.7354749384207032,0.007020518180631833,97.64078341230758,0.5810789964652512,0.0007994320986087893,79.0228973857792,0.05421748256020116,0.014169032995191134,104.2880209413458,0.15410788563358221,0.08892900845316698,0.24892125024106848,0.0016099265385128593,0.09452530828561709,0.42842880390168026,0.0005293856711683052,0.0655043539357733,0.7644958927705473,0.5524057018446137,98.22770542637772,0.9591030103998675,0.8142452871797521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05384147232576664,543.4976060700559,6.502557410035462,59999.80246901404,0.21536517759132895
2300,0.735389236871761,0.007021405439951469,97.61859113367335,0.5809007006166931,0.0007994080706435157,79.0157857148914,0.054277842010820934,0.014172175239370347,104.31133582964762,0.15756834674053444,0.08845949625439846,0.24909954608962656,0.0014995706864576448,0.09461100983455917,0.42886718620826925,0.0005298543859162999,0.0655660879805913,0.7644341587257293,0.5561752517835156,98.2278151313241,0.9588860918456076,0.8143525007876282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05390194011525531,543.4903893035975,6.509774176493854,59999.80222714454,0.2156070470845537
2400,0.73530357809267,0.007022292636461316,97.59640625694261,0.5807225616944313,0.000799384014247452,79.00867500578681,0.05433819694520918,0.014175316335047304,104.33551054195699,0.1610149789794139,0.08799300484015218,0.24927768501188846,0.0013997643295224742,0.09469666861365018,0.4293054520632023,0.0005303228464928737,0.06562779564022382,0.7643724510660967,0.5599168950082762,98.2279352111589,0.958669346749563,0.8144491660488863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05396239293333316,543.4831745228669,6.51698895722437,59999.80198533494,0.21584885669052375
2500,0.7352179611417479,0.007023179769967374,97.57422878963604,0.5805445776049265,0.0007993599294602926,79.00156524992336,0.054398547959027814,0.014178456423766072,104.36054149925673,0.16444783756023348,0.08752951492838097,0.24945566910139336,0.0013095035117706526,0.09478228556457235,0.42974360616026086,0.000530791057236604,0.06568947758670118,0.7643107691196194,0.5636308154531801,98.228064671761,0.9584527654184174,0.8145362867779193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054022832373499696,543.4759615368449,6.5242019432464815,59999.80174357885,0.2160906127832018
2600,0.7351323851570217,0.007024066840280702,97.55205873833792,0.5803667464084105,0.0007993358163213141,78.99445643946476,0.05445889559451638,0.014181595633666983,104.38642513684026,0.16786697747198145,0.0870690073603145,0.2496335002979093,0.0012278798177754648,0.09486786154929837,0.43018165277905496,0.0005312590221177764,0.06575113443426708,0.7642491122720535,0.5673171958714825,98.22820261361406,0.9582363390812535,0.8146147712620135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05408325987751371,543.4687501727094,6.53141330738192,59999.80150187049,0.2163323211295906
2700,0.7350468493554947,0.007024953847216953,97.52989610878599,0.580189066326007,0.0007993116748694129,78.98734856727411,0.05451924034269469,0.014184734079917192,104.41315790425347,0.17127245348357753,0.08661146309963513,0.24981118038031278,0.0011540711498266782,0.0949533973508254,0.4306195957969939,0.0005317267447444721,0.06581276674031929,0.7641874799660013,0.5709762178430868,98.22834822267332,0.9580200598003018,0.8146854414837121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05414367675012427,543.4615402740675,6.53862320602385,59999.80126020467,0.2165739869486575
2800,0.7349613530292397,0.007025840790595975,97.50774090594913,0.5800115357407619,0.0007992875051431361,78.98024162688245,0.05457958264693807,0.014187871866547045,104.44073626524022,0.17466432014476446,0.0861568632317102,0.24998871096555783,0.0010873339000346757,0.09503889367708046,0.431057438714666,0.0005321942283823028,0.06587437500850668,0.7641258716978139,0.5746080617817155,98.22850076261523,0.9578039203952352,0.8147490409468743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0542040841715386,543.4543316994583,6.545831780633138,59999.80101857666,0.21681561496120477
2900,0.7348758955380739,0.007026727670241411,97.48559313410394,0.5798341531843638,0.0007992633071807115,78.97313561242508,0.05463992290777994,0.014191009087899643,104.46915669768373,0.1780426317870604,0.08570518896277059,0.25016609352195596,0.001026995183897079,0.09512435116824616,0.431495184693579,0.0005326614759881954,0.065935959694029,0.7640642870122916,0.5782129069425982,98.22865956714762,0.9575879143680658,0.8148062424416592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05426448320974592,543.4471243208751,6.553039159216345,59999.80077698218,0.21705720943916526
3000,0.7347904763005348,0.007027614485980358,97.463452796901,0.5796569173138223,0.0007992390810200738,78.96603051856061,0.05470026148803233,0.014194145829568454,104.4984156935496,0.18140744252468263,0.08525642161911366,0.2503433293924974,0.0009724460629954493,0.0952097704057852,0.431932836598462,0.000533128490250571,0.06599752120994594,0.7640027254963746,0.5817909314299496,98.22882403329854,0.9573720358379134,0.8148576548208921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05432487483124128,543.4399180224812,6.560245457610344,59999.80053541737,0.2172987742484977
3100,0.7347050947879609,0.007028501237643052,97.44131989742425,0.5794798268957624,0.0007992148266988886,78.95892634041708,0.05476059871627418,0.01419728216882552,104.52850975883003,0.18475880625544416,0.08481054264632958,0.2505204198105574,0.0009231355526661737,0.09529515191835917,0.43237039702535185,0.0005335952736158406,0.06605905993133329,0.7639411867749872,0.5853423122042463,98.22899361548326,0.9571562794821218,0.8149038289919642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05438525991050967,543.4327126994694,6.567450780621913,59999.80029387873,0.2175403128871222
3200,0.734619750520645,0.00702938792506259,97.41919443824524,0.5793028808004985,0.0007991905442545746,78.9518230735581,0.05482093488965502,0.014200418175527724,104.55943541348778,0.18809677666165361,0.08436753360852511,0.25069736590582126,0.0008785651061024817,0.09538049618567516,0.4328078683227179,0.0005340618283065324,0.06612057619812782,0.7638796705081927,0.5888672250895391,98.22916782004253,0.9569406404829749,0.8149452634318257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054445639238795605,543.4255082570116,6.574655223079756,59999.8000523631,0.21778182851999883
3300,0.7345344430636006,0.007030274548074671,97.39707642146831,0.5791260779953789,0.0007991662337243232,78.94472071394493,0.05488127027706333,0.014203553912981483,104.59118919140033,0.19142140721100862,0.08392737618755387,0.25087416871094076,0.0008382836235794334,0.09546580364271959,0.4332452526154656,0.0005345281563413043,0.06618207031827958,0.763818176388041,0.5923658447807197,98.22934620029699,0.9567251144834512,0.8149824091768951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05450601353210251,543.418304609307,6.581858870784435,59999.79981086762,0.21802332401112495
3400,0.7344491720213551,0.00703116110651737,97.37496584878225,0.5789494175308281,0.0007991418951451164,78.93761925789205,0.054941605121627594,0.014206689438457449,104.62376764030427,0.19473275115748176,0.0834900521822526,0.2510508291754915,0.0008018829366487076,0.09555107468496513,0.4336825518265267,0.0005349942595576627,0.06624354257129689,0.7637567041350236,0.595838344850739,98.2295283520829,0.9565096975360764,0.8150156743383499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054566383438207466,543.4111016787244,6.589061801367093,59999.79956938967,0.21826480195159464
3500,0.7343639370344867,0.007032047600230921,97.35286272149372,0.5787728985338728,0.0007991175285537429,78.93051870203396,0.055001939643499496,0.014209824803749558,104.6571673217398,0.19803086154220084,0.08305554350768361,0.2512273481724469,0.0007689937221115519,0.09563630967183352,0.43411976769759536,0.0005354601396284844,0.06630499321084231,0.7636952534954783,0.5992848977577799,98.2297139096995,0.9562943860702309,0.815045428187595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05462674954327196,543.4038993950251,6.5962640850664,59999.79932792693,0.21850626468604
3600,0.734278737776202,0.007032934029057537,97.33076704056685,0.5785965202008704,0.0007990931339868129,78.92341904329608,0.055062274041822463,0.014212960055717132,104.69138481099571,0.2013157911943225,0.0826238321943832,0.2514037265054492,0.0007392818049095269,0.09572150893011816,0.43455690180503886,0.000535925798077261,0.06636642246715423,0.7636338242391664,0.6027056748523828,98.22990254225154,0.9560791768529592,0.8150720048528294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05468711237764813,543.3966976946587,6.603465785432759,59999.79908647728,0.21874771433585777
3700,0.7341935739492575,0.007033820392841229,97.30867880665508,0.5784202817910052,0.0007990687114807715,78.916320278867,0.05512260849675833,0.014216095236764205,104.72641669705429,0.20458759273190064,0.08219490038761569,0.2515799649153145,0.000712444812934971,0.09580667275706259,0.43499395557581755,0.0005363912362924951,0.06642783054926053,0.7635724161570601,0.6061008463845258,98.23009395033579,0.9558640669577817,0.8150957066637569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05474747242120566,543.3894965201268,6.6106669599647505,59999.798845038786,0.21898915282051568
3800,0.7341084452831155,0.007034706691427659,97.286598020131,0.5782441826202163,0.0007990442610719105,78.90922240617327,0.055182943171317084,0.01421923038525148,104.76225958253673,0.20784631856274885,0.08176873034663328,0.25175606408610335,0.0006882091502600231,0.09589180142320465,0.4354309303018387,0.0005368564555404766,0.06648921764702115,0.7635110290592995,0.6094705815106592,98.2302878630441,0.9556490537352726,0.8151168071779445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05480783010813284,543.3822958194065,6.617867660685067,59999.79860360973,0.2192305818767566
3900,0.7340233515313715,0.007035592924663995,97.2645246811132,0.578068222055703,0.0007990197827963788,78.90212542285646,0.055243278212988585,0.01422236553588065,104.79891008364828,0.2110920208853016,0.08134530444393774,0.2519320246506167,0.0006663272475240781,0.09597689517494859,0.43586782715287836,0.0005373214569771438,0.06655058393297102,0.7634496627733496,0.6128150483007271,98.2304840352407,0.9554341347865475,0.8151355539300512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05486818583129975,543.3750955454278,6.625067934663727,59999.79836218853,0.2194720030760522
4000,0.7339382924687594,0.007036479092398744,97.24245878949807,0.5778923995095999,0.0007989952766901962,78.89502932674644,0.05530361375567958,0.01422550072015417,104.83636483010584,0.21432475168975249,0.0809246051643068,0.2521078471967198,0.000646574316391322,0.0960619542375607,0.4363046471917936,0.0005377862416617623,0.06661192956447246,0.7633883171418482,0.6161344137474406,98.2306822443483,0.955219307932094,0.8151521716769105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05492853994741256,543.3678956554559,6.63226782463569,59999.79812077376,0.21971341784521864
