milliseconds,TGF_beta_ex,T1R_surf,T1R_endo,T2R_surf,T2R_endo,LRC_surf,LRC_endo,Smad2c,Smad2n,Smad4c,Smad4n,PSmad2c,PSmad2_PSmad2_c,PSmad2_Smad4_c,PSmad2n,PSmad2_PSmad2_n,PSmad2_Smad4_n,TGF_beta_endo,TGF_beta_ns
0,0.04998149254608831,0.7023419816323386,6.529209737409896,0.20838325339516678,1.437827643802847,-0.000900342982882718,-0.0015632187461255124,60.60892395021244,28.49439493880146,50.7983803242636,50.80673574099669,0.00148026905853355,3.056405128163406e-05,-0.004174284151145871,-0.0019622592473004697,0.00013922485751826939,-0.07019106313843608,7.982468057900294e-05,-1.8052238328753372e-05
100,0.04968517117704889,0.6421345891694346,6.520053092545025,0.14167195823201095,1.4372067065248828,0.06519297192722025,0.00881764973980272,60.554932152492825,28.48924811246206,50.756573150828366,50.79831027584983,-0.002890238132275041,-6.870692094014325e-05,0.022845723242415742,-0.004649722763605413,0.00014135237061884618,0.05619740471557889,-0.00013552603165198023,0.00018160036171041216
200,0.0494892303533914,0.6013174537108386,6.516319567673101,0.09344865155453778,1.4295152701036609,0.10147186461841468,-0.0021396952812014194,60.63133094213131,28.494995990610757,50.747758565340426,50.79442135262858,-0.0007885396314484549,-1.8040699818446255e-05,0.017209756078799838,0.0015545275947432598,-0.00024359020906256922,0.04797117060967819,-0.00021320855974227992,0.00037481545879433685
300,0.04928659148626748,0.5643036617076431,6.519307734317949,0.05749518170318817,1.4358010323186858,0.14341559458960865,0.016582081814785047,60.54399410170714,28.49489757407736,50.79875469749273,50.79551476120456,0.002806535356328508,-2.1815758616280492e-05,0.011305965358147905,0.0040413590462589815,-0.00015530055999782787,0.01495918590248614,-0.00017516345273509842,0.0005253835098800677
400,0.04908252383860024,0.5336810407975088,6.504706218855881,0.036076247417774814,1.425154344254348,0.16551226883477171,0.01924668213634841,60.5874542600129,28.498415311256387,50.76020304076952,50.78884551828896,-0.0021592245026703094,4.208191865609407e-05,-0.008937277666660737,0.005863055318091294,0.0001750484270756442,-0.0027263614523632984,0.000360514963787931,0.0006758694837904984
500,0.048993755609578,0.5098085951521049,6.509642769306859,0.01670183234988902,1.4298647448094817,0.18711412889668227,0.020026859231841422,60.560688982787894,28.48264442649961,50.746226707300785,50.78839536010543,0.006368364145179703,3.183084458459408e-05,-0.0022148808645765464,0.004258748606256201,2.3529037158333642e-05,0.036808235740535176,-0.0002556036764930999,0.0007872316743315486
600,0.04883537065865602,0.508025649473572,6.504046415827737,-0.0007334653270031286,1.4153122441036146,0.19880593081295417,0.017919277118701435,60.60566993822402,28.484993715378135,50.73398954517068,50.79346038737652,0.009530811829522682,5.563440563865141e-05,0.03158842000312466,0.004697316409483767,-0.00024897812892017343,-0.01576434649396945,-4.951089478443866e-05,0.0008859402760305285
700,0.04882218031405775,0.5068291545075524,6.501150123321471,-0.002929690828606214,1.4095786999063515,0.19808083965255838,0.02924035846824474,60.57649381412472,28.499334668578385,50.79951032417054,50.79772330902616,0.004089327240314478,-6.465512261727721e-05,0.03272032430564731,-0.0030808794514439034,-0.0001931807555680905,0.010325311520797882,0.0002969208822596075,0.0009451138030279146
800,0.04864757528289256,0.4980359668032181,6.4903543150640015,-0.012590983477178713,1.3984480808294484,0.21549326143126254,0.040959739282053834,60.50443772378526,28.494738535494385,50.80853158504104,50.7866420954438,0.009002177280364839,3.3984121149196136e-05,0.02268187300245624,0.0015075403845802632,0.00021309697601038674,-0.02290443723048633,0.0010705282416025323,0.0010120737754846982
900,0.04854418868786247,0.46911262087928773,6.485713250378071,-0.027897338174521294,1.4061695351293775,0.23656907458156554,0.048678971260086246,60.52375429143806,28.495727371193357,50.7383138621944,50.797718112281295,0.013082146748600924,3.884785316699452e-05,0.03571757174108932,-0.0041790514902552475,4.395083307118053e-05,-0.0381662779357166,0.0002504398205277432,0.001137920037766172
