milliseconds,TGF_beta_ex,T1R_surf,T1R_endo,T2R_surf,T2R_endo,LRC_surf,LRC_endo,Smad2c,Smad2n,Smad4c,Smad4n,PSmad2c,PSmad2_PSmad2_c,PSmad2_Smad4_c,PSmad2n,PSmad2_PSmad2_n,PSmad2_Smad4_n,TGF_beta_endo,TGF_beta_ns
0,0.04999606687850026,0.7060544849292748,6.521420200498664,0.20282553899690428,1.4430589819449775,0.007756750713622001,0.0029856633509063864,60.60325723829875,28.514399362170177,50.82967086744069,50.78803238228866,-0.004514474526316247,-2.4561287165438287e-05,0.018251087289218756,-0.001044590907099342,-0.00013731409259177762,-0.03342589597186682,-0.0004830865108547047,2.2893256974541903e-06
100,0.04968487362279983,0.6415953852690681,6.518628176487546,0.13660135521126915,1.44114471818377,0.05868915122240799,0.005185675707141786,60.60966019469585,28.5029470859546,50.775828471504745,50.80549115244998,-0.0025570647155144276,1.0812275010806753e-05,0.02170086505509595,-0.0035558275301745576,7.085778727149848e-05,0.023527153639034324,-1.1254954599725906e-05,0.00022756901930777427
200,0.049454167450762955,0.5972172454916178,6.518739098547196,0.10179766323362183,1.4310064382524559,0.09733476420368893,0.012647263156342473,60.60762398982162,28.513483494000877,50.81047200063575,50.790939538757655,-0.003677945133763826,1.4675939219798946e-05,-0.017445517875006696,-0.003657442605934901,-0.0001648685186271374,-0.015741877782116095,0.0005723463660559089,0.00039618955699512957
300,0.0492712857362145,0.559109686819461,6.5176724571840206,0.06286649220925997,1.4231012568381625,0.1369133641952795,0.009448035915580744,60.642664951353474,28.49169733646357,50.79204862318044,50.79434762159158,-0.0029082473739972334,2.312713840947962e-05,-0.00873121350134767,-0.004457730056639447,8.32272402859068e-05,-0.008437124620253512,0.0005484233026747891,0.0005223588170268428
400,0.049134939842025924,0.5385104721002205,6.502274690591762,0.033083313866071155,1.4333507410423179,0.16293844566053942,0.005327552340122346,60.541117808593974,28.50631260436745,50.78908652269707,50.79852818882734,0.0011091200257658867,-3.1434049568383915e-06,-0.015187699406015102,-0.004771251882861557,0.00010639996180600974,0.05707653277388982,0.0007244184213106315,0.0006554789845402479
500,0.04901496217021593,0.5218267122177181,6.512066018186238,0.014772953381150304,1.422396919015712,0.19291792315524034,0.012001654143752427,60.566933534262226,28.49721931059682,50.765981550822424,50.78933279141002,0.0002315886830996988,4.24054276958599e-05,-0.014531457787100641,-4.717175056334985e-05,1.915471833746318e-05,-0.06611014724614088,-8.938260763188566e-05,0.0008022389026125031
600,0.048873158267441395,0.5103069348876531,6.501912155214286,0.0021091612804328913,1.4129116863022586,0.19694420962252152,0.01823354394452956,60.567369080126596,28.503602893264727,50.7870887588392,50.78821706038433,0.008851706462694852,-1.4694955827349973e-05,0.006070416914658049,0.007867958306754455,-0.00016928619172554917,-0.06260638229926282,0.00019288764411430317,0.0008978148062678987
700,0.04879301171430593,0.4996298439748948,6.493496303719934,-0.0004868268608628477,1.4132667305443145,0.1980512924626056,0.031113243214826256,60.52321091041378,28.482069509363463,50.75510032156146,50.788916712551575,0.007758962106166589,4.456988933727657e-05,0.031580641096211226,0.007003722276973103,7.667517426922232e-05,0.08947692421022228,0.0005962131120761249,0.0009384087828562461
800,0.04866345954061882,0.5005298367184294,6.494350771780058,-0.013695404024425643,1.4143304028666972,0.21470278957447805,0.037214977870304665,60.556969914324256,28.483188773127406,50.79038471907462,50.779841162482306,0.014827622417771849,7.656693263665407e-06,0.03539141015069142,0.002371818387517358,-0.00018964791217275997,0.017380826387117788,0.0004615999925543219,0.0010435340700688679
900,0.04858856669183711,0.47425665896190566,6.488923400837582,-0.03919513304806351,1.3997169158185845,0.23918285139896642,0.03271522883318832,60.4971771654042,28.47761108812397,50.76185405519144,50.78196158552434,0.010086262973115417,5.9744562413660615e-06,0.01839138576627858,0.004410059832964705,8.79318283791018e-05,0.008904488730484963,0.0002709113519250808,0.0011166793976419979
1000,0.048457089854437425,0.44885364876723177,6.474611639372825,-0.053756702789025806,1.3864940742515357,0.25671086741899724,0.03874272204186961,60.46927597203296,28.48074260110296,50.79340857977024,50.776876332537256,0.020227189627728116,0.0001030588472687027,0.02254275021066859,0.0009046050381988696,-0.00011077806041904405,0.0744171896657356,0.0004978766923522324,0.0011808428810389478
1100,0.048382526006178775,0.427714153826661,6.4626650545021,-0.07920540963954242,1.3827176864568815,0.2754377591302876,0.0536019940848846,60.51802687546128,28.490411347927495,50.74928994182562,50.77597610250173,0.020883317647122538,5.497916908295096e-05,0.047992258422733976,-0.0014609334163733206,0.00011697243197689543,0.10618942784179344,0.0012150819830251823,0.001266212089211066
1200,0.048272437034825866,0.41225424517627696,6.463321956676964,-0.09019835320757005,1.3800310819407418,0.30059116803958724,0.05475942251314815,60.53540963599123,28.47310124229813,50.69074646967926,50.78497205899163,0.02067326197160754,-5.746600875861704e-06,0.04940777954041876,0.0025679250207401435,9.295650102006092e-05,-0.003649560131521859,0.0012100181018976446,0.0013308241303716087
1300,0.0481780820665244,0.38540763787217924,6.447010692582398,-0.10886961385258208,1.379918534633789,0.30499840965852154,0.06597423872859176,60.460641572807496,28.48495014954487,50.71958770924982,50.775915632686946,0.029072066533314317,0.00014972660479596806,0.09008190924981488,0.009121617235478233,-0.0001666732512454692,0.13949078349635669,0.001533746585611271,0.0013552793381275637
1400,0.04812818912373865,0.37953498720526396,6.454950962443368,-0.12499436186331447,1.3703945099365245,0.3161289096078867,0.08625217947673754,60.46978851610105,28.483062598753527,50.70794017895136,50.77163310782727,0.023789605364866052,6.588983420835098e-05,0.06837233088902345,0.01528701426235838,3.1296703527842055e-05,0.035985339935700425,0.001774329735982428,0.0013937376700833481
1500,0.0481247923481227,0.37084978995496626,6.441201422245926,-0.13927789677108346,1.3629954179392998,0.33985818836483106,0.08439602989104415,60.46283343489794,28.463114289264308,50.64597367053392,50.755875681419205,0.03541674014345299,0.00017320321678007255,0.1156145494785871,0.014420525896978134,0.00021161419743843143,0.1829460502744728,0.0018049036988107298,0.0013935104656726358
1600,0.04804182784465338,0.3671193103301329,6.4374384994696685,-0.13775082746112546,1.3435505850390241,0.33637292323702156,0.09761499976319853,60.34023533355774,28.461520049816556,50.653500917520866,50.75495412800526,0.03202594119032958,0.00015231134885241153,0.11743151240429472,0.009255121047919902,0.00010698944200194455,0.10209590507356855,0.002609485809275308,0.0014159911684108468
1700,0.048093116190431925,0.35496390557627144,6.423675676130271,-0.14343063493906136,1.3315155109400372,0.3419819613408569,0.1132242955604434,60.30548075008849,28.458295274122495,50.598952348510224,50.76331702448988,0.038039604061755605,7.795868629457986e-05,0.1408943145561658,0.015631379371145178,0.00021797605853975886,0.16630723754277368,0.003538357462432246,0.0014354379134617209
1800,0.04809335164741542,0.3560794617993315,6.401809711140903,-0.14785402376742385,1.3262827519396647,0.3374016776464113,0.11826372943623657,60.32985064410983,28.46443864439942,50.52839142636695,50.75731893703469,0.04479618287097719,0.00012150641674542787,0.13393131872562153,0.016424947183428205,9.58922022806674e-05,0.29907845057870464,0.0029591516445476125,0.0014283791591006862
1900,0.04806807294043039,0.3534519155211468,6.409028522416492,-0.1460907112801161,1.3114733859217111,0.33935622552351385,0.126554021782547,60.2604629179297,28.445279057101875,50.52863636309872,50.75640169310544,0.0486129885528824,0.00019597057811735562,0.1694780049011969,0.017375261966583608,0.0002476341137346211,0.27907373885500625,0.0035445018012659436,0.0013973543601189479
2000,0.04808938118518407,0.3601093145096924,6.387864352442947,-0.14775645256357062,1.3076322705375407,0.3403765143846243,0.1270671118382182,60.24032526397035,28.447597145322245,50.54239409978331,50.744253397244144,0.049899314229207625,0.00017526143560602438,0.16507236862499997,0.02836585395712635,0.00020558701501610064,0.3085742842009561,0.0038779725513258564,0.0013680025930952998
