miliseconds,X,Xa,Xa_ATIII,PL,PT,Va,IIa,V,II,IIa_alpha2M,IIa_ATIII,RVV
0,0.19854251253288271,-7.175380068167122e-05,-0.0016237821930967101,0.049999990050034845,-1.024079260538769e-12,1.9070140325969858e-06,-0.0006930281395593863,0.029997531080101433,1.3960102088748862,0.0010510085200557324,0.003937666830335079,0.03
100,0.19446202080229907,0.004732531505662376,-0.0005988372769775547,0.04999998999794199,2.698638671177789e-10,-6.730830281990353e-06,0.004141383500232926,0.02999603910955685,1.399721997496299,-0.0010181709801329482,-0.002324097193975602,0.03
200,0.1902159067344641,0.00767004819176016,0.004519093322837637,0.049999989796326,-4.3107522230391964e-11,6.8806817197979875e-06,0.009400269729886812,0.03000148152520079,1.3843517809938723,1.552959438387741e-05,0.00012450042758692202,0.03
300,0.184729197279205,0.00944730315681524,0.0076531050835396035,0.0499999895824048,3.0113274246347216e-10,-1.8600375863603775e-09,0.019642986553521365,0.029995891391727,1.377268848924456,-0.0006472043043709365,-0.002463209739924429,0.03
400,0.1788992327680947,0.010189429671948243,0.013645295128020459,0.04999998942081476,8.10705741252217e-10,-4.95677238827203e-07,0.02895576091967721,0.029995972100341883,1.370059683932585,0.0008687582344076014,0.0008436446516144375,0.03
500,0.1729355592101785,0.010696631441718986,0.015447651677866459,0.04999998884461796,1.1963009071062646e-09,9.520456964488693e-06,0.037804623145090595,0.029979595298888204,1.352272557107495,0.0014801913691210487,0.004758178199558301,0.03
600,0.16691151195970266,0.011055630342007084,0.019813028420089765,0.04999998856810822,1.306705647749234e-09,1.4047747610089178e-05,0.045590697595171634,0.029990369496368255,1.3443411530449763,0.0018378539107534984,0.005419876458621349,0.03
700,0.16268194321152976,0.010929418760920512,0.026520774287885657,0.04999998789097146,2.3910489972970554e-09,1.7943649848494116e-05,0.05346188492446394,0.029970359945988838,1.3309229686464494,0.003774042808800343,0.009824226265902302,0.03
800,0.15548306129921877,0.010843026108306428,0.03429271269739456,0.049999986814492386,2.7107750010489106e-09,2.8601986475168228e-05,0.06072301153069476,0.02996495459864008,1.319098684867098,0.0032413030028882964,0.01882036537914052,0.03
900,0.15341561232146905,0.010508110059975222,0.035634717542858074,0.04999998649837323,3.971303065497247e-09,3.766786641712543e-05,0.06914462440217597,0.029945902785394923,1.2983288321359805,0.004132382693815514,0.020880640860493294,0.03
1000,0.14942212658377915,0.010276653806309082,0.04316873281661041,0.04999998538814396,4.58340278987481e-09,6.145479165690797e-05,0.07352602114804248,0.02993894830214328,1.2860647000373968,0.0070391352401599685,0.02854967493873473,0.03
1100,0.14161835727730748,0.010236714664921253,0.047295909595410246,0.0499999845922809,5.190928043313143e-09,7.518371170030588e-05,0.07747003269769623,0.029935538619287674,1.2824369565127556,0.007732316817978292,0.03696380999227007,0.03
1200,0.14046268508122395,0.009849343307558605,0.05184346473869758,0.04999998403197578,6.42240980723965e-09,8.829457274796992e-05,0.08305453726578117,0.02992541900946289,1.2710265353965993,0.009335235106768194,0.039976973034084706,0.03
1300,0.13680600904353704,0.009490084634916603,0.056301833268563715,0.04999998291525709,6.852881503952081e-09,9.377789727138124e-05,0.08576157415943061,0.02989629520600985,1.2497134834988919,0.01104050216596177,0.05112746898440694,0.03
1400,0.1307544313791077,0.009401269266955668,0.06062646899404207,0.049999982071709255,7.671801058117885e-09,0.00011527651351824495,0.08844417852570265,0.02989241582276689,1.2492405098502486,0.011178093367318401,0.05445994355461204,0.03
1500,0.1271632665084179,0.009183233943108611,0.06530174624424893,0.04999998132428285,8.357969958822026e-09,0.0001239578118394381,0.0914661305507571,0.029870338995211913,1.2312382788472631,0.013469521349770494,0.06574871310794858,0.03
1600,0.12254624190002769,0.008801178527712908,0.06885557715669635,0.049999980543453906,9.453061401448613e-09,0.00012996513244226777,0.09379274388716825,0.029856619047023754,1.2194494962623108,0.016221137613300404,0.07262919330978769,0.03
1700,0.12201242177935893,0.00841184665454699,0.07279027182846338,0.04999998026436695,9.726580565731026e-09,0.00014372705785606427,0.09465451738098597,0.029841649205896045,1.2187193132831988,0.01610711457853495,0.0779750870852798,0.03
1800,0.11731526574333093,0.00836144554949921,0.07769440084691771,0.04999997961977422,1.0324511577659253e-08,0.00016535538641371977,0.09556806118956813,0.029825189802639707,1.1971560865684914,0.01864880529113499,0.08768584026305679,0.03
1900,0.11442940730025741,0.00814069146459046,0.08063214026721285,0.04999997856493815,1.1378300076555853e-08,0.0001906223430691856,0.09552859537846257,0.02982283297586934,1.1879090110471318,0.021139170916994077,0.08697443862686473,0.03
2000,0.11068429180394859,0.0077053114527384295,0.08090289476026756,0.04999997824090914,1.1891164815811086e-08,0.00020437643815262972,0.09553473799199806,0.029797157879234128,1.1873171044664503,0.022168766542427713,0.10168671051830445,0.03
2100,0.10719546561201736,0.0075536651908392274,0.08803026128158553,0.04999997783202764,1.2191320008810091e-08,0.000207992748958089,0.09429633971769262,0.029785821111771613,1.171651677771611,0.023957891579285323,0.10348404604372186,0.03
2200,0.10101928442252325,0.007446569458068598,0.08924197668421405,0.04999997703941951,1.2523384391039923e-08,0.00022276066010378938,0.09544030336126332,0.02977089628966433,1.17071851213158,0.02570011291655458,0.10887689959267771,0.03
2300,0.10223208212905685,0.007167639138638515,0.09252876816324142,0.04999997666058653,1.2996840496062745e-08,0.00024729913497017255,0.09421493095468982,0.029761786272737723,1.161794157165727,0.026687536167402725,0.11738793157481289,0.03
2400,0.09731039290254934,0.006814027667164941,0.09372311691633713,0.049999976276176535,1.337865101432009e-08,0.00026140868686095323,0.09470708055392836,0.0297517778216052,1.1542247439913413,0.02882914414421014,0.13209745647589657,0.03
2500,0.09437238850774395,0.006838545883507585,0.09699028300932923,0.04999997616653598,1.3900373108626374e-08,0.00026343570635901096,0.0917060151823549,0.029731330070285764,1.139102562183429,0.02989146603535313,0.13391124556550144,0.03
2600,0.08928817279103834,0.006540578836668802,0.10274698745107547,0.04999997552974996,1.419584856787878e-08,0.0002896319640571738,0.09101628234348853,0.02970743357868061,1.1318798051492183,0.03147687634133426,0.14008327009613264,0.03
2700,0.08639410286615408,0.006415528588507528,0.10561581073839585,0.049999975449226595,1.4374785132374956e-08,0.0003021468722447569,0.09088531258299201,0.029706528746908916,1.1312503966151417,0.03273168406152822,0.14644187873006798,0.03
2800,0.08605325366432985,0.006062523662347061,0.10613217697902044,0.04999997509713715,1.4567473520560981e-08,0.00031638125806673553,0.08925653604879949,0.029678348582358124,1.1186741973994603,0.035668776831661815,0.15492890262501344,0.03
2900,0.08378377800842643,0.0060153350448000865,0.10952128289798513,0.04999997533702612,1.5061849336803707e-08,0.0003234730372010588,0.0867743206625063,0.029668849026998716,1.11422025223276,0.036732053026580454,0.1684168634677277,0.03
3000,0.07926657048387857,0.0056644650444598755,0.11199159958741652,0.049999974896264246,1.4900148846040766e-08,0.00033410106991054155,0.08744873567896397,0.029651576901885978,1.102640579528052,0.038713478191476566,0.1669033738825102,0.03
3100,0.07702533460509833,0.005725501311668087,0.11473304277230577,0.04999997502876957,1.493851297399439e-08,0.0003618036883021402,0.08471147812542495,0.02965155475928596,1.1000438874010599,0.04075216948266698,0.17979845557785087,0.03
3200,0.07534734269003723,0.0053796472232554805,0.11813415424419949,0.049999974555116025,1.507654359167176e-08,0.00036218777915201594,0.08202866520700224,0.029630445031014804,1.0965439233209067,0.041439478693568746,0.18520147341103874,0.03
3300,0.07275004106549193,0.005402097992543454,0.11977811904630188,0.049999974851039033,1.537014602503391e-08,0.00037237309676903756,0.08236864008208601,0.02961523861543687,1.0868413191547521,0.042561634464533475,0.18849866825040076,0.03
3400,0.07094291858744749,0.005094278885822332,0.1245802714700728,0.04999997469415012,1.5235175782958544e-08,0.0003999580170113843,0.07986037319112663,0.02960348394167702,1.0761154238467576,0.043791554373431615,0.20007646640058707,0.03
3500,0.0680340985486788,0.004964439158943887,0.12379683055360408,0.049999974501546494,1.5475638036695968e-08,0.0003945809067187295,0.0781071382898168,0.029603067221633972,1.068229815754436,0.04538072183437618,0.20427391358846128,0.03
3600,0.06976167768647633,0.004701130943232473,0.1296775086197961,0.04999997484686626,1.5311501542295164e-08,0.00040754281407741935,0.07554138702947338,0.029578207679273046,1.069817689226724,0.047169728703848834,0.21140394355703546,0.03
3700,0.0658652396404657,0.004596471054265755,0.1317329692383898,0.04999997483594032,1.5539946741696242e-08,0.00043296650864563366,0.0742825892879459,0.029577859409981193,1.0626155999239837,0.04747750261045205,0.2111266099992336,0.03
3800,0.06236417101382202,0.004567803834007814,0.13085136632523647,0.0499999747823644,1.5400500191870078e-08,0.00044815447546232303,0.0727884153827003,0.02956346375905252,1.060267756217066,0.04872215913890897,0.21825217122990487,0.03
3900,0.06015638580486916,0.004316205397400598,0.13596404420232303,0.04999997503707466,1.5264529744032176e-08,0.00044614535515725154,0.07257925958004376,0.029541114938876237,1.0521439829862893,0.05080777848682447,0.22886468350427902,0.03
4000,0.05820232659191862,0.004152919794563461,0.13736737203552385,0.049999974798147176,1.5369298485763756e-08,0.00046828037771761463,0.06988122182615397,0.029546258047946573,1.0425411096148667,0.05246697529892703,0.22908955997091437,0.03
4100,0.05745181521648893,0.00409631098041596,0.1393771454696101,0.04999997480928024,1.4748539232361596e-08,0.0004735683799129549,0.06900883633606236,0.02953705942808339,1.035684665905402,0.05243714079349434,0.2405648209429255,0.03
4200,0.05833689308945744,0.00392872347779137,0.13860761519777792,0.04999997510490974,1.5066361536289504e-08,0.0004841253046663104,0.06635113759826775,0.029509309882748268,1.0310046134791826,0.05510646357448322,0.24523405088930553,0.03
4300,0.05511748781609373,0.003879111967542742,0.14312658009220203,0.04999997503824811,1.4657966910348237e-08,0.000494217716195317,0.06471811164511972,0.029510603187814503,1.028437936914912,0.05478924199021598,0.2492545065806907,0.03
