milliseconds,X,Xa,Xa_ATIII,PL,PT,Va,IIa,V,II,IIa_alpha2M,IIa_ATIII,RVV
0,0.20029002998362844,-0.00013247313703555522,-3.990994973808338e-05,0.04999999019433189,-7.069587946630228e-11,2.1628853723329915e-06,-0.000658114442926107,0.03000405116966718,1.3966409814298997,0.00021239293423651212,0.004306429796217339,0.03
100,0.1950625064855234,0.004698147924705537,0.0009142275852712618,0.049999989873415515,1.3271688845874508e-10,-5.495113700905839e-06,0.0031292681953592424,0.02999198127816826,1.3940920243560186,-4.8554769638802176e-05,-0.0024209177598019447,0.03
200,0.1899504702449362,0.007597381099560286,0.0030611246744676615,0.04999999001119858,1.9242561904271293e-10,6.140932913220811e-06,0.010117607351226054,0.02999963602285281,1.38816067190575,0.0003802753031912818,0.0028998513474423533,0.03
300,0.18338097140989246,0.009267496429182372,0.00887872239091324,0.04999998959631465,7.156262386044385e-11,-2.3059270522265636e-06,0.019118759245416575,0.03000258546756643,1.3795870685782963,-0.00010467023780329904,-0.00026563197914220775,0.03
400,0.17841312736239773,0.010248549273583594,0.01282718692446543,0.04999998919780555,8.112022613760408e-10,1.4501911622026411e-05,0.027120702434511347,0.02999596638585805,1.366426683803687,-7.640821274666168e-06,0.0013522015347948242,0.03
500,0.17126959103197806,0.010862506006733124,0.016758777812483465,0.049999988924981614,1.121466992388054e-09,8.293585529363771e-06,0.03681269150016575,0.029982848438237748,1.3550171403066211,0.0012602048146880202,0.006877391105284082,0.03
600,0.16584281504980983,0.01096898557424747,0.0200873627885667,0.04999998868784126,1.6512092340971937e-09,1.1580515966666417e-05,0.04616640240510845,0.029985336333817426,1.34755427692284,0.0026096179821327855,0.012375968634997868,0.03
700,0.16235719892341588,0.01094590470958328,0.0278060633156636,0.049999987564551575,2.0980697871750397e-09,3.444123326371312e-05,0.05414690524001957,0.029974494810700147,1.3330118313344166,0.004050425772000846,0.011104883556629147,0.03
800,0.15677136280686574,0.010869777461457158,0.03407322259254307,0.049999987068980296,3.0981834434937666e-09,3.148369653522384e-05,0.062142412636011175,0.02997267875044121,1.3134685566378521,0.00460832544667164,0.01935018797691218,0.03
900,0.152668146220953,0.010498731872188069,0.039117250615059794,0.04999998625187027,3.853629482061408e-09,4.6494585523769964e-05,0.06886921687591895,0.029951785669375834,1.3047572274090158,0.00569801626997016,0.02730174818538811,0.03
