miliseconds,X,Xa,Xa_ATIII,PL,PT,Va,IIa,V,II,IIa_alpha2M,IIa_ATIII,RVV
0,0.19958044599886188,-9.589910193120241e-05,0.0007050872588714033,0.04999999000980051,2.6777153414026953e-10,9.067120466720988e-06,-0.0011791460230785886,0.02999943456691812,1.4020158757878123,0.0009743293080296344,0.0022051031062614527,0.03
100,0.19485934703045735,0.004731953261967879,0.0007417648273555072,0.04999999015662172,-1.861685477176314e-10,6.319117544274317e-07,0.0035490032669229206,0.030007692699691804,1.4000300878030223,-0.0008318166220746133,0.002073249228631164,0.03
200,0.1871104103237355,0.007726953185555588,0.002478741167146645,0.0499999901607306,1.9277802849141728e-10,7.17250719964844e-06,0.010457649683516828,0.029998737135141944,1.3863351249751712,0.00043424523733849195,0.0037757611216163735,0.03
300,0.18046961848233053,0.009251002201171756,0.006005170471503313,0.04999998997971226,3.8026778503257275e-10,8.64067082035631e-06,0.018641915359890383,0.029999513757482957,1.3750542406862336,-0.00020214805061734222,0.002571304752430824,0.03
400,0.17696994177567113,0.010187021112598964,0.010796402021497347,0.049999989541205436,6.918785506771348e-10,3.457286993006121e-06,0.02854411983727361,0.02999913936777259,1.3681698367138853,0.0017415032890977515,0.006922652695518769,0.03
500,0.17395497562960097,0.010883280240839474,0.01798443205957534,0.04999998912006682,7.399752712934015e-10,6.960541297266714e-06,0.03726920413833776,0.029995026070535013,1.3606484223737065,0.0021245624236146134,0.0014603612602962952,0.03
600,0.16544010289471817,0.011052543488811732,0.022216806998140343,0.04999998831465946,1.633353977762323e-09,1.3901991019551698e-05,0.04521399020286884,0.02998385234213371,1.3482530508288764,0.001332491549464019,0.012210918215460439,0.03
700,0.16403022665379893,0.011066568211147949,0.026530606482913013,0.04999998788779531,2.066045915277868e-09,2.6426222750745015e-05,0.054077148655006756,0.02996499398527193,1.3340797519761474,0.0038504314813904332,0.009135940368923921,0.03
800,0.15563820746814677,0.01073839390246368,0.030425173015526264,0.04999998708520745,2.7013368528363687e-09,2.9497437335261344e-05,0.06126813783715632,0.029963366724424147,1.3184444329567542,0.004192405015438975,0.016294353549646205,0.03
900,0.15317429901855126,0.01067086822359935,0.03681924106958753,0.04999998601064791,3.9908475074146784e-09,4.406614961982091e-05,0.06944824615197462,0.029958958279176617,1.302766016629157,0.004698708240703566,0.020661377956572028,0.03
1000,0.14738453027450218,0.010445475716985524,0.04260084614044397,0.04999998519610198,4.719127851977509e-09,5.921333659791958e-05,0.07501896101761608,0.029948832477663997,1.288461458106575,0.006112970892420721,0.027384589174088682,0.03
1100,0.14266199867985935,0.010189970953894944,0.046535551148701775,0.049999984598136274,5.481281266744232e-09,7.75119959841403e-05,0.0776495340904503,0.029933127294717282,1.2769984283190259,0.0072180273090541236,0.037953592378757874,0.03
1200,0.13903202702924577,0.00980565329605118,0.052151117257019895,0.04999998357682823,6.184474609225961e-09,8.703827386870235e-05,0.08154970896912402,0.029924695259335166,1.2630118183698613,0.008627965721647717,0.04099547081657715,0.03
1300,0.13729209430899714,0.009672401501712329,0.054128168855096574,0.04999998321320807,7.07505503807622e-09,9.374691849517547e-05,0.08563662194075196,0.029901216361399235,1.2577360171508083,0.011563053518132482,0.048813253388617556,0.03
1400,0.13121833640177255,0.009400137690540492,0.06139348770960937,0.049999982273783085,7.84128989038673e-09,0.00010212801249906108,0.08898511828726001,0.029884112401448806,1.2482815487125938,0.012951039913125842,0.05802041101480732,0.03
1500,0.12534654424346153,0.009160278478355223,0.06417020587440388,0.04999998123911026,8.36446156380071e-09,0.0001277250760040539,0.09148660784400214,0.029875248231999156,1.2274373519973527,0.013614312695436484,0.06078534811084341,0.03
1600,0.1243217839730415,0.00871730194850863,0.06810446343471231,0.049999980802147875,9.50905974527417e-09,0.00014071393585213027,0.092739626852478,0.029859303802865667,1.228240159261515,0.016436264943274465,0.06457027065049026,0.03
