milliseconds,p100,p52,NIK,IkBd,IkBd_NIK,p100_NIK,RelB,RelB_p52
0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
100,1.9558505353196252,8.143555590222019e-06,9.995115645142667,2.040176922716029e-06,2.5493735352111436e-09,0.004884352307957988,0.08225913012056399,1.2904342718401179e-11
200,3.9018647793401824,6.49188491717724e-05,9.980542185332466,1.6239353199129342e-05,4.0544171914067426e-08,0.019457774123361457,0.16433092268455102,4.1148683947511505e-10
300,5.838110617947698,0.00021826570409049032,9.956419203851668,5.453277861697574e-05,2.0390050360426504e-07,0.04358059224782342,0.24621580242779237,3.104716403492823e-09
400,7.76468309603646,0.0005152486466254339,9.922912262484445,0.00012861623393930387,6.397604406775646e-07,0.07708709775511165,0.3279141901036008,1.301985906380595e-08
500,9.68170330082592,0.0010019300412942174,9.880211668569254,0.0002499522904528824,1.549635516180418e-06,0.11978678179522531,0.4094265010414675,3.9554176551008784e-08
600,11.589317155849416,0.0017232510326231833,9.828531161933984,0.0004297777618419609,3.1861213413041535e-06,0.17146565194467173,0.49075314377175977,9.796418424158073e-08
700,13.487694123756544,0.0027229188663403098,9.768106518530669,0.0006791122871263021,5.849204943309847e-06,0.23188763226438616,0.5718945187009495,2.1070723032062227e-07
800,15.37702583865131,0.004043301459357873,9.699194092101076,0.001008767867812542,9.882247865964119e-06,0.30079602565105323,0.6528510168481049,4.0872453757949925e-07
900,17.25752467822228,0.005725330201696978,9.622069304889504,0.0014293592904130693,1.5667685215661464e-05,0.37791502742527516,0.7336230186540346,7.326545604646895e-07
1000,19.129422285032447,0.007808410466980091,9.537025096152803,0.001951315303032027,2.3622496390036685e-05,0.46295128135079994,0.8142108928588337,1.2339804485262783e-06
1100,20.992968049181457,0.010330340389276382,9.444370341051409,0.002584890435678429,3.4193501936288576e-05,0.5555954654466495,0.8946149954549433,1.976104453181397e-06
1200,22.848427562769718,0.013327237809710277,9.344428250077303,0.003340177344740374,4.7852538926013335e-05,0.6555238973837633,0.9748356687164065,3.0353483922579704e-06
1300,24.6960810570509,0.01683347519659005,9.237534759552489,0.004227119554590352,6.509156880909465e-05,0.762400148878694,1.0548732403041097,4.501880137228985e-06
1400,26.53622182986924,0.020881623070316935,9.124036921196646,0.005255524524638973,8.64177565203336e-05,0.8758766610468262,1.1347280224534182,6.480559680182366e-06
1500,28.369154672210403,0.025502402430047297,9.004291299966367,0.006435076952925811,0.00011234856715840451,0.9955963514664675,1.214400311250662,9.091698257965633e-06
1600,30.195194307031702,0.030724644497660946,8.87866239140725,0.007775352122544396,0.00014340694291853928,1.1211942016498246,1.2938903859842468,1.247174414216654e-05
1700,32.01466384349674,0.03657525824126184,8.747521062057498,0.009285829264787576,0.00018011657746829177,1.252298821365027,1.3731985085756444,1.6773889893231725e-05
1800,33.827893255268,0.0430792065537773,8.611243022303615,0.010975904859384458,0.000222997334122488,1.3885339803622556,1.4523249231006135,2.2168590722269557e-05
1900,35.63521789035036,0.050259489963526444,8.470207337917403,0.012854905754691472,0.00027256084334980387,1.5295201012392405,1.5312698553910915,2.8844003114280467e-05
2000,37.43697701870714,0.05813713771824588,8.324794986230696,0.014932102029484466,0.00032930631054721356,1.67487570745875,1.6100335127175527,3.700634374865205e-05
2100,39.23351242231291,0.06673120621634687,8.175387461506897,0.017216719539526526,0.00039371655730831995,1.8242188219357867,1.6886160835527186,4.688016771114515e-05
2200,41.025167025078865,0.07605878321665058,8.022365425388447,0.01971795213477214,0.00046625428106851713,1.9771683203304757,1.767017737400087,5.870858225702199e-05
2300,42.81228357945826,0.08613499940971966,7.866107420564649,0.022444973401821562,0.000547358608343253,2.1333452208269965,1.84523862470824,7.275337510776433e-05
2400,44.59520341337934,0.09697304751864856,7.706988651396348,0.02540694785917721,0.0006374419878167482,2.292373906615819,1.9232788768694835,8.929505868572119e-05
2500,46.3742652291802,0.10858420645371793,7.545379820820239,0.028613041675853546,0.0007368873427185008,2.4538832918370197,2.001138606281281,0.00010863285140985073
2600,48.14980397595144,0.12097787235998382,7.3816460464402684,0.03207243269094604,0.0008460456041176855,2.617507907955585,2.07881790649148,0.00013108457494270443
2700,49.92214976732156,0.1341615923207082,7.216145824004618,0.035794319962593406,0.0009652334673352751,2.7828889425280137,2.1563168523800598,0.00015698651437583616
2800,51.69162686982667,0.1481411042247433,7.049230066547175,0.03978793262780887,0.001094731512635944,2.9496752019401513,2.2336355004154496,0.0001866932034899301
2900,53.458552760493625,0.16292038169795708,6.881241216735535,0.044062538068542954,0.0012347826714342832,3.1175240005929896,2.310773888975211,0.0002205771450494301
3000,55.223237251874906,0.1785016832183481,6.712512429806811,0.048627449388628646,0.0013855910190981712,3.286101979174044,2.387732038722643,0.0002590284743738306
3100,56.9859816845299,0.1948856049678168,6.543366826636339,0.05349203219332305,0.0015473208880857508,3.455085852475522,2.4645099530347827,0.00030245457058948556
3200,58.74707818917442,0.21207113715360465,6.3741168188581465,0.0586657106414528,0.0017200963059450585,3.62416308483585,2.541107618479262,0.0003512796179548239
3300,60.506809006736866,0.23005572293964485,6.205063493599948,0.0641579728894138,0.0019040006977717626,3.7930325057022176,2.6175250053287353,0.0004059441286474861
3400,62.26544593349772,0.2488353225546432,6.036496126540172,0.06997837522531926,0.0020990771437312235,3.9614047963160286,2.693762068152538,0.0004669043861112784
3500,64.02324967760869,0.26840447356429453,5.868691603884773,0.076136547131636,0.0023053282380512906,4.129003067877095,2.7698187463520765,0.0005346319461847924
3600,65.78046960518688,0.2887563659726907,5.701914242680326,0.08264219218200103,0.0025227177118495136,4.295563039607731,2.84569496491868,0.0006096129081963627
3700,67.53734282612216,0.309882891627999,5.536414935445003,0.0895050960104172,0.0027511690369652004,4.460833895517929,2.9213906348074277,0.0006923475828088748
3800,69.29409460303063,0.3317747404300594,5.372431644393968,0.09673512045770237,0.0029905696179457542,4.624577785987953,2.9969056540365506,0.0007833494086730436
3900,71.05093725916421,0.35442144455250346,5.2101883655412236,0.10434221310558263,0.0032407689508119654,4.786570865507768,3.072239907970489,0.0008831447136953419
4000,72.80807069289014,0.37781147499890594,5.049895727094454,0.11233640005223698,0.0035015834124280613,4.946602689492844,3.147393270435665,0.0009922716111943673
4100,74.56568170514942,0.4019322957510507,4.891750376995516,0.12072779158993265,0.003772795568512026,5.104476827435616,3.222365604192048,0.0011112795649279288
4200,76.32394417633715,0.426770446529088,4.735935235159818,0.1295265785044679,0.004054157490657709,5.260010607349101,3.29715676184459,0.0012407284954866586
4300,78.0830189869286,0.4523116082601042,4.5826194765695565,0.1387430314291235,0.004345392431721378,5.413035130998249,3.3717665865361526,0.001381188108615993
4400,79.84305378245074,0.4785406778662709,4.431958369852174,0.14838750153090485,0.004646196504483614,5.563395433642841,3.446194912703062,0.001533237168010137
4500,81.60418339632459,0.5054418363141268,4.284093757919427,0.15847041468590406,0.004956242016303735,5.710950000063751,3.5204415668752773,0.00169746270156989
4600,83.36652953457062,0.5329986215138409,4.139153815630084,0.1690022730555963,0.0052751787881481545,5.855571005581233,3.5945063684022314,0.0018744593059555543
4700,85.13020129830964,0.5611939951861559,3.9972536275820114,0.17999364824253156,0.005602637782393381,5.997143734635041,3.668389130247805,0.002064828354226398
4800,86.89529507616739,0.5900104125300508,3.858495147484799,0.19145518089938823,0.00593823284280358,6.135566619671818,3.7420896597207083,0.00226917728875135
4900,88.66189494407415,0.619429888641411,3.7229676546206334,0.2033975751872284,0.006281563896136812,6.270750781482626,3.8156077592443505,0.0024881188576209136
5000,90.43007292346094,0.6494340594044584,3.5907480656085946,0.2158315949805025,0.006632219329390623,6.402619715061389,3.8889432270529354,0.0027222704279250137
