milliseconds,C,I,R
0,8877.180621513353,99.96146106063301,1012.6359762728129
100,9205.176379469856,100.1244934436422,1026.8939409366803
200,9358.47973596407,103.20637579775912,1042.8778492224278
300,9373.264469245705,101.22514017475811,1085.5973844840953
400,9508.261905543275,107.13940069755785,1079.8729175962171
500,9923.692851539266,111.97711490845231,1084.098762756975
600,10349.482861565231,111.89622703204292,1151.933010031926
700,10590.421687981065,112.65529518801911,1165.5190750598788
800,10348.704606167046,118.32268618154735,1182.737027089635
900,10770.443257377594,116.7722776179945,1212.8810425688469
1000,10682.587991677257,115.53726586241474,1164.8753298314264
1100,11190.821371329155,125.37413670144024,1274.9012173721037
1200,11467.40113565036,122.68912012231254,1253.320641652012
1300,11714.91879868321,127.77891543035778,1236.9293894173138
1400,11765.867821903927,125.04002738269212,1313.097489806651
1500,11740.65834236634,134.6400913511713,1317.4523982044382
1600,12135.405349306227,133.24018528943085,1341.700570881461
1700,12714.553022722732,137.9982512822644,1354.562593048922
1800,12513.378827840168,137.47393143141886,1360.3205923025916
1900,12861.710562716857,145.43959692513118,1444.2414283364728
2000,12862.152781140541,146.06102061553548,1429.181585929971
2100,13476.078508914012,144.24788162577929,1522.3304499574754
2200,13855.656688764435,149.57818582078963,1517.5121987226921
2300,13726.541494797162,150.04610632156923,1579.303501052559
2400,13859.04817954559,153.66218864238604,1553.5679215712687
2500,14013.310049947719,158.80467348921405,1591.925620107433
2600,14839.422417654425,162.96741948581823,1651.4659350990928
2700,15170.45102061561,163.53337144392796,1619.3119903453114
2800,14902.670865254846,165.3976447284235,1729.2324103630663
2900,15102.141365597872,174.82568791985557,1733.8883723753088
3000,15843.56264527217,173.75350859425683,1724.589271198657
3100,16143.888118681301,181.0567514193626,1824.2898247676264
3200,16366.211067386672,183.4832170834334,1828.8227046448785
3300,16776.158546144088,182.42245007543394,1819.5266966203706
3400,16747.730933605053,190.41205342333683,1888.6158642021114
3500,17168.88185752718,187.285174188155,1885.854343436161
3600,17379.782563116834,192.31112977990858,1972.2604430395077
3700,18030.83308670738,193.80590047667823,1948.9491810203667
3800,18396.863019800192,205.23603481322564,2064.0436781345015
3900,18501.151115177603,203.46967214858398,2041.2362770049233
4000,18792.729442243184,207.38653051552046,2097.9856468795842
4100,19607.449969761597,209.53239864634963,2135.766524562808
4200,19417.094196927883,213.75548195000397,2140.0291764316657
4300,20077.484759232735,223.62521865315966,2220.8851734229734
4400,20621.154099219726,224.23077259572565,2238.1949402528016
4500,20720.594453071033,233.32331486348426,2320.87746850282
4600,21283.64061947007,237.43486339716893,2323.9577411787322
4700,21717.170785935486,242.89382629653062,2395.011394444175
4800,21562.518342547988,247.18752155834358,2412.94853578568
4900,21958.24893960741,247.62215120896906,2478.278664130277
5000,22685.581796455444,257.04211815220344,2502.1756977991445
