miliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s20,s21,s19
0,1.0,1.0,14.167235428356456,104.12353764578984,108.34260732829203,1.794938490206844,25.285493629670903,68.9670387598628,0.9988532344854323,17.766527835906423,-0.05971293694879752,1.0,0.7685469947039733,0.07409093393865414,-0.08792125924677377,0.4749630518933327,-0.0022981759173143143,0.0009826466439464326,0.00034387270134190296,0.04414970038154488,0.008136559250654166
100,1.0,1.0,14.159809409156745,104.70747601450994,109.37965860712049,1.7890687179531062,24.96338301821905,68.80860596640493,1.0048983569710033,17.76354952125291,0.04365243565164875,1.0,0.7682983697833035,0.13956830447032964,0.05175703723272021,-0.26784512171719815,0.0025383907569842042,-0.0027170463909128133,0.0005312366397943943,-0.12948937886914164,-0.042551573477779915
200,1.0,1.0,14.37269495112112,105.44038047353908,109.86369482439498,1.7844298858578722,24.93907424159881,68.60286270528152,1.0039873981901417,17.81168557775446,0.20894400270191582,1.0,0.766643179200635,0.3024763730670968,0.18099646947657916,-1.886597238637084,0.0069201453664651325,-0.007556993606219225,0.0017369049052180104,-0.22330544034644426,-0.06997220775045294
300,1.0,1.0,14.491584396603557,105.61225767377172,110.84206588243602,1.7838939275427084,24.725520173484238,68.38278260651809,1.0102176401299405,17.83553303070836,0.23496591852911766,1.0,0.7658929152159304,0.40778748826553346,0.3917150371404723,-2.692543012614774,0.01159069015801072,-0.0075606480093756145,0.0039036688210866794,-0.45402862324930593,-0.12581425328073165
400,1.0,1.0,14.641205818228714,106.70552813901173,111.54005808157527,1.7773902270255435,24.64355497680688,68.33872921266591,1.0136090193716167,17.90307518022283,0.40304878753825196,1.0,0.7649344992336955,0.5570540833636399,0.5028467266951571,-2.525821894958079,0.014999837768351214,-0.011660698984919853,0.005249050999899023,-0.5771932468560624,-0.15786358071965
500,1.0,1.0,14.789667974820905,106.95209520624314,111.84339590898819,1.778210471152968,24.4292163715354,68.03741073862868,1.015866275267358,17.927399058951544,0.40530631805055917,1.0,0.7639075596388893,0.7493456570283363,0.6544013089431793,-4.013014942261627,0.018923069079635275,-0.01364966615207797,0.005809118317377084,-0.7596730247733435,-0.19350701894104258
600,1.0,1.0,14.800759527414508,107.386679833854,112.88061643392469,1.7737442880753618,24.43458757965331,67.90940200017396,1.0193625734499874,17.96907223520401,0.4916829963625089,1.0,0.7613211785486672,0.8647944528489462,0.7312583800563873,-4.1350310841950035,0.02450363664897648,-0.01873083864210454,0.006757124949966014,-0.8241742110657904,-0.19408123766498048
700,1.0,1.0,15.051958096648542,107.87511169685015,113.57782962913294,1.7654287088389997,24.292867988324,67.91290979289445,1.0190720312339543,17.985466507077074,0.6058487606373273,1.0,0.7617785313413737,1.0776915170353205,0.9747509452500362,-5.125782488635947,0.02525811806328786,-0.019397353892427412,0.008602968009309112,-0.9038017668720408,-0.22375377081829712
800,1.0,1.0,15.140670376774512,108.66690252894125,113.87782242853018,1.7634468767383662,24.008045919136055,67.56895705548096,1.0241840181239077,18.02098564997732,0.7074543778401824,1.0,0.75974743535376,1.2245370330480687,1.132463838502491,-5.801348942146263,0.029847525039858398,-0.024737237799801675,0.009657026771710351,-1.1128401150420737,-0.2786481415686635
900,1.0,1.0,15.259065196807315,109.34656692481316,115.09112250311676,1.7577789509089732,23.866422546158056,67.51156824811096,1.025201256608582,18.053411217857118,0.7849077803603272,1.0,0.7595241005559652,1.2847139268654277,1.17026479157284,-7.215692269474219,0.03166390377452895,-0.0240826510931115,0.010991841827829635,-1.1306851668189304,-0.33847062248073073
1000,1.0,1.0,15.443144742095742,110.11455851400184,115.39184920573256,1.7577454351264636,23.78024537506838,67.32617764552184,1.03006433841935,18.109318957829096,0.9056014999789667,1.0,0.7577729436302769,1.4600327509270283,1.342106485888804,-7.179037288862925,0.038430970195647084,-0.029734178205151257,0.011523795472634777,-1.396128653797633,-0.36660709199130176
