miliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s20,s21,s19
0,1.0,1.0,14.15891764382263,104.26029031390165,108.49646180584392,1.7964660590629073,25.260526833915655,68.90002915602886,0.9991913040851937,17.753459970467244,0.06599493993235689,1.0,0.769054266536407,-0.03189920788019638,-0.02200268285193921,0.33383613804369044,0.0013084448839713024,0.0005772938898628466,-0.00047947059582069564,0.046557937102799686,-0.004169219373083493
100,1.0,1.0,14.186437854042493,104.42252640625551,109.00265553199054,1.7885776871610304,25.10470430623164,68.6701708191238,1.0026720123039747,17.776953471995963,0.05749228072613102,1.0,0.7673903987016569,0.11474729321179417,0.10692451143922038,-1.0019063505729735,0.0013264972778939369,-0.004583523752704706,0.000968441724053128,-0.12790208482313714,-0.02320812232725259
200,1.0,1.0,14.375206622929484,105.54141843789758,109.39051697758393,1.787481745979503,24.85954692140382,68.60791090976177,1.003670659309764,17.815778495041283,0.15534638150182647,1.0,0.7665923944641161,0.38216652067918566,0.3136336740155486,-1.1165800107777852,0.007744602558180548,-0.003739512749121084,0.0021118878305491284,-0.19983460161858618,-0.07312882809438384
300,1.0,1.0,14.481545172697773,105.6372753276368,110.54650436551356,1.783835332916506,24.817045200429888,68.39981825946936,1.0076708646831596,17.86968460727593,0.30449732448408623,1.0,0.765494903851588,0.3996728958144881,0.4435637780417123,-2.0718407833618455,0.009977038264421971,-0.0066767244048141616,0.00393446488924636,-0.40191043986809766,-0.09381785293750954
400,1.0,1.0,14.584467100808464,106.20026353767814,111.15523484325787,1.7769450377270748,24.639675859641237,68.23833732127365,1.010804954671529,17.90063750411385,0.3643862142050824,1.0,0.7641828665995607,0.6292781512932234,0.5446529209653043,-2.8027618551544364,0.016544587683586395,-0.01004230702668221,0.00493844964135712,-0.4910741892103222,-0.1231365478510927
500,1.0,1.0,14.765822465606337,107.0056521152875,111.3451461536664,1.7773044582806155,24.577788639860195,68.22691838388215,1.0163193093820082,17.89792682093924,0.4786920462117957,1.0,0.7637247969409127,0.6944556906326764,0.66272937704756,-3.640738573970348,0.020185388035059253,-0.01259273642620589,0.005751595329812446,-0.7322383155311794,-0.18427644884938713
600,1.0,1.0,14.965723610631589,107.31320240434925,113.06664437282305,1.7701151483005617,24.3897437355514,67.98711759246036,1.0158089304687814,17.966989121723,0.5491849516054542,1.0,0.7628403634553984,0.9236751287501379,0.8482406761912261,-5.079454225827636,0.024049659666650448,-0.015932517982516114,0.005984507641885221,-0.7412720233970742,-0.19817930524756786
700,1.0,1.0,14.995790592523166,107.9188824813673,113.76116383688947,1.767692612976148,24.245123786976432,67.83812553240251,1.0198350544975232,17.982425218744805,0.5878485550846735,1.0,0.7606868773563622,1.0408145688918125,1.0329032020270845,-5.412437927692303,0.027379638714847658,-0.02146440301161749,0.008448474941923585,-0.9103158121980512,-0.22826958416631782
800,1.0,1.0,15.25716691883001,108.87522104042273,114.67786401671013,1.7664906446784785,24.19107897142906,67.62013389473641,1.0216616073467275,18.041018972585114,0.6430341919453065,1.0,0.7598346492879006,1.1792456480657936,1.171440414954257,-5.90609692696046,0.03282279451508535,-0.02139220093596892,0.009268859944119304,-1.0156532569292112,-0.26621875117025445
900,1.0,1.0,15.198509732463476,109.36147463709537,115.25732386347335,1.7627470980692554,23.898439437765052,67.52821167152821,1.0267294940765226,18.08130646428613,0.8171711628561239,1.0,0.7581464687046798,1.383756856654956,1.213692181010234,-6.948965226898896,0.03432881042876466,-0.024773070101928016,0.010504053114023606,-1.277422998430288,-0.3015189150832628
1000,1.0,1.0,15.38320144694897,109.84588916524523,115.39399654248254,1.755957702888781,23.81720870694883,67.37426689676627,1.028006967975129,18.117796586316203,0.8666691061431595,1.0,0.757698258372666,1.5959052756689258,1.447327431115133,-8.004806509503664,0.04048697996664872,-0.030822655343937546,0.011722291541295421,-1.4208034107554786,-0.3418532127347957
1100,1.0,1.0,15.591533224427554,110.1857200761503,115.88994436854472,1.7522414371128394,23.60779519857609,67.28758537898123,1.0334472263446042,18.11483606898148,0.9241074750487636,1.0,0.7565953680709604,1.609600620101981,1.5341765949812531,-8.509865548770764,0.04476694076147532,-0.03284333925084931,0.012428159597221773,-1.467570111942092,-0.382624424567832
1200,1.0,1.0,15.774930420797224,110.72477602651306,117.56318490987647,1.74767311214619,23.533072685037357,66.9640074873826,1.0334868437596076,18.146093525858014,1.0655515492460865,1.0,0.7552583203685779,1.7519546152881913,1.6808917229430005,-9.067317582537921,0.04725926526834304,-0.03638168654565724,0.01410739873718996,-1.6338963257422214,-0.4204510557784909
1300,1.0,1.0,15.74250855933227,111.16250959775957,117.72629815221525,1.7440543508115325,23.444514429475603,66.8866211709566,1.0384391542777511,18.213252876619805,1.0794227482737426,1.0,0.7536130722422456,2.009188153198172,1.7658093875410013,-10.297915141485683,0.051157445500442066,-0.03721261746324123,0.01405396479901151,-1.8428227979147,-0.43817814935609783
1400,1.0,1.0,16.07269501268481,112.00225139789436,119.1062729198188,1.7415235376639513,23.38729718780068,66.86782709433396,1.0412724663388908,18.227426115015618,1.2358781453441259,1.0,0.7525850848460716,2.1720095003048385,1.8452994038478021,-10.653177770297326,0.05243794251054826,-0.042596908880461914,0.015125780008455847,-1.8346669494782888,-0.4966106705153761
1500,1.0,1.0,16.035071570288597,112.6756183424858,119.77667006725731,1.7370735827389614,23.139808567382264,66.62893016669403,1.042044066424007,18.267646666725266,1.340593551763875,1.0,0.7516296176662102,2.2726893729987663,1.9636809269453002,-11.76495997769145,0.05793526052455738,-0.04519416813955216,0.016711094046983035,-2.1205837530215086,-0.5079625054517625
1600,1.0,1.0,16.168010228772708,113.06623251637697,120.556234006701,1.7324142729368635,23.093162717847402,66.42473563375238,1.0478422351636667,18.292815307552022,1.3956859888171922,1.0,0.7510009983631026,2.453529712280541,2.217040895981684,-12.503172684212753,0.06070005725075325,-0.047812248471499355,0.01899517551185687,-2.196677285949646,-0.5749217840185585
1700,1.0,1.0,16.364274484307124,113.45097941815216,121.23560476050824,1.730477615416063,22.836473402717267,66.23731307253466,1.048744276530934,18.351024896459652,1.5209798561915142,1.0,0.7504287011976093,2.6099443850695887,2.2106324783313287,-12.285916863133865,0.06292404329338305,-0.04875916937361581,0.01895942703242647,-2.286835271088315,-0.5750879596563006
1800,1.0,1.0,16.557993291150506,114.17960988723155,121.63912768368401,1.7265491972146325,22.693409266247148,66.20664582278357,1.0499547160014946,18.35779527385643,1.6212926512701302,1.0,0.7478753848961674,2.6211962505761965,2.3540812698788365,-13.474929905328757,0.0695194982916528,-0.05374146136516254,0.02057987740942796,-2.3570270023446582,-0.6182123480236629
1900,1.0,1.0,16.715636684943185,114.1120591202435,122.78513064789507,1.7208422133612546,22.551315528175394,66.04289739791851,1.0528705884553582,18.437818437636025,1.7490882057750154,1.0,0.7476379456802158,2.808357761793909,2.6323065566113226,-14.594864886963634,0.07081059152566549,-0.05570984224656068,0.02243404764811746,-2.5740054050175227,-0.6831547023130528
