miliseconds,x,y,z,h1,h2,h3
0,99.59283360647318,186.54727911383102,13379.42180919671,78.62501888402288,71.5556828897008,70.19833890922538
100,99.6925960131616,186.6930069900827,13380.027072651,78.69235976731348,71.59050907364886,70.21021391910406
200,99.95445022854703,186.79889092372304,13385.177709666425,78.82797130137567,71.64277685249539,70.22308660961463
300,100.06084664722037,186.9946529405231,13391.016901104396,79.12185798810447,71.70557468101825,70.23101962404677
400,100.26319536597158,187.0786057178562,13404.235523047746,79.18940054951679,71.79420978501302,70.2462869540901
500,100.47429117800837,187.2943051429815,13413.271490972924,79.3390646090452,71.8289660930914,70.25868481165433
600,100.61225664037363,187.46204232724241,13415.017300602014,79.5557822505519,71.88442563015228,70.27381687717649
700,101.03496001860924,187.66106009139176,13423.347577192575,79.62548694240664,71.94697929378268,70.28924697684761
800,101.19929027047122,187.7194524104362,13430.680277135885,80.00855034257691,72.04253116178211,70.30385984079032
900,101.30118824284283,187.94375088558357,13429.95132106998,80.15366736962025,72.10328319760403,70.31417000441556
1000,101.57914389897468,188.1172778033873,13439.123009263883,80.39932490299142,72.1901383049852,70.33155710330402
1100,101.75726869507041,188.25375631372657,13449.16841485006,80.40568319709284,72.22391353288926,70.34342113279341
1200,102.00814373994714,188.3465990832097,13457.3796531906,80.69608583993747,72.30642658466073,70.36473391525044
1300,102.17370215243355,188.57218398112278,13457.278075862732,80.77950458831839,72.39130450439463,70.38017198122286
1400,102.22417804115558,188.80651903967933,13469.683795724333,81.08875102634008,72.44724873881799,70.39720889635274
1500,102.36095254481097,189.00711560715806,13469.431856241397,81.25505448673607,72.53212316369145,70.41285044882214
1600,102.8046409210905,189.0919736591301,13478.237715601144,81.25263746885017,72.56934888728154,70.42833759140466
1700,102.88723054924046,189.2870442373839,13485.982196757792,81.50451214706965,72.64370055307323,70.44999979552004
1800,102.96171662780031,189.4390918703899,13486.335054289098,81.60001097713673,72.7618183395947,70.46779387822673
1900,103.3312402983763,189.5610611604589,13491.472959465786,81.9508720555466,72.82027157073755,70.48758800741307
2000,103.35670784998264,189.78135092555655,13500.244937476105,82.08111991755635,72.88356996978284,70.50684081841808
2100,103.77414157366208,189.87997268502974,13513.800984861538,82.21598859858555,72.98475428457154,70.52353538450213
2200,103.71461707864222,190.07248018832112,13519.670645111477,82.44237023553484,73.035384316486,70.54542815639606
2300,104.07522176062271,190.29132269534793,13521.349412675667,82.59623880566024,73.13305219002342,70.5692817162224
2400,104.19520181062487,190.5090796563795,13525.660721522378,82.78301982458494,73.20332268474226,70.58738940998522
2500,104.54707664354154,190.73266515709446,13532.608149381163,83.03720955502028,73.2775432038831,70.611376187667
2600,104.72551022236017,190.74134403448272,13538.992716338846,83.00340425884234,73.34560306859873,70.63381928741015
2700,104.82429965191659,191.03163207925923,13544.063313759478,83.18117947992238,73.43020963406362,70.65766887666328
2800,105.1084878905634,191.20791461284398,13546.663062340527,83.40144697013719,73.52487066586681,70.67906083893656
2900,105.27618931306145,191.42476742202388,13554.551579660989,83.73159679471048,73.59264665674935,70.70468034440104
3000,105.42403414008822,191.51929979002145,13564.101329885958,83.81709508348433,73.68804137564192,70.73104260230723
3100,105.70761880979455,191.72580862068867,13564.27167641405,83.98208623669466,73.77922072745433,70.75355080787105
3200,105.76637644787503,191.86060739870325,13567.324583687552,84.17722996463465,73.85805526620811,70.78160676746108
3300,106.03037807729801,192.07012998802455,13573.026828373102,84.4519088207296,73.94487003071781,70.80373452092222
3400,106.29047638882362,192.31901403565655,13583.340524341536,84.53703395494055,74.05815828880851,70.83002648670605
3500,106.49991665040136,192.40008040022695,13587.518670826403,84.79920669824942,74.12779090796813,70.8587973705132
3600,106.6846591427935,192.63775734047866,13592.307204092394,84.96046112090346,74.23319329354578,70.88524677749811
3700,106.64595818087771,192.8951093590949,13600.219663553455,84.98348074552304,74.30797047795187,70.91681291002622
3800,106.94720176176457,192.9509378827644,13602.42829588567,85.2653581361774,74.38309847500344,70.94423357714396
3900,107.04109276104126,193.25926384609133,13605.222797089387,85.46743700751826,74.50563413156709,70.97308961215467
4000,107.36457288576285,193.43251225739945,13620.666834294361,85.52892795926866,74.60137075419313,70.99955669244305
4100,107.39168441885464,193.6326304924556,13624.531403090916,85.8671561671169,74.6787297234024,71.03194346693168
4200,107.55477460205938,193.84686030691654,13629.025076408996,85.89663337890383,74.77705420637737,71.0629666805914
4300,107.92647063809395,193.8611455912051,13627.00708033308,86.24856393383705,74.84543850215535,71.09200208907752
4400,108.13257483084827,194.1000155487449,13641.275831310468,86.3847126198193,74.95131450249046,71.12241065048754
4500,108.3057871766121,194.34476649843066,13643.470474374937,86.55687508428898,75.04888962370244,71.15623073708718
4600,108.48935687580084,194.51532148023998,13643.708593491623,86.61642692596784,75.16192330203371,71.19245502133889
4700,108.68954611075928,194.71651177504324,13649.958194117173,86.9364116694023,75.21864436280593,71.22283543759599
4800,108.79913238596524,194.82249547577166,13654.876246103191,86.99495731436747,75.36149512872133,71.25753144424237
4900,108.97703968833436,195.06263760609602,13661.700614637948,87.37299566612758,75.4279660528664,71.29018710500121
5000,109.10528061807885,195.37565934870267,13664.668146935153,87.42693456871508,75.54674871045941,71.32776744805992
