milliseconds,S,N,T
0,0.09939030455043595,0.20018120077596613,0.09969961410402349
100,0.10009744120229731,0.19976011256417825,0.09992266652026782
200,0.10188810015824855,0.19942670221552833,0.10047070708035927
300,0.10229271173583016,0.19895725738774792,0.10052014889331029
400,0.10326231426804636,0.19899121015863266,0.10025022309353547
500,0.10408521895977346,0.19839815734488586,0.10042530109419683
600,0.10490969559000397,0.19849012924530834,0.10066559380164354
700,0.10596133738936503,0.1980619103782814,0.100938134756447
800,0.10649928133477694,0.19754701986037645,0.10124303302345415
900,0.1074455838595672,0.19756975239086796,0.10103985309166078
1000,0.10911495350722412,0.19764718419319888,0.10167266601778739
1100,0.10894841346984897,0.19701532355647652,0.10145064007373153
1200,0.11015483365404755,0.1969385283143411,0.10148489251437141
1300,0.11090077336581007,0.19679423858874856,0.102140039300151
1400,0.11222075363054321,0.19661496919976837,0.10202231896458831
1500,0.1126280252850764,0.1962285430028199,0.10233734683717534
1600,0.11256079103681275,0.19599136707846002,0.10224941753706283
1700,0.11485103864285769,0.1957159980031589,0.10283031964213327
1800,0.11404795217449518,0.19549357124562752,0.10304328393088392
1900,0.11597664021240119,0.19523118192498135,0.10302353697758788
2000,0.11623312794349494,0.19479733806377367,0.10303353341881162
2100,0.11597042660487229,0.19493515287304156,0.10358089377209122
2200,0.11705296228305775,0.19425764499825515,0.1035289795638807
2300,0.11905998382136013,0.1942257947260922,0.10346632076371554
2400,0.11835356374163877,0.1943325354536226,0.1037235731012302
2500,0.12044835939021555,0.19406522546997038,0.10410310084435792
2600,0.11992107913641104,0.19357191923205902,0.1043660565896065
2700,0.12109320829264685,0.19375602101473904,0.10478246685220154
2800,0.12071431626431355,0.1932261862352815,0.10484463102520468
2900,0.12323107364297917,0.19301966529626732,0.10488906795830835
3000,0.12386048414515236,0.19271407551402603,0.10505677449679714
3100,0.12372738447190199,0.19276329134208828,0.10512826092265352
3200,0.12477185827896452,0.19251634119544084,0.10532826298152458
3300,0.12538607378705424,0.19225511148878735,0.1056140164686943
3400,0.12490656075700636,0.19197616365449705,0.10595938053990575
3500,0.12606909141136477,0.19180293501948265,0.10662176994053375
3600,0.12580064474696037,0.19184219860069382,0.1067565481559221
3700,0.1275659648123702,0.1914922207556004,0.10695192635277898
3800,0.12777589555166108,0.19158472963718748,0.10685210282508079
3900,0.12864620637903448,0.19099322139444314,0.10745828242549353
4000,0.12964896335635412,0.19089201904178543,0.10726431656079692
4100,0.1290879101821641,0.19074902421967443,0.10764160332897833
4200,0.13054767672497194,0.1906656481264053,0.10818876002695252
4300,0.1311066592876777,0.19042888195032648,0.10817857303474503
4400,0.1313471671684739,0.1903273910816281,0.10879186161323785
4500,0.13060147093760138,0.19005249099155036,0.10858186706881141
4600,0.13148014069215966,0.1901051179120564,0.10940078624953765
4700,0.13345252145560188,0.1896444844357793,0.10935333357751835
4800,0.1327387255436389,0.1897269497672171,0.10967097763910372
4900,0.13340864024423107,0.1896935686022522,0.10990705166328799
5000,0.1346671298123185,0.18925958318126607,0.11032037735080424
