milliseconds,S,N,T
0,0.10036941135614628,0.20028240144912618,0.09991198936631117
100,0.1017200313211878,0.19963526546486335,0.1002183680960383
200,0.10274141756711819,0.19958431135555305,0.09994416800612749
300,0.10301811215457461,0.19901967839848775,0.10050449028217567
400,0.10344011286706731,0.1990476442419108,0.10048246928576865
500,0.10389326373665499,0.19862887096148293,0.10049905272817132
600,0.10553122186872223,0.19846355722549866,0.10106897538086088
700,0.10591389050357322,0.19821320763965303,0.10074799915997536
800,0.10778198286617942,0.19791021412078796,0.10112138012124346
900,0.1086836871597582,0.1977217953650258,0.1014161676203499
1000,0.10794296552225616,0.1974911284136729,0.10115538844747687
1100,0.10917735667953397,0.1972618450219469,0.10156843758744555
1200,0.1096063138644528,0.19660573706321202,0.10189166547189486
1300,0.1105100903796222,0.19673984113249024,0.10164479404270964
1400,0.11245165404194876,0.19669800782288652,0.10191695990474962
1500,0.11244935950441637,0.1963540262108028,0.10217101415619527
1600,0.1127534867546625,0.1958953828960502,0.10268598271135364
1700,0.11307899373265096,0.19572742827258277,0.10243965277995115
1800,0.11471993453878047,0.19548801268609298,0.10272895513323184
1900,0.11450687418225428,0.194986571826523,0.1028727671064334
2000,0.1160370070365806,0.19524523262355248,0.10314632716657665
2100,0.11626688670642259,0.19508494139271995,0.10308775857000091
2200,0.1175861613959638,0.1944560240861285,0.10380244614533968
2300,0.11778212261889728,0.1941067571854358,0.10344008391018134
2400,0.11910517071014272,0.19390321721025447,0.10414137899271403
2500,0.11944221134775158,0.1940140999367514,0.10400189615556209
2600,0.11963084515504735,0.193600833095674,0.10459606891785922
2700,0.12149754056691422,0.19373628582448,0.10465125252091692
2800,0.12169167003916027,0.1935933492043766,0.10459025875546311
2900,0.12246475076974578,0.19330804732525622,0.10489110162291722
3000,0.12328740487045167,0.19282694764807984,0.10511843853535696
3100,0.1232383268333876,0.19290171915518778,0.10510002700361278
3200,0.12319634399886073,0.1926438108174415,0.10554796158236082
3300,0.12384536246857432,0.19208448634202538,0.10599889953111895
3400,0.12492125372721533,0.19233259960063168,0.10615817832447154
3500,0.1257396593426862,0.1920590523469435,0.10617901423311989
3600,0.12618300128566526,0.19191774849537788,0.1064272794507497
3700,0.12805933758779328,0.19143819119403047,0.10684953590345227
3800,0.1279358472516929,0.19136390634151684,0.10713524056023914
3900,0.12905620189031147,0.19096609380466623,0.10715545942658962
4000,0.1278538108458012,0.19082218368489826,0.10730138934715683
4100,0.12944258212297333,0.19062996850774658,0.10753643864792993
4200,0.13068151316762672,0.19082230207455672,0.10837271582798724
4300,0.12982061658660826,0.19058931746776434,0.10832470691128218
4400,0.1300490306045004,0.19023618330099634,0.10867260510457558
4500,0.13081693096672878,0.18998348832131007,0.10861987275992765
4600,0.13202372388873396,0.19009879116978376,0.10933776722242775
4700,0.1315509840777876,0.18959404091065088,0.10928482958502875
4800,0.1326050774943258,0.1895276044221524,0.10990485054993156
4900,0.13285208539811802,0.1891990950197798,0.10984014121214332
5000,0.1349233642766114,0.18942042758226776,0.11003584385106654
