milliseconds,S,N,T
0,0.09926277339614764,0.20007204488892974,0.0998248397897697
100,0.10002887227567137,0.1998160108224,0.09996036177299704
200,0.10079150164292605,0.19973156195522873,0.09996530408084477
300,0.10278393267763092,0.19927002828208434,0.10058366531319635
400,0.10411776565195008,0.19866093948962146,0.10066265927665691
500,0.10524455840667755,0.1984177455671905,0.10050906304153144
600,0.10501647243744971,0.19856751710140003,0.10055661225368107
700,0.10548121565914861,0.1981126811872614,0.1009115543552834
800,0.10691381701502879,0.1981758414490789,0.10115657463531418
900,0.10764575438597096,0.19729681345570943,0.10092879133101294
1000,0.10930834979747918,0.1973188328606384,0.10166772273300805
1100,0.10950825111260391,0.19724202188687057,0.10125377886507292
1200,0.1107588282198755,0.19673330080011067,0.10141410334416659
1300,0.11082705116763207,0.19645304997812346,0.10165420532109506
1400,0.11110400463801781,0.19629026594978305,0.10216357302192637
1500,0.11322158896429424,0.19638756163080578,0.10248971898056772
1600,0.11339799891041691,0.19577381321362372,0.10239565438295668
1700,0.11474894263417547,0.19543362682539353,0.10227731741620016
1800,0.1156472526323895,0.19575294812527685,0.10282072497652209
1900,0.11547733668301098,0.19549521526842897,0.10263216243655847
2000,0.11566228156650103,0.1949579240506081,0.10324980270579329
2100,0.11760946266601854,0.1950765119893709,0.103319619975547
2200,0.11725372122849305,0.19446845100821664,0.10327828333233882
2300,0.11772901268525454,0.19448103512827195,0.10372418257198791
2400,0.11940984387837673,0.19396175280210246,0.10398164158418224
2500,0.1195834588741975,0.1941182013759122,0.1043674769140914
2600,0.12016067646577107,0.1939022520152707,0.1044493368694528
2700,0.12075370196739937,0.19349895940416353,0.1047604338745885
2800,0.12207643714691073,0.19339575615987395,0.10451048194253246
2900,0.12230103019955194,0.19337651546260207,0.10488724974031469
3000,0.12278801072707378,0.19297708008528916,0.10489824620826896
3100,0.1239050196177765,0.19282778411408197,0.10552004975130645
3200,0.12441184838248795,0.19266026068501624,0.10551904526853248
3300,0.12559762840443722,0.19235134291538097,0.10556426001128237
3400,0.1252820587858799,0.19186843964672567,0.10593529367489547
3500,0.12630674909653988,0.19163699581532845,0.10613961083079344
3600,0.1270782754749853,0.1914297396737263,0.10674588664033742
3700,0.12613812801194835,0.1918267799757826,0.10690734439976453
3800,0.12727752300693335,0.19157152746729908,0.1068829572383918
3900,0.1289616784802982,0.19120506066752604,0.10730210835227419
4000,0.12976160333332196,0.19119544664710036,0.10779817647646443
4100,0.12837587688588797,0.19055847717889995,0.1075737138512666
4200,0.1290413781136957,0.19065052853364797,0.10813017969709622
4300,0.13112775395104095,0.1904607417867549,0.10845226983268134
4400,0.13179796389747375,0.19035154835838286,0.10881315657639849
4500,0.13244409856453437,0.1899355743174092,0.10880134154103085
4600,0.1319510965551899,0.19018310017890225,0.10923194251050582
4700,0.13187909537912768,0.18979776649718016,0.10925054616021007
4800,0.13380486611442494,0.18956696590821162,0.10974429655986483
4900,0.1328683442281045,0.189700120070062,0.10994718295781976
5000,0.13326561815442292,0.18900209400069307,0.11035118120979383
