milliseconds,S,N,T
0,0.09971303160042834,0.19975819234126452,0.09983090195161087
100,0.10162342951014211,0.19944198169959326,0.10028639649592706
200,0.10277261468037929,0.19956721282940462,0.10004750028416139
300,0.10268418792798471,0.19935086617005357,0.10050269012226112
400,0.10343380605445014,0.1991659898439235,0.10068150246533233
500,0.10442038302838683,0.19838784875453072,0.10042945397680075
600,0.10543414444148133,0.19820126288798168,0.10105963274111011
700,0.10611071578776432,0.19791449835803374,0.10064306236839919
800,0.10758453811909821,0.19815392862046868,0.10130345436630572
900,0.10743776097150466,0.19764445247320936,0.10131364567914643
1000,0.10926375342152712,0.19717025410050842,0.10162671825302301
1100,0.10935422120641813,0.19719537934914,0.10150742076096131
1200,0.11090827266238662,0.1971592439904001,0.10147310995399474
1300,0.11171743066599324,0.19643785873607847,0.10177916440809627
1400,0.11201935398505249,0.1961882486198,0.1021773649359155
1500,0.11288630696711201,0.19601200382960926,0.10220036556086151
1600,0.11326949608518665,0.1958344368759898,0.1024313749320814
1700,0.11464763367371719,0.19556050503454003,0.10284544511763054
1800,0.11550140888928231,0.19551067230674327,0.10244215538950154
1900,0.11493749136546155,0.19510026418278428,0.10275300720157737
2000,0.11529909120450184,0.19527876609369355,0.10328417278671989
2100,0.11600385137878715,0.19449846427566392,0.10307354392652418
2200,0.11851422063682013,0.1946384541485523,0.10327318826237511
2300,0.11771763458587954,0.19417907217852035,0.10399710043415077
2400,0.11914619333338741,0.194095928803309,0.10365887472663647
2500,0.12051641901710317,0.1937140263640852,0.1043515537140475
2600,0.11976926007427664,0.19373224264305416,0.10405427116537379
2700,0.12171524807712251,0.1935565617856776,0.1045597571702634
2800,0.1209364609181556,0.19334927420238282,0.10492760543716795
2900,0.12253397750528032,0.19291569921974178,0.10503293150590186
3000,0.12343583157007373,0.19259528122695888,0.10524404753866778
3100,0.12362910774428776,0.19268679515608503,0.10556702594969317
3200,0.12461576983012182,0.19261141800570036,0.10537918283957508
3300,0.12376873111022357,0.1920360469832687,0.10584997331885848
3400,0.12561924893423096,0.19221516762617208,0.10590352826095761
3500,0.1255945274086237,0.19206402958218083,0.1065449834930196
3600,0.12636715090187806,0.19194120527296687,0.10633059104044207
3700,0.12731933874879015,0.1915125248172887,0.10678283504727644
3800,0.12815774663054738,0.19118243522668724,0.10683180083247894
3900,0.1283509054032004,0.1911255165896627,0.10724482213037456
4000,0.12955797051172235,0.190766377780427,0.10736289221891453
4100,0.12839102605753921,0.19107565856358963,0.10799282088563673
4200,0.1300048026217884,0.19046101623998346,0.10801567892938757
4300,0.12948718935966416,0.190204575229222,0.10830871144238391
4400,0.13131291257011055,0.1904737283185913,0.10838163221463364
4500,0.1310684357634596,0.1903506831216163,0.10901477906576862
4600,0.13220046380658107,0.18978655870953667,0.10916795739400305
4700,0.13197176280550055,0.1895255512099879,0.10936082926265134
4800,0.1338811216792209,0.1899273951020904,0.10937714208510456
4900,0.1326513681352907,0.1895638303261483,0.1100643022672524
5000,0.13396810642791251,0.18947145398934093,0.11033257612774061
