milliseconds,LCKi,LCKyi,LCKya,LCKyiya,LCKpi,PD1,PD1p1,PD1p2,CP1,SHP2,CP2,CD28a,CD28i,PI3K,PI3Kb,CD3a,CD3i,ZAP70a1,ZAP70i,ZAP70,ZAP70a2,LATa,LATi,GADS,SLP76,SLP76i,SLP76a,GADSa
0,25.0,25.0,25.0,25.0,0.0,500.0,0.0,0.0,0.0,300.0,0.0,0.0,250.0,500.0,0.0,0.0,50.0,0.0,0.0,300.0,0.0,0.0,300.0,300.0,300.0,0.0,0.0,0.0
100,24.99999600000032,24.998126570254378,24.999852500442294,25.000149999557493,0.0018749297455063704,487.6514853158481,11.323991933737553,0.20606223040442603,0.8078332336774653,299.18153947837,0.010627287952602097,0.9981458478621061,249.00181919456722,499.9999650424295,3.4957570704790925e-05,6.068445593307868,43.925091091526106,2.169525332880009e-08,0.006463293469874978,299.99353668483405,8.169723232722344e-13,4.9033305960062085e-15,300.0,300.0,300.0,7.348590242331872e-19,1.5262900949058148e-35,1.1307702726352365e-17
200,24.99999200000128,24.99625328101048,24.999705001769193,25.00029999823,0.003749718989050701,475.66465510403856,21.222608935523418,0.753804846094288,2.2961189325363804,297.6410688838417,0.06281218362169112,1.9907934886757646,248.00906690673008,499.9998603954061,0.00013960459418396441,11.58604039062254,38.38886053201417,1.6984021159060861e-07,0.025098907510132232,299.9749009226368,1.2850421798983344e-11,1.5434922617991168e-13,299.9999999999999,300.0,300.0,8.656261509616215e-17,5.665384902040002e-32,6.599274856523751e-16
300,24.999988000002883,24.994380132257756,24.999557503980675,25.000449996017526,0.005624367741170223,464.06560394825703,30.306263142470414,1.585510007699474,3.878764965230841,295.9573770966898,0.1638579380781208,2.97461498699477,247.02507157774153,499.9996865647366,0.0003134352637229956,16.50729927144976,33.43800442818293,5.601559420459093e-07,0.05469574014737131,299.9453036996328,6.389857599312133e-11,1.1523573588768175e-12,299.99999999999886,300.0,300.0,1.366069268299639e-15,6.717209575777623e-30,6.882869574385866e-15
400,24.99998400000512,24.992507123985686,24.999410007076744,25.00059999292006,0.007498876012401383,452.8485500499732,38.771294149862996,2.6685390542493312,5.400738099799346,294.28838325235756,0.3108786478410309,3.946351284952885,246.05309300537965,499.9994442903328,0.0005557096674797382,20.81151310950231,29.094514631428744,1.2958328613502128e-06,0.09397096303781888,299.90602774093117,1.9818701468825068e-10,4.771552670705756e-12,299.9999999999952,300.0,300.0,9.48046268329212e-15,1.9406521604972503e-28,3.5538456615966355e-14
500,24.999980000008,24.990634256183732,24.999262511057392,25.000749988937613,0.00937324381327983,441.9997287402051,46.69676250826025,3.9781035870845187,6.8261185895329834,292.67459483387074,0.4992865765913046,4.903079169642446,245.09605535907534,499.99913452871806,0.0008654712822046258,24.503626781094965,25.354745052082656,2.4670930548931417e-06,0.14162569925490992,299.85837183317767,4.7444923644442e-10,1.4300383430833396e-11,299.9999999999856,299.9999999999999,300.0,4.1991113823694126e-14,2.5880776445090923e-27,1.2498724408020254e-13
600,24.99997600001152,24.98876152884135,24.999115015922612,25.000899984070195,0.011247471154340431,431.5039439816219,54.12741122527106,5.4928224002385235,8.151230312355139,291.1241776054323,0.7245920822082443,5.842210730191187,244.15654769888977,499.9987584290812,0.0012415709190312257,27.60916939692385,22.194432255382832,4.151287002594742e-06,0.19639419544255995,299.80360165230655,9.639826292184404e-10,3.4927377791740906e-11,299.99999999996464,299.9999999999996,299.9999999999999,1.4010445840481456e-13,2.1275305190632193e-26,3.450912848773432e-13
700,24.999972000015678,24.986888941948017,24.9989675216724,25.001049978317806,0.01312155804611726,421.3463097947692,61.09685399927428,7.193475629422015,9.380643241025048,289.6366394219072,0.9827173370574742,6.76146707322121,243.23685023749718,499.99831731071873,0.0016826892815773673,30.168729414163916,19.574182669225927,6.413424006772676e-06,0.25708150143957215,299.7429120833878,1.7487527217664044e-09,7.406399638042676e-11,299.9999999999248,299.9999999999988,299.99999999999966,3.8464323366346474e-13,1.2426169861263484e-25,8.067818219064872e-13
800,24.999968000020477,24.985016495493188,24.998820028306753,25.001199971680453,0.0149955044991436,411.51266321644357,67.63407361251573,9.06256856996015,10.520691726847147,288.2093053974157,1.2700028757256656,7.658854784328123,242.33895785788536,499.99781264221383,0.00218735778648192,32.232741038430454,17.444659906333865,9.307021852918937e-06,0.32258974529865314,299.67740094476005,2.9196018977485876e-09,1.4160910918934357e-10,299.99999999985585,299.99999999999744,299.99999999999915,9.159181825075037e-13,5.670784426437854e-25,1.6707526202516495e-12
900,24.999964000025916,24.983144189466337,24.99867253582566,25.00134996415815,0.01686931052395194,401.98962142497277,73.76531118045503,11.084101614610564,11.577798746654338,286.83903421843166,1.5831670349071145,8.532649866717627,241.4645961553741,499.9972460220921,0.0027539779082474706,33.856895524352765,15.751157850911099,1.2875169380916978e-05,0.3919337449966375,299.6080533752595,4.574605711851761e-09,2.5015841371449186e-10,299.9999999997448,299.99999999999494,299.9999999999981,1.957080094495205e-12,2.151758505806381e-24,3.155048416733125e-12
1000,24.999960000032,24.981272023856935,24.99852504422912,25.001499955750887,0.018742976131073986,392.7645610029369,79.51485263872199,13.243401652978314,12.557922318094224,285.522815293011,1.919262388891309,9.381382777151414,240.61523638328788,499.9966191604397,0.003380839560686453,35.09830964220978,14.437425284688493,1.7151692731124134e-05,0.46424791460776993,299.53573492688207,6.817596654376759e-09,4.1516626815877765e-10,299.99999999957555,299.9999999999907,299.9999999999962,3.840264208278233e-12,7.051027930789085e-24,5.541524838463256e-12
1100,24.999956000038722,24.979399998654447,24.998377553517127,25.001649946458677,0.02061650133104066,383.82556260509796,84.90528406574882,15.526991365555114,13.466528344802125,284.25783803502543,2.2756336201623393,10.203821291514192,239.792112570073,499.99593386158756,0.004066138412851728,36.012474298365795,13.44871710876961,2.2162354625646474e-05,0.5387864208060081,299.4611914070827,9.75685208927921e-09,6.550676089918807e-10,299.9999999993288,299.99999999998386,299.999999999993,7.03491272038328e-12,2.0435374066005363e-23,9.1812795376098e-12
1200,24.999952000046083,24.977528113848347,24.998230063689675,25.00179993628153,0.022489886134382072,375.16135211207126,89.95758726221848,17.922478998689723,14.308697939680728,283.0414183716537,2.6498836886588655,10.998953450235048,238.9962385579289,499.9951920081642,0.004807991836139803,36.65120956182766,12.733845635569528,2.7926033166537174e-05,0.6149168631481314,299.38505519731495,1.3503982256286525e-08,9.913568934335343e-10,299.99999999898205,299.99999999997334,299.99999999998784,1.2178259740729295e-11,5.362751047123692e-23,1.4498896995976172e-11
