miliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6
0,-0.0013657002561447019,0.9910037165528643,0.9890926838941417,2.5153540396423164,1.366393760335005,1.4951320090544744,1.6223616320303704
100,0.06713124693355249,0.8392323766154587,1.0633132152302203,2.2280818550673227,1.4641617077814533,1.0837349372884648,1.5216071165133986
200,0.12833848484133709,0.6983974785726107,1.0905491253586288,1.9873960691205357,1.5374794454637115,0.9094339681663826,1.4598637349118722
300,0.17509042217316234,0.629088563244061,1.1010769698919676,1.8299678495471574,1.6323912696709575,0.9506820585374977,1.411297332006376
400,0.22602670501919056,0.5727094385764359,1.0907941162245338,1.7266645817631068,1.6511203652786393,1.1242173465758492,1.3640318254875072
500,0.2457831820476448,0.5148620624863888,1.0492486747303402,1.628477028138968,1.682678233281114,1.3163379115105527,1.3249029318552314
600,0.26952647162089133,0.48889939696333423,1.0277238059757439,1.5619268810829174,1.7252896812987828,1.5230022224094044,1.2650091248683744
700,0.28035675577977365,0.47669025728441417,0.9990342662580426,1.4997081493432756,1.7314527367459502,1.6997392255380828,1.2887244847158708
800,0.3037791258855158,0.4478303016392055,0.9625533919574236,1.4913680804532092,1.7865981043932548,1.8546720025947956,1.2798083223728238
900,0.3141040645805675,0.4280116042914412,0.9483824747611095,1.4199342762797844,1.7572053034004471,2.0242753144890213,1.3171723820059473
1000,0.31693390555753154,0.4380693275300845,0.9221489531653368,1.3810228079589997,1.8326958483152385,2.2368719022576236,1.3316858821102353
1100,0.3212468888528755,0.43232375921671723,0.8827183117713051,1.344977465193716,1.8485271363231541,2.353641672047933,1.3506066640539967
1200,0.34019326213742057,0.436151748830437,0.8415807299538113,1.2877146393550898,1.8922900177892772,2.5561967624090363,1.3976675581725988
1300,0.33657704954235734,0.4146254197744701,0.8331038234113256,1.255084768118238,1.9030443697231725,2.6788734422619442,1.4769410829817562
1400,0.34592140489705264,0.4106878069141363,0.813654891455553,1.2424726241667547,1.946357977591094,2.8253490200967133,1.5499568408939774
1500,0.3550572973630832,0.43835217374696683,0.7911746906479944,1.1887952579537158,2.001829961928612,2.9598346863924125,1.630331336836956
1600,0.37185307551873514,0.4291395426006203,0.7969392742733628,1.11686381603577,2.0286197961475443,3.0558210927585083,1.665142392277297
1700,0.37008611900506255,0.4524458226711133,0.7824619190537412,1.0957466822132609,2.06517783022257,3.144109820743474,1.7772411200558969
1800,0.38345475428307835,0.47761736575688746,0.7759284726193533,1.0388174610250502,2.1197229778477062,3.3048032350203216,1.8591650322604616
