milliseconds,As,Bs,Asyn,Bsyn
0,0.006000003800717325,1.976069069824259e-10,4.021979211307959e-09,-2.6359855461918975e-15
100,0.005999986388303926,6.85971386544016e-11,5.8901630455704015e-09,3.592916745582718e-15
200,0.00599999614551453,5.301401713753828e-10,1.2457710476732134e-08,2.4847816717843077e-15
300,0.005999980464565466,3.4228505151582423e-10,1.714756956527874e-08,1.0952192701077405e-15
400,0.005999969496034702,6.390976698491846e-10,1.3421107512043053e-08,-2.592237685693145e-15
500,0.005999966268041561,9.14744949185623e-10,1.9763373182079118e-08,6.214404033479732e-16
600,0.005999969174103718,1.234483788526654e-09,2.8324942036537863e-08,3.633446206226606e-16
700,0.005999949912871437,1.209936169573505e-09,2.311125065969079e-08,2.4583461899939e-15
800,0.005999947887848244,1.6494224474432516e-09,3.482222382541998e-08,3.5404781893986224e-15
900,0.005999941733990821,1.7956841504221971e-09,3.602111239771592e-08,3.1724191271119973e-15
1000,0.005999944057003518,1.9836924289608366e-09,4.096440859206455e-08,6.140972556507941e-15
1100,0.005999941579043054,2.0841880810832664e-09,4.177943627898248e-08,6.9913460023952975e-15
1200,0.005999922998446497,2.3078961414901258e-09,4.7845798411269984e-08,1.3585633052408952e-14
1300,0.0059999299243323435,2.4300663858885715e-09,5.1260005105400064e-08,1.1706983660657205e-14
1400,0.005999912128335546,2.7503166174338664e-09,5.5117814217343795e-08,1.0186212781424985e-14
1500,0.00599991244550233,2.6512669131852548e-09,5.986994088496913e-08,1.40788258533743e-14
1600,0.005999900053600105,2.8588353444369703e-09,6.957220829429302e-08,1.450357916467886e-14
1700,0.005999904523983354,3.1723592915744497e-09,6.683157057664658e-08,1.6607677014953082e-14
1800,0.0059998854595917275,3.3155072131656446e-09,7.988408275706777e-08,2.1850130278898108e-14
1900,0.0059998945774880404,3.4655062482265814e-09,7.777404676137867e-08,2.5120151068195444e-14
2000,0.005999883025798851,3.7086231544431334e-09,7.908574033738314e-08,2.1100354251386215e-14
2100,0.005999882507701644,4.047461153136668e-09,8.495921531939147e-08,2.7067881825011082e-14
2200,0.005999872448543142,4.016070958226229e-09,9.00538547610535e-08,3.368780898243892e-14
2300,0.005999859989608535,3.9593820212969265e-09,9.915988346098848e-08,3.168968318086665e-14
2400,0.005999855622186077,4.452283920081267e-09,1.0304802333733265e-07,3.8081087904444496e-14
2500,0.005999852850171259,4.5339617428214624e-09,1.0149269900182059e-07,3.7566739904053276e-14
2600,0.005999837454209758,4.837328920649784e-09,1.1073925290858909e-07,4.4329737828194673e-14
2700,0.00599983886557403,4.934999111336401e-09,1.0744594869944929e-07,4.346536184685306e-14
2800,0.005999832105389022,5.015101381042106e-09,1.1172776964935885e-07,5.2202282333087865e-14
2900,0.00599982488197008,5.109408609769822e-09,1.238994948923196e-07,5.482469411428058e-14
3000,0.005999813312155599,5.398456541951172e-09,1.2828800043454367e-07,5.715699026123465e-14
3100,0.005999810868061386,5.498054095233512e-09,1.235146027727864e-07,6.405652477352076e-14
3200,0.005999814712849956,6.000490544089385e-09,1.3582466818111976e-07,6.846349037354151e-14
3300,0.005999798195455501,5.679147243673216e-09,1.3332769836953197e-07,6.638738769270905e-14
3400,0.005999792595252166,5.951296968582162e-09,1.4260567006176733e-07,7.764120909955249e-14
3500,0.005999799492943732,6.156006644885151e-09,1.49716046312788e-07,7.505714229311107e-14
3600,0.005999778105990375,6.573731167077171e-09,1.465185036409408e-07,8.0383776256316e-14
3700,0.005999777684200136,6.860936175505757e-09,1.558710232131266e-07,9.055923584854535e-14
3800,0.005999779260506146,6.713203039176769e-09,1.577588775887881e-07,9.116751466837269e-14
3900,0.005999765299953448,6.876280696409212e-09,1.5752617303944336e-07,9.11830922540629e-14
4000,0.005999756336481529,7.086163556252054e-09,1.6098259264362128e-07,1.0316325316905159e-13
4100,0.005999754044576019,7.516681342756274e-09,1.6507768221404525e-07,1.0198020603928597e-13
4200,0.005999754481049567,7.452504377377978e-09,1.6938855069241528e-07,1.1207059539951177e-13
4300,0.005999752386950317,7.961014608322468e-09,1.8448645431229388e-07,1.1176848189022555e-13
4400,0.005999738752945528,8.032706424889402e-09,1.8216511911884497e-07,1.1979578275593513e-13
4500,0.005999727398199884,7.999443728354405e-09,1.869163489998795e-07,1.2374892672125568e-13
4600,0.005999720737295324,8.458775675734274e-09,1.9623768303173412e-07,1.3366589882655424e-13
4700,0.005999720896712362,8.639277687683328e-09,2.020035570631572e-07,1.366835851754331e-13
4800,0.005999716818994788,8.840167706124699e-09,2.0000914086625848e-07,1.4845953538621483e-13
4900,0.005999713094590135,8.851887778447066e-09,1.9999028824344025e-07,1.4616584430898176e-13
5000,0.005999695560063741,8.794924631730049e-09,2.0408393174312244e-07,1.5290683436828745e-13
