milliseconds,As,Bs,Asyn,Bsyn
0,0.006000003825284643,4.428668766479566e-11,-1.671956185845096e-09,4.746444252680056e-15
100,0.006000002367360342,1.560322103069796e-11,2.2087993894233596e-09,4.774683763821546e-15
200,0.0059999946503138495,3.0897982997117686e-10,1.0059821211590363e-08,3.8552406884307756e-15
300,0.005999988673855205,2.78479021088969e-10,1.2958370352629826e-08,-1.9197589046598217e-16
400,0.00599997716814933,5.712729202218911e-10,2.0875923347687212e-08,1.323528418775628e-15
500,0.0059999709917544376,7.740818814722458e-10,1.521588584842221e-08,6.293363766732924e-15
600,0.005999965214179696,1.054276333158021e-09,2.2652312339368168e-08,-4.647761041325815e-16
700,0.0059999522237084695,1.228612008638328e-09,3.2474937256337906e-08,7.420292122541686e-16
800,0.005999960457871052,1.3818053223543877e-09,3.226706590517053e-08,3.288571488856936e-15
900,0.005999938443839259,1.5834577287295222e-09,4.088813012664768e-08,2.346476904937735e-15
1000,0.005999937539609102,1.577233584744687e-09,4.407408616574002e-08,1.8593699041143996e-15
1100,0.005999939608517004,1.7346846646725594e-09,4.870585232997529e-08,9.06180686089612e-15
1200,0.005999923180769444,2.063271257450945e-09,4.831142844304596e-08,6.686845612806367e-15
1300,0.00599993028259759,2.4429867355785596e-09,5.2357033562527e-08,1.4864795079961545e-14
1400,0.005999917875031418,2.712830508004302e-09,5.4053854547423354e-08,1.2778907072584736e-14
1500,0.005999902755424906,2.76531419685168e-09,6.26105811360085e-08,1.0253339672285766e-14
1600,0.005999910400991647,2.7197813070163965e-09,7.285469238082136e-08,1.2692899830865072e-14
1700,0.005999905768081416,3.2480082590718818e-09,7.128719167130404e-08,1.7646092889377813e-14
1800,0.005999901166140033,3.1866549538741842e-09,7.302854316138807e-08,1.6846132239934526e-14
1900,0.005999886144993197,3.5928912114097554e-09,7.977612236606513e-08,2.0518748062523388e-14
2000,0.005999882981868927,3.4518899170991287e-09,8.724391094736832e-08,2.2780292864717804e-14
2100,0.005999872083590678,3.6478916771451296e-09,9.306417513726335e-08,3.1715459453764575e-14
2200,0.0059998701867021945,3.900034023043922e-09,8.810505827698072e-08,3.373976038371225e-14
2300,0.0059998543431006475,4.404207377432346e-09,9.237111605408784e-08,3.685925903792955e-14
2400,0.005999859416085827,4.487513189617409e-09,9.84996605476858e-08,3.507894502766795e-14
2500,0.0059998445198088685,4.493818862436077e-09,9.900728560287036e-08,3.8320781527612614e-14
2600,0.00599983659878678,4.440572182120403e-09,1.1059081130894092e-07,4.192164483764926e-14
2700,0.005999846311368887,4.773111168770311e-09,1.1134663644147488e-07,4.86364531252522e-14
2800,0.005999836851977419,4.809218535996571e-09,1.2159612623904374e-07,5.273578632643929e-14
2900,0.005999832934625772,5.379103585006933e-09,1.2453975968643553e-07,5.150994759529388e-14
3000,0.005999827962709105,5.470410047302874e-09,1.2167124787247176e-07,5.880034043360445e-14
3100,0.005999821489689142,5.737825057576885e-09,1.3512648696309889e-07,6.264786157113786e-14
3200,0.005999807869574366,5.944171273480947e-09,1.350696379252899e-07,6.669931728025273e-14
3300,0.005999800132451279,6.149311960351334e-09,1.3589712896194332e-07,6.519502889585058e-14
3400,0.005999796811178189,6.037066275887541e-09,1.3997183168007913e-07,7.475977587933048e-14
3500,0.005999789486779937,6.27479172948201e-09,1.475865358478968e-07,7.99685257306195e-14
3600,0.005999783064543181,6.378129965147925e-09,1.509297070873546e-07,8.025712305945863e-14
3700,0.0059997821548217955,6.4571605643045e-09,1.5435188490389237e-07,8.756510197275943e-14
3800,0.005999781491194806,7.0945775911486176e-09,1.52238993045993e-07,8.942267088711193e-14
3900,0.005999764787522257,6.944320639542017e-09,1.6863701915648102e-07,9.43987406407965e-14
4000,0.005999765132688414,7.449264215281044e-09,1.721426526906758e-07,1.0058776503232676e-13
4100,0.005999757431810566,7.516610433000741e-09,1.6704895464617335e-07,1.0658998736669086e-13
4200,0.005999757969754626,7.820581176088963e-09,1.7684971275120688e-07,1.0619007871757842e-13
4300,0.005999744821069362,7.623848550656627e-09,1.7980801673273673e-07,1.1640311619385878e-13
4400,0.005999740650238363,7.676797525580964e-09,1.8234209137253345e-07,1.1903105954635465e-13
4500,0.005999723986499071,7.836643026197913e-09,1.918654046446626e-07,1.2887132026799253e-13
4600,0.0059997186905215725,8.083158470024357e-09,1.878598575063661e-07,1.3782601350765131e-13
4700,0.005999712122822867,8.5880055415755e-09,1.945514178597474e-07,1.361611364677809e-13
4800,0.005999718750889275,8.891837240784033e-09,1.9610427610517528e-07,1.4127531447942952e-13
4900,0.005999700095523409,8.750753533954951e-09,1.9915852912872828e-07,1.5452074609007596e-13
5000,0.005999710433721185,9.244768554405972e-09,2.1405974913250527e-07,1.5902792483847137e-13
