milliseconds,As,Bs,Asyn,Bsyn
0,0.006000003577920891,-1.7904768016790736e-11,-6.168092708986577e-09,9.976236780054279e-16
100,0.005999999358918156,2.4012971568510443e-10,5.466887075731189e-09,9.676196642177332e-16
200,0.005999984035646612,2.551722564408754e-10,5.497836851676218e-09,1.1155293160109421e-15
300,0.005999980978772732,5.574783906885829e-10,7.653696174530162e-09,-5.845109397825863e-16
400,0.005999982352205662,8.439101858203978e-10,1.0591119785234913e-08,3.3428376152763006e-15
500,0.0059999622815706324,9.477087113339016e-10,1.6305965739127742e-08,-2.3498560819463216e-15
600,0.00599996988688776,1.1194694233120022e-09,2.1103285414774874e-08,-2.9116405199319537e-16
700,0.005999961963360383,1.3707710094245821e-09,3.2896194954584606e-08,-1.45356665229728e-16
800,0.005999955617902184,1.5187237400051796e-09,3.8196509611740535e-08,7.24156586147412e-15
900,0.005999952368642846,1.4745677287717551e-09,3.6834893693650614e-08,2.8725673824282083e-15
1000,0.005999932269762041,1.971421440441093e-09,4.4132389088893265e-08,1.8299348461361578e-15
1100,0.005999936777188421,1.7125042582766577e-09,5.169762800968262e-08,1.0097834444147541e-14
1200,0.005999922097789034,2.3471803226412435e-09,5.0159886217224806e-08,1.0220351895012874e-14
1300,0.005999916904313288,2.3497504231071624e-09,5.319380593468641e-08,1.5493867352766322e-14
1400,0.005999909388874341,2.556516769266846e-09,5.459763881199378e-08,1.0261979596400731e-14
1500,0.0059999119258237294,2.6619836727394795e-09,6.233569716622891e-08,1.4929422349306046e-14
1600,0.005999906405494173,2.851050535893821e-09,6.103850568694037e-08,2.0568392675779575e-14
1700,0.005999897219898468,2.8909441768804396e-09,7.324151667117336e-08,2.0262523811641565e-14
1800,0.00599989139810883,3.1101787256474972e-09,6.996576810612128e-08,1.98127283233903e-14
1900,0.005999887047938052,3.5269798084810693e-09,8.254325365033431e-08,2.3393531733162356e-14
2000,0.005999886893214922,3.767187474927325e-09,8.921728603771621e-08,2.314126355679894e-14
2100,0.005999880397004521,3.8027319543962854e-09,8.224419613683866e-08,2.3373917822974855e-14
2200,0.0059998680554710125,3.941695837686006e-09,8.833482795271492e-08,3.20215150424556e-14
2300,0.0059998581855526855,3.922137490646764e-09,9.940057903806803e-08,3.7826950606857045e-14
2400,0.005999863535148377,4.505828819962035e-09,9.859203134255174e-08,3.843123810888918e-14
2500,0.005999856804032147,4.480481675806545e-09,1.0009119199970407e-07,4.2759696628303764e-14
2600,0.005999841487919637,4.450423045690334e-09,1.0867996443184222e-07,4.543167747733355e-14
2700,0.005999832804251041,4.7950181118371614e-09,1.1461716308496897e-07,4.9427159046475416e-14
2800,0.00599983629758131,5.135054752177564e-09,1.162496334373696e-07,5.278545683124932e-14
2900,0.005999836029323896,5.2629048302570765e-09,1.2604081942199098e-07,5.1653341117586216e-14
3000,0.005999821591860771,5.2665485771528605e-09,1.258508658969816e-07,5.5872067736226856e-14
3100,0.005999808036920715,5.491098554795433e-09,1.326668588091527e-07,6.505315936737308e-14
3200,0.005999803369896425,5.937026348499707e-09,1.3899923615085865e-07,6.605315163121689e-14
3300,0.0059998022273361545,5.83345117619135e-09,1.4124978803050793e-07,6.469550364068645e-14
3400,0.005999802872839738,6.10806441761066e-09,1.4182937543492082e-07,7.718040219896235e-14
3500,0.005999797216554201,6.2475096153791545e-09,1.4319437399049172e-07,7.397033274187955e-14
3600,0.005999787350883401,6.3699526284868065e-09,1.5445618959294563e-07,8.109209328892508e-14
3700,0.00599978388600136,6.5910684244713455e-09,1.5172425883179279e-07,8.175642048493067e-14
3800,0.005999775600888257,7.028632104151056e-09,1.56078814842743e-07,9.210909688681447e-14
3900,0.005999764131855756,6.761966141452622e-09,1.6583590078089816e-07,9.666128970773748e-14
4000,0.005999756205092663,6.950306714399546e-09,1.633013085952302e-07,1.0511185419411972e-13
4100,0.005999759475511613,7.140246753496585e-09,1.680987883849609e-07,1.0346796977085182e-13
4200,0.0059997482817006125,7.749029657791347e-09,1.690489343380584e-07,1.1420539702099684e-13
4300,0.005999750579530889,7.857364784329718e-09,1.7799906081544056e-07,1.1199060757756388e-13
4400,0.005999738972400542,7.896940922156038e-09,1.8854672999683284e-07,1.2488251131567869e-13
4500,0.005999735219454874,7.928344549119787e-09,1.8210431543907444e-07,1.264626307759655e-13
4600,0.005999723326462634,8.500282290121337e-09,1.949341295410959e-07,1.369005698036799e-13
4700,0.005999712153449801,8.42139158835834e-09,1.953409896076719e-07,1.3827499261624684e-13
4800,0.0059997133308952585,8.655744447831738e-09,2.0550965477176643e-07,1.4128950039433032e-13
4900,0.005999707303461673,8.667990958430008e-09,2.0662458693014665e-07,1.4691123107351296e-13
5000,0.005999704499329344,8.926561405727884e-09,2.1272412466261007e-07,1.6129431756248785e-13
