milliseconds,As,Bs,Asyn,Bsyn
0,0.006000003218558539,-2.1066032364733688e-10,-1.5691217779745946e-09,1.9961008709415087e-15
100,0.005999997693868824,2.0765715229195556e-10,4.9930016310164185e-09,4.386057145742526e-15
200,0.005999995415351549,9.383827883397302e-11,1.4466498806702435e-08,2.398111423733021e-15
300,0.0059999875955184506,6.367125340420971e-10,1.1299184557317009e-08,2.971796553982011e-15
400,0.005999972704156496,6.882337126930732e-10,1.6087844187403904e-08,3.5037500569477518e-15
500,0.005999978591898624,8.187699423657097e-10,1.7173894672874673e-08,3.4726783765014328e-15
600,0.0059999668195658785,1.1829667774604031e-09,2.6602293521228606e-08,8.506118235618422e-16
700,0.005999965730533924,1.2205096166607363e-09,2.998372257583578e-08,5.129866849105111e-15
800,0.005999948251441048,1.4844718824518544e-09,3.7225891105284184e-08,-6.079570332636732e-16
900,0.005999953636679157,1.390575664667091e-09,3.304352137855979e-08,6.462348268824432e-15
1000,0.00599994894273302,1.9316385305748082e-09,4.4165054513539767e-08,2.935009251480161e-15
1100,0.005999940889793754,1.945897073719218e-09,5.096392212376989e-08,1.0749018863500371e-14
1200,0.005999930623990158,2.3649971864862e-09,5.578738368753352e-08,1.2050451703290608e-14
1300,0.0059999193166847065,2.087029125185054e-09,5.4507829518852867e-08,1.3427595234108877e-14
1400,0.0059999253339738535,2.4046499587366683e-09,6.408495883829167e-08,1.4123907343090135e-14
1500,0.005999907896889322,2.6811658741145616e-09,6.502361967716983e-08,1.2746069253283564e-14
1600,0.005999905357578041,3.095510673824372e-09,7.269546076399257e-08,1.623632904849606e-14
1700,0.005999902124462658,3.2370922859935942e-09,7.149053837768596e-08,1.8303954894738695e-14
1800,0.005999889080074906,3.2989701273255867e-09,7.904346134131793e-08,1.9920065039468983e-14
1900,0.005999892260674763,3.4240878275249515e-09,7.451553299237435e-08,2.0635611499058367e-14
2000,0.005999885816640406,3.5151211079474017e-09,7.72278131298544e-08,2.1911045612984057e-14
2100,0.0059998836094128,3.66348005263594e-09,9.043802447664127e-08,2.7990154871819228e-14
2200,0.005999862469755284,4.139385580246413e-09,8.797334624199536e-08,2.772553574915757e-14
2300,0.005999854391005052,4.024123027548457e-09,9.936210584460146e-08,3.0976431244168924e-14
2400,0.005999850601570396,4.182032774193314e-09,9.388513740068272e-08,3.662534012206648e-14
2500,0.0059998559346571695,4.243399252027176e-09,1.0340405251037037e-07,3.7878381388408225e-14
2600,0.005999848399227956,4.692705994199358e-09,1.0239814971497774e-07,3.9467233884459955e-14
2700,0.005999845565719019,4.876912560086076e-09,1.1090773451234977e-07,4.1261132830239876e-14
2800,0.005999834529896636,4.909856173507233e-09,1.1141986621090193e-07,4.912431780405925e-14
2900,0.005999826422109646,5.458639239532045e-09,1.222625757981945e-07,5.504015226570789e-14
3000,0.005999823225460953,5.316545821531123e-09,1.2991647081609498e-07,5.690992940553461e-14
3100,0.005999822438707111,5.534358187976888e-09,1.3055991737641548e-07,5.576031097590955e-14
3200,0.005999805918489695,5.634293584730286e-09,1.3115582731816823e-07,6.769768954057781e-14
3300,0.005999802952625577,5.690274186490316e-09,1.432846421427067e-07,6.627579419146026e-14
3400,0.005999800213802835,5.867715180067733e-09,1.356696436571889e-07,7.677684633919657e-14
3500,0.005999791273850221,6.034265753070095e-09,1.440472989310806e-07,7.979581586262306e-14
3600,0.005999787278496949,6.2730543271491895e-09,1.5306427827594221e-07,7.898073737397296e-14
3700,0.005999784700939085,6.5365142589656484e-09,1.5468386467751277e-07,8.48469292003751e-14
3800,0.00599978187596454,6.671940962137861e-09,1.60822304611435e-07,9.132905650006825e-14
3900,0.005999764068846906,6.784123930019392e-09,1.6175560562904857e-07,9.355284732738389e-14
4000,0.00599976611118374,7.2862345288058114e-09,1.7224266693978038e-07,1.0023223934277209e-13
4100,0.005999763166961995,7.643242105444192e-09,1.761981323786921e-07,1.0804761564124217e-13
4200,0.005999745561865578,7.59930790747125e-09,1.769028326386305e-07,1.1288770987266484e-13
4300,0.005999736686186011,7.656461732642148e-09,1.748642491065228e-07,1.1574581508121682e-13
4400,0.005999739515690462,8.122146658458916e-09,1.84682601597684e-07,1.2432331441041953e-13
4500,0.005999729360918499,8.28673322569827e-09,1.878573197567254e-07,1.3097895239986794e-13
4600,0.005999717538656524,8.054183830374242e-09,1.8847585135382497e-07,1.339404470977755e-13
4700,0.005999716748724617,8.630259054863262e-09,2.013986925164169e-07,1.3924271723314952e-13
4800,0.00599970932425878,8.390613011840609e-09,1.9387432486363492e-07,1.4380392347727287e-13
4900,0.005999713362799904,8.837152794392121e-09,2.066967509022832e-07,1.5570601069278782e-13
5000,0.005999706412790628,9.103736507353299e-09,2.022215474281194e-07,1.529083323140026e-13
