milliseconds,As,Bs,Asyn,Bsyn
0,0.006000007459335319,-2.1858374425104042e-10,-6.163239710865232e-09,-4.1327513102493965e-15
100,0.0059999871272114255,2.360047676817787e-10,1.343646825530879e-09,3.063540789659832e-15
200,0.005999987929232237,2.5279590519041615e-10,9.78660348600389e-09,3.843020459757651e-15
300,0.005999976658027668,3.2765910488058007e-10,1.8125753492314634e-08,5.310530051652424e-15
400,0.005999978151879349,7.830823184697091e-10,1.138827321159286e-08,-3.764216848192992e-15
500,0.005999964126401576,6.371677616148703e-10,2.128417019405709e-08,-3.7607426890893894e-16
600,0.005999971511087544,8.32563154241538e-10,2.605408952017236e-08,9.05925968772744e-16
700,0.005999957461090259,1.4363679191301165e-09,2.8006828608145683e-08,7.556485062270509e-15
800,0.005999947290562074,1.1947952401546294e-09,2.9101722082853215e-08,6.2419670715368474e-15
900,0.005999941754962056,1.8098221337236793e-09,3.5157025092889034e-08,9.918995498442888e-15
1000,0.005999947321651649,1.7069865178324494e-09,4.595863059062056e-08,1.0468409662851834e-14
1100,0.005999943322984798,2.1628879854387145e-09,4.095000453242721e-08,6.644786800215241e-15
1200,0.00599992322316844,2.2879906433159496e-09,4.714703273932886e-08,1.2887677022267026e-14
1300,0.005999916359271583,2.2401396995492957e-09,5.227454118931843e-08,1.1510055068296038e-14
1400,0.005999919813470638,2.6588592874212603e-09,6.423907956130754e-08,1.092116378019273e-14
1500,0.005999907398175224,2.658608343764627e-09,6.16030309545262e-08,1.2159052111983778e-14
1600,0.005999908643870901,2.9646666352180964e-09,6.501150207314785e-08,1.815600303145865e-14
1700,0.005999894716025562,2.9634416000680484e-09,6.539933242875107e-08,1.8417319028710093e-14
1800,0.0059998854979547685,3.4589779448456363e-09,7.494483412547175e-08,1.665810162092736e-14
1900,0.005999884242385925,3.6141799380003614e-09,8.051149680886178e-08,1.9739733601429855e-14
2000,0.005999880342831106,3.7452607154564895e-09,8.860509710697563e-08,2.5657166694414657e-14
2100,0.0059998796693855015,3.664473664980427e-09,9.125436011830983e-08,2.3988946555411645e-14
2200,0.005999873514204633,4.1528245131968986e-09,9.613896959910796e-08,2.91832141080716e-14
2300,0.005999870109471216,4.278856410416893e-09,1.0067699117398916e-07,3.7632195057321097e-14
2400,0.005999854225823361,4.492661513946447e-09,1.0364433486569495e-07,3.501990262322636e-14
2500,0.005999849715525605,4.474622204313253e-09,1.0355268871165504e-07,3.638843337637104e-14
2600,0.005999845845357651,4.715586599749517e-09,1.0814231075284269e-07,4.191816480789563e-14
2700,0.00599983581021192,4.7428408711162175e-09,1.1429205426573495e-07,4.128029267365747e-14
2800,0.0059998301871922646,4.910593281752559e-09,1.1419184801151107e-07,5.0392692146708244e-14
2900,0.0059998305069560885,5.0064363452539185e-09,1.197041161336678e-07,5.2163031453475946e-14
3000,0.00599981652103669,5.344137601415131e-09,1.2171022177526353e-07,5.5828788306522707e-14
3100,0.005999811113077513,5.399896481522537e-09,1.2338527015094912e-07,6.423299543205858e-14
3200,0.005999806743565949,5.70350480867411e-09,1.2899886573718835e-07,6.109929967103347e-14
3300,0.005999800318575824,6.159422200880809e-09,1.4305454218119103e-07,7.138765299398025e-14
3400,0.005999800560606592,6.165664429743876e-09,1.4351583150140628e-07,7.764689260448218e-14
3500,0.005999787535752708,6.344926481405946e-09,1.4107287625348896e-07,8.187431423007007e-14
3600,0.005999781092309965,6.582476060425967e-09,1.4842264088412131e-07,8.436603311065891e-14
3700,0.005999788012477893,6.740368821267823e-09,1.492924409404907e-07,8.358444214259607e-14
3800,0.005999765366147082,6.624396950597838e-09,1.619612734507954e-07,9.344885203597985e-14
3900,0.005999762904432772,7.206621931332511e-09,1.6025677017395374e-07,9.201724712078366e-14
4000,0.005999756414031861,7.161708126180524e-09,1.6273566552818578e-07,1.0519605149471924e-13
4100,0.005999753749279147,7.582026647345825e-09,1.6940112836962785e-07,1.0499465057044715e-13
4200,0.005999744987663294,7.685548821134207e-09,1.7520559050756094e-07,1.1135890605960499e-13
4300,0.005999746636710056,7.990322967714105e-09,1.8449975923521964e-07,1.15777476070252e-13
4400,0.005999743701093595,7.659316274024405e-09,1.8786688373456214e-07,1.1786573941398178e-13
4500,0.005999734116416844,8.102551737409108e-09,1.8478999195983187e-07,1.242794573869661e-13
4600,0.005999730968840702,8.526858631468303e-09,1.9139070042831316e-07,1.3515382203359363e-13
4700,0.005999720646001399,8.614758705012902e-09,1.9329819254560566e-07,1.400285554161254e-13
4800,0.00599971702827013,8.58814967661509e-09,1.9949569483467503e-07,1.4787586981634664e-13
4900,0.005999713150139359,8.776600796481652e-09,2.0119628172211974e-07,1.4810193747813803e-13
5000,0.005999694086959626,8.966193197584104e-09,2.0730078503085053e-07,1.5837181762609359e-13
