milliseconds,P1,Target
0,9.95959253758444,9.93189527208616
100,10.11082269532843,10.085865680725014
200,10.057176430260858,10.152202359859064
300,10.199918170458485,10.188052935343181
400,10.140181585838397,10.173290295627151
500,10.303059106919182,10.330527429769777
600,10.393300710647079,10.39169458287551
700,10.406565844389345,10.308047957272708
800,10.412974024570204,10.385821362247835
900,10.528646964331667,10.402861365901684
1000,10.525697575083084,10.522570637553327
1100,10.546630078764693,10.604277349817652
1200,10.58457868218196,10.660007475052426
1300,10.694405915706861,10.691059066262435
1400,10.796485501775303,10.804977381816183
1500,10.754694501608634,10.761354150835345
1600,10.847577085554162,10.839083953176049
1700,10.977021383214405,10.883062376826395
1800,10.906374232089634,10.879679095679327
1900,11.033797160059489,10.977910236238904
2000,11.03170364593879,11.070963465938203
2100,11.118766739642515,11.048181100416796
2200,11.135443965733856,11.126968260362057
2300,11.29550526884695,11.226888711700969
2400,11.310170238208322,11.315761947761063
2500,11.37538395113465,11.271786294088454
2600,11.406444656336987,11.416602352625628
2700,11.490148380680644,11.502037209881163
2800,11.494265120990033,11.463824256768739
2900,11.545112186629597,11.482283091357882
3000,11.669675174091026,11.587026551117956
3100,11.723672492914833,11.680625266312383
3200,11.75926321363293,11.709033032247318
3300,11.781796444462802,11.726574747963378
3400,11.827609860071894,11.748368478689098
3500,11.899624339270577,11.796072870092857
3600,11.896800646686412,11.906666803784653
3700,11.910596543109989,12.05122337496759
3800,12.0538774816449,12.04027961929288
3900,12.06073633465891,12.030727598248468
4000,12.151425089378598,12.172326006127825
4100,12.180037651357361,12.239570851946235
4200,12.325994833251935,12.21061380957702
4300,12.302428934056977,12.338512409631711
4400,12.360620193819479,12.337464009654148
4500,12.488035683356093,12.475018712470964
4600,12.441782059069714,12.467458884218548
4700,12.570719066704996,12.516455000665054
4800,12.505235141944997,12.513603801331952
4900,12.66016190085523,12.598479172712857
5000,12.752693125630854,12.639576448282572
