milliseconds,I,N,T
0,1.0013159247961734,0.9883953259761542,1.2257396037914092
100,0.9547018352299583,0.8763513882658822,1.3650714551808067
200,0.9178169172430555,0.7692041958280688,1.5260513405838367
300,0.8867475883386335,0.6783260101317283,1.6622974943522693
400,0.8649057805827978,0.5778302254492819,1.806839941929363
500,0.8460308251742922,0.49748916876989197,1.9183554004184804
600,0.8331715074106485,0.41758455858036486,2.0043173230676037
700,0.8195790517078778,0.33644883386822894,2.1027964559913506
800,0.8101673333191787,0.2750142607269189,2.147780502279008
900,0.8068676838835487,0.2297392947312741,2.220002337306663
1000,0.8020913938226789,0.19487874962329807,2.243544430214723
1100,0.7959776236308226,0.16040179902561214,2.2769980021425402
1200,0.795024486117691,0.12689805525198866,2.302784577557052
1300,0.7934047594538246,0.10588605451469357,2.313778019158846
1400,0.792891190028012,0.07914675944064886,2.32900010367102
1500,0.7953568586659757,0.07613854941240242,2.318323187720692
1600,0.7941752369870757,0.06669387337760845,2.3171653217398585
1700,0.7936691144479823,0.05692198181825828,2.3162843796577204
1800,0.7989509660722742,0.02564337298199649,2.295281613954944
1900,0.7985094546774572,0.029457972352152282,2.2906319531302057
2000,0.8030081932940926,0.02856475666556715,2.2868196594270604
2100,0.8042820637447133,0.01693712158858823,2.2813976736191517
2200,0.8076100558474337,0.01678978876208385,2.2649383363622495
2300,0.8085295692573389,0.016437269466869367,2.239765304647116
2400,0.811188183426286,0.009600431797478003,2.2308879916727187
2500,0.8154102545921054,0.010853008106159218,2.2156514981191506
2600,0.8171159288252724,0.002537551216705885,2.202866285768148
2700,0.8238323057525356,0.005362203145875152,2.1909018235460893
2800,0.8267168099568727,0.004520570872557195,2.182048259034133
2900,0.8302648522210554,0.01424229153510316,2.165857114679202
3000,0.8320156928708973,0.008827611496956142,2.1652235229791095
3100,0.8355747593598895,0.01238406604198607,2.1359565346275255
3200,0.8428408965330156,-0.007528870321022136,2.1264976151757775
3300,0.8439417421094968,-0.0075442921389421175,2.109736556357249
3400,0.8474073420882265,0.0035580453820533006,2.110877936954563
3500,0.8537730177376419,-0.007483081333247802,2.08902569337633
3600,0.8547578626337891,-0.00886287555252915,2.093745613699433
3700,0.8598615528699884,0.011196616584423622,2.0861643560931893
3800,0.8645817086177017,0.00062642384966263,2.0535031970145097
3900,0.8671514310753686,-0.00816999660880067,2.0603701361146847
4000,0.8715925896376193,0.003718621058288113,2.0411324085083056
4100,0.8740019687163557,0.0038284983926154853,2.029896107238466
4200,0.87815393088508,0.006785543346389322,2.01667642391581
4300,0.8831912625903484,0.012159913006890273,2.0238380798258024
4400,0.8868344104689059,0.009512125655171667,2.0017310518205824
4500,0.8896478508687454,0.004152207065009881,2.006501869296078
4600,0.8921809119014336,0.0034800701620380085,1.9947994928089812
4700,0.8932202512828186,-0.008023034061950238,1.9735046238440195
4800,0.8988954245616596,-0.011927290819677994,1.9759853067116628
4900,0.9011779800091356,-0.008983352859352688,1.9756972172873362
5000,0.9049055782277583,0.00978444843030696,1.952289396568305
