milliseconds,I,N,T
0,1.0017724065303544,0.9878049749334045,1.2242675101776355
100,0.9539181497752764,0.8802460267075072,1.3782395197903223
200,0.9161098118662167,0.7789626002126664,1.5169854644070802
300,0.8892192878174048,0.6843352445535055,1.6617029153111926
400,0.8643852756923844,0.5805023572064862,1.798715647629899
500,0.8448983954202441,0.48379077807002674,1.903753748441524
600,0.8295138235471918,0.3992713944556942,2.016342537166101
700,0.8197632068072349,0.3430781004618426,2.093088198297219
800,0.8102739698376383,0.2814951266864973,2.151296889222252
900,0.8058665146813424,0.23242739519251057,2.2075790715379005
1000,0.8022220794982018,0.1897026817744258,2.25114745950193
1100,0.798121423956503,0.1494249573319938,2.2727973426139565
1200,0.796944970683636,0.11608218753208342,2.297817061939139
1300,0.793493198596437,0.11072534093615924,2.302871689974629
1400,0.7917121244406846,0.07878465046611552,2.3099106923297006
1500,0.7923455574340109,0.07793040211228089,2.3161779096523203
1600,0.7923931916538469,0.061235953614600915,2.3196058594022855
1700,0.7934916154802928,0.054325158922969,2.317242419505527
1800,0.7972809326625062,0.025677180253125514,2.2930790048006786
1900,0.7987972872510107,0.02202293208706131,2.2906153764384443
2000,0.8012424441837834,0.02826035677252449,2.2780459156071347
2100,0.8017410312538267,0.01584107409275215,2.273320693025688
2200,0.8050148995067751,0.020373744743152115,2.251708287743967
2300,0.8091734713618601,0.023959222247891744,2.2376856396277294
2400,0.8129521820524211,0.0038191036209714833,2.2306820476041005
2500,0.8179600755407245,0.019696905624538665,2.219246306944108
2600,0.8181494867861551,0.017018581994496858,2.2057911809062154
2700,0.8233171344547854,0.017894924012045753,2.194265451654154
2800,0.8274890592460526,0.004132915917568419,2.1810907702656546
2900,0.8300142064061333,0.0062030601446987944,2.157741926304865
3000,0.831592753096931,0.004188908788104728,2.16430395595563
3100,0.837716201647714,0.0012878588811438133,2.1437550371079976
3200,0.840906321890954,-0.007325002401977624,2.1416904574721753
3300,0.8453356744596197,0.007506859495331747,2.1081528339900566
3400,0.8504904853847967,0.006006365200011847,2.098202341003666
3500,0.8513076759591955,0.012584404375055503,2.098173001040071
3600,0.8548090172455779,-0.0011260056475635338,2.0932918760231036
3700,0.857477155718102,-0.0011347855623304133,2.071831743931926
3800,0.8622678602129634,-0.010809876529458633,2.060932786187927
3900,0.8657437524702429,-0.00441947453235143,2.0557109602494545
4000,0.8700216102076208,0.007273603547010013,2.0350675822780873
4100,0.8737624942289686,0.0038633280026121055,2.045842941969663
4200,0.8778563838288405,0.011274631170492187,2.021764096285412
4300,0.8809861422912513,-0.001042359851866788,2.022095141399527
4400,0.884409416906053,-0.00639487148322637,2.0186754561315143
4500,0.8894423339190275,0.000193283887642762,1.9946689168404894
4600,0.8922646883290936,0.0032278945408816696,1.9864735005839573
4700,0.8938549266337731,0.0034029635591918943,1.9788878266259358
4800,0.8972303557546486,-0.009338790187507908,1.9841455548341103
4900,0.9031820176128513,-0.00940946486167521,1.9770814517353728
5000,0.9061114757012334,-0.0010175641730945885,1.9645428906845903
