milliseconds,TV,U,nTeff,dTeff,PDL1,TVd
0,15.0,0.0,0.0,0.0,0.0,0.0
100,15.59273182159019,0.0,0.11699264634845906,0.017500336467461717,1.2095230489528458e-06,0.0
200,16.208674863552638,0.0,0.23481515654855895,0.06581529267518521,9.003542170791401e-06,0.0
300,16.848675961493978,0.0,0.3543895513314454,0.13973305021564575,2.8337602559205284e-05,0.0
400,17.513615875364582,0.0,0.476586975857472,0.2352427418957127,6.278029003962138e-05,0.0
500,18.204409338458532,0.0,0.6022504664467657,0.3493048969375143,0.00011485968968399338,0.0
600,18.922005192644306,0.0,0.7322147266537598,0.47966977807797934,0.00018633632993652336,0.0
700,19.66738658162002,0.0,0.8673240708910711,0.6247338027819442,0.000278418498723275,0.0
800,20.441571177479975,0.0,1.0084493889896218,0.7834270307600057,0.00039193158807199056,0.0
900,21.245611414994045,0.0,1.1565048653124406,0.9551262117569017,0.000527450860045525,0.0
1000,22.080594707843098,0.0,1.3124651177244817,1.1395877032015864,0.0006854071884309477,0.0
1100,22.94764362057336,0.0,1.4773833603458182,1.3368981062464436,0.0008661701119776262,0.0
1200,23.847915973558447,0.0,1.6524110943457144,1.5474380795027558,0.001070115590285453,0.0
1300,24.782604845189386,0.0,1.8388201279965763,1.7718589881521976,0.001297680464728146,0.0
1400,25.752938434988017,0.0,2.038027714118875,2.0110709642548064,0.001549407045823666,0.0
1500,26.760179752968156,0.0,2.2516255617690812,2.2662395132018727,0.0018259828009950555,0.0
1600,27.80562608816755,0.0,2.4814138299348136,2.5387911297709578,0.0021282763772563955,0.0
1700,28.890608207972072,0.0,2.729441278894563,2.8304279008326865,0.0024573712367434385,0.0
1800,30.01648921088261,0.0,2.9980534433083807,3.1431514788862303,0.0028145991940121567,0.0
1900,31.184662956070976,0.0,3.289950816822013,3.4792964885891924,0.0032015762316029736,0.0
2000,32.39655200551058,0.0,3.608258855745782,3.841574088072274,0.0036202415046124336,0.0
2100,33.65360491426382,0.0,3.9566141552789085,4.233128335173703,0.0040729014807192486,0.0
2200,34.957292754014595,0.0,4.339270261375805,4.657606656962901,0.004562281173355549,0.0
2300,36.30910472884471,0.0,4.7612274062555136,5.119246596462905,0.00509158407150707,0.0
2400,37.710542588208384,0.0,5.228394862423412,5.622983797597165,0.005664563763240236,0.0
2500,39.16311363043446,0.0,5.747792865403752,6.174584489626611,0.006285609423246369,0.0
2600,40.66832198608924,0.0,6.327804213797696,6.7808075597700785,0.006959848136158427,0.0
2700,42.22765764285123,0.0,6.978492939850261,7.44960501381849,0.007693268995440761,0.0
2800,43.842582837058664,0.0,7.712003431239802,8.19036637440556,0.00849287197818544,0.0
2900,45.51451510797773,0.0,8.543063433444619,9.014217389076993,0.00936684732216266,0.0
3000,47.24480605044186,0.0,9.48962286565976,9.934385856799178,0.010324792571041312,0.0
3100,49.03471511427361,0.0,10.573649433284608,10.966639476509474,0.01137797039382196,0.0
3200,50.88537689783005,0.0,11.82212700665525,12.129810046754104,0.012539616458019003,0.0
3300,52.79776052528582,0.0,13.268289308810761,13.446405102607322,0.01382530178601699,0.0
3400,54.77261987524699,0.0,14.95310186017525,14.943287913861532,0.01525334580080252,0.0
3500,56.81043229445487,0.0,16.92700088506194,16.65239943374625,0.016845280164300713,0.0
3600,58.91132459896984,0.0,19.251798230987458,18.61141901038536,0.0186263357899792,0.0
3700,61.074985999720056,0.0,22.002550299905437,20.864199655274184,0.0206259061362684,0.0
3800,63.30056760840078,0.0,25.26897627058489,23.46066276965289,0.022877896918149187,0.0
3900,65.58657424517854,0.0,29.155643095974106,26.45567459000681,0.025420808016411413,0.0
4000,67.93075523058327,0.0,33.779985970245114,29.906275417747732,0.028297322280737322,0.0
4100,70.33001738108604,0.0,39.266426190436206,33.866478868049946,0.03155308643042174,0.0
4200,72.78037699199257,0.0,45.73610473022993,38.37919421534317,0.03523434474117493,0.0
4300,75.27699381961072,0.0,53.29184370326531,43.465809340131244,0.03938424183276731,0.0
4400,77.8143165220949,0.0,62.00091018398406,49.115236992157385,0.044037818245309654,0.0
4500,80.38634303248881,0.0,71.88066505454013,55.2761215121331,0.04921644832442458,0.0
4600,82.98698368254603,0.0,82.89194691917926,61.855892014533566,0.05492273397985788,0.0
4700,85.61046973687253,0.0,94.94477891085504,68.73016596921313,0.06113762990915936,0.0
4800,88.25170014816467,0.0,107.91236800158029,75.75840823270049,0.06782064585966051,0.0
4900,90.90648077282184,0.0,121.64868714573859,82.80111738225837,0.07491283100545167,0.0
5000,93.5716362239809,0.0,136.00532845781197,89.73486438269822,0.08234202223595963,0.0
