milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
1100,2.5282402116637683e-05,0.0,0.0,0.0,3.0796849315845473e-15,0.0,0.059998626486385265,1.4198603248457866e-06,7.782477206068169e-09,-9.528657465146306e-18,2.6587002434401018e-25,7.022350478574018e-16,5.3848463781706235e-15,2.0098057350867796e-15,3.5389075257192426e-15
1200,3.3404025476048734e-05,0.0,0.0,0.0,4.128185560473372e-16,0.0,0.05999869258863317,1.5111613394453558e-06,7.200773816852429e-09,2.2320323200233178e-18,-3.891713085504251e-25,2.156224249959168e-15,-1.9399801305490874e-15,2.284313483726835e-15,6.662455417927986e-15
1300,3.58435252608228e-05,0.0,0.0,0.0,8.86297377017484e-16,0.0,0.05999859550014647,1.592764425535797e-06,1.4156903670933025e-08,8.44153377066933e-18,-1.3652661569147997e-25,7.027991464756856e-15,6.830816652429806e-15,2.3968868389582228e-15,1.763048500525202e-15
1400,3.815376111359067e-05,0.0,0.0,0.0,2.80852330076896e-15,0.0,0.05999819316465849,1.6939294030045526e-06,1.8709587839796848e-08,-1.3200567565809139e-17,6.061932803515277e-25,4.090763649995623e-15,2.6851555041429094e-15,1.0753280030813026e-15,1.2807294810765915e-15
1500,3.904324420073465e-05,0.0,0.0,0.0,1.1991575335715983e-15,0.0,0.05999807191528593,1.7783473029992664e-06,1.2771264854773191e-08,1.530888603151148e-17,6.568276183829223e-25,8.967798323855109e-15,6.248294712285019e-15,3.802691541685216e-15,4.302133391758446e-15
1600,3.664448244981005e-05,0.0,0.0,0.0,3.0364675558571296e-16,0.0,0.059997943107904066,2.0747378756516225e-06,2.4770037616672353e-08,9.365599335095677e-18,-1.4577174120481733e-25,2.0264713541804955e-15,2.6769054587559415e-15,1.5852337771591912e-15,1.0241956565618403e-14
1700,4.1664136661675445e-05,0.0,0.0,0.0,1.4473320590713186e-15,0.0,0.05999793399265759,1.9902490816366436e-06,2.521351258706146e-08,1.2424408649237673e-17,-6.03769671326421e-25,3.3662260892337835e-15,6.197446200401976e-15,3.628259223642042e-15,1.136027505630603e-14
1800,4.738902080521823e-05,0.0,0.0,0.0,2.341007806928689e-15,0.0,0.05999800945496295,2.0549516364600047e-06,1.863089031264649e-08,-5.258938685763545e-18,1.5649569817159035e-25,7.56834212337663e-15,8.91344202851866e-15,4.953672446007042e-15,4.780685308252671e-15
1900,4.441411415638656e-05,0.0,0.0,0.0,5.1361049998139376e-15,0.0,0.05999777561651891,2.3308614535867052e-06,2.777545857448045e-08,3.935299390319665e-18,9.071097464245596e-25,1.055404316025572e-14,8.245278907252695e-15,4.220912078143851e-15,1.3069579740498962e-14
2000,4.682388907823691e-05,0.0,0.0,0.0,5.339502036313248e-15,0.0,0.059997684877115744,2.562262629856713e-06,2.833589025461505e-08,1.1919167250873369e-17,1.1827349379748195e-25,9.595048914299685e-15,7.012870028298183e-15,2.3388469434722733e-15,1.007438408512878e-14
2100,5.10076118250356e-05,0.0,0.0,0.0,3.927551429825621e-15,0.0,0.05999755775678396,2.622465270306169e-06,3.062009326152931e-08,1.7195508531040823e-17,2.5052082634645473e-26,1.0928317799792191e-14,1.0088358465610133e-14,6.6448119346986855e-15,1.529392644665453e-14
2200,5.656166484268193e-05,0.0,0.0,0.0,6.859150105182187e-15,0.0,0.05999723623824333,2.6253461438286793e-06,3.367290239751068e-08,2.5702774879300907e-17,-5.939678902744926e-25,1.6433533080432217e-14,1.66228817775013e-14,4.9864483127397375e-15,1.656420075404922e-14
2300,5.9261730002687376e-05,0.0,0.0,0.0,4.485266384978605e-15,0.0,0.059997063782740424,2.821918684670277e-06,3.4695529848463196e-08,2.959717935197215e-17,1.592692458006125e-26,1.8584616373950576e-14,1.388517624176191e-14,5.292453226147854e-15,1.439885638745677e-14
2400,6.124622369376405e-05,0.0,0.0,0.0,7.271665453637755e-15,0.0,0.05999716144051943,2.8453722869152966e-06,3.952378736826374e-08,3.7718953491070906e-17,3.4213821841653027e-25,1.6383537367488542e-14,1.4410990707234732e-14,5.198214390130186e-15,2.078607847038147e-14
2500,6.059633429942827e-05,0.0,0.0,0.0,8.344667791890707e-15,0.0,0.05999697803626792,2.863504203151312e-06,4.8753026166774377e-08,1.1983278757636168e-17,8.674865207555824e-25,2.2677697671049864e-14,2.379317833193402e-14,9.277453011488546e-15,1.8996909038463636e-14
2600,6.250019332679115e-05,0.0,0.0,0.0,7.851320147385431e-15,0.0,0.05999683785723511,2.9377310565164015e-06,5.400781304571899e-08,4.5103026132901037e-17,-4.217390042267866e-25,2.4290382264338685e-14,2.1113207327517268e-14,6.305523296509802e-15,2.136666897800353e-14
2700,6.963480722729726e-05,0.0,0.0,0.0,1.073629719157154e-14,0.0,0.059996861413616195,3.3537701843311757e-06,5.529088626060706e-08,3.529434259898473e-17,4.357810394762524e-25,2.465529355202414e-14,2.856688889590043e-14,8.372584195421732e-15,2.4075439538501342e-14
2800,6.666749895738867e-05,0.0,0.0,0.0,1.0502257922330017e-14,0.0,0.059996763904320724,3.3603199815435108e-06,6.149329669922583e-08,5.266596698626072e-17,1.0011037693615845e-24,3.0774447051181086e-14,2.6463840841520275e-14,1.382349926132277e-14,3.146655286158873e-14
2900,7.185707030662588e-05,0.0,0.0,0.0,1.4968338739935437e-14,0.0,0.05999668441416484,3.640304591713887e-06,6.09298950404131e-08,6.458421892700276e-17,7.290567142974399e-25,3.42532485427204e-14,2.7851466313645754e-14,1.4592783032632097e-14,3.58045206817423e-14
3000,7.428973966453354e-05,0.0,0.0,0.0,1.6738547750316533e-14,0.0,0.05999633533230651,3.755491730372886e-06,7.223390665634753e-08,6.723817397197223e-17,5.434018736673882e-25,3.168573818663747e-14,3.170799063376428e-14,1.3950248615253478e-14,3.3352959626308267e-14
3100,7.841659635470424e-05,0.0,0.0,0.0,1.8591071453758412e-14,0.0,0.05999613673068405,3.6307144495535704e-06,7.479561500569006e-08,6.394124286183375e-17,1.3226686122709977e-24,4.087084426457764e-14,3.9824279338562554e-14,1.559270868834315e-14,4.19789444078895e-14
3200,7.785893619584814e-05,0.0,0.0,0.0,2.2461189240236324e-14,0.0,0.059996025328344894,3.800862488576503e-06,7.625686294547012e-08,7.745758296421916e-17,1.2680325635733997e-24,4.471832114863231e-14,4.609977284817275e-14,1.6653073605632087e-14,4.767150974588375e-14
3300,8.054403404625733e-05,0.0,0.0,0.0,2.0551856061902567e-14,0.0,0.059995877402533024,4.053695586588236e-06,8.108062326806543e-08,8.162631157231504e-17,1.0355579207928854e-24,4.8134956493020985e-14,4.2569255098409045e-14,2.4233584277900232e-14,5.031391663225933e-14
3400,8.854100221391508e-05,0.0,0.0,0.0,2.1917183766338543e-14,0.0,0.0599957922301393,4.235781001905852e-06,8.391652984392175e-08,8.896087656734948e-17,1.812560531093598e-24,4.9894969455091405e-14,4.795551382655802e-14,2.6608690837271875e-14,5.536346101066058e-14
3500,8.599523525893377e-05,0.0,0.0,0.0,2.4491943751023405e-14,0.0,0.05999574782133095,4.226620407909464e-06,9.251701624061694e-08,1.1719745209812514e-16,3.425789428543504e-24,5.884797240129e-14,6.017382315143496e-14,2.564425166147536e-14,5.387536789188241e-14
3600,8.996131701453691e-05,0.0,0.0,0.0,2.792954131258563e-14,0.0,0.059995705488831826,4.256476744893506e-06,9.458070185244596e-08,1.4054340158102604e-16,2.521468309255864e-24,5.716475864396251e-14,6.054280723592762e-14,3.139083100355731e-14,6.34066435904244e-14
3700,9.250921556250152e-05,0.0,0.0,0.0,3.135102681055568e-14,0.0,0.059995651418494444,4.5702500865839035e-06,9.718940265065457e-08,1.6413092651813032e-16,4.3666152229479556e-24,6.274756033721016e-14,6.94705665017067e-14,3.2754131281780503e-14,6.815592802220896e-14
3800,9.455534695761918e-05,0.0,0.0,0.0,3.877180494711984e-14,0.0,0.059995355392286086,4.677021778699491e-06,1.0832309098148302e-07,1.675378329414363e-16,4.740249077662224e-24,6.821066118292668e-14,6.72021378708611e-14,3.7165851173248966e-14,7.22794428401339e-14
3900,9.729517885685501e-05,0.0,0.0,0.0,4.174973428078976e-14,0.0,0.05999543373575041,4.767429942263188e-06,1.1063385318061763e-07,1.7498167160035086e-16,5.166466440725101e-24,7.629708009742283e-14,7.92653987427653e-14,3.911844580918807e-14,8.006485762524028e-14
4000,9.726760947438749e-05,0.0,0.0,0.0,4.4582538170350475e-14,0.0,0.05999512100974166,4.668184171578272e-06,1.1733147461401169e-07,2.1608838175521216e-16,6.799957305323367e-24,8.657186754423602e-14,8.39331294367946e-14,4.38944217951848e-14,8.354368238726055e-14
4100,9.959341162887613e-05,0.0,0.0,0.0,5.2223438298069253e-14,0.0,0.05999490702111749,4.984801464247904e-06,1.2158514016459006e-07,2.4093990922743755e-16,8.597252374292146e-24,8.645549912003195e-14,8.579820917612736e-14,5.113224430034821e-14,8.528410735054418e-14
4200,0.00010268325492899784,0.0,0.0,0.0,5.352603417820621e-14,0.0,0.05999509779960012,4.912507669663897e-06,1.26318791117519e-07,2.6863148418689426e-16,1.0109950210079196e-23,9.22669995433661e-14,9.444373978417582e-14,5.184329297023753e-14,9.84482715268033e-14
4300,0.00010958136721155479,0.0,0.0,0.0,6.246563369942593e-14,0.0,0.059994792696920304,5.013779438016276e-06,1.404496015227128e-07,2.819211880703343e-16,1.2364581429136904e-23,1.0570657267953841e-13,9.936432095692883e-14,5.772799354747298e-14,1.0419330313268519e-13
4400,0.00011125845455377056,0.0,0.0,0.0,6.67377275004988e-14,0.0,0.05999489488169917,5.427513892702617e-06,1.4574100515664596e-07,3.235984617038435e-16,1.5272825878954754e-23,1.096160219893827e-13,1.1198895804492786e-13,6.238390598132894e-14,1.0902765320709894e-13
4500,0.00011041354774120908,0.0,0.0,0.0,7.217651466969924e-14,0.0,0.059994743203405525,5.466423741123468e-06,1.4712858801540574e-07,3.6385392212497214e-16,1.700440133739468e-23,1.1554029504339624e-13,1.184307099355661e-13,6.895357402427618e-14,1.183284539462564e-13
4600,0.00011400197525531694,0.0,0.0,0.0,7.432917180191109e-14,0.0,0.05999458686942963,5.5224192394566235e-06,1.610348422039841e-07,4.09670598935939e-16,2.175324447367793e-23,1.2186398369030645e-13,1.2409968320928327e-13,7.983108581228491e-14,1.2805784938131016e-13
4700,0.0001198962312009908,0.0,0.0,0.0,8.270490558098069e-14,0.0,0.05999453062283281,5.521435019014574e-06,1.6036346689973953e-07,4.510279432122514e-16,2.4618058953843032e-23,1.3673416910977255e-13,1.3266349639775297e-13,8.30428097218432e-14,1.323279379734704e-13
4800,0.00011781338004624064,0.0,0.0,0.0,9.200375406622421e-14,0.0,0.05999441138809033,5.82638640520946e-06,1.6811118771608926e-07,4.79974391336209e-16,2.866010145291088e-23,1.4066145099613794e-13,1.3972326388259347e-13,9.317686512443348e-14,1.4031597657854013e-13
4900,0.00012386461279132675,0.0,0.0,0.0,1.0055962771050588e-13,0.0,0.059994178030816345,5.961701292959688e-06,1.762654546585901e-07,5.288426749247805e-16,3.3777856020982237e-23,1.4635987631788284e-13,1.4553146032782525e-13,9.607370857697096e-14,1.4582409520022436e-13
5000,0.00012652230340661218,0.0,0.0,0.0,1.0288819863106202e-13,0.0,0.05999390221618293,5.897132326765197e-06,1.8293908011842401e-07,5.893499248976561e-16,3.8036025632025684e-23,1.5681707275669906e-13,1.628341869332346e-13,1.0691167224583971e-13,1.628061358942974e-13
