milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
1000,2.867250531615872e-05,0.0,0.0,0.0,-7.139679308739627e-16,0.0,0.05999879000212671,1.0833015767031084e-06,4.809419693538412e-09,1.5670259470589012e-17,2.8255149459267806e-26,5.7031799341197556e-15,6.0908582105642305e-15,2.7954829422583767e-15,2.413347681117804e-15
1100,2.450332637878451e-05,0.0,0.0,0.0,3.2856207493654534e-16,0.0,0.05999856646205145,1.162705695100274e-06,1.0947800314906662e-08,7.010095804839708e-18,8.341105091824764e-25,3.0495392452200476e-15,3.387006202313331e-16,1.1482767298415677e-15,2.697206058286906e-15
1200,3.206454338658048e-05,0.0,0.0,0.0,2.7727450141641254e-15,0.0,0.0599986795843248,1.5185420552472618e-06,5.706192750511172e-09,-2.1892886519376893e-18,-7.946890397766685e-25,-1.0666854467218384e-15,6.318949670223394e-15,3.4909009985413593e-15,4.558636556061308e-15
1300,3.609058516777539e-05,0.0,0.0,0.0,-1.616204065881034e-16,0.0,0.05999846563647007,1.6111387066776672e-06,1.617171376534362e-08,-1.3744592958914564e-19,-6.747966726216415e-25,5.883459669964441e-15,4.3297263841267453e-16,-1.4603641092174003e-15,2.9559210128630645e-15
1400,3.5577687211932435e-05,0.0,0.0,0.0,1.012614915119851e-15,0.0,0.05999835291486195,1.644777651062978e-06,1.5004719769594728e-08,-7.456731058505675e-18,-1.6186037103173727e-25,7.238936092805349e-16,2.5572889473083955e-15,-1.0307951963177844e-16,1.1235791191468577e-15
1500,4.0505114231454177e-05,0.0,0.0,0.0,3.810870305725022e-16,0.0,0.059998308591035394,1.8106964048732852e-06,1.8648385842389042e-08,-3.5985724005060745e-18,-7.157863018380868e-26,8.086890714409062e-15,7.567245957550609e-15,2.92455466370363e-15,4.357252800865283e-15
1600,3.94749840585461e-05,0.0,0.0,0.0,5.266121062880303e-16,0.0,0.05999795731116782,1.9671311753413745e-06,2.0403588076574676e-08,1.2230784347988454e-17,3.166102493315283e-25,7.339839895365896e-15,4.357732153181652e-15,1.8693983400157676e-15,5.9661811643049544e-15
1700,4.4343729014687e-05,0.0,0.0,0.0,3.2098850229338556e-15,0.0,0.059997935332896775,2.2003429398785675e-06,1.9807636605449063e-08,8.864730507824249e-18,-3.247364996349344e-25,1.1507653192181507e-14,5.253669583651986e-15,1.7270718488234072e-15,7.861007536636812e-15
1800,4.189748987794463e-05,0.0,0.0,0.0,4.840091041379169e-16,0.0,0.059997957213860045,2.292813612759778e-06,2.7950038282174466e-08,1.1697007047928529e-17,-1.2514841016563951e-26,6.499940888894691e-15,6.8967200226963784e-15,2.9162858219168187e-15,3.785986029084844e-15
1900,4.71372073580445e-05,0.0,0.0,0.0,5.727070196216137e-15,0.0,0.05999772392329275,2.2572309726613018e-06,2.891753792134526e-08,5.49989682562702e-18,-4.77390035551074e-25,1.4065257994179032e-14,1.2882192867824248e-14,3.593881402757069e-15,6.5828347764673085e-15
2000,5.074675993812603e-05,0.0,0.0,0.0,2.50594340194859e-15,0.0,0.05999750554080206,2.3312551033715153e-06,2.591733144444279e-08,1.867853706491064e-17,-2.8937356867305446e-25,9.753481232537954e-15,1.3547696667956788e-14,3.176093950959035e-15,1.2972759642283122e-14
2100,4.921461923813284e-05,0.0,0.0,0.0,2.1530018756546427e-15,0.0,0.05999763606236967,2.471231749238248e-06,2.9886581619562915e-08,1.6268986230021972e-17,-5.959473869292613e-25,9.497012117276573e-15,1.1154073633433573e-14,4.535038868018235e-15,1.3867121277661713e-14
2200,5.271761726929407e-05,0.0,0.0,0.0,7.586944286025156e-15,0.0,0.059997512116939156,2.5353152042914507e-06,3.982870198515296e-08,2.257861232491773e-17,6.273105936473242e-25,1.6781184379336953e-14,1.0943373738301608e-14,6.633757581175937e-15,1.68981739512743e-14
2300,5.7829193584278285e-05,0.0,0.0,0.0,8.679996963725998e-15,0.0,0.0599974145332891,2.8434461826261223e-06,3.860413361082107e-08,1.3606758739849508e-17,8.136750463383822e-25,1.4849332054254447e-14,1.4802090457358777e-14,4.162634388805148e-15,1.2388003261180481e-14
2400,5.8058284927602805e-05,0.0,0.0,0.0,7.053011092618771e-15,0.0,0.05999721709791154,2.890336627603776e-06,3.8257536542494766e-08,1.8129037160179527e-17,-2.842068498764381e-25,2.222330818817739e-14,1.4901591355662555e-14,6.088407048649991e-15,2.1267205565618216e-14
2500,6.430730071890624e-05,0.0,0.0,0.0,5.3503072943881765e-15,0.0,0.05999682261907278,3.080373040928474e-06,5.184485142241136e-08,1.5969909076363397e-17,-1.0723670351886371e-25,2.3831310448320055e-14,1.9839253116183534e-14,1.0794645457350684e-14,1.6655066690129044e-14
2600,6.298489728895853e-05,0.0,0.0,0.0,1.0655659541696076e-14,0.0,0.05999701590634859,3.0558172833829315e-06,4.9518352566817256e-08,1.9221648035753522e-17,7.675209723784353e-25,2.724593211311256e-14,2.081329286238569e-14,6.1617547525010286e-15,2.3310133586043172e-14
2700,7.049151325679247e-05,0.0,0.0,0.0,9.608503446682642e-15,0.0,0.059996737027105805,3.2471453225782292e-06,5.3674246781831687e-08,2.401995383360663e-17,1.316285280692741e-24,2.903362400658291e-14,2.912282265994888e-14,7.655607614273057e-15,2.9655304200057956e-14
2800,6.717972480371474e-05,0.0,0.0,0.0,1.2148020293628707e-14,0.0,0.05999655385677462,3.2488681342679836e-06,6.023293955192806e-08,4.006423995669189e-17,1.134219144654109e-24,2.57373558895879e-14,3.0261778420964544e-14,1.0399543020515295e-14,2.6324183415689474e-14
2900,7.139052824779134e-05,0.0,0.0,0.0,1.1684326670901975e-14,0.0,0.05999645675810457,3.5523304317220425e-06,6.252771214388394e-08,6.441668354221308e-17,-6.138267277716324e-26,3.391156079358026e-14,2.958730004112874e-14,1.3840004814973582e-14,3.5697751151785986e-14
3000,7.323318066338897e-05,0.0,0.0,0.0,1.7973019830884438e-14,0.0,0.05999633559348327,3.435103874217838e-06,7.183921257075632e-08,6.398771960071982e-17,1.3441588821548894e-24,3.7317494115840806e-14,3.1894167384185905e-14,1.6973786900518224e-14,3.9216414743830495e-14
3100,7.961543447627804e-05,0.0,0.0,0.0,1.9177913661646356e-14,0.0,0.059996273313266936,3.5623667116740083e-06,7.379691878797417e-08,8.179505080056539e-17,1.6543923001953626e-24,3.877578343280757e-14,3.999888152188719e-14,2.042133473792334e-14,3.716556397553186e-14
3200,8.143839896099093e-05,0.0,0.0,0.0,2.232261493081107e-14,0.0,0.059996174512553575,3.7830491479100316e-06,7.708293681333928e-08,8.725641836716205e-17,2.101580320586466e-24,4.2713640645593165e-14,4.0502425430099186e-14,2.023295282255467e-14,4.0437157030033875e-14
3300,8.351794546658005e-05,0.0,0.0,0.0,2.013625895696035e-14,0.0,0.05999606580799774,3.7873456249806986e-06,7.879699307604653e-08,9.708320776618029e-17,1.5335959025824583e-24,4.985568483507971e-14,4.481115455610721e-14,2.4598723877286246e-14,4.654558195471438e-14
3400,8.518661276020348e-05,0.0,0.0,0.0,2.3527736415270686e-14,0.0,0.05999601585191674,3.9194358152099635e-06,8.74696391844364e-08,8.589813759902739e-17,2.1853478370096197e-24,4.6783064974189374e-14,5.1900738921927274e-14,2.6766261806798684e-14,5.485488399121632e-14
3500,9.002023762284449e-05,0.0,0.0,0.0,2.7147444563776062e-14,0.0,0.059995829426914046,4.240223813110516e-06,8.946791088215984e-08,1.0864217971522853e-16,3.466007673748212e-24,5.380803095263865e-14,5.6231983108591885e-14,2.610451400764453e-14,5.925373024934275e-14
3600,9.130359802484406e-05,0.0,0.0,0.0,2.996721044564408e-14,0.0,0.05999583082881304,4.138547878268347e-06,9.556600824973808e-08,1.3679939375392928e-16,3.171082229252027e-24,6.30268088298032e-14,5.799375600758991e-14,2.9120502557197774e-14,5.868979546659425e-14
3700,9.579163081308904e-05,0.0,0.0,0.0,3.6083089242864494e-14,0.0,0.059995397238856996,4.518792059862493e-06,1.007847054285626e-07,1.5984759747278604e-16,4.552723668691789e-24,6.466480345143724e-14,6.341627661474564e-14,3.5424139017527185e-14,6.346347909480418e-14
3800,9.627803474232579e-05,0.0,0.0,0.0,3.5449025424110614e-14,0.0,0.059995429489809494,4.501381354349675e-06,1.085024920323121e-07,1.708398365574388e-16,4.34051345557477e-24,6.760003242005903e-14,6.707406614195968e-14,3.4732648090519237e-14,6.814963854913922e-14
3900,0.00010112610945782934,0.0,0.0,0.0,4.1999325412044126e-14,0.0,0.05999541890956969,4.799399440844491e-06,1.1918464865069537e-07,1.747766639922588e-16,6.518886049705284e-24,7.97564025211363e-14,7.71303012113593e-14,3.944217381460858e-14,7.81331982792674e-14
4000,9.84012152976186e-05,0.0,0.0,0.0,4.606943524692248e-14,0.0,0.05999511677076599,4.659260626382636e-06,1.2174761685240888e-07,2.135356593330686e-16,7.577896099862136e-24,7.858673426723591e-14,7.824611462520324e-14,4.628562468707101e-14,8.528047892403088e-14
4100,9.992517601434979e-05,0.0,0.0,0.0,5.034160382065931e-14,0.0,0.05999505169522566,4.875602903190495e-06,1.2986667953441673e-07,2.4362476250788628e-16,8.82325680956533e-24,9.203790606501411e-14,8.548942040070715e-14,4.998389933244843e-14,9.173845101393907e-14
4200,0.00010362916181689042,0.0,0.0,0.0,5.383684337688476e-14,0.0,0.059994960687721796,5.085338219363343e-06,1.27294263815376e-07,2.5992647241306197e-16,9.918270965509338e-24,9.671219570835284e-14,9.105228542665731e-14,5.45393738015948e-14,9.818649646082342e-14
4300,0.00010474268364218726,0.0,0.0,0.0,5.843705681837683e-14,0.0,0.05999466525511091,5.073207216259087e-06,1.4165599527137704e-07,2.9750850738001283e-16,1.2959745760869929e-23,1.0570329405226513e-13,1.0687158189393844e-13,5.891683238974157e-14,1.0644502523064566e-13
4400,0.00010966995337713186,0.0,0.0,0.0,6.254421185458472e-14,0.0,0.05999462275484273,5.3072481384318484e-06,1.40735226983202e-07,3.283621339133619e-16,1.5110325603709564e-23,1.1198642133107093e-13,1.1254450790415378e-13,6.23809358533702e-14,1.1336251530721396e-13
4500,0.00010997414412365581,0.0,0.0,0.0,7.12131283051176e-14,0.0,0.05999468987757246,5.392863173166782e-06,1.549298321608065e-07,3.5699964362907004e-16,1.8760516338326262e-23,1.155398693601243e-13,1.211537459364644e-13,6.82017255955694e-14,1.157583004515732e-13
4600,0.00011629247512097481,0.0,0.0,0.0,7.775369056587101e-14,0.0,0.05999447444978803,5.376436429352524e-06,1.549271969070994e-07,4.1452485426218756e-16,2.085798794453873e-23,1.292840860942406e-13,1.261264649199643e-13,7.710257400485215e-14,1.2829609481201242e-13
4700,0.0001195548707787432,0.0,0.0,0.0,8.351193106618168e-14,0.0,0.05999433925660597,5.736551133915174e-06,1.592943903350283e-07,4.479938170071583e-16,2.457971552118134e-23,1.3156944154970646e-13,1.280798701238582e-13,8.283386032841197e-14,1.3433766544873556e-13
4800,0.00012040515121731537,0.0,0.0,0.0,9.239093144027775e-14,0.0,0.059994384497688076,5.811506557004914e-06,1.7576717703848544e-07,4.818720795932634e-16,2.800860608762012e-23,1.416642133256869e-13,1.4044790875686157e-13,9.08932665369112e-14,1.4309574699329966e-13
4900,0.0001246310540410427,0.0,0.0,0.0,9.607834503207442e-14,0.0,0.05999405759141255,5.817662839573764e-06,1.753089082948098e-07,5.210392018666953e-16,3.308181472649537e-23,1.5179556989837896e-13,1.527501906798763e-13,1.0002893455472447e-13,1.5252587913647344e-13
5000,0.00012295571583868784,0.0,0.0,0.0,1.0851044591762879e-13,0.0,0.059993882941714025,5.968090713266374e-06,1.817730490265535e-07,5.768563937876747e-16,3.810737426444369e-23,1.5873568667856595e-13,1.6230963247318655e-13,1.0303154475190174e-13,1.6220488057734393e-13
