milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
1500,3.774073519347812e-05,0.0,0.0,0.0,4.7239152325233496e-17,0.0,0.059998083678210946,1.6947517133333961e-06,1.5994211634378386e-08,-1.1351707691471705e-17,2.7995311545490634e-26,1.042378569506527e-15,1.1161578559689018e-15,-7.438565859008512e-16,3.0434579954158373e-16
1600,3.637586306181829e-05,0.0,0.0,0.0,3.439531039436704e-15,0.0,0.05999804004264184,1.8570197131403068e-06,1.553487374538316e-08,1.5627963067723032e-17,2.7400116725822087e-25,2.880742866514578e-15,2.8058234889074774e-15,-1.0695966402847406e-15,6.2156243337496955e-15
1700,4.4994678446513524e-05,0.0,0.0,0.0,6.163411897062673e-16,0.0,0.059997851060228514,2.058591786067605e-06,2.6953774437421742e-08,9.713383389747349e-18,-5.144548140434163e-25,1.1119820008631184e-14,9.923378971047809e-15,4.800470515296188e-16,9.434777880062252e-15
1800,4.785390238480221e-05,0.0,0.0,0.0,3.991229680180512e-15,0.0,0.059997754256608665,1.9983609970349283e-06,2.9046585591558965e-08,2.9823639390323575e-18,8.408043564942779e-26,7.566703221968856e-15,1.2653389137264346e-14,2.3739499828084804e-15,7.094913435631306e-15
1900,5.073545894333409e-05,0.0,0.0,0.0,2.087710733561749e-15,0.0,0.059997723409329115,2.3664058312221526e-06,2.942466509587549e-08,3.2618625163601503e-18,8.2258429283754805e-25,5.618405220249442e-15,6.974662781569235e-15,2.8833520187937017e-15,1.0420099471959929e-14
2000,5.325174882578822e-05,0.0,0.0,0.0,3.3622448787629623e-15,0.0,0.05999775755638628,2.3271476352516914e-06,3.255561539115308e-08,9.383372714966249e-18,-7.974600842703684e-25,7.842635396741301e-15,9.45258639074911e-15,5.481024836107558e-15,1.3402004938541425e-14
2100,5.025349619807052e-05,0.0,0.0,0.0,1.4230276539106306e-15,0.0,0.05999765137319769,2.3446296284842084e-06,3.2789705603335566e-08,-3.373278697457982e-18,-1.9174511211209908e-27,1.0536670498804915e-14,1.3047406165712346e-14,4.2131775681682926e-15,1.0687801746817654e-14
2200,5.860607483126308e-05,0.0,0.0,0.0,3.5583248919998244e-15,0.0,0.059997342410398724,2.6480114439072066e-06,4.0398790727467784e-08,9.222597469069768e-18,-6.985946625156069e-25,1.0528277879710365e-14,1.0915091170704444e-14,5.7544606652049215e-15,1.6923732209523475e-14
2300,5.657705637934424e-05,0.0,0.0,0.0,5.171968837396016e-15,0.0,0.059997206915980573,2.854638839559724e-06,3.5147700770908265e-08,1.0233786569027124e-17,5.824336469788713e-25,1.658632346201111e-14,1.4814990905342784e-14,8.105261378709186e-15,1.7392392606086504e-14
2400,6.334112488699012e-05,0.0,0.0,0.0,4.175610493203134e-15,0.0,0.05999715877120198,2.7791357315206634e-06,3.802273544323602e-08,6.289663821595024e-18,-5.095361075660017e-25,1.8070184742241552e-14,2.2507616329896345e-14,7.362116030991332e-15,1.8873880271358465e-14
2500,6.136753903913834e-05,0.0,0.0,0.0,8.615100599913977e-15,0.0,0.059997107198368135,3.1445581409488274e-06,5.192604025980837e-08,1.766112544649539e-17,6.4841547218067385e-25,2.3767012158926857e-14,1.7642932491917663e-14,8.198413199567894e-15,2.037253214244476e-14
2600,6.146141672444442e-05,0.0,0.0,0.0,7.170492738037654e-15,0.0,0.05999696836604388,3.1377644940592805e-06,5.3343756997675023e-08,2.2298665335598556e-17,8.325496508403485e-27,2.5767703101755885e-14,2.679358664701272e-14,1.0779467260940129e-14,2.583001920507526e-14
2700,6.953536481910309e-05,0.0,0.0,0.0,1.3024656634165942e-14,0.0,0.05999676133875145,3.3075978451167224e-06,5.769121608029629e-08,4.464970517585012e-17,-3.968977288355157e-25,2.792414196363948e-14,2.8510534189725164e-14,1.297425184128649e-14,2.1969734808680948e-14
2800,7.215217740185107e-05,0.0,0.0,0.0,1.0154762691292331e-14,0.0,0.059996729927646354,3.288265765455334e-06,6.018932001434565e-08,5.16120082531228e-17,8.021382318180178e-25,3.051360550583065e-14,2.7920235882542582e-14,1.424302514808303e-14,2.924194106189355e-14
2900,6.987902094475568e-05,0.0,0.0,0.0,1.3715156240861599e-14,0.0,0.05999665199392037,3.5814960170459483e-06,6.238876214738856e-08,5.006439861849092e-17,9.324081908127396e-25,3.671565010943517e-14,2.8637254360224517e-14,1.2050143015890215e-14,2.925852385180801e-14
3000,7.471315340281134e-05,0.0,0.0,0.0,1.2697701299655655e-14,0.0,0.05999629995204427,3.6312924838361636e-06,6.579944813313254e-08,4.802403977095417e-17,9.633366672788259e-25,3.3091992014586286e-14,3.913808727884052e-14,1.3034407969718224e-14,3.544309106993961e-14
3100,7.878104287992237e-05,0.0,0.0,0.0,1.9380800362515642e-14,0.0,0.05999610212266051,3.574284382469788e-06,7.226713993687746e-08,5.809281992975143e-17,1.0720647618141828e-24,3.780345237909936e-14,3.7519653250603805e-14,1.690662252898137e-14,4.134087806042476e-14
3200,8.139103801284376e-05,0.0,0.0,0.0,2.14678672673661e-14,0.0,0.059996286467578985,3.825089859438207e-06,7.862960116004153e-08,6.908886256017696e-17,9.971845186662502e-25,4.226003193374753e-14,4.537050054732045e-14,1.8454342715217705e-14,4.022151153264553e-14
3300,7.899081314566986e-05,0.0,0.0,0.0,2.4502732888364642e-14,0.0,0.059996095652572995,3.7835710515972266e-06,8.116967127137645e-08,8.14688893584755e-17,2.471331415411862e-24,4.7435048384374785e-14,4.375051451169282e-14,2.149344106242794e-14,5.1160243182148444e-14
3400,8.735971303230653e-05,0.0,0.0,0.0,2.472868635657947e-14,0.0,0.059995750056014215,3.942091519513428e-06,9.153173399121857e-08,8.66895980479509e-17,1.7328886495214924e-24,4.948865957045596e-14,5.1643076526288865e-14,2.4044421947200987e-14,4.7572266372615383e-14
3500,8.836656045752232e-05,0.0,0.0,0.0,2.877277115311578e-14,0.0,0.05999565418938497,4.021695169514587e-06,9.008118925979756e-08,1.2390018398402714e-16,1.8720742631717604e-24,5.693005561479863e-14,5.4581244699226423e-14,2.584494110250903e-14,5.736947686391402e-14
3600,8.909424346936298e-05,0.0,0.0,0.0,2.828172814383641e-14,0.0,0.05999556174416232,4.3794527877112266e-06,9.476449943251016e-08,1.2997690916084816e-16,3.536333721893224e-24,6.448276071350234e-14,6.14762407527352e-14,3.0433293241639464e-14,6.285135563277505e-14
3700,8.878628976617987e-05,0.0,0.0,0.0,3.121993584971934e-14,0.0,0.0599957271285827,4.36822979066393e-06,1.007881975987941e-07,1.3637074549678094e-16,4.725060234328488e-24,6.683686380863045e-14,6.800903264567912e-14,3.222125483617596e-14,6.579218854314149e-14
3800,9.217765832019763e-05,0.0,0.0,0.0,3.967619881117116e-14,0.0,0.0599954333662902,4.653669549868978e-06,1.0731636896674911e-07,1.7957204935366733e-16,5.4863474762169665e-24,7.187150023831475e-14,7.313806000491368e-14,3.54085289405712e-14,7.23440792696894e-14
3900,9.792304804078862e-05,0.0,0.0,0.0,3.847300072649479e-14,0.0,0.0599952321957913,4.777463297589109e-06,1.1070750206375169e-07,1.8138548839514502e-16,5.47556571751025e-24,8.087145312522772e-14,8.04580355544987e-14,4.154040359573872e-14,8.048000402039106e-14
4000,9.723464720321909e-05,0.0,0.0,0.0,4.29940374684186e-14,0.0,0.059995192606635196,4.730779596299864e-06,1.1863362234081966e-07,2.0763798376978404e-16,7.896379547370053e-24,8.118867821473786e-14,8.27712593891366e-14,4.7425821183043713e-14,8.099178707788492e-14
4100,0.00010253724322573161,0.0,0.0,0.0,4.769845823401975e-14,0.0,0.05999490443409703,4.7356565076411e-06,1.2445745000983652e-07,2.440276353600894e-16,9.179230250545889e-24,9.28184860469169e-14,9.039937529701852e-14,4.8136719295675475e-14,8.938762256979187e-14
4200,0.00010825973758966862,0.0,0.0,0.0,5.406458987711076e-14,0.0,0.05999509587415225,5.042065300502593e-06,1.3364945622582213e-07,2.563987880116525e-16,1.0902225042996774e-23,9.07892617728099e-14,9.897094455206368e-14,5.629502965803328e-14,9.604162671839326e-14
4300,0.00010523156945596095,0.0,0.0,0.0,6.237005881818675e-14,0.0,0.059994953564319636,5.024565568093504e-06,1.419479793511104e-07,2.995612530299877e-16,1.285734272705014e-23,1.0536278181844545e-13,9.79248516262269e-14,6.047720574446418e-14,1.0202841090399971e-13
4400,0.00011035894291280602,0.0,0.0,0.0,6.456494504569561e-14,0.0,0.05999457177493255,5.339606666060826e-06,1.4267657520022265e-07,3.3100108630432176e-16,1.491571931132725e-23,1.0804160328660134e-13,1.1262685294481348e-13,6.770126267697388e-14,1.0543553180487842e-13
4500,0.00011077484040954077,0.0,0.0,0.0,7.253784093012893e-14,0.0,0.05999446694919292,5.3594894497009175e-06,1.5033476801839452e-07,3.4725680739747474e-16,1.8020851847034423e-23,1.1557072414824928e-13,1.1865161219566216e-13,6.878688989436426e-14,1.1353679468365903e-13
4600,0.00011744823315484735,0.0,0.0,0.0,7.762336249070998e-14,0.0,0.05999458250825416,5.604706888818443e-06,1.6249455747956817e-07,3.986593247059711e-16,2.0313293757415245e-23,1.2512099334108724e-13,1.2902347686714438e-13,7.893114134254649e-14,1.221666567453347e-13
4700,0.00011826324210377724,0.0,0.0,0.0,8.319769362904234e-14,0.0,0.05999438964120384,5.722783460511755e-06,1.6491969563861922e-07,4.496581773007501e-16,2.4882495584442215e-23,1.354633779546012e-13,1.3026608058553657e-13,8.11365881079799e-14,1.3063574818293346e-13
4800,0.00011811367208003458,0.0,0.0,0.0,9.291901723376444e-14,0.0,0.059994387691734874,5.700389579142064e-06,1.6954547744953167e-07,4.8307233333796035e-16,2.9120633376002783e-23,1.4541753046246636e-13,1.4114773449358964e-13,8.98825566654107e-14,1.425441202531363e-13
4900,0.0001228372122989257,0.0,0.0,0.0,9.555325342473668e-14,0.0,0.05999423304277123,5.900115586571201e-06,1.8123945438949167e-07,5.349234792510959e-16,3.4104357181026206e-23,1.4965955831283884e-13,1.4729520839951553e-13,9.633399308743757e-14,1.5379181730762792e-13
5000,0.0001264105464588053,0.0,0.0,0.0,1.0753829427124535e-13,0.0,0.059993870734191816,5.990906324180225e-06,1.8726578362425024e-07,5.83964903516899e-16,3.862954357056606e-23,1.6002051442927092e-13,1.577347192750515e-13,1.0607790538281692e-13,1.598086454455601e-13
