milliseconds,IKK_neutral,IKK_active,IKK_inact,IKKactive_IkB,IkB,IKKactive_IkB_NFKB,IkB_NFKB,NFKB,NFKB_nuc,IkB_nuc,IkB_NFKB_nuc,IkB_mRNA,A20_mRNA,A20,cgen_mRNA
0,-3.639959103194172e-06,0.0,0.0,0.0,-1.6787839875244075e-15,0.0,0.06000002139162392,-1.7147069994896543e-07,-1.832119979174382e-09,-9.25860681305964e-18,-3.789259790357651e-25,2.311841216741486e-15,-1.5788480172398488e-15,-2.211034003755942e-15,3.9457635819475964e-15
100,2.7934586503384813e-06,0.0,0.0,0.0,1.193116707091665e-15,0.0,0.0599997230870591,4.8639032339846916e-08,5.011857943964152e-09,-1.434921977081023e-17,6.677409476041138e-25,4.963529794097673e-16,-2.581418285615936e-15,2.522877341581258e-15,-3.3295741047877746e-15
200,2.117128977809148e-06,0.0,0.0,0.0,9.745320794805981e-16,0.0,0.05999970397094763,2.813387533288536e-07,-4.16043341705794e-10,9.810097829926723e-18,7.492772823157929e-25,1.6621290568100043e-15,2.8427160491500127e-15,1.3815003282937444e-15,-2.891761940566802e-15
300,6.329311517057265e-06,0.0,0.0,0.0,6.824651349321022e-16,0.0,0.059999478000121544,4.6339201426672064e-07,1.0605790334840464e-09,-8.286918401285294e-18,2.2490660051131716e-25,2.6621541688026264e-16,3.7670352725406033e-16,1.6859013454342452e-15,3.2911383317894856e-15
400,6.442337516173e-06,0.0,0.0,0.0,2.3314929848049484e-15,0.0,0.059999517448028075,4.1235092347347344e-07,-3.5003648642405723e-09,-5.2194491247314424e-18,1.5514316402213648e-25,8.494153739113359e-16,1.1617681939445699e-15,1.810552558440378e-15,-1.4395181294546351e-15
500,1.2757201906104849e-05,0.0,0.0,0.0,1.8442400292800762e-15,0.0,0.05999948604546959,5.592303020785807e-07,2.947986597064594e-09,-1.2740338637714354e-17,6.752519869638349e-25,-1.4044681184299038e-15,3.5495517987649684e-15,2.750390643910295e-15,-2.913053800209863e-16
600,1.7064847563025617e-05,0.0,0.0,0.0,2.8692105224246948e-15,0.0,0.05999941773421109,6.50257686175296e-07,1.9964203000465997e-09,1.3618302717911307e-17,-2.2562984666378308e-25,2.905640581514994e-15,-1.3979276825151823e-15,-1.5677789116326023e-15,1.7779703521619884e-15
700,1.3899344098626634e-05,0.0,0.0,0.0,-2.2467140562620033e-15,0.0,0.05999924571950309,9.819229084232818e-07,7.88809861086024e-09,5.552714655574048e-19,8.540385208033953e-25,-1.0107358918455524e-15,2.823937191960154e-15,1.5215373789081693e-15,-1.079316062283964e-15
800,1.867783480862578e-05,0.0,0.0,0.0,-1.1233338931193494e-15,0.0,0.05999912206621145,8.06590665173098e-07,1.0028456354482117e-08,-1.4790082157594477e-17,3.134686873238455e-25,-1.052111719664758e-15,1.7896177758832817e-15,-1.6251074575275387e-15,3.640284168698998e-15
900,2.5182834690237356e-05,0.0,0.0,0.0,1.4634602168987916e-15,0.0,0.059998992738154795,9.266056678524587e-07,9.830640415050169e-09,-7.694001066977804e-18,-6.584785551646796e-25,-1.6553474227128674e-15,1.0056500766580092e-15,-9.044963845799356e-17,-2.727263411076667e-15
1000,2.3132641608702916e-05,0.0,0.0,0.0,1.6706729418218457e-15,0.0,0.059998630410657346,1.064171878393232e-06,9.868249230825246e-09,-1.768628819015583e-18,7.379926024902512e-25,4.7775426726564325e-15,2.644968042731183e-15,-2.241060393719365e-15,6.070020182344235e-15
1100,2.4086770854160027e-05,0.0,0.0,0.0,-1.8693864683003866e-16,0.0,0.05999871571682025,1.3058507073239578e-06,9.391759777819632e-09,-6.0631185522731676e-18,1.7236107063886287e-25,2.388738735772027e-15,1.9866442069059218e-15,2.9068344059103786e-15,-2.3351733953989362e-15
1200,3.275998385151467e-05,0.0,0.0,0.0,2.542917919823386e-15,0.0,0.059998681787489794,1.260978052912238e-06,1.0381180749861268e-08,-1.439804722537615e-17,-5.7028700627684665e-25,5.356343044155611e-15,4.340297792907029e-15,-2.8091212682608804e-16,4.610535950187958e-15
1300,3.5846090458587935e-05,0.0,0.0,0.0,1.4630316525998608e-15,0.0,0.05999857110326258,1.516372143448632e-06,9.026964024046865e-09,-4.255319631734392e-18,5.045740030707074e-25,1.456972126083394e-15,1.6509822201337074e-15,2.4614550699717813e-15,4.857651497035754e-15
1400,3.668997428222986e-05,0.0,0.0,0.0,3.405235718034102e-15,0.0,0.059998236074532446,1.6173006022550903e-06,9.216078809628078e-09,9.766303021564926e-18,-6.047387677388412e-25,6.044371922018491e-15,1.940296100286582e-15,2.062168445172458e-15,5.383186531275552e-15
