miliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,3.1430428311736456e-05,1.0984356189780225e-13,-9.25291411511438e-18,-8.013320763283715e-10,-5.034572600513329e-22,5.324643953545461e-19,-4.2175033886581095e-15,-4.2927427764802377e-16,-7.6226941674479945e-06,-8.199633325355142e-07,-2.3711555744823245e-09,0.10016667742702941
100,0.00025444586700411375,-2.032521587603083e-14,-5.365744251889525e-18,9.845050543976339e-09,-8.696445033289456e-22,4.924827736352137e-18,-7.465938050827819e-15,4.2225273711255004e-16,1.9987119134486297e-05,2.1963225028752777e-07,8.005661531288336e-08,0.09934807104641076
200,0.0006567813147694984,-2.0351321522276909e-13,1.532770339794918e-17,1.729940928975388e-08,-3.6696789955440614e-21,-1.4744167695218543e-18,1.3518539710758398e-14,1.0219785366173008e-16,4.708638450482109e-05,-1.8964386372399054e-07,1.8570263795148205e-07,0.0992544248097901
300,0.0007916248301419505,-1.436526268345997e-13,-1.1179206318561897e-17,2.350403356642614e-08,-3.731435872662225e-21,1.89846848214064e-18,1.2151991010847541e-14,5.59811542141918e-16,6.861741302038628e-05,1.4799628036564454e-07,2.579519099695535e-07,0.09887414664385623
400,0.0012145503718485394,-1.438912204747925e-14,4.856914608657794e-18,2.981280420670868e-08,3.9495153197539665e-21,4.522889141518442e-18,-1.9975226234515995e-14,-2.6684018137515404e-16,8.594528114212982e-05,-4.3159298233022064e-08,3.588636303866156e-07,0.09825618197757521
500,0.0014529326047682213,5.736109595849188e-13,1.561805256665218e-17,3.412788055984247e-08,-1.0735418908480286e-21,3.0097142246315247e-18,-8.126861821946067e-15,5.601480959296828e-16,0.00011652519815802617,7.452312882425036e-07,4.1453359832342034e-07,0.09786650983755406
600,0.001601808948353639,7.148138712013888e-13,1.9834275886866914e-17,4.051370980960445e-08,1.945341045917341e-21,3.1053802073605355e-19,4.285199574405661e-15,1.0740825051883997e-15,0.0001363979246561916,5.91765550968771e-07,4.770043302071396e-07,0.09742200565950465
700,0.001975026859620753,6.272481842033498e-13,3.0513037415465136e-18,4.364374946771786e-08,3.53054451246864e-21,-4.0815418564570305e-18,3.197707953241459e-14,-3.837468852892955e-17,0.00015530848958041955,1.3310961917714428e-06,5.540412470322733e-07,0.09665273870880457
800,0.002128631690382587,7.463895939271804e-13,5.460374940504818e-18,4.582682162246067e-08,-5.935714057552124e-22,4.372771831387944e-18,1.9885693518614347e-14,1.0715293499610758e-15,0.00018174887201724644,2.470863526837277e-06,6.303558095496099e-07,0.09666226585328856
900,0.0023922367866167174,1.1461673656627778e-12,1.9339128707323753e-17,4.8506243055079865e-08,6.987105421627762e-22,3.347417004486952e-18,6.222776647850866e-16,-1.0345164666184502e-15,0.00019228103136451584,3.2179092629509635e-06,6.696079438465318e-07,0.09578685922066668
1000,0.0025334300426523362,9.231969156905416e-13,1.6162364102859307e-17,5.166405390057605e-08,-9.831487802990738e-22,1.1506502972148867e-18,2.38162960000833e-14,9.547001499591706e-16,0.00020651503631979233,4.012924726561966e-06,7.094579900929375e-07,0.09578474973047317
1100,0.0028891803856452977,1.5356897557490924e-12,1.962828880065227e-17,5.276438385649397e-08,-5.40899033577056e-22,6.438125501020054e-18,2.0033342878932512e-14,4.1750102723374815e-16,0.00023072901787146496,4.4356258864487255e-06,7.620327644177675e-07,0.09530443882030545
1200,0.0031392379028791447,1.7092647685341685e-12,4.062683961649878e-17,5.60646790333985e-08,1.3313256568331025e-21,-4.230112512932119e-18,7.350059432599478e-15,6.401714316208551e-16,0.00024232150181822135,4.717516608120729e-06,8.311205867252661e-07,0.09485184415459619
1300,0.003293659787130006,1.6347067880578325e-12,6.966187217941757e-17,5.724658034472748e-08,3.026741214256064e-21,-3.4123945807281185e-18,1.8548269574698002e-14,3.8786360553397975e-16,0.0002673036737110688,4.9217407560412665e-06,8.469387175617676e-07,0.09419468559747614
1400,0.003395870144932514,2.0823401847669632e-12,5.1708392615641394e-17,5.906898574141907e-08,4.759289103329468e-21,1.5200428460406754e-17,1.6406853895119985e-14,-5.8785944633280895e-16,0.0002845120328703852,6.576710168082695e-06,9.050075559982787e-07,0.09427251631861666
1500,0.0037681867753439056,2.4662612201622834e-12,8.484957183315212e-17,5.958628556666667e-08,6.850691582886579e-21,5.7516410481320125e-18,3.6619877899379854e-14,1.087867986472596e-15,0.00030191043916613885,6.767349450267813e-06,9.437955600311554e-07,0.09334807580198536
1600,0.0039339770918611384,2.9870643251750897e-12,8.736839307943795e-17,6.039952745447868e-08,1.4430251931527324e-20,8.459098894462762e-18,4.19354284074044e-14,1.5244883219797623e-16,0.0003175637397824587,8.891698071705469e-06,9.80722626456783e-07,0.0933117390938849
1700,0.004118163969854046,3.0793025243816613e-12,1.0960599148372208e-16,6.162061507072761e-08,1.3268326238909035e-20,1.1491378351528117e-17,-7.044117076219672e-15,-1.0397165059677484e-16,0.0003309693002787331,9.84762738603692e-06,9.952210141025359e-07,0.0925769828568537
1800,0.004168125337307874,3.3795970750954046e-12,1.2265029663834116e-16,6.261722027645726e-08,1.388039127464517e-20,3.313291259439366e-17,1.143992426865169e-14,3.089639011684322e-17,0.00034131911381950534,9.703150635912271e-06,1.031462774670763e-06,0.09216579892449951
1900,0.004490148438083858,3.864774241769977e-12,1.2637533751004254e-16,6.297394456437785e-08,2.270103058408438e-20,3.339918213165126e-17,4.5770014928595164e-14,1.6550368456061027e-16,0.0003567056564887387,1.1007334651035424e-05,1.0493291405527941e-06,0.09203726724721767
