milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
1600,0.0038229701387967707,2.5784159567459385e-12,7.599709318973969e-17,6.114675818278179e-08,1.548314048209669e-20,1.335018080778564e-17,-3.0016372646527065e-15,-1.0132404701577785e-15,0.00030701734082191174,8.763738059021235e-06,9.829421072776518e-07,0.09331306762523933
1700,0.003976522190648394,3.3797415699288707e-12,1.2237099113366394e-16,6.115480958472336e-08,1.631900689394246e-20,2.7178316849890865e-17,1.880402386218708e-14,7.698865037805658e-16,0.00032157633504682504,8.846694321198356e-06,1.0137529561915874e-06,0.0929670815283702
1800,0.004211277948958094,3.2608413863676173e-12,1.2804239361413468e-16,6.19085760198441e-08,1.9159073532579704e-20,1.9242497062378858e-17,3.515640703896361e-14,4.2473081144702206e-16,0.0003486131699086424,1.0076345255744927e-05,1.0221280913089583e-06,0.09239590721936006
1900,0.004380180465070672,3.858864594755186e-12,1.4697243457336579e-16,6.233880804067728e-08,1.6963125708403734e-20,2.4665402825523376e-17,1.8398623637156246e-14,6.1003212547276275e-16,0.00035351618847306805,1.1938478204344863e-05,1.0459638997624745e-06,0.09195208493405088
2000,0.004530097406618505,3.976370489767331e-12,1.4862205263400095e-16,6.276112253124445e-08,2.5234027705471764e-20,4.02328733081727e-17,7.252133543626912e-14,-6.200227429977719e-16,0.00037996970047180753,1.1974590379260418e-05,1.091572949387878e-06,0.09162862417734058
2100,0.004765497134378716,4.759332780765234e-12,1.8152280435949916e-16,6.299995502814045e-08,2.764038717145037e-20,5.29170606866562e-17,4.6306720555262787e-14,1.8906738291545967e-16,0.0003842921510423738,1.3177740489824412e-05,1.090326770760506e-06,0.09115167301291373
2200,0.004885862315058541,4.807648040807049e-12,2.073729762193342e-16,6.433157007651207e-08,2.991865397519035e-20,6.027245191756998e-17,5.235062273167114e-14,9.050544953604828e-16,0.00040493407246984086,1.532637687603727e-05,1.1335377901189964e-06,0.09071252944915521
2300,0.005055578401945148,5.1455439782703e-12,2.1414405093864146e-16,6.420158178992172e-08,3.438823728236257e-20,6.999977911280697e-17,1.220540781048325e-13,1.6696227145119574e-15,0.00041645459382322,1.549764133300238e-05,1.139532454007936e-06,0.09065068449317921
2400,0.005271848799368601,5.5583313395386e-12,2.457386007497381e-16,6.40792979876929e-08,4.554809817572348e-20,9.269292348278489e-17,1.3738453125662588e-13,2.2294500082988364e-15,0.0004267611713810707,1.6341074880161772e-05,1.1746681211214074e-06,0.08986104309325586
2500,0.0053573100093312325,6.061021801502978e-12,2.61934237599181e-16,6.406954550215682e-08,4.85042690123059e-20,9.820460641732934e-17,1.755518909767566e-13,1.2587943065724308e-15,0.0004363572119040105,1.746884174348336e-05,1.1727625826025888e-06,0.08996900586677718
2600,0.005611368565993659,6.953395705384287e-12,2.7342475985457516e-16,6.498803577729741e-08,5.469835031125903e-20,1.319716511038763e-16,1.7957315032898783e-13,2.7398483853607027e-15,0.0004485963105724185,1.88120865875736e-05,1.190244863689903e-06,0.08933037857075378
2700,0.005728718996536271,6.993081545647971e-12,3.2065829121576085e-16,6.489638818693245e-08,6.269143584159157e-20,1.369279639974474e-16,2.636018911528413e-13,2.032601675354672e-15,0.00045874200315797024,2.117796720274024e-05,1.2094520515827532e-06,0.0891249992556618
2800,0.005799947451206159,7.52360875232814e-12,3.4609000861949225e-16,6.493521007125544e-08,7.265967713773344e-20,1.7708327189953455e-16,3.0371844316298853e-13,3.423567630575157e-15,0.0004844333313251399,2.232366820455646e-05,1.2275465475321574e-06,0.08855622908812935
2900,0.005966283686167016,7.888439029962186e-12,3.531168982539305e-16,6.506664900410989e-08,7.747869730288438e-20,1.866598222363212e-16,3.1819789955694603e-13,5.508208518463865e-15,0.0004888046928921336,2.3146010388956637e-05,1.2510851949725302e-06,0.08816965878214171
3000,0.006115704393023017,8.616117985070836e-12,4.0455454167696195e-16,6.640974312515634e-08,8.510827959170787e-20,2.1466957178485494e-16,4.039878423540956e-13,5.117260389248664e-15,0.000495618794897614,2.4960750838897595e-05,1.2695128090884436e-06,0.08817100230277981
3100,0.006153647639693165,8.900090034014817e-12,4.1954592414687925e-16,6.509036621794002e-08,9.69737136981674e-20,2.457366413574919e-16,4.981539167722037e-13,8.027999424608068e-15,0.000518214158582543,2.691270549131262e-05,1.2835391925056265e-06,0.08739595114885852
3200,0.006432259317481385,9.519585388027767e-12,4.3621224206269124e-16,6.521630044381224e-08,9.848679807180624e-20,2.9501271209935233e-16,5.320679186722907e-13,9.461495881268045e-15,0.0005156425675390598,2.7380706609311443e-05,1.2787574477734743e-06,0.08744931668319084
3300,0.006494085550416655,1.04537425373517e-11,4.961842948752063e-16,6.399274857007599e-08,1.1351626668865942e-19,3.2756152350397185e-16,6.57021989719014e-13,1.0198521185939673e-14,0.0005300459468678061,2.8801572427781687e-05,1.2769008177281943e-06,0.08696523867926877
3400,0.006463360770230271,1.0616181865493499e-11,5.051985682347867e-16,6.197710585481874e-08,1.2029407728617282e-19,3.458584915320621e-16,7.533248727056106e-13,1.263497204311379e-14,0.0005405619665730102,3.068119532335866e-05,1.2704607239242308e-06,0.08675160050644658
3500,0.006424860952936415,1.1559591814366428e-11,5.483954196721185e-16,5.75360082724414e-08,1.3251760141529357e-19,3.828287934140077e-16,8.224909415649238e-13,1.504147288691633e-14,0.000540024839232805,3.252721186693599e-05,1.2388079278614935e-06,0.08595594526042717
3600,0.006383137714333074,1.1771158985370713e-11,5.823409739938861e-16,5.3153324551306664e-08,1.4292266507893269e-19,3.9645006296131457e-16,9.430407941292949e-13,1.8273506140513984e-14,0.0005280941131834561,3.435789624952609e-05,1.1564558116820497e-06,0.08558341084203103
3700,0.0062261666501833264,1.2217484379639597e-11,6.056891655065332e-16,4.592040406274392e-08,1.5458706086175566e-19,4.006539862405108e-16,1.0524559602389887e-12,1.99519538319359e-14,0.0005181215061631515,3.489934125821572e-05,1.1094859617263468e-06,0.08547405767270061
3800,0.006128987774526336,1.296390920766171e-11,6.492928153946436e-16,4.232343833489372e-08,1.6753417715460005e-19,4.1430573867591487e-16,1.1604966705300893e-12,2.4624116349768452e-14,0.0005062490459820575,3.7686886661834846e-05,1.0372658667786592e-06,0.08519200086567134
3900,0.006014163866813635,1.3624408641029549e-11,6.894892995293406e-16,3.692373709005359e-08,1.7624546524827386e-19,4.06474161628878e-16,1.245765937391857e-12,2.7992315524315488e-14,0.0004983539960977639,3.833857113503207e-05,1.0042985631583971e-06,0.08467941660480043
4000,0.005775795682310309,1.3924659837786273e-11,7.326904392023639e-16,3.134312961456344e-08,1.9073853123017837e-19,4.2241490038966277e-16,1.319060267290778e-12,3.222791428666239e-14,0.0004955407789240736,3.936151266390282e-05,9.315645993797129e-07,0.08439924012300304
4100,0.005717118508415047,1.457740294582966e-11,7.712219388634716e-16,2.8656645968411358e-08,2.0048261314301362e-19,4.209586522505548e-16,1.462634901966188e-12,3.589905221162086e-14,0.00047495007876823,4.145910008088487e-05,8.652979063631763e-07,0.08371522441306721
4200,0.005566230972254963,1.500298859051063e-11,8.089326840083191e-16,2.53791745516396e-08,2.0136862035134774e-19,4.250186049936244e-16,1.4779306711187134e-12,3.904598558181167e-14,0.0004733627159275561,4.21098509009395e-05,8.411589689088676e-07,0.08380690098388582
4300,0.0053531278414838375,1.513054341215724e-11,8.732586939684921e-16,2.247811789294546e-08,2.084366823187459e-19,4.3619662315954307e-16,1.5424384307537722e-12,4.5187263769391693e-14,0.0004668659584785318,4.446169428659824e-05,7.899399552941148e-07,0.08318481595324699
4400,0.005274386950942216,1.5709081725673392e-11,9.117928832588706e-16,2.0151929506091103e-08,2.047481123990821e-19,4.442489632913643e-16,1.5939904944687847e-12,4.9147506965620986e-14,0.0004487489718217988,4.4942651694812865e-05,7.44039134697897e-07,0.08312140917969033
4500,0.005188673653010364,1.614722567224808e-11,9.578026984358164e-16,1.6507553616434353e-08,2.067238719839589e-19,4.478353596174744e-16,1.6239425920656853e-12,5.473038005997968e-14,0.0004302990194345575,4.664373233427919e-05,6.693262352781425e-07,0.08228796895006034
4600,0.005014852859870363,1.6508357868355358e-11,9.942388954821251e-16,1.4567816952581062e-08,2.036674779659222e-19,4.631682684892049e-16,1.6234087143299767e-12,5.818639750327911e-14,0.00041858218266730264,4.761437211248776e-05,6.509523476965006e-07,0.08227266329542025
4700,0.00497182471841383,1.6830753309301187e-11,1.0362838846565945e-15,1.3361469769284465e-08,1.9582115165986657e-19,4.806684159678372e-16,1.6672533738365225e-12,6.255737272040205e-14,0.0004141597960150485,4.943647505832129e-05,5.879402344452569e-07,0.08167016316684547
4800,0.004689409875941826,1.7056480448532717e-11,1.082126261068459e-15,1.2395752535864016e-08,1.9184633549958475e-19,4.770889191349253e-16,1.6384005918452794e-12,6.743841234848398e-14,0.00039558075371540273,4.9439289203027234e-05,5.693595756187399e-07,0.08171287119635105
4900,0.0046779700250411055,1.788489858361541e-11,1.11482732581208e-15,9.688196285573719e-09,1.8328884397669577e-19,4.886372521631835e-16,1.6355969605624622e-12,7.3166431009589e-14,0.00039559698455687224,5.1303919667386394e-05,5.26816718009579e-07,0.08139900623013782
5000,0.004454437899100521,1.7912430943460474e-11,1.151660545513091e-15,9.180280021957369e-09,1.7630676805978935e-19,4.878239972797025e-16,1.6808808928369862e-12,7.912647427007985e-14,0.00038204929908278184,5.2985757566242676e-05,4.814309473366978e-07,0.08081498580569184
