milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,-3.055607551071367e-05,-3.792935133277692e-14,8.397433601083154e-18,-7.992019190652552e-10,1.7702763100809685e-21,-1.1095929041558361e-18,1.530878802039947e-14,5.301585702843747e-16,-7.1086912839730164e-06,8.169682035083995e-08,4.246878555943385e-09,0.1000120363931368
100,0.0002124214015163266,-1.280536545301557e-13,-1.5228712325629693e-17,8.86293772789025e-09,-1.037514616723651e-21,-1.5750895971866926e-19,2.6966881977386006e-14,-6.748158962806855e-16,2.219806989398352e-05,1.9178078098501508e-07,1.1072289388924911e-07,0.09976726636032078
200,0.0006236739647962568,-1.24628323722862e-13,5.837472698876476e-18,1.8052141596086976e-08,-2.5612838442813335e-21,-2.1033159031609156e-18,-1.619045250519466e-14,8.534244450325628e-16,5.069933733960103e-05,3.9772339208979683e-07,1.7689322682997306e-07,0.09909319605497952
300,0.0007939307338659719,-6.604663976337966e-14,9.463605211492105e-19,2.412877734471833e-08,2.7455581705515607e-22,-4.481264090858804e-18,2.608621376281376e-14,2.124784068815139e-16,6.906152944429234e-05,4.946390396348354e-07,2.5646468685689925e-07,0.09842733682096678
400,0.0010921460266682403,3.038252216202655e-13,-1.3770117068352614e-17,2.99115920673181e-08,-7.972782996772368e-22,-3.734955232279391e-18,2.3293109737382016e-14,-4.0727006856325784e-16,9.748179418442411e-05,1.7669497322368776e-07,3.3433398328750283e-07,0.09804888532674087
500,0.0013148511460732276,5.905737089633242e-13,1.078632908736865e-17,3.413497510993715e-08,-2.3624516677311063e-21,5.179699229933397e-18,8.573345506984682e-15,-8.90995479792706e-16,0.00010891332363003157,1.319516105889906e-06,4.306239144946654e-07,0.0979372263178154
600,0.0016096800157532063,7.077370087532148e-13,1.0026957426052725e-17,4.0001182856849404e-08,-3.406597605555462e-22,1.6528400033179365e-18,-2.4606699080320965e-14,-4.613511531912192e-16,0.00014088398368625166,2.040874710935033e-06,4.995428105890658e-07,0.09721420432921804
700,0.0018380734221572926,5.29922187002817e-13,-1.365862249263352e-18,4.425040487639529e-08,-1.7652297368958646e-21,4.248545689524237e-18,-1.2004266617649756e-14,-7.754979650773181e-16,0.00015158006071639118,1.0633514229952432e-06,5.414178534927676e-07,0.09697140758801144
800,0.002100831609068157,7.88877745551551e-13,3.219056466922508e-18,4.692491392739459e-08,2.4798641464707394e-21,3.329963261475748e-18,1.81170657829751e-14,1.0674046563998618e-15,0.00017014338652254936,2.6468476700669026e-06,6.128160102725101e-07,0.09654006941063735
900,0.0024774267441793145,1.0694194022575118e-12,1.1084581452058944e-17,4.979920200394871e-08,4.2091817474082044e-22,3.842405581398586e-18,-1.9608813775032212e-14,-5.121797423753914e-16,0.0001878842130591933,2.4569877617775922e-06,6.677292231255847e-07,0.0959585568661074
1000,0.0026947710130355946,9.364079359472886e-13,9.987330078084189e-18,5.2640547433949934e-08,4.453181115189879e-21,-6.590236803924836e-18,8.641066493990092e-15,-1.0235325812195997e-15,0.00021426055134829493,3.996629270737267e-06,7.294620781952724e-07,0.0955700760952641
1100,0.0029000583825066935,1.2514932547930452e-12,5.1628305792938796e-17,5.464781832137411e-08,3.4089065404178688e-22,1.131951897652903e-17,1.250873366053261e-14,9.708237439546843e-16,0.00023147002863558002,4.4089520245209e-06,7.546108944527147e-07,0.09497645650317009
1200,0.0030183499127708485,1.4545881269428874e-12,2.654527718282174e-17,5.509212163691799e-08,4.405816452781585e-21,1.0355553121256664e-17,2.901101107555692e-14,3.5649107664091164e-16,0.0002560331131746964,4.6954479544592275e-06,8.081246838644374e-07,0.09478313012288699
1300,0.0032704383847796743,2.1563638464112015e-12,4.594948148448175e-17,5.76882749725744e-08,8.505723067955961e-21,-1.9603781236733117e-18,2.8783161168344915e-14,4.941577382353291e-16,0.0002716594728010158,5.878329705067256e-06,8.497548670390273e-07,0.0944464676197835
1400,0.003421852500223396,2.0506206910909542e-12,5.81465589431824e-17,5.746078883672561e-08,1.0855461562676741e-20,6.273933629558496e-18,-2.0009081138402225e-14,3.1998808715728613e-16,0.00028333938913387483,6.985083880838262e-06,9.018320182189582e-07,0.09406377383348649
1500,0.0036491271315337403,2.4255459664638337e-12,7.77956514289517e-17,6.001954909448415e-08,7.47955374592413e-21,6.142661511428058e-18,3.566027288930622e-14,5.095789814434204e-16,0.0002953974484773265,6.890902663888984e-06,9.449912705758499e-07,0.09348883421311416
1600,0.0038085103140128224,2.9249596001667305e-12,8.027321300947468e-17,6.13174977276976e-08,9.197105084704043e-21,2.2287583581357844e-17,4.369796644852239e-14,4.623492739289558e-16,0.0003150958637020341,7.626250740576828e-06,9.531513009963311e-07,0.09312207911496857
1700,0.004008795949590186,3.286221357789528e-12,9.414860534250799e-17,6.072786185892489e-08,1.6509900627715324e-20,2.560840310017744e-17,-9.907267075577152e-15,1.9360578925284575e-17,0.0003354249035225982,8.857318240947727e-06,9.92253659769413e-07,0.09277322376678038
1800,0.004250917889185199,3.6994415352299364e-12,1.1460350063616777e-16,6.255115298424711e-08,1.4690815977404446e-20,2.9553852959739844e-17,9.326679432209227e-15,-8.430417264182896e-16,0.00035038442230612017,1.0192115034762908e-05,1.0249443212780696e-06,0.09232006286928365
1900,0.004384424065499707,3.7774895463957e-12,1.483816199828192e-16,6.223496259366877e-08,2.4428030693287605e-20,3.3464036641266984e-17,5.6678681047552115e-14,3.208610078402913e-16,0.0003615367783309262,1.0587703751857266e-05,1.047568887238633e-06,0.09175494292336907
2000,0.004663828385505092,4.462649490302058e-12,1.6486716441731519e-16,6.308577896143884e-08,2.179869959769639e-20,4.402406231443993e-17,5.4038779798698766e-14,-1.795725118398899e-16,0.00037956978997150164,1.2594474024253086e-05,1.0667759384867103e-06,0.09142362663252906
2100,0.004831165659138252,4.422439708412275e-12,1.6651464049485994e-16,6.364548060414794e-08,2.836322576748459e-20,5.750320955020731e-17,7.976240732031982e-14,1.3019735941822959e-15,0.00039036350806257174,1.3504007521392404e-05,1.117884898160241e-06,0.09119160538614296
2200,0.005020901646016721,4.959842839470957e-12,1.9036933987182607e-16,6.469787182926168e-08,3.614883545519788e-20,5.3481413139871107e-17,7.63483247958156e-14,7.876046519422471e-16,0.00039419779314592014,1.5109267481119399e-05,1.1378148194643737e-06,0.09099104571745464
2300,0.005187583989851118,5.319457645222134e-12,2.0817859617326567e-16,6.437527495309197e-08,3.666755503937406e-20,7.772545232418788e-17,1.241580745137546e-13,7.748161480285859e-16,0.0004204774959172015,1.6505523448844608e-05,1.162557531214757e-06,0.09035513675973741
2400,0.005349551338364941,6.029802185872337e-12,2.342013904627775e-16,6.388171997952752e-08,4.2061688878602766e-20,9.517832311624337e-17,1.4200219018189797e-13,2.1538096307529065e-15,0.00043300583947059295,1.656809678952996e-05,1.156420421194955e-06,0.09021281459391714
2500,0.0054520437334293435,6.419087225552437e-12,2.6409881656160174e-16,6.519611963753293e-08,5.1690006326424864e-20,1.0895435795725577e-16,1.5731318635059418e-13,1.2836648767615798e-15,0.00043339994611942413,1.8124316676855974e-05,1.1924847889035973e-06,0.08960175610041804
2600,0.005570278743942664,6.853723056451239e-12,2.8570609572904955e-16,6.478982173724595e-08,5.176018436343299e-20,1.287871550519682e-16,2.013592927813625e-13,3.3080210304358254e-15,0.00045980293521453227,1.9000649176119735e-05,1.2190526210209237e-06,0.08962763479270795
2700,0.0057799547074397824,7.297812884966891e-12,2.98526106184926e-16,6.55801934458599e-08,5.914496117660172e-20,1.3600511513665574e-16,2.0238873710538197e-13,2.2467305973747948e-15,0.0004589905956904006,2.1692400626309564e-05,1.2363090751613421e-06,0.08923079008357508
2800,0.00584936382900167,7.926610625223479e-12,3.500597137404058e-16,6.456539934395822e-08,7.130446715009811e-20,1.7191148788452137e-16,2.6945070500451175e-13,4.823909930304614e-15,0.00047597972168069255,2.1961533408413324e-05,1.2229670342930834e-06,0.08860771241700464
2900,0.005922647995670998,8.154480646316562e-12,3.7928963113333005e-16,6.494325317788405e-08,7.407153423107376e-20,1.8595840680398456e-16,3.0607071538256634e-13,5.176730082290129e-15,0.0004954434675517079,2.3789575451441278e-05,1.2485935238832261e-06,0.08834577121792139
3000,0.006070185221057506,8.645689994592824e-12,3.870613026744603e-16,6.584081712412176e-08,8.279585344477078e-20,2.2552691662139123e-16,3.866400600785831e-13,6.1084236179413224e-15,0.0004994693342614489,2.578832200810106e-05,1.2479588908750137e-06,0.08765008981534841
3100,0.00616918654703622,8.995868960374234e-12,4.1098230139169826e-16,6.482788711768394e-08,9.00544676923457e-20,2.4617220279012594e-16,4.664527743240236e-13,6.012190334961663e-15,0.0005145263933815971,2.5840777976738593e-05,1.2665325792823652e-06,0.08766255298253837
3200,0.00639232538156808,9.455340380998613e-12,4.448916277395536e-16,6.507060502757394e-08,1.0496606787978707e-19,2.798168978346738e-16,5.441349695172732e-13,8.243173623719135e-15,0.0005164838895689994,2.7998142558765393e-05,1.2762724722817825e-06,0.0873524860977362
3300,0.00642621163043917,9.937865620306643e-12,4.929455294825942e-16,6.338260342175996e-08,1.1192203913979397e-19,3.152519076149943e-16,6.549966825368997e-13,1.1372160811013923e-14,0.0005263479877592066,2.9584996907202232e-05,1.2928254605190535e-06,0.08710420615038893
3400,0.006439972483206336,1.0957166427298116e-11,5.119423202664631e-16,6.193533032156784e-08,1.1779901855806456e-19,3.508656787759234e-16,7.144579593087983e-13,1.1870429812047653e-14,0.0005321296134776758,3.134220577228562e-05,1.262253817393362e-06,0.08634772074312254
3500,0.0064012567240573325,1.1413079156030767e-11,5.340129050466036e-16,5.661906992506408e-08,1.3345598135651577e-19,3.7751630644309056e-16,8.308711106193856e-13,1.5472165045541758e-14,0.000534884253150329,3.225183381568548e-05,1.2161154539751724e-06,0.08625135569730792
3600,0.006428972153885719,1.1804872098348043e-11,5.729021182670372e-16,5.141940166390636e-08,1.4222542740877931e-19,3.893908798012054e-16,9.521296518255978e-13,1.8133274196738522e-14,0.0005296163897056029,3.396969496807012e-05,1.1542354004977693e-06,0.08582045130455435
3700,0.006302953542707013,1.2107952115696175e-11,6.062480492891245e-16,4.5635030732993984e-08,1.5294139237519776e-19,3.9278275279133855e-16,1.0398461375268345e-12,1.9288805063962044e-14,0.0005119791139190042,3.489479516318376e-05,1.0994925623386746e-06,0.08543732383065203
