miliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,-4.272164389469811e-05,5.646620674849735e-15,6.913859579882434e-20,-3.4454759001860374e-10,-1.9528988228330895e-21,1.5614376884504376e-18,2.100156673025198e-14,-1.7717298522039754e-16,-2.7583141079442694e-07,-3.989338048663718e-07,5.722931344132071e-09,0.09998774064577287
100,0.00023085727860984706,1.6468820576999993e-14,1.00584032607695e-17,9.227159536048275e-09,3.49902659389711e-21,-1.615908989595074e-18,-8.724467433462707e-15,-2.4324610267804474e-16,1.9055750818713578e-05,-2.6859624374189465e-07,9.203404566628432e-08,0.09929079127399087
200,0.0005061907834118857,-1.937919125991787e-14,-5.073733272068135e-18,1.64137669982653e-08,-8.478318586438131e-23,-7.447390317038375e-18,-7.720927737139339e-15,9.491231477903315e-16,4.936457696292269e-05,9.132045362271194e-07,1.71230125337506e-07,0.0989450290518542
300,0.0008191524673132975,2.49377310916476e-13,-6.305587654375751e-18,2.397078795959904e-08,-1.39169563121359e-21,2.952492682317406e-20,-1.501773163912507e-14,8.410869987238312e-16,6.72912852133122e-05,-1.702751904842936e-07,2.8136132407822785e-07,0.09882497311867615
400,0.0010471462129383268,-1.0348755689715442e-13,1.5908677941797883e-17,2.985121592721874e-08,-8.919569435916416e-22,5.962027162171097e-18,5.3979281454097076e-15,6.421669594889848e-16,8.825365727409927e-05,7.130359091576044e-07,3.5535616172928893e-07,0.0981818368688865
500,0.001360913832237746,2.263897566892675e-13,-7.130253493796102e-18,3.558130366197254e-08,2.2187463182660754e-21,8.407595096631698e-18,-2.6157814343850438e-14,6.611883279871237e-16,0.00012244523537368812,7.59332561097594e-07,4.146252440680494e-07,0.09799767530843301
600,0.0017398548365539967,5.154727854427364e-13,1.5571457187772625e-17,3.932116535993433e-08,3.319868507835012e-21,5.598342050788824e-18,2.0553089721940062e-14,8.272719336514572e-16,0.00013730677352207397,7.132314783986249e-07,4.822957414193135e-07,0.09731182829311939
700,0.001903776331241738,7.705524476429949e-13,-5.701138587372536e-18,4.3672740746561016e-08,3.734806986090052e-21,6.42157257280436e-19,-2.3101252104315873e-14,7.679440909930212e-16,0.00015592935906910975,1.7362642518046013e-06,5.621086068240586e-07,0.09686437901040199
800,0.0020670470596431513,8.935747247866839e-13,-1.628021420104225e-18,4.614182968133514e-08,4.409771015863537e-21,2.2852531151136566e-18,2.1583932161118352e-14,-4.2467240058508045e-16,0.00018250886456464569,2.3993684539513722e-06,6.102266684205225e-07,0.0963270967648916
900,0.0023322650024582346,1.040186643624921e-12,3.57784694374386e-18,4.9677737892462324e-08,3.512559767135345e-21,8.50431145367587e-18,1.7023315900520243e-15,-3.7503828951065695e-16,0.0001961866091272938,3.365190980735564e-06,6.81574869705424e-07,0.09608082028985877
1000,0.0027114325703137938,1.360388448678515e-12,1.2973824584355583e-17,5.2327719839545524e-08,5.384575968847595e-22,8.28584604163159e-18,2.904959661826418e-14,6.101544986869548e-16,0.00021807987694994027,3.1225530802073736e-06,7.340506317348729e-07,0.09586733312813768
1100,0.002815842851452228,1.327624937304016e-12,3.4877528873614597e-17,5.379265948611224e-08,2.19484664307884e-21,3.143034449415906e-18,-1.2890965157696426e-14,1.0288766451349336e-15,0.00023406324962583895,3.4444421348541363e-06,7.810305878105786e-07,0.09504037965504038
1200,0.003102988014962646,1.7068828544845505e-12,3.8945072528234524e-17,5.471892454253266e-08,4.790457976066403e-21,-8.649896703659796e-19,2.094052594199555e-14,1.3224287621426177e-16,0.00024101882482709428,5.082400864521626e-06,8.133582589342257e-07,0.0950251646069453
1300,0.003218116177304679,1.9936913765287394e-12,3.952593327742791e-17,5.791840535416596e-08,7.593724864209049e-21,1.2446065227164497e-17,6.145828659527844e-15,9.858791342701584e-17,0.00026111187963395645,4.815821911269758e-06,8.636784746236229e-07,0.09416112959278444
1400,0.003400616849822784,2.3742765026462157e-12,7.780076385692375e-17,5.7622076619159177e-08,5.473801127462013e-21,3.2102470030518943e-18,7.101880597577024e-15,1.1865107762284652e-15,0.00028636346021445014,5.779674128995254e-06,8.840630903884834e-07,0.09419307718627533
1500,0.00361654697335718,2.733127311152432e-12,6.131796748855385e-17,5.894531368409139e-08,1.3100349167543022e-20,4.0073175066365005e-18,5.140529371243665e-15,5.677401244999443e-17,0.0003001136246657199,6.615231527517191e-06,9.472123672271627e-07,0.09338934576798243
1600,0.003940884172340566,2.8662228456507246e-12,7.687691517635168e-17,6.001553092291604e-08,1.2710706780781747e-20,8.861800414241397e-18,4.741946167882548e-15,1.202185990328814e-15,0.0003061576033634596,9.047191081757747e-06,9.74029619312342e-07,0.09342544169324715
1700,0.004089434709937936,3.0231951990707716e-12,9.16149383802919e-17,6.225411798955951e-08,1.8087920148844088e-20,2.9298733370122844e-17,3.767233587061577e-14,1.0900519265660211e-15,0.0003352149013548373,8.981550490944322e-06,9.865699512764033e-07,0.09295956157650107
1800,0.004165653732839472,3.1702657661296657e-12,1.139403592122187e-16,6.176795826720883e-08,1.81273099445568e-20,3.333377412649182e-17,4.448575637118433e-14,2.3381220386008203e-16,0.00034406601464925335,1.059832352238016e-05,1.0369011636951719e-06,0.09224079007941599
1900,0.00442225349668788,3.6177266489360796e-12,1.5167268045510198e-16,6.272730612798373e-08,1.8646766815515414e-20,2.9902520472302554e-17,2.2800443708773143e-14,-5.259346521229194e-16,0.00036428497244368264,1.2007849477287217e-05,1.0616733460630324e-06,0.09201057195013194
2000,0.004629955476027506,4.00753129193624e-12,1.6177304669435002e-16,6.312168697016781e-08,2.526884622312959e-20,3.8510940937540564e-17,2.980727944501304e-14,6.811485161398972e-16,0.0003784291246318384,1.1663262883270985e-05,1.077896111777575e-06,0.09178854778041062
2100,0.004764375835538012,4.40577981399419e-12,1.6972252062181422e-16,6.358815108219018e-08,2.76885855691119e-20,5.4027778826778494e-17,5.951085660724872e-14,5.127142636939656e-16,0.00037982062659791256,1.3914618200670687e-05,1.1177455995250525e-06,0.09120930344389405
2200,0.0049859834975296835,4.778777703808154e-12,2.109906248654619e-16,6.330722982071096e-08,3.601242465485585e-20,5.4298371251318784e-17,1.1018011387369442e-13,7.616930804974726e-16,0.00039567231265334214,1.4362338081837154e-05,1.130678696562737e-06,0.0906017528137294
2300,0.0050482341119064845,5.209363673947091e-12,2.242747685662315e-16,6.327670663188409e-08,4.1325975244474765e-20,6.891585631072629e-17,9.8769991532374e-14,2.7412648292588256e-16,0.00041174107008333033,1.556905527211793e-05,1.1511312697584457e-06,0.09024563929421114
2400,0.00522405197064753,6.060141478551842e-12,2.494262214094932e-16,6.39093702313765e-08,4.6902816553415346e-20,8.86520646841009e-17,1.473034088386981e-13,1.9621056351806876e-15,0.0004204258926070409,1.671563837243442e-05,1.1755230763493516e-06,0.09031346032025751
2500,0.005358827912089457,6.109758990054146e-12,2.719880992351577e-16,6.512216542798785e-08,4.9879507355397394e-20,9.922724566983706e-17,1.2526752132550117e-13,2.8182978123793757e-15,0.00044010390389623007,1.8927760255381798e-05,1.2011822228795846e-06,0.08989158429725046
2600,0.005531365068108285,6.5048792960736136e-12,2.8393696689251783e-16,6.522892989094991e-08,5.221607386775312e-20,1.2331094140139821e-16,1.997803763359857e-13,2.9964086104216094e-15,0.0004455499824810698,1.882875246820809e-05,1.2060764517526762e-06,0.08959691804547959
