miliseconds,c3,c2,c1,o,i,ik
0,0.9998270787141013,-2.636475574260705e-05,-3.6071732765509777e-05,0.06012093302394573,8.841984312429817e-05,0.10266659335377223
100,0.9998701759722175,0.00033519888783845937,-6.1951051269659e-05,0.05690393175590732,0.0034128597277325212,0.09663311466608912
200,0.9994807915599913,0.0005000023995148454,5.1874401282192816e-05,0.05380299752226834,0.006250229771084454,0.09186692076056302
300,0.9989121209278121,0.0006955853705621133,0.0004999797629498744,0.05069047152090238,0.00924478487570819,0.08711881760325603
400,0.9987224596054525,0.0008238987580153539,0.0005486734979780217,0.048396960296774795,0.011862938082385041,0.08309369079891998
500,0.9983259178055847,0.0011280633114273803,0.0006176917546489961,0.04613832254905115,0.01342138987192448,0.07858459178504078
600,0.9983350265181248,0.0012747038471391558,0.0009609474955612272,0.044429759367011094,0.015250204535649197,0.07522403430563401
700,0.9977786934579158,0.0013583915849542344,0.0011351629363844163,0.04239421795648933,0.017139192785805467,0.0728295272625846
800,0.9975721587882641,0.0014052359734659818,0.0011542127581926306,0.041038853613455765,0.018582862373562447,0.07043738582405958
900,0.9971586547266121,0.001537131834918582,0.0016960638554625084,0.03943402053032725,0.020325365615308955,0.06816775119672425
1000,0.9967209788678871,0.0016753680257556522,0.00188502610074771,0.037899327264369766,0.021394070834087713,0.06568775768346549
1100,0.9966698776681222,0.0018798184234912457,0.002142701956458398,0.037110178462318566,0.022585933417419362,0.06352341405195519
1200,0.996116582903843,0.0020204509729820075,0.0021352097128614204,0.03636261615231924,0.0232964699017909,0.06119697002485176
1300,0.9957667278979654,0.0021496630586428003,0.002544195789096191,0.03537096332341546,0.024242710339435092,0.059603072207597106
1400,0.9957958160977086,0.0022059934331789123,0.0027747764335829474,0.03444388602564086,0.025073883693895953,0.05936959561821073
1500,0.9954842607827155,0.0023855483076109514,0.0029048954545764674,0.03332881163316069,0.02573171299205423,0.056852562403293914
1600,0.9949277300695225,0.0023667429720453516,0.0030457983101664183,0.03277086541879649,0.026520575907137342,0.05622863165201524
1700,0.9948373695914581,0.002518773720022813,0.0032522522167125873,0.032355315876875325,0.027172980824154137,0.05598207208621763
1800,0.9943445829214136,0.0026560739165429163,0.0034874340631130918,0.03169811745187198,0.02750081009312306,0.0540131633594051
1900,0.9941359271109916,0.0027385781992836254,0.003746942682666195,0.030929872437630766,0.02793561327005723,0.054283464812053
2000,0.9938669129662895,0.002866598378431527,0.0038857407205987247,0.030563681868138057,0.028366378872766374,0.05325823928933918
2100,0.9935079785450016,0.0029487949486402773,0.0044272966896734735,0.030638853557397896,0.02824532049231206,0.05181298752629578
2200,0.9930863942829097,0.0031792849662943025,0.004596931326355581,0.030037895860253874,0.028889620310287002,0.05145159894368833
2300,0.9931535911542052,0.0032918300651283666,0.004872392741009967,0.029670011379592198,0.02907718061310553,0.05117926431680923
2400,0.9925256160593758,0.003403943516316335,0.005046255266031723,0.029865921885432023,0.029623845731984167,0.05106549300912362
2500,0.9923275421856634,0.0035244337800991983,0.005066516496076065,0.029558762326103903,0.029697805916917584,0.05033146716350567
2600,0.9919525442643521,0.0035285289890932834,0.0054800335997303344,0.0290605988541033,0.030162663715188887,0.04932668546539786
2700,0.9918544441959043,0.003640032712343348,0.005630286647554075,0.02887104570703451,0.03015047683089994,0.0496001007075528
2800,0.9913597244695049,0.003802002560040294,0.005908832356974057,0.0290597553142228,0.030294200260898192,0.04970786538225094
2900,0.9911415849300267,0.003957238091493384,0.006071435558917398,0.028537612171425048,0.030236913843376997,0.0491471784574705
3000,0.9907990426242421,0.004013788873177691,0.006238357544406341,0.028217994751471305,0.030231248602033047,0.04850487720650535
3100,0.9906797720592728,0.004060005700440153,0.0064684933493844386,0.027963750543526483,0.030303276291785027,0.04832577483184177
3200,0.9901376685651101,0.004234199163509165,0.006699163879916693,0.02809499152781639,0.030756490949946896,0.048105130461480586
3300,0.9900081647124319,0.004384290004443625,0.007113562516538671,0.028138078878253755,0.03065896315369085,0.04843445340845432
3400,0.9895517212959876,0.004468979431088338,0.007229386227362627,0.02822676660244455,0.030401460639509763,0.04781588180813548
3500,0.989127822123018,0.004564156452514253,0.007607136629009066,0.027601741311955273,0.031115359385507455,0.04744815480145382
3600,0.9887873041629415,0.004741122873471604,0.007575317619971144,0.0279193739479031,0.03062226734319756,0.047482989651642805
3700,0.9884876290447219,0.004861631998714828,0.007995308844162318,0.027649006487372736,0.030887671289646555,0.04746514873651459
3800,0.9884142964132954,0.0048815146903906145,0.008246052491255632,0.027571706133637127,0.031072146416217684,0.04812447119809655
3900,0.9878986607119573,0.004957632496237992,0.00829275764329784,0.027975146985544888,0.030717072936573626,0.0473403732164413
4000,0.9877569473632899,0.005120915759482767,0.00844706459970851,0.02756964618065319,0.031295336643375214,0.047082420449846174
4100,0.9876019519616531,0.005192371789101086,0.008910354752253206,0.027790359700648453,0.03081818710147022,0.04741452258728982
4200,0.9873807192951022,0.00531429667190142,0.0092129562281945,0.0271108561517081,0.03057979928056476,0.046445055936202156
4300,0.9870394435544372,0.005481297281360252,0.009375939954428359,0.02758362003517466,0.030669560933870032,0.047679798716540864
4400,0.9867232303516874,0.005657992842965942,0.009423941656723533,0.02757980017725563,0.031069835950591946,0.04683085165613592
4500,0.9863278934794256,0.005693333713011198,0.009841406231532235,0.027504642064767614,0.031014489980525885,0.04647334020721059
4600,0.9861273855507728,0.00584130394723134,0.009958018390645484,0.027643044958462447,0.030619099477983882,0.04672422465285964
4700,0.9855143251519556,0.00592866021100382,0.010257498685600242,0.027339233364086477,0.030732933020947196,0.04658800878003976
4800,0.9853401705298714,0.0059761971294933006,0.010334477469078158,0.027075510898880998,0.031005653139572237,0.046014538789899556
4900,0.9849187284217518,0.006191310917582993,0.010636073837198614,0.026881588739563093,0.030702669183269457,0.0470015753723943
5000,0.9847988057667764,0.006238724230640146,0.010910388220814993,0.027091746043757872,0.030942166164983183,0.046904343186666704
