milliseconds,c3,c2,c1,o,i,ik
0,1.0002229530789926,8.538392970623427e-05,-5.812315139653426e-05,0.059796775281964844,-0.00039071737933722375,0.10304971979642127
100,0.9995368051582957,0.00022999255997504983,0.00020619202703658543,0.05670239686015332,0.003524013367642514,0.097133444726502
200,0.9995795719777434,0.00045191974560683,0.0003052272032413164,0.05330135480891308,0.006205874929908372,0.09168681209271037
300,0.9989822052690523,0.0006616186879900933,0.00024243437466165552,0.051033626197600074,0.008755403595650222,0.08769790236396903
400,0.9987560831365326,0.0009068232291264616,0.0006083962882297106,0.04860499840475311,0.01142054012444079,0.08340755696123722
500,0.9985897788074138,0.0010799472371439054,0.0006532540658258352,0.04631422047722038,0.013721714934207749,0.07959453214353908
600,0.9979264311011377,0.0011656341078366327,0.0010491809145639923,0.044499158015894304,0.015450749008812633,0.0759684634527152
700,0.9978390505140011,0.0013514119098288215,0.0010235028268873127,0.04268867775036446,0.017660580635282152,0.07248774271360436
800,0.9974348567804975,0.0014440742572111814,0.0011596680503799602,0.041148608593022086,0.018771350981050525,0.06953527765157881
900,0.9972347715715872,0.0015942583350569161,0.0016475010196101358,0.03906852334755605,0.020146513836430142,0.06682793151710102
1000,0.9970120800623565,0.001684222112477252,0.0019072881673433894,0.03786047213875915,0.021097501527579724,0.06577547121930315
1100,0.9965250989661429,0.0017646023902611516,0.0020128412600538257,0.037267910634408506,0.02246320409728171,0.0636401996729684
1200,0.996175574736231,0.0018848183917112272,0.0022751324047403775,0.03588159692771691,0.023199892230860282,0.06152560684063937
1300,0.9958080514146819,0.002029449423022807,0.0023260153659707323,0.03494395372424549,0.02419228460890849,0.06039529621783041
1400,0.9957985690188683,0.002278063858042989,0.002574798575720447,0.0339140417958812,0.024978551360824216,0.058404890058511065
1500,0.995364503455122,0.0023315833190118737,0.00287606239292368,0.03344930063930137,0.02613444641520478,0.05740278670021484
1600,0.9949495845736891,0.002377775328049647,0.0031348916749416736,0.03329381745334498,0.02652148818120656,0.056496519599794716
1700,0.9947495412001296,0.00261262608139216,0.003394801482219928,0.0322459907051961,0.026904234018514262,0.05515581421201044
1800,0.9942826585447757,0.002638001257094662,0.003682884653934585,0.031894668700891256,0.027134011723785798,0.053821945909509145
1900,0.9940961017197818,0.0027538408299534896,0.0036551076771232506,0.031016361080049962,0.027616866746314566,0.05303806066374379
2000,0.9940424728603587,0.0029701785815907395,0.004123684814686265,0.031258554464047524,0.027965179748956653,0.05363845946155672
2100,0.9934876423436905,0.0029811966433963524,0.004379799216832205,0.030470301684899066,0.028370687334826727,0.05218829320507003
2200,0.9931593209118647,0.003169502061508182,0.004642604594468846,0.029871226583445255,0.029119955410940365,0.051782696956454335
2300,0.9929785358793013,0.0032500929372678796,0.0047839160906133936,0.02986187416673672,0.02926255666835153,0.050997811950373985
