miliseconds,c3,c2,c1,o,i,ik
1600,0.9950615933906792,0.002515339772861081,0.003277410883945631,0.032593493779053066,0.02644564372460746,0.05591290482668737
1700,0.9946367007323769,0.002611609819090511,0.003374014881707749,0.03193222583347276,0.026935828321545268,0.05574176494240234
1800,0.9946519540024279,0.0027471816691151344,0.0036468011728085347,0.031585552384076114,0.02761504999048839,0.05504178945988555
1900,0.9940624085527805,0.0026901828797225025,0.00394472038395014,0.031617098785228046,0.02802295580254857,0.053199851461860764
2000,0.9936738900014194,0.002804961078715334,0.004030385821209503,0.03062112776876527,0.028273204916764275,0.052935082683238675
2100,0.9934703811210421,0.0030169754953465687,0.004430476388360182,0.03078050778056848,0.028779246819013782,0.051863090575501994
2200,0.9931411040516984,0.0030386993700421746,0.004501789144353212,0.030156090392227206,0.02894082764628185,0.051755443699462333
2300,0.9927936228702026,0.003192740224217028,0.004854373075883276,0.029512082742150777,0.029084329241685414,0.051692510966481746
2400,0.9924288232209989,0.0033497653671274103,0.0050495965718568795,0.029867681868591935,0.029397100457203704,0.05028150727146478
2500,0.9922678017589487,0.0034207302142071133,0.005051152127993846,0.029251867835920098,0.029668751031219086,0.05062365539029852
2600,0.992148254104721,0.0035281451327420946,0.005342113954870184,0.02922327366730958,0.029782096694502925,0.0492960446707118
2700,0.9916399837044862,0.0036560458949185947,0.005557227562071496,0.028795261918928592,0.03034723961919475,0.0493576448364653
2800,0.9913111345303904,0.003724256803872544,0.006029628174777696,0.029061878485888825,0.03039954925530413,0.04888161506019631
2900,0.991040300472502,0.00393817855172672,0.00615307402856107,0.028523832832558944,0.030620413545574526,0.04866405938355704
3000,0.9910211740850019,0.003961781404987186,0.006451211459653036,0.02809927282123372,0.030459713552474975,0.04878187964133993
3100,0.9904329512946851,0.004048226910902786,0.006411671533495891,0.028060002319096673,0.030358366512847592,0.04814812121762085
3200,0.9903115542668023,0.004164349185629161,0.0068017739521428686,0.027954262780496918,0.030265928798161056,0.048660093628007495
3300,0.990054262054045,0.004393487545790842,0.0070002849802737925,0.027842658900210693,0.030562946613998204,0.048844511278670406
3400,0.9895120186949857,0.004489852293505659,0.007089387636935943,0.027674828914694978,0.030329913861661603,0.04838867739935897
3500,0.9894318469370451,0.004667355429126614,0.007565830524615581,0.028275867374407838,0.030572211588887215,0.04743222976178082
3600,0.988989774523173,0.004753565550966166,0.007687082105300783,0.027943945431152323,0.031013816771500502,0.047374148537944
3700,0.9886454440261846,0.00472487716195155,0.00805524162669399,0.027785261668033294,0.03084748153980167,0.04798899493220305
3800,0.9885971934280504,0.004930432303731259,0.008296115492997634,0.027288350958620866,0.0308295599310394,0.047832054720547475
3900,0.9880476182881726,0.005065843696597242,0.008490154877387926,0.027400399938746614,0.030830808634873877,0.04672989806341688
4000,0.9880013356874144,0.005223619566403017,0.00846911640675234,0.027342344855084157,0.031008202506112074,0.047681653453524264
4100,0.9876538943709936,0.005195790693252356,0.008930493258255002,0.027496754177918293,0.03097537618327461,0.047709655742154404
4200,0.987345713403206,0.005322763390917397,0.008967786351655498,0.027106019931667794,0.030994308967937974,0.046363964305118244
4300,0.9867673256105067,0.005469713176134249,0.00931294987512635,0.027648106894371985,0.031069242337203692,0.047370456856416186
4400,0.9867809196923112,0.005632173153486302,0.009402195625635983,0.027226247945942934,0.031074709461384332,0.04743905675052499
4500,0.9862717265502449,0.005759332336797615,0.009782372378349634,0.027405967769745576,0.03130910678630009,0.047471141672695664
4600,0.9861567584972113,0.00587825269980702,0.009967306479748866,0.027043753464372145,0.031291979048299806,0.04622235141325359
4700,0.9856048802882439,0.005961040215949578,0.010058969599169397,0.02686629907473614,0.03136194222961007,0.04663639231394498
4800,0.9855133686811325,0.006009972953110167,0.010496841867818327,0.026921740868393478,0.03097005884849154,0.04702420393230593
4900,0.9850234903025641,0.006068330165953016,0.010513916753005788,0.02732628537181554,0.030779129830136014,0.04653243323606732
5000,0.9848105255108419,0.0062893578394291405,0.010761612759524171,0.02731460559180854,0.031093836298321926,0.046974026127012986
