miliseconds,c3,c2,c1,o,i,ik
0,0.9997931705709866,1.3019935644603868e-05,-3.847239220844853e-05,0.059645984603359674,0.00021098402242673703,0.10309559191160307
100,0.9999121001776432,0.000231951157582616,-3.6303874829258956e-05,0.056567333116957635,0.003729459801862035,0.09743902043666144
200,0.999447717007061,0.000584701763889218,0.00026203037975459497,0.05344226386035653,0.0063258067236826344,0.0910799393647393
300,0.9991021008502036,0.0007559084909638767,0.00039795683125172054,0.050808744501743754,0.009124935714280417,0.08718665113248819
400,0.9986016798035058,0.0009436957794265339,0.00041816852319936687,0.04840173757997904,0.011429178453745859,0.08272490119052918
500,0.9986178102779459,0.0009709941268247385,0.0007427842998027241,0.04599846879646782,0.01395379626577685,0.0791439742795945
600,0.9980814970113533,0.0012642987539833604,0.001040330120685979,0.04425657823232814,0.015625680147000675,0.07506297851050234
700,0.9977860362720536,0.0013809801852546718,0.0009469889811182521,0.04260835069682216,0.017691681529514346,0.0732907231485746
800,0.9976144405408572,0.0014769188479962425,0.0011845985446491069,0.04102135327006069,0.01855006800599919,0.06952839268470389
900,0.9973766242560591,0.0016471424504234718,0.0016036322429864548,0.0392252742568073,0.01989095875437491,0.06801229329152793
1000,0.9967313120567028,0.00167906354341577,0.001829041834302698,0.038205162579479236,0.021305728487504134,0.06469810744609165
1100,0.9966667794652844,0.0019003980826478438,0.002105984281901358,0.036717386504824215,0.02287787757526958,0.06325863724574786
1200,0.9962804670426767,0.0020022259481337814,0.0020896759686395545,0.035642791912575224,0.02369862316377614,0.06122414330227889
1300,0.9958828974798668,0.0020688056833409497,0.002312705183401175,0.03469555297349256,0.024109420115853878,0.060268801384679195
1400,0.9958932954277065,0.002184978577595726,0.0025316668671359044,0.03394130259397688,0.02490921633132053,0.05872615688767539
1500,0.9952183408685253,0.0022880692617120893,0.0028771429141358495,0.03389568430287015,0.026172479314189697,0.05784191988257324
1600,0.994947325202987,0.0024715585519455856,0.0032727007733958976,0.03312856978792183,0.026506684459637046,0.05578546497501224
1700,0.9945821762828913,0.0024770294238139023,0.00346746896602265,0.03200603547853729,0.0269397204585047,0.05534573498988233
1800,0.9945328561057193,0.002583837598552097,0.0037515417482399237,0.03174012329252898,0.027116166393057316,0.053950190148745955
1900,0.9942572499505804,0.0027963462301619836,0.0039727890219213415,0.031073021423675764,0.027554286903891778,0.0536219546075725
2000,0.9939457766579087,0.0028468813989374815,0.004212803387467285,0.03057769223913624,0.027971861359989133,0.0526740908239729
2100,0.9934028285058643,0.0029509270476906196,0.004309742055349389,0.03091693558893069,0.028388473655211525,0.05234874266321568
2200,0.9934156258723236,0.003136415758275459,0.004605225516705811,0.030603078485238713,0.02920811286357865,0.05199988464186879
2300,0.9930389325821851,0.0032186140777941746,0.004815059346999286,0.029745856542534338,0.029402936881785777,0.05064386434343469
2400,0.9927783818825929,0.003282915925705904,0.005074667923921046,0.02930919013679376,0.029154822719237156,0.050215512518166555
2500,0.992544579813864,0.003532326738867081,0.0051636914888797125,0.02907216282905938,0.029779068377341313,0.04991648502372464
2600,0.9920014849784522,0.0035370913378269015,0.005336341722343954,0.029423308253629467,0.02990853870071174,0.05005226390352104
2700,0.9914953065975055,0.0037495065639747346,0.005507957837217248,0.028587915028718307,0.030035023381764996,0.04941168247261912
2800,0.9915839776957063,0.003797114131479911,0.005761105183410267,0.029186043994633804,0.02981314170725542,0.049870409627215166
2900,0.9911545265967396,0.003953793320239122,0.0062005604709242795,0.028423208411271935,0.030364368465169836,0.04933403971151307
3000,0.9910317525865441,0.004097885920919784,0.00643131306021346,0.02855762240595621,0.030376102518817557,0.04877433981276478
3100,0.9905531870184815,0.004092230715402544,0.00640746246840684,0.028490016704253912,0.03071037410834553,0.04788072132493536
3200,0.9900040738088648,0.004189297594990331,0.006773213954055933,0.02841144852285701,0.030364247889864183,0.04890336197508319
3300,0.9897101249874029,0.0042727122674072115,0.0071839754445226015,0.02808129432536266,0.030524218516809063,0.04779940725268463
3400,0.989680146624147,0.004404901974571067,0.007235725937304447,0.027919643693548733,0.030440631872666445,0.04854298182898753
3500,0.9891850287075558,0.004638542179170689,0.00749370849370952,0.028204218099000266,0.03075104085174231,0.04749123006095158
3600,0.9888592360969807,0.004648500229439484,0.007650443767727513,0.028086921326408134,0.030882518565382835,0.047904601474888266
3700,0.9885984502313693,0.004826711041686914,0.00789634870453784,0.02807134964024122,0.03047090861339869,0.04788449885020115
3800,0.9884905086309539,0.004973706623325038,0.008147408801424233,0.027583585242436464,0.030662309611310622,0.046799706141432654
3900,0.9881053131715856,0.005108147778958266,0.008256888040915273,0.027659131733807116,0.030777653899881477,0.046699122749028876
4000,0.9876268011544171,0.005205288774918599,0.00850154863046723,0.027318950472148645,0.03070439010396193,0.04770661865219891
4100,0.9876817228722443,0.005290138393333592,0.00873804346095089,0.027527934861944787,0.030722433463703964,0.046809497439184625
4200,0.9870296485398633,0.005352518780833116,0.00913900995661545,0.027403730930430366,0.03131987037614769,0.04638347012999599
4300,0.9868870029838726,0.005507435324231052,0.009138222157217614,0.02738711756564136,0.030772310623121114,0.04632606792077964
4400,0.9864717862651977,0.005601463700516534,0.009606061957802739,0.027006255865918434,0.030798539076473105,0.04711001200094691
4500,0.9863729932798759,0.005780123610295144,0.009894036965679283,0.027571978250835398,0.030633125960440283,0.04650425423582686
4600,0.9860669806040485,0.005882901182966481,0.009961378731286495,0.027286667392168028,0.03130963493771209,0.0463373110149447
4700,0.9858770476173351,0.005875114058941075,0.010082717254632972,0.02710830324818274,0.03098489068759764,0.04674108833710126
4800,0.9854278906816332,0.0060864353663589036,0.010245220475030365,0.027609038303972194,0.030597846630364845,0.04692079975478648
4900,0.9849151155825129,0.006083858912450878,0.010465673255915638,0.027247705012335876,0.030576429781461547,0.046993500197630995
5000,0.9849359454781477,0.006180217026784369,0.010847504920328292,0.026843073705512897,0.0311951463268771,0.045850716863085506
