milliseconds,V,n,c,cer,g6p,fbp,adp
0,-66.58623503995385,0.00724561279373715,0.2260133055589251,185.45267179026294,199.9563445761416,39.98981272943508,780.0612922563924
100,-66.58208196452755,0.007141702902198821,0.22590747555077695,185.45029687904722,199.95604749265132,39.989723026641016,780.0614655823002
200,-66.61350094150596,0.007129388044731522,0.22578238143080331,185.45267979803816,199.95575772502139,39.98972008210274,780.0615536247366
300,-66.62881346141455,0.007135544210677587,0.22568613737367654,185.45756406558473,199.95551836553784,39.989704695399666,780.0621735282028
400,-66.62562225878362,0.007117040765088908,0.22579683923407876,185.457711524311,199.95538926982667,39.98962033824876,780.0620710297474
500,-66.66281282614536,0.007076749634022429,0.22550358327332484,185.45727755898474,199.95538236116792,39.989621841500785,780.0625440258747
600,-66.65023434373217,0.006969867363610057,0.22553136836398527,185.4588086951278,199.95524694076823,39.98959654532496,780.0628182660847
700,-66.66565524739059,0.006936418483458923,0.22541596986863255,185.46196862300238,199.95485998070941,39.989564018022826,780.0626426486629
800,-66.69962705458187,0.006921690101083637,0.2253782530460208,185.46204643451347,199.9545387950678,39.989437222860175,780.0630246536552
900,-66.70752488155365,0.006882891465840598,0.22522569317518165,185.46785076978892,199.95474937776584,39.98945173169392,780.0633977815731
1000,-66.70869716310156,0.006862491824892124,0.2250860102784435,185.4657933748349,199.95444799616274,39.98937664021593,780.0633655689113
1100,-66.70470256973813,0.006875966269069165,0.22498437486931466,185.4702248326303,199.9541856167805,39.989341908430156,780.063822463952
1200,-66.73695079273226,0.006787082468362884,0.224998126090152,185.470897236484,199.9538323455034,39.989275436862414,780.0637871494314
1300,-66.7395721216894,0.006738594671523284,0.22489764294324438,185.47038965070908,199.954107647038,39.98921460078521,780.064195814949
1400,-66.77344047000967,0.006693885766673023,0.2247594113180129,185.47209030235737,199.95347936917204,39.98916594371786,780.0644488694093
1500,-66.75345411095523,0.006730393382948096,0.22482856642114699,185.4738388029064,199.95358435042198,39.98915584815804,780.0645287644855
1600,-66.80490982027827,0.006668164233443308,0.22452397169209623,185.47773941200356,199.95324475957779,39.98919008176482,780.0648031003578
1700,-66.79053171400409,0.006607628275166236,0.22467900514108788,185.4801911347314,199.9530139091035,39.98906745892639,780.065299279863
1800,-66.81322951305148,0.006536633407580427,0.2244818736362925,185.48103112662275,199.95281607783107,39.98911311143731,780.0655402324636
1900,-66.82180755551133,0.006533843995275955,0.2243859156223504,185.48199650582342,199.9528047163517,39.989016221740805,780.0656875308915
2000,-66.84762825457918,0.006487207481208676,0.22442105320597025,185.4850403696871,199.95242772365154,39.98892080102919,780.0655870380722
2100,-66.85913069952547,0.006462796284282541,0.22408276630541182,185.48495153517592,199.95234985176532,39.98896887502225,780.0663474684749
2200,-66.85089821294872,0.0065084764464121035,0.22403529357560173,185.48617149611732,199.95241087172735,39.98891663727383,780.066255717331
2300,-66.86512570142456,0.006440280532791728,0.22408630280530512,185.4905752070393,199.95219288841614,39.98880073223525,780.0667177915103
2400,-66.86104544871357,0.006407233493428208,0.224058697540245,185.48871858247722,199.952129640975,39.98880911869279,780.0667205165394
2500,-66.88096233207347,0.006393610068720378,0.22397662579924782,185.489423798823,199.95200802234103,39.98874360074044,780.0668857879383
2600,-66.88699360758437,0.0063790250779490265,0.22369875203303863,185.49231428221506,199.95135336294635,39.98870813361687,780.0670197302792
2700,-66.88988076792513,0.006270972788621961,0.22377374325726046,185.49551716202683,199.95165523694746,39.9887453928541,780.0675750019267
2800,-66.89942159237047,0.006223852943567807,0.22346195394826363,185.49776634864463,199.95122157194413,39.988621133298544,780.0677643380309
2900,-66.91719718216385,0.0062639345964826355,0.22351781534875123,185.500408471239,199.95118038027252,39.98857097549881,780.0675974462362
3000,-66.94247688814237,0.006222914816566453,0.22351894146939885,185.49720867663663,199.95095374709,39.9885639200574,780.06841971878
3100,-66.94893455501332,0.006197930080147812,0.22344227812092335,185.50259681420664,199.95061441733546,39.988549031934255,780.0684898408211
3200,-66.95509903614946,0.006185717808640331,0.22318252235647448,185.50295138199206,199.95041677721298,39.98846661600424,780.0687097665734
3300,-66.99106813698182,0.006073478503604911,0.22326407944411525,185.50311047981495,199.95018963815588,39.98847252148659,780.068639930239
3400,-66.97734298021021,0.006043305977019878,0.22316990617031301,185.50815528519036,199.9499408096123,39.98840644362049,780.0691736758255
3500,-66.97435407467707,0.006064002582263078,0.22289421448187816,185.50617724819602,199.94981551473236,39.98838434418797,780.0693677145821
3600,-67.01792573628792,0.005985302814473026,0.22286462375046504,185.51127783532243,199.95000834009542,39.988280450755184,780.0695098749557
3700,-67.02929682195737,0.0059973966014346125,0.2228991094387862,185.51093103429406,199.94955948755916,39.98826859883172,780.0693821849201
3800,-67.03177374038829,0.006002138014613943,0.22261152303006682,185.51135430033705,199.94933047628686,39.988195694759106,780.069820670276
3900,-67.03771293867767,0.0059554657154220324,0.2226844269442804,185.51613882190682,199.9494095434776,39.98823474600587,780.0700385313897
4000,-67.04340963711614,0.005966133910510783,0.22251223258004793,185.5148026641514,199.94889472845585,39.98821637136209,780.0703014485915
4100,-67.0545495376678,0.0059306784785147625,0.22237501938917978,185.5150301363757,199.9491503474985,39.988138800468086,780.070400285943
4200,-67.05805321779565,0.005892402887591422,0.22245039546126297,185.51893161343983,199.94887030209765,39.9880965774301,780.0710372520825
4300,-67.07105544876438,0.005788057177554763,0.22216669599684455,185.52126207711234,199.94843007237756,39.98810200266809,780.0709661272887
4400,-67.09036716358918,0.005782990152603597,0.22204599560281751,185.52477081824594,199.94847829596947,39.988040594213146,780.0714923502378
4500,-67.10368608081934,0.00577804625602453,0.2220215615520488,185.52425834184595,199.94802907846523,39.98793418513199,780.0716474784098
4600,-67.08558709359286,0.0057489228144673695,0.22185237430614294,185.5262542755022,199.9483337462139,39.987963458412366,780.0715238068616
4700,-67.13495726330575,0.005727668392051881,0.2217916650527985,185.52480292467501,199.94800913186336,39.987918392339374,780.072219702646
4800,-67.14407903570134,0.005693361219684217,0.2219405213605785,185.52804747306305,199.94769863173497,39.987852574788,780.0721576363062
4900,-67.14896397634506,0.0056749637315369255,0.22170405923091127,185.52833976093962,199.947808828297,39.987762077130355,780.0726659665243
5000,-67.12962827983661,0.00568122743239294,0.2215247401014564,185.530537939358,199.94739820307123,39.987799008688704,780.072777973159
